customer_id,delivered_order_count,total_purchase_value,first_order_date,last_order_date,recency_days,customer_tenure_days,customer_tenure_years,average_orders_per_year,average_order_value,customer_type,industry_segment,region,customer_rating,retention_status,customer_value_class,retention_priority_score,action_focus,retention_priority_rank
C0184,29,61479056.4,2019-03-12,2024-11-28,34,2122,5.81,4.99,2119967.46,Retail,Rental,South,3,Recently At Risk,Medium Value,28.41,Run targeted re-engagement campaign,303
C0333,39,63220923.0,2019-01-09,2024-12-02,30,2184,5.98,6.52,1621049.31,Corporate,Mining,South,3,Active,Medium Value,28.39,Maintain engagement and encourage repeat purchases,304
C0001,34,55019747.4,2019-01-26,2024-11-15,47,2167,5.93,5.73,1618227.86,Retail,Construction,East,4,Recently At Risk,Medium Value,28.2,Run targeted re-engagement campaign,305
C0037,36,45505928.0,2019-06-12,2024-10-25,68,2030,5.56,6.48,1264053.56,Corporate,Construction,West,1,At Risk,Low Value,28.19,Prioritize retention outreach and personalized offers,306
C0340,35,63532821.6,2019-01-05,2024-12-04,28,2188,5.99,5.84,1815223.47,Government,Mining,South,3,Active,Medium Value,28.17,Maintain engagement and encourage repeat purchases,307
C0479,26,37716131.0,2019-02-22,2024-10-08,85,2140,5.86,4.44,1450620.42,Retail,Construction,West,1,At Risk,Low Value,28.15,Prioritize retention outreach and personalized offers,308
C0231,32,51646725.4,2019-02-21,2024-11-08,54,2141,5.86,5.46,1613960.17,Government,Infrastructure,West,4,Recently At Risk,Medium Value,28.12,Run targeted re-engagement campaign,309
C0035,38,53340276.8,2019-01-07,2024-11-12,50,2186,5.98,6.35,1403691.49,Dealer,Infrastructure,Central,4,Recently At Risk,Medium Value,28.08,Run targeted re-engagement campaign,310
C0346,39,54686860.8,2019-01-21,2024-11-15,47,2172,5.95,6.56,1402227.2,Retail,Construction,East,3,Recently At Risk,Medium Value,28.07,Run targeted re-engagement campaign,311
C0396,38,64506474.4,2019-01-14,2024-12-07,25,2179,5.97,6.37,1697538.8,Government,Manufacturing,West,2,Active,Medium Value,28.03,Maintain engagement and encourage repeat purchases,312
C0410,39,59804309.8,2019-03-03,2024-11-27,35,2131,5.83,6.68,1533443.84,Corporate,Mining,South,4,Recently At Risk,Medium Value,27.96,Run targeted re-engagement campaign,313
C0331,42,67826105.8,2019-04-12,2024-12-15,17,2091,5.72,7.34,1614907.28,Dealer,Logistics,North,2,Active,High Value,27.92,Maintain engagement and encourage repeat purchases,314
C0128,33,69172996.2,2019-01-02,2024-12-18,14,2191,6.0,5.5,2096151.4,Retail,Mining,West,1,Active,High Value,27.91,Maintain engagement and encourage repeat purchases,315
C0011,41,57187490.8,2019-01-03,2024-11-22,40,2190,6.0,6.84,1394816.85,Retail,Infrastructure,West,4,Recently At Risk,Medium Value,27.83,Run targeted re-engagement campaign,316
C0449,32,55700286.8,2019-07-19,2024-11-19,43,1993,5.46,5.86,1740633.96,Fleet Owner,Logistics,West,3,Recently At Risk,Medium Value,27.78,Run targeted re-engagement campaign,317
C0386,32,48819152.6,2019-04-23,2024-11-04,58,2080,5.69,5.62,1525598.52,Retail,Construction,North,4,Recently At Risk,Low Value,27.74,Run targeted re-engagement campaign,318
C0234,29,72295152.4,2019-01-09,2024-12-26,6,2184,5.98,4.85,2492936.29,Corporate,Infrastructure,West,2,Active,High Value,27.73,Maintain engagement and encourage repeat purchases,319
C0360,31,54662201.0,2019-05-25,2024-11-17,45,2048,5.61,5.53,1763296.81,Dealer,Construction,West,5,Recently At Risk,Medium Value,27.73,Run targeted re-engagement campaign,320
C0328,37,62646507.6,2019-01-03,2024-12-05,27,2190,6.0,6.17,1693148.85,Government,Rental,East,4,Active,Medium Value,27.67,Maintain engagement and encourage repeat purchases,321
C0469,40,68502617.4,2019-01-04,2024-12-18,14,2189,5.99,6.67,1712565.44,Government,Manufacturing,North,1,Active,High Value,27.66,Maintain engagement and encourage repeat purchases,322
C0191,29,65787839.8,2019-02-03,2024-12-12,20,2159,5.91,4.91,2268546.2,Corporate,Manufacturing,South,2,Active,Medium Value,27.66,Maintain engagement and encourage repeat purchases,323
C0239,32,44962159.0,2019-10-11,2024-10-27,66,1909,5.23,6.12,1405067.47,Government,Logistics,South,4,At Risk,Low Value,27.65,Prioritize retention outreach and personalized offers,324
C0261,33,62999554.6,2019-05-06,2024-12-06,26,2067,5.66,5.83,1909077.41,Dealer,Manufacturing,North,5,Active,Medium Value,27.64,Maintain engagement and encourage repeat purchases,325
C0397,36,56279511.4,2019-02-11,2024-11-22,40,2151,5.89,6.11,1563319.76,Fleet Owner,Mining,West,3,Recently At Risk,Medium Value,27.49,Run targeted re-engagement campaign,326
C0364,32,54408370.8,2019-03-14,2024-11-18,44,2120,5.8,5.51,1700261.59,Government,Infrastructure,East,5,Recently At Risk,Medium Value,27.47,Run targeted re-engagement campaign,327
C0149,38,65235052.4,2019-02-28,2024-12-12,20,2134,5.84,6.5,1716711.91,Government,Manufacturing,West,3,Active,Medium Value,27.46,Maintain engagement and encourage repeat purchases,328
C0366,26,43711261.8,2019-03-09,2024-10-26,67,2125,5.82,4.47,1681202.38,Corporate,Logistics,East,4,At Risk,Low Value,27.36,Prioritize retention outreach and personalized offers,329
C0122,31,48051119.4,2019-01-12,2024-11-05,57,2181,5.97,5.19,1550036.11,Dealer,Rental,North East,2,Recently At Risk,Low Value,27.29,Run targeted re-engagement campaign,330
C0284,41,69641823.4,2019-01-09,2024-12-23,9,2184,5.98,6.86,1698581.06,Corporate,Manufacturing,East,1,Active,High Value,27.25,Maintain engagement and encourage repeat purchases,331
C0270,43,68114112.8,2019-03-27,2024-12-20,12,2107,5.77,7.45,1584049.13,Corporate,Manufacturing,North,2,Active,High Value,27.19,Maintain engagement and encourage repeat purchases,332
C0105,41,57202879.8,2019-05-25,2024-11-26,36,2048,5.61,7.31,1395192.19,Government,Logistics,North,4,Recently At Risk,Medium Value,27.16,Run targeted re-engagement campaign,333
C0453,31,59284873.8,2019-05-25,2024-12-01,31,2048,5.61,5.53,1912415.28,Dealer,Mining,East,3,Recently At Risk,Medium Value,27.1,Run targeted re-engagement campaign,334
C0369,40,64656844.2,2019-01-26,2024-12-13,19,2167,5.93,6.74,1616421.1,Government,Manufacturing,West,1,Active,Medium Value,27.08,Maintain engagement and encourage repeat purchases,335
C0203,35,53777085.6,2019-02-25,2024-11-19,43,2137,5.85,5.98,1536488.16,Government,Manufacturing,West,1,Recently At Risk,Medium Value,27.07,Run targeted re-engagement campaign,336
C0205,33,51965845.0,2019-02-07,2024-11-15,47,2155,5.9,5.59,1574722.58,Retail,Construction,North,2,Recently At Risk,Medium Value,27.07,Run targeted re-engagement campaign,337
C0003,38,44728031.8,2019-04-05,2024-10-30,63,2098,5.74,6.62,1177053.47,Government,Logistics,West,2,At Risk,Low Value,27.06,Prioritize retention outreach and personalized offers,338
C0172,37,57323600.2,2019-08-18,2024-11-27,35,1963,5.37,6.88,1549286.49,Dealer,Manufacturing,South,1,Recently At Risk,Medium Value,27.04,Run targeted re-engagement campaign,339
C0474,30,48230361.0,2019-01-11,2024-11-07,55,2182,5.97,5.02,1607678.7,Government,Logistics,West,3,Recently At Risk,Low Value,27.02,Run targeted re-engagement campaign,340
C0282,44,69381309.6,2019-01-17,2024-12-24,8,2176,5.96,7.39,1576847.95,Government,Logistics,East,2,Active,High Value,26.99,Maintain engagement and encourage repeat purchases,341
C0327,43,61017008.6,2019-02-01,2024-12-06,26,2161,5.92,7.27,1419000.2,Retail,Mining,West,1,Active,Medium Value,26.9,Maintain engagement and encourage repeat purchases,342
C0493,38,54684935.2,2019-02-18,2024-11-22,40,2144,5.87,6.47,1439077.24,Retail,Construction,South,3,Recently At Risk,Medium Value,26.9,Run targeted re-engagement campaign,343
C0038,36,57808311.2,2019-01-08,2024-11-29,33,2185,5.98,6.02,1605786.42,Fleet Owner,Rental,North,1,Recently At Risk,Medium Value,26.89,Run targeted re-engagement campaign,344
C0472,34,54888819.4,2019-04-29,2024-11-23,39,2074,5.68,5.99,1614377.04,Dealer,Manufacturing,South,4,Recently At Risk,Medium Value,26.81,Run targeted re-engagement campaign,345
C0093,36,57944235.8,2019-02-13,2024-12-01,31,2149,5.88,6.12,1609562.11,Dealer,Manufacturing,South,2,Recently At Risk,Medium Value,26.6,Run targeted re-engagement campaign,346
C0379,41,64194052.6,2019-03-29,2024-12-15,17,2105,5.76,7.11,1565708.6,Retail,Mining,West,3,Active,Medium Value,26.57,Maintain engagement and encourage repeat purchases,347
C0484,27,48200851.6,2019-01-30,2024-11-10,52,2163,5.92,4.56,1785216.73,Fleet Owner,Mining,West,1,Recently At Risk,Low Value,26.51,Run targeted re-engagement campaign,348
C0054,37,63424926.8,2019-01-31,2024-12-14,18,2162,5.92,6.25,1714187.21,Fleet Owner,Manufacturing,South,2,Active,Medium Value,26.46,Maintain engagement and encourage repeat purchases,349
C0120,34,50313583.0,2019-01-02,2024-11-15,47,2191,6.0,5.67,1479811.26,Fleet Owner,Construction,South,5,Recently At Risk,Medium Value,26.46,Run targeted re-engagement campaign,350
C0378,35,50644577.2,2019-01-19,2024-11-16,46,2174,5.95,5.88,1446987.92,Retail,Manufacturing,North,4,Recently At Risk,Medium Value,26.41,Run targeted re-engagement campaign,351
C0398,35,57843305.6,2019-09-10,2024-12-02,30,1940,5.31,6.59,1652665.87,Government,Rental,South,5,Active,Medium Value,26.4,Maintain engagement and encourage repeat purchases,352
C0187,30,46901016.0,2019-05-02,2024-11-08,54,2071,5.67,5.29,1563367.2,Retail,Rental,North,1,Recently At Risk,Low Value,26.36,Run targeted re-engagement campaign,353
C0319,33,60426895.0,2019-05-16,2024-12-08,24,2057,5.63,5.86,1831118.03,Dealer,Mining,South,5,Active,Medium Value,26.35,Maintain engagement and encourage repeat purchases,354
C0245,33,56554752.6,2019-01-01,2024-11-30,32,2192,6.0,5.5,1713780.38,Dealer,Logistics,South,2,Recently At Risk,Medium Value,26.26,Run targeted re-engagement campaign,355
C0287,36,55179366.6,2019-03-22,2024-11-27,35,2112,5.78,6.23,1532760.18,Dealer,Manufacturing,South,4,Recently At Risk,Medium Value,26.25,Run targeted re-engagement campaign,356
C0018,31,49286607.8,2019-06-10,2024-11-14,48,2032,5.56,5.57,1589890.57,Retail,Construction,West,2,Recently At Risk,Medium Value,26.24,Run targeted re-engagement campaign,357
C0423,30,46894840.4,2019-02-25,2024-11-09,53,2137,5.85,5.13,1563161.35,Dealer,Infrastructure,South,3,Recently At Risk,Low Value,26.19,Run targeted re-engagement campaign,358
C0353,27,31979908.6,2019-01-16,2024-10-08,85,2177,5.96,4.53,1184441.06,Dealer,Manufacturing,North,1,At Risk,Low Value,26.03,Prioritize retention outreach and personalized offers,359
C0168,34,64028787.0,2019-06-02,2024-12-18,14,2040,5.59,6.09,1883199.62,Dealer,Infrastructure,West,1,Active,Medium Value,26.01,Maintain engagement and encourage repeat purchases,360
C0426,35,57207251.0,2019-02-20,2024-12-03,29,2142,5.86,5.97,1634492.89,Dealer,Infrastructure,North East,1,Active,Medium Value,26.0,Maintain engagement and encourage repeat purchases,361
C0395,44,64514679.8,2019-02-21,2024-12-20,12,2141,5.86,7.51,1466242.72,Corporate,Manufacturing,East,1,Active,Medium Value,25.86,Maintain engagement and encourage repeat purchases,362
C0044,34,49589458.0,2019-01-05,2024-11-17,45,2188,5.99,5.68,1458513.47,Government,Mining,West,4,Recently At Risk,Medium Value,25.85,Run targeted re-engagement campaign,363
C0338,33,52210070.0,2019-02-01,2024-11-23,39,2161,5.92,5.58,1582123.33,Corporate,Rental,West,4,Recently At Risk,Medium Value,25.82,Run targeted re-engagement campaign,364
C0210,30,53509817.8,2019-02-20,2024-11-26,36,2142,5.86,5.12,1783660.59,Retail,Infrastructure,West,2,Recently At Risk,Medium Value,25.8,Run targeted re-engagement campaign,365
C0301,46,63821535.6,2019-01-13,2024-12-19,13,2180,5.97,7.71,1387424.69,Dealer,Mining,East,5,Active,Medium Value,25.77,Maintain engagement and encourage repeat purchases,366
C0345,40,50444735.6,2019-02-21,2024-11-20,42,2141,5.86,6.82,1261118.39,Retail,Infrastructure,West,2,Recently At Risk,Medium Value,25.67,Run targeted re-engagement campaign,367
C0427,41,53149424.2,2019-02-07,2024-11-26,36,2155,5.9,6.95,1296327.42,Corporate,Mining,West,3,Recently At Risk,Medium Value,25.67,Run targeted re-engagement campaign,368
C0376,29,52106248.6,2019-07-01,2024-11-24,38,2011,5.51,5.27,1796767.19,Retail,Construction,North,5,Recently At Risk,Medium Value,25.61,Run targeted re-engagement campaign,369
C0068,39,57372766.4,2019-03-11,2024-12-06,26,2123,5.81,6.71,1471096.57,Retail,Mining,North,1,Active,Medium Value,25.56,Maintain engagement and encourage repeat purchases,370
C0418,30,47167025.6,2019-03-18,2024-11-14,48,2116,5.79,5.18,1572234.19,Government,Mining,West,4,Recently At Risk,Low Value,25.46,Run targeted re-engagement campaign,371
C0089,37,47111014.0,2019-01-02,2024-11-14,48,2191,6.0,6.17,1273270.65,Corporate,Rental,West,4,Recently At Risk,Low Value,25.44,Run targeted re-engagement campaign,372
C0065,36,59751563.6,2019-01-07,2024-12-12,20,2186,5.98,6.02,1659765.66,Corporate,Mining,West,4,Active,Medium Value,25.43,Maintain engagement and encourage repeat purchases,373
C0259,33,60202150.6,2019-02-02,2024-12-13,19,2160,5.91,5.58,1824307.59,Fleet Owner,Logistics,South,1,Active,Medium Value,25.43,Maintain engagement and encourage repeat purchases,374
C0276,44,67350598.6,2019-01-08,2024-12-29,3,2185,5.98,7.36,1530695.42,Dealer,Manufacturing,Central,3,Active,High Value,25.4,Maintain engagement and encourage repeat purchases,375
C0055,32,59056095.2,2019-04-01,2024-12-11,21,2102,5.75,5.56,1845502.98,Dealer,Construction,North,1,Active,Medium Value,25.34,Maintain engagement and encourage repeat purchases,376
C0315,40,61457629.4,2019-01-09,2024-12-17,15,2184,5.98,6.69,1536440.74,Dealer,Rental,West,4,Active,Medium Value,25.23,Maintain engagement and encourage repeat purchases,377
C0136,37,45774176.2,2019-03-23,2024-11-13,49,2111,5.78,6.4,1237139.9,Dealer,Mining,West,3,Recently At Risk,Low Value,25.11,Run targeted re-engagement campaign,378
C0164,36,45625652.8,2019-01-11,2024-11-13,49,2182,5.97,6.03,1267379.24,Government,Construction,North,4,Recently At Risk,Low Value,25.06,Run targeted re-engagement campaign,379
C0217,36,61360958.2,2019-01-19,2024-12-18,14,2174,5.95,6.05,1704471.06,Corporate,Infrastructure,North,5,Active,Medium Value,25.02,Maintain engagement and encourage repeat purchases,380
C0332,35,44566684.4,2019-01-19,2024-11-11,51,2174,5.95,5.88,1273333.84,Corporate,Mining,South,1,Recently At Risk,Low Value,25.0,Run targeted re-engagement campaign,381
C0302,36,63607092.0,2019-02-05,2024-12-24,8,2157,5.91,6.1,1766863.67,Fleet Owner,Mining,West,1,Active,Medium Value,24.85,Maintain engagement and encourage repeat purchases,382
C0326,42,66177447.4,2019-03-14,2024-12-30,2,2120,5.8,7.24,1575653.51,Government,Mining,East,4,Active,Medium Value,24.8,Maintain engagement and encourage repeat purchases,383
C0329,36,64307436.8,2019-01-03,2024-12-26,6,2190,6.0,6.0,1786317.69,Dealer,Infrastructure,Central,1,Active,Medium Value,24.78,Maintain engagement and encourage repeat purchases,384
C0414,40,66316815.6,2019-02-16,2024-12-31,1,2146,5.88,6.81,1657920.39,Dealer,Construction,South,4,Active,Medium Value,24.68,Maintain engagement and encourage repeat purchases,385
C0456,27,31514609.0,2019-02-23,2024-10-16,77,2139,5.86,4.61,1167207.74,Corporate,Mining,North,4,At Risk,Low Value,24.52,Prioritize retention outreach and personalized offers,386
C0285,47,54036327.8,2019-02-11,2024-12-05,27,2151,5.89,7.98,1149709.1,Government,Infrastructure,West,4,Active,Medium Value,24.49,Maintain engagement and encourage repeat purchases,387
C0052,35,56612172.2,2019-02-12,2024-12-11,21,2150,5.89,5.95,1617490.63,Government,Manufacturing,North East,2,Active,Medium Value,24.44,Maintain engagement and encourage repeat purchases,388
C0222,41,57177978.6,2019-01-30,2024-12-13,19,2163,5.92,6.92,1394584.84,Fleet Owner,Logistics,North,5,Active,Medium Value,24.31,Maintain engagement and encourage repeat purchases,389
C0298,33,46771231.0,2019-01-05,2024-11-20,42,2188,5.99,5.51,1417310.03,Fleet Owner,Construction,South,4,Recently At Risk,Low Value,24.31,Run targeted re-engagement campaign,390
C0138,34,62582651.4,2019-01-10,2024-12-25,7,2183,5.98,5.69,1840666.22,Corporate,Mining,South,5,Active,Medium Value,24.31,Maintain engagement and encourage repeat purchases,391
C0480,34,48525468.6,2019-01-24,2024-11-24,38,2169,5.94,5.73,1427219.66,Government,Infrastructure,West,3,Recently At Risk,Low Value,24.29,Run targeted re-engagement campaign,392
C0150,30,41608958.8,2019-07-12,2024-11-09,53,2000,5.48,5.48,1386965.29,Fleet Owner,Manufacturing,West,5,Recently At Risk,Low Value,24.24,Run targeted re-engagement campaign,393
C0389,30,48796477.0,2019-04-04,2024-11-25,37,2099,5.75,5.22,1626549.23,Retail,Mining,West,5,Recently At Risk,Low Value,24.22,Run targeted re-engagement campaign,394
C0436,34,57784314.2,2019-02-01,2024-12-15,17,2161,5.92,5.75,1699538.65,Fleet Owner,Logistics,East,3,Active,Medium Value,24.2,Maintain engagement and encourage repeat purchases,395
C0447,33,61334243.8,2019-05-16,2024-12-23,9,2057,5.63,5.86,1858613.45,Fleet Owner,Rental,East,2,Active,Medium Value,24.18,Maintain engagement and encourage repeat purchases,396
C0139,29,37337910.0,2019-03-13,2024-10-31,62,2121,5.81,4.99,1287514.14,Government,Mining,West,2,At Risk,Low Value,24.17,Prioritize retention outreach and personalized offers,397
C0148,35,54884128.4,2019-01-28,2024-12-09,23,2165,5.93,5.9,1568117.95,Government,Construction,South,4,Active,Medium Value,24.13,Maintain engagement and encourage repeat purchases,398
C0355,32,58903770.4,2019-01-03,2024-12-18,14,2190,6.0,5.34,1840742.82,Government,Infrastructure,South,4,Active,Medium Value,24.12,Maintain engagement and encourage repeat purchases,399
C0077,34,57865492.6,2019-02-05,2024-12-16,16,2157,5.91,5.76,1701926.25,Corporate,Mining,North,1,Active,Medium Value,24.07,Maintain engagement and encourage repeat purchases,400
C0219,39,59976015.0,2019-01-09,2024-12-21,11,2184,5.98,6.52,1537846.54,Government,Manufacturing,West,2,Active,Medium Value,24.01,Maintain engagement and encourage repeat purchases,401
C0050,27,56151044.8,2019-01-11,2024-12-14,18,2182,5.97,4.52,2079668.33,Dealer,Mining,East,3,Active,Medium Value,23.77,Maintain engagement and encourage repeat purchases,402
C0017,39,59194497.0,2019-01-31,2024-12-21,11,2162,5.92,6.59,1517807.62,Government,Infrastructure,South,1,Active,Medium Value,23.72,Maintain engagement and encourage repeat purchases,403
C0305,31,48238808.8,2019-05-16,2024-11-27,35,2057,5.63,5.5,1556090.61,Fleet Owner,Logistics,North,3,Recently At Risk,Low Value,23.68,Run targeted re-engagement campaign,404
C0494,32,48287535.6,2019-02-25,2024-11-28,34,2137,5.85,5.47,1508985.49,Corporate,Construction,East,2,Recently At Risk,Low Value,23.53,Run targeted re-engagement campaign,405
C0454,33,41820500.6,2019-02-08,2024-11-14,48,2154,5.9,5.6,1267287.9,Government,Mining,West,3,Recently At Risk,Low Value,23.48,Run targeted re-engagement campaign,406
C0352,30,40262666.2,2019-02-23,2024-11-11,51,2139,5.86,5.12,1342088.87,Corporate,Mining,South,1,Recently At Risk,Low Value,23.41,Run targeted re-engagement campaign,407
C0473,26,42018356.8,2019-03-04,2024-11-15,47,2130,5.83,4.46,1616090.65,Government,Rental,South,3,Recently At Risk,Low Value,23.39,Run targeted re-engagement campaign,408
C0007,31,36509378.2,2019-05-08,2024-11-03,59,2065,5.65,5.48,1177721.88,Corporate,Manufacturing,West,4,Recently At Risk,Low Value,23.36,Run targeted re-engagement campaign,409
C0111,33,55916542.2,2019-04-09,2024-12-16,16,2094,5.73,5.76,1694440.67,Corporate,Construction,South,3,Active,Medium Value,23.35,Maintain engagement and encourage repeat purchases,410
C0079,31,47175266.2,2019-01-25,2024-11-28,34,2168,5.94,5.22,1521782.78,Retail,Rental,North,5,Recently At Risk,Low Value,23.12,Run targeted re-engagement campaign,411
C0399,39,59287998.0,2019-01-03,2024-12-25,7,2190,6.0,6.5,1520205.08,Fleet Owner,Rental,South,3,Active,Medium Value,23.09,Maintain engagement and encourage repeat purchases,412
C0098,35,56088743.0,2019-03-14,2024-12-18,14,2120,5.8,6.03,1602535.51,Corporate,Mining,East,1,Active,Medium Value,23.07,Maintain engagement and encourage repeat purchases,413
C0382,33,42929317.0,2019-04-17,2024-11-19,43,2086,5.71,5.78,1300888.39,Retail,Manufacturing,South,3,Recently At Risk,Low Value,23.06,Run targeted re-engagement campaign,414
C0057,32,49701788.6,2019-03-20,2024-12-04,28,2114,5.79,5.53,1553180.89,Retail,Logistics,East,3,Active,Medium Value,23.05,Maintain engagement and encourage repeat purchases,415
C0059,32,56859509.4,2019-01-21,2024-12-20,12,2172,5.95,5.38,1776859.67,Retail,Manufacturing,South,3,Active,Medium Value,23.03,Maintain engagement and encourage repeat purchases,416
C0026,36,60554977.0,2019-01-09,2024-12-29,3,2184,5.98,6.02,1682082.69,Fleet Owner,Mining,North,5,Active,Medium Value,22.89,Maintain engagement and encourage repeat purchases,417
C0146,30,61245406.2,2019-01-20,2024-12-31,1,2173,5.95,5.04,2041513.54,Retail,Mining,West,3,Active,Medium Value,22.81,Maintain engagement and encourage repeat purchases,418
C0286,36,60273490.2,2019-01-06,2024-12-29,3,2187,5.99,6.01,1674263.62,Dealer,Construction,South,2,Active,Medium Value,22.78,Maintain engagement and encourage repeat purchases,419
C0391,33,47080496.4,2019-01-14,2024-11-30,32,2179,5.97,5.53,1426681.71,Government,Construction,West,3,Recently At Risk,Low Value,22.75,Run targeted re-engagement campaign,420
C0004,46,60843242.8,2019-03-21,2024-12-31,1,2113,5.79,7.95,1322679.19,Fleet Owner,Logistics,South,3,Active,Medium Value,22.66,Maintain engagement and encourage repeat purchases,421
C0273,37,60830001.0,2019-05-04,2024-12-31,1,2069,5.66,6.53,1644054.08,Dealer,Manufacturing,East,1,Active,Medium Value,22.66,Maintain engagement and encourage repeat purchases,422
C0121,34,47029566.2,2019-01-22,2024-12-01,31,2171,5.94,5.72,1383222.54,Government,Construction,West,2,Recently At Risk,Low Value,22.57,Run targeted re-engagement campaign,423
C0481,39,60397194.2,2019-01-03,2024-12-31,1,2190,6.0,6.5,1548646.01,Corporate,Logistics,South,5,Active,Medium Value,22.5,Maintain engagement and encourage repeat purchases,424
C0181,36,53087081.0,2019-04-13,2024-12-15,17,2090,5.72,6.29,1474641.14,Government,Construction,West,5,Active,Medium Value,22.47,Maintain engagement and encourage repeat purchases,425
C0023,32,58217713.2,2019-01-05,2024-12-27,5,2188,5.99,5.34,1819303.54,Corporate,Mining,South,2,Active,Medium Value,22.36,Maintain engagement and encourage repeat purchases,426
C0058,40,56831525.0,2019-01-23,2024-12-24,8,2170,5.94,6.73,1420788.12,Retail,Infrastructure,West,3,Active,Medium Value,22.35,Maintain engagement and encourage repeat purchases,427
C0081,37,56355210.0,2019-01-03,2024-12-23,9,2190,6.0,6.17,1523113.78,Corporate,Rental,West,1,Active,Medium Value,22.34,Maintain engagement and encourage repeat purchases,428
C0028,29,38208624.0,2019-01-22,2024-11-13,49,2171,5.94,4.88,1317538.76,Retail,Infrastructure,South,3,Recently At Risk,Low Value,22.31,Run targeted re-engagement campaign,429
C0112,33,46248326.6,2019-02-27,2024-12-01,31,2135,5.85,5.65,1401464.44,Fleet Owner,Mining,South,2,Recently At Risk,Low Value,22.28,Run targeted re-engagement campaign,430
C0278,38,47107787.2,2019-08-12,2024-12-03,29,1969,5.39,7.05,1239678.61,Fleet Owner,Logistics,West,4,Active,Low Value,22.26,Maintain engagement and encourage repeat purchases,431
C0370,36,53881174.6,2019-02-18,2024-12-18,14,2144,5.87,6.13,1496699.29,Corporate,Infrastructure,East,4,Active,Medium Value,22.26,Maintain engagement and encourage repeat purchases,432
C0354,37,56690884.8,2019-01-06,2024-12-25,7,2187,5.99,6.18,1532186.08,Corporate,Logistics,South,2,Active,Medium Value,22.13,Maintain engagement and encourage repeat purchases,433
C0115,29,44357793.6,2019-05-07,2024-11-28,34,2066,5.66,5.13,1529579.09,Fleet Owner,Mining,South,5,Recently At Risk,Low Value,22.08,Run targeted re-engagement campaign,434
C0072,26,55369763.0,2019-06-15,2024-12-23,9,2027,5.55,4.69,2129606.27,Government,Logistics,West,3,Active,Medium Value,21.97,Maintain engagement and encourage repeat purchases,435
C0308,33,50359329.6,2019-02-19,2024-12-12,20,2143,5.87,5.62,1526040.29,Retail,Mining,North,3,Active,Medium Value,21.96,Maintain engagement and encourage repeat purchases,436
C0229,28,44419985.8,2019-05-15,2024-11-29,33,2058,5.63,4.97,1586428.06,Government,Mining,East,3,Recently At Risk,Low Value,21.94,Run targeted re-engagement campaign,437
C0099,44,56469516.0,2019-01-10,2024-12-26,6,2183,5.98,7.36,1283398.09,Fleet Owner,Rental,South,4,Active,Medium Value,21.88,Maintain engagement and encourage repeat purchases,438
C0445,28,57177744.4,2019-04-04,2024-12-28,4,2099,5.75,4.87,2042062.3,Government,Mining,East,2,Active,Medium Value,21.81,Maintain engagement and encourage repeat purchases,439
C0232,37,57544368.0,2019-01-24,2024-12-29,3,2169,5.94,6.23,1555253.19,Government,Mining,South,1,Active,Medium Value,21.77,Maintain engagement and encourage repeat purchases,440
C0040,43,53757984.6,2019-02-23,2024-12-21,11,2139,5.86,7.34,1250185.69,Government,Logistics,North,2,Active,Medium Value,21.71,Maintain engagement and encourage repeat purchases,441
C0195,31,56797913.6,2019-02-15,2024-12-28,4,2147,5.88,5.27,1832190.76,Fleet Owner,Logistics,East,2,Active,Medium Value,21.67,Maintain engagement and encourage repeat purchases,442
C0033,30,49354094.2,2019-03-05,2024-12-12,20,2129,5.83,5.15,1645136.47,Government,Mining,South,5,Active,Medium Value,21.59,Maintain engagement and encourage repeat purchases,443
C0095,29,55610118.2,2019-05-21,2024-12-26,6,2052,5.62,5.16,1917590.28,Fleet Owner,Logistics,West,3,Active,Medium Value,21.56,Maintain engagement and encourage repeat purchases,444
C0350,32,41227777.0,2019-05-03,2024-11-25,37,2070,5.67,5.65,1288368.03,Dealer,Logistics,North East,2,Recently At Risk,Low Value,21.43,Run targeted re-engagement campaign,445
C0279,26,35292218.0,2019-05-12,2024-11-12,50,2061,5.64,4.61,1357393.0,Dealer,Rental,West,4,Recently At Risk,Low Value,21.4,Run targeted re-engagement campaign,446
C0248,30,45208412.0,2019-01-10,2024-12-04,28,2183,5.98,5.02,1506947.07,Fleet Owner,Rental,West,5,Active,Low Value,21.39,Maintain engagement and encourage repeat purchases,447
C0407,38,54609453.4,2019-02-01,2024-12-25,7,2161,5.92,6.42,1437090.88,Dealer,Logistics,South,2,Active,Medium Value,21.36,Maintain engagement and encourage repeat purchases,448
C0190,35,56351528.4,2019-05-15,2024-12-29,3,2058,5.63,6.21,1610043.67,Retail,Manufacturing,North,1,Active,Medium Value,21.33,Maintain engagement and encourage repeat purchases,449
C0393,39,51240981.8,2019-03-27,2024-12-18,14,2107,5.77,6.76,1313871.33,Retail,Rental,East,3,Active,Medium Value,21.28,Maintain engagement and encourage repeat purchases,450
C0087,39,50370513.4,2019-01-22,2024-12-17,15,2171,5.94,6.56,1291551.63,Government,Logistics,South,3,Active,Medium Value,21.13,Maintain engagement and encourage repeat purchases,451
C0465,35,48083241.6,2019-03-12,2024-12-12,20,2122,5.81,6.02,1373806.9,Fleet Owner,Mining,South,1,Active,Low Value,21.12,Maintain engagement and encourage repeat purchases,452
