customer_id,customer_type,industry_segment,region,unique_products_purchased,total_product_units,total_product_revenue,total_product_gross_value,avg_revenue_per_product,product_diversification_class,cross_sell_opportunity_score,cross_sell_opportunity_class,cross_sell_priority_rank,action_focus
C0364,Government,Infrastructure,East,30,2358,42733560,54408370.8,1424452.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,313,Maintain product engagement and monitor purchasing breadth
C0188,Corporate,Logistics,West,30,2365,42691360,54387524.8,1423045.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,314,Maintain product engagement and monitor purchasing breadth
C0330,Retail,Infrastructure,East,30,2695,42673670,54285450.6,1422455.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,315,Maintain product engagement and monitor purchasing breadth
C0027,Fleet Owner,Logistics,West,30,2310,42577230,54309976.4,1419241.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,316,Maintain product engagement and monitor purchasing breadth
C0223,Corporate,Logistics,West,30,2385,42492870,54079206.6,1416429.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,317,Maintain product engagement and monitor purchasing breadth
C0285,Government,Infrastructure,West,30,2728,42474460,54036327.8,1415815.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,318,Maintain product engagement and monitor purchasing breadth
C0224,Retail,Manufacturing,East,30,2307,42395680,54050072.4,1413189.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,319,Maintain product engagement and monitor purchasing breadth
C0066,Retail,Manufacturing,Central,30,2394,42371560,54037060.8,1412385.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,320,Maintain product engagement and monitor purchasing breadth
C0370,Corporate,Infrastructure,East,30,2351,42286970,53881174.6,1409565.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,321,Maintain product engagement and monitor purchasing breadth
C0040,Government,Logistics,North,30,2648,42259970,53757984.6,1408665.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,322,Maintain product engagement and monitor purchasing breadth
C0203,Government,Manufacturing,West,30,2299,42161670,53777085.6,1405389.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,323,Maintain product engagement and monitor purchasing breadth
C0363,Fleet Owner,Logistics,South,30,2504,42048290,53560072.2,1401609.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,324,Maintain product engagement and monitor purchasing breadth
C0320,Retail,Construction,North,30,2078,42001120,53574056.6,1400037.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,325,Maintain product engagement and monitor purchasing breadth
C0220,Government,Infrastructure,Central,30,2604,41988750,53467975.0,1399625.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,326,Maintain product engagement and monitor purchasing breadth
C0442,Dealer,Logistics,East,30,2137,41966020,53527848.6,1398867.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,327,Maintain product engagement and monitor purchasing breadth
C0362,Corporate,Rental,West,30,2489,41935190,53495189.2,1397839.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,328,Maintain product engagement and monitor purchasing breadth
C0210,Retail,Infrastructure,West,30,2036,41928210,53509817.800000004,1397607.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,329,Maintain product engagement and monitor purchasing breadth
C0035,Dealer,Infrastructure,Central,30,2449,41878010,53340276.8,1395933.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,330,Maintain product engagement and monitor purchasing breadth
C0012,Fleet Owner,Logistics,South,30,1944,41835630,53404468.4,1394521.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,331,Maintain product engagement and monitor purchasing breadth
C0427,Corporate,Mining,West,30,2362,41731940,53149424.2,1391064.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,332,Maintain product engagement and monitor purchasing breadth
C0181,Government,Construction,West,30,2363,41700450,53087081.0,1390015.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,333,Maintain product engagement and monitor purchasing breadth
C0325,Corporate,Rental,East,30,1740,41524630,52920013.4,1384154.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,334,Maintain product engagement and monitor purchasing breadth
C0372,Government,Logistics,South,30,2264,41513200,52822436.0,1383773.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,335,Maintain product engagement and monitor purchasing breadth
C0486,Government,Manufacturing,West,30,2519,41350080,52620254.4,1378336.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,336,Maintain product engagement and monitor purchasing breadth
C0361,Government,Logistics,South,30,2159,41202210,52532617.8,1373407.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,337,Maintain product engagement and monitor purchasing breadth
C0324,Corporate,Mining,South,30,2391,41098360,52335374.8,1369945.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,338,Maintain product engagement and monitor purchasing breadth
C0338,Corporate,Rental,West,30,2009,40964750,52210070.0,1365491.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,339,Maintain product engagement and monitor purchasing breadth
C0376,Retail,Construction,North,30,2337,40903770,52106248.6,1363459.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,340,Maintain product engagement and monitor purchasing breadth
C0446,Retail,Logistics,South,30,2246,40839770,52035543.6,1361325.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,341,Maintain product engagement and monitor purchasing breadth
C0096,Corporate,Construction,South,30,2169,40828880,51986858.4,1360962.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,342,Maintain product engagement and monitor purchasing breadth
C0090,Government,Infrastructure,North,30,2647,40810370,51915256.6,1360345.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,343,Maintain product engagement and monitor purchasing breadth
C0417,Fleet Owner,Mining,East,30,2135,40806780,51984530.4,1360226.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,344,Maintain product engagement and monitor purchasing breadth
C0205,Retail,Construction,North,30,2020,40742250,51965845.0,1358075.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,345,Maintain product engagement and monitor purchasing breadth
C0368,Fleet Owner,Construction,South,30,2145,40673710,51837532.8,1355790.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,346,Maintain product engagement and monitor purchasing breadth
C0400,Government,Infrastructure,North,30,2252,40610020,51694363.6,1353667.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,347,Maintain product engagement and monitor purchasing breadth
C0231,Government,Infrastructure,West,30,2430,40582530,51646725.4,1352751.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,348,Maintain product engagement and monitor purchasing breadth
C0497,Government,Logistics,South,30,2279,40341140,51439335.2,1344704.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,349,Maintain product engagement and monitor purchasing breadth
C0393,Retail,Rental,East,30,2192,40195010,51240981.8,1339833.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,350,Maintain product engagement and monitor purchasing breadth
C0133,Government,Mining,South,30,1898,40181100,51247358.0,1339370.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,351,Maintain product engagement and monitor purchasing breadth
C0348,Retail,Logistics,North,30,2515,39978280,50897650.4,1332609.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,352,Maintain product engagement and monitor purchasing breadth
C0444,Dealer,Manufacturing,South,30,2586,39970050,50928809.0,1332335.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,353,Maintain product engagement and monitor purchasing breadth
C0458,Dealer,Manufacturing,West,30,2631,39941170,50799400.6,1331372.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,354,Maintain product engagement and monitor purchasing breadth
C0266,Fleet Owner,Rental,South,30,2425,39797800,50717014.0,1326593.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,355,Maintain product engagement and monitor purchasing breadth
C0405,Corporate,Infrastructure,West,30,2039,39790100,50787823.0,1326336.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,356,Maintain product engagement and monitor purchasing breadth
C0378,Retail,Manufacturing,North,30,2201,39739040,50644577.2,1324634.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,357,Maintain product engagement and monitor purchasing breadth
C0214,Corporate,Rental,West,30,2180,39709250,50612095.0,1323641.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,358,Maintain product engagement and monitor purchasing breadth
C0031,Government,Mining,East,30,2180,39680260,50500841.8,1322675.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,359,Maintain product engagement and monitor purchasing breadth
C0074,Fleet Owner,Infrastructure,East,30,2466,39627770,50426138.6,1320925.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,360,Maintain product engagement and monitor purchasing breadth
C0345,Retail,Infrastructure,West,30,2405,39617420,50444735.6,1320580.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,361,Maintain product engagement and monitor purchasing breadth
C0167,Retail,Mining,West,30,2244,39616580,50383279.4,1320552.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,362,Maintain product engagement and monitor purchasing breadth
C0087,Government,Logistics,South,30,2510,39608130,50370513.4,1320271.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,363,Maintain product engagement and monitor purchasing breadth
C0308,Retail,Mining,North,30,2159,39549470,50359329.6,1318315.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,364,Maintain product engagement and monitor purchasing breadth
C0202,Government,Logistics,North,30,2183,39546540,50389917.2,1318218.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,365,Maintain product engagement and monitor purchasing breadth
C0120,Fleet Owner,Construction,South,30,2427,39523350,50313583.0,1317445.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,366,Maintain product engagement and monitor purchasing breadth
C0323,Government,Manufacturing,West,30,2227,39487910,50291498.8,1316263.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,367,Maintain product engagement and monitor purchasing breadth
C0075,Retail,Mining,South,30,2235,39435130,50186853.4,1314504.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,368,Maintain product engagement and monitor purchasing breadth
C0289,Corporate,Logistics,South,30,2220,39396940,50221149.2,1313231.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,369,Maintain product engagement and monitor purchasing breadth
C0159,Dealer,Construction,South,30,2408,39245590,49934036.199999996,1308186.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,370,Maintain product engagement and monitor purchasing breadth
C0233,Government,Logistics,East,30,2106,39173800,49889164.0,1305793.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,371,Maintain product engagement and monitor purchasing breadth
C0057,Retail,Logistics,East,30,2256,39001020,49701788.6,1300034.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,372,Maintain product engagement and monitor purchasing breadth
C0451,Government,Manufacturing,East,30,2177,38981780,49725150.4,1299392.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,373,Maintain product engagement and monitor purchasing breadth
C0044,Government,Mining,West,30,2129,38929350,49589458.0,1297645.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,374,Maintain product engagement and monitor purchasing breadth
C0048,Dealer,Mining,South,30,2043,38811940,49413459.2,1293731.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,375,Maintain product engagement and monitor purchasing breadth
C0432,Fleet Owner,Mining,South,30,2205,38717560,49310040.8,1290585.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,376,Maintain product engagement and monitor purchasing breadth
C0033,Government,Mining,South,30,2086,38713690,49354094.2,1290456.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,377,Maintain product engagement and monitor purchasing breadth
C0018,Retail,Construction,West,30,1898,38692710,49286607.8,1289757.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,378,Maintain product engagement and monitor purchasing breadth
C0470,Government,Mining,South,30,2327,38599240,49194933.2,1286641.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,379,Maintain product engagement and monitor purchasing breadth
C0132,Corporate,Construction,Central,30,2285,38534330,49004629.4,1284477.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,380,Maintain product engagement and monitor purchasing breadth
C0199,Government,Mining,West,30,2206,38456880,48930073.4,1281896.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,381,Maintain product engagement and monitor purchasing breadth
C0127,Government,Construction,East,30,2134,38456060,48960650.8,1281868.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,382,Maintain product engagement and monitor purchasing breadth
C0036,Fleet Owner,Construction,East,30,2061,38418260,48929201.8,1280608.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,383,Maintain product engagement and monitor purchasing breadth
C0386,Retail,Construction,North,30,2060,38385820,48819152.6,1279527.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,384,Maintain product engagement and monitor purchasing breadth
C0389,Retail,Mining,West,30,1924,38241650,48796477.0,1274721.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,385,Maintain product engagement and monitor purchasing breadth
C0114,Retail,Mining,East,30,2482,38178710,48515792.8,1272623.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,386,Maintain product engagement and monitor purchasing breadth
C0480,Government,Infrastructure,West,30,2199,38076520,48525468.6,1269217.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,387,Maintain product engagement and monitor purchasing breadth
C0100,Government,Construction,North,30,2363,38016250,48373950.0,1267208.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,388,Maintain product engagement and monitor purchasing breadth
C0008,Corporate,Logistics,West,30,2280,37972100,48368868.0,1265736.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,389,Maintain product engagement and monitor purchasing breadth
C0305,Fleet Owner,Logistics,North,30,1844,37914410,48238808.8,1263813.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,390,Maintain product engagement and monitor purchasing breadth
C0484,Fleet Owner,Mining,West,30,2160,37883370,48200851.6,1262779.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,391,Maintain product engagement and monitor purchasing breadth
C0494,Corporate,Construction,East,30,2140,37868420,48287535.6,1262280.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,392,Maintain product engagement and monitor purchasing breadth
C0474,Government,Logistics,West,30,2020,37863700,48230361.0,1262123.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,393,Maintain product engagement and monitor purchasing breadth
C0313,Corporate,Mining,West,30,1963,37841680,48205237.4,1261389.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,394,Maintain product engagement and monitor purchasing breadth
C0299,Retail,Logistics,South,30,2351,37822560,48095055.8,1260752.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,395,Maintain product engagement and monitor purchasing breadth
C0496,Government,Infrastructure,East,30,2215,37818650,48190097.0,1260621.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,396,Maintain product engagement and monitor purchasing breadth
C0194,Fleet Owner,Construction,South,30,1704,37787710,48202752.800000004,1259590.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,397,Maintain product engagement and monitor purchasing breadth
C0465,Fleet Owner,Mining,South,30,2404,37783870,48083241.6,1259462.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,398,Maintain product engagement and monitor purchasing breadth
C0344,Fleet Owner,Mining,West,30,1972,37729300,48151864.0,1257643.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,399,Maintain product engagement and monitor purchasing breadth
C0265,Retail,Mining,West,30,1958,37594220,47931619.6,1253140.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,400,Maintain product engagement and monitor purchasing breadth
C0043,Corporate,Construction,South,30,2472,37467660,47644638.8,1248922.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,401,Maintain product engagement and monitor purchasing breadth
C0439,Dealer,Construction,South,30,2294,37351400,47576062.0,1245046.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,402,Maintain product engagement and monitor purchasing breadth
C0185,Dealer,Logistics,West,30,2052,37319640,47500335.2,1243988.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,403,Maintain product engagement and monitor purchasing breadth
C0097,Corporate,Construction,West,30,1822,37217840,47499351.2,1240594.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,404,Maintain product engagement and monitor purchasing breadth
C0089,Corporate,Rental,West,30,2219,37054300,47111014.0,1235143.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,405,Maintain product engagement and monitor purchasing breadth
C0278,Fleet Owner,Logistics,West,30,2662,37042540,47107787.2,1234751.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,406,Maintain product engagement and monitor purchasing breadth
C0387,Dealer,Infrastructure,East,30,2430,37034600,47133318.0,1234486.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,407,Maintain product engagement and monitor purchasing breadth
C0418,Government,Mining,West,30,2091,37023670,47167025.6,1234122.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,408,Maintain product engagement and monitor purchasing breadth
C0441,Dealer,Construction,North,30,2382,37017660,47045233.8,1233922.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,409,Maintain product engagement and monitor purchasing breadth
C0079,Retail,Rental,North,30,1956,36993090,47175266.2,1233103.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,410,Maintain product engagement and monitor purchasing breadth
C0391,Government,Construction,West,30,2048,36944480,47080496.4,1231482.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,411,Maintain product engagement and monitor purchasing breadth
C0121,Government,Construction,West,30,1853,36904340,47029566.2,1230144.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,412,Maintain product engagement and monitor purchasing breadth
C0226,Dealer,Logistics,West,30,2065,36902950,47025541.0,1230098.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,413,Maintain product engagement and monitor purchasing breadth
C0208,Fleet Owner,Logistics,North,30,2086,36866060,46904115.8,1228868.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,414,Maintain product engagement and monitor purchasing breadth
C0423,Dealer,Infrastructure,South,30,2057,36819280,46894840.4,1227309.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,415,Maintain product engagement and monitor purchasing breadth
C0187,Retail,Rental,North,30,1981,36769950,46901016.0,1225665.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,416,Maintain product engagement and monitor purchasing breadth
C0092,Fleet Owner,Logistics,West,30,2164,36740510,46760586.8,1224683.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,417,Maintain product engagement and monitor purchasing breadth
C0298,Fleet Owner,Construction,South,30,2167,36725200,46771231.0,1224173.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,418,Maintain product engagement and monitor purchasing breadth
C0163,Dealer,Logistics,West,30,2482,36480350,46377823.0,1216011.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,419,Maintain product engagement and monitor purchasing breadth
C0267,Fleet Owner,Infrastructure,South,30,2008,36465390,46440405.2,1215513.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,420,Maintain product engagement and monitor purchasing breadth
C0094,Corporate,Logistics,West,30,1934,36407440,46343009.2,1213581.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,421,Maintain product engagement and monitor purchasing breadth
C0112,Fleet Owner,Mining,South,30,2138,36333120,46248326.6,1211104.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,422,Maintain product engagement and monitor purchasing breadth
C0281,Government,Logistics,South,30,1849,36333020,46282268.6,1211100.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,423,Maintain product engagement and monitor purchasing breadth
C0437,Dealer,Mining,West,30,1956,36305140,46199550.2,1210171.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,424,Maintain product engagement and monitor purchasing breadth
C0404,Government,Mining,West,30,2127,36224330,46035794.4,1207477.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,425,Maintain product engagement and monitor purchasing breadth
C0416,Dealer,Manufacturing,South,30,2482,36145900,46006682.0,1204863.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,426,Maintain product engagement and monitor purchasing breadth
C0431,Government,Logistics,West,30,1797,35920190,45787279.2,1197339.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,427,Maintain product engagement and monitor purchasing breadth
C0136,Dealer,Mining,West,30,2041,35915090,45774176.2,1197169.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,428,Maintain product engagement and monitor purchasing breadth
C0164,Government,Construction,North,30,2125,35851210,45625652.8,1195040.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,429,Maintain product engagement and monitor purchasing breadth
C0037,Corporate,Construction,West,30,1860,35689100,45505928.0,1189636.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,430,Maintain product engagement and monitor purchasing breadth
C0316,Dealer,Manufacturing,East,30,1948,35655050,45390754.0,1188501.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,431,Maintain product engagement and monitor purchasing breadth
C0252,Retail,Construction,South,30,2068,35584220,45321304.6,1186140.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,432,Maintain product engagement and monitor purchasing breadth
C0212,Retail,Infrastructure,North East,30,1825,35519950,45262151.0,1183998.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,433,Maintain product engagement and monitor purchasing breadth
C0248,Fleet Owner,Rental,West,30,1809,35510400,45208412.0,1183680.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,434,Maintain product engagement and monitor purchasing breadth
C0239,Government,Logistics,South,30,1858,35255050,44962159.0,1175168.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,435,Maintain product engagement and monitor purchasing breadth
C0430,Retail,Manufacturing,West,30,2115,35197560,44879330.8,1173252.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,436,Maintain product engagement and monitor purchasing breadth
C0351,Corporate,Rental,East,30,2207,35183170,44776790.6,1172772.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,437,Maintain product engagement and monitor purchasing breadth
C0003,Government,Logistics,West,30,2164,35112260,44728031.8,1170408.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,438,Maintain product engagement and monitor purchasing breadth
C0332,Corporate,Mining,South,30,2151,35068830,44566684.4,1168961.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,439,Maintain product engagement and monitor purchasing breadth
C0143,Corporate,Infrastructure,South,30,1891,35058490,44644618.2,1168616.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,440,Maintain product engagement and monitor purchasing breadth
C0283,Retail,Logistics,North,30,2069,34916310,44490975.8,1163877.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,441,Maintain product engagement and monitor purchasing breadth
C0500,Corporate,Infrastructure,East,30,1975,34912870,44474866.6,1163762.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,442,Maintain product engagement and monitor purchasing breadth
C0229,Government,Mining,East,30,1589,34806810,44419985.8,1160227.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,443,Maintain product engagement and monitor purchasing breadth
C0218,Fleet Owner,Construction,West,30,2187,34801450,44324901.0,1160048.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,444,Maintain product engagement and monitor purchasing breadth
C0115,Fleet Owner,Mining,South,30,1937,34787020,44357793.6,1159567.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,445,Maintain product engagement and monitor purchasing breadth
C0277,Dealer,Logistics,West,30,2195,34361720,43668914.6,1145390.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,446,Maintain product engagement and monitor purchasing breadth
C0366,Corporate,Logistics,East,30,1695,34264010,43711261.8,1142133.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,447,Maintain product engagement and monitor purchasing breadth
C0402,Fleet Owner,Rental,South,30,2163,34212640,43498305.2,1140421.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,448,Maintain product engagement and monitor purchasing breadth
C0317,Corporate,Manufacturing,South,30,2086,34026890,43291415.2,1134229.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,449,Maintain product engagement and monitor purchasing breadth
C0179,Government,Infrastructure,South,30,2305,34009700,43222736.0,1133656.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,450,Maintain product engagement and monitor purchasing breadth
C0412,Corporate,Infrastructure,East,30,1897,33987820,43246987.6,1132927.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,451,Maintain product engagement and monitor purchasing breadth
C0382,Retail,Manufacturing,South,30,2412,33715150,42929317.0,1123838.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,452,Maintain product engagement and monitor purchasing breadth
C0137,Dealer,Infrastructure,South,30,1656,33571570,42806442.6,1119052.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,453,Maintain product engagement and monitor purchasing breadth
C0020,Dealer,Logistics,East,30,2048,33443220,42586254.6,1114774.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,454,Maintain product engagement and monitor purchasing breadth
C0078,Dealer,Rental,South,30,2035,33430220,42565724.6,1114340.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,455,Maintain product engagement and monitor purchasing breadth
C0019,Government,Logistics,East,30,1905,33389880,42528118.4,1112996.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,456,Maintain product engagement and monitor purchasing breadth
C0034,Government,Construction,West,30,1983,33363540,42477752.2,1112118.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,457,Maintain product engagement and monitor purchasing breadth
C0243,Government,Construction,North,30,2049,33315370,42431751.6,1110512.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,458,Maintain product engagement and monitor purchasing breadth
C0104,Fleet Owner,Infrastructure,South,30,2146,33092730,42120081.4,1103091.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,459,Maintain product engagement and monitor purchasing breadth
C0473,Government,Rental,South,30,1735,32922260,42018356.8,1097408.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,460,Maintain product engagement and monitor purchasing breadth
C0118,Retail,Rental,South,30,2110,32892640,41835680.2,1096421.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,461,Maintain product engagement and monitor purchasing breadth
C0454,Government,Mining,West,30,1810,32847670,41820500.6,1094922.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,462,Maintain product engagement and monitor purchasing breadth
C0014,Fleet Owner,Construction,East,30,1776,32598320,41523847.6,1086610.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,463,Maintain product engagement and monitor purchasing breadth
C0155,Fleet Owner,Mining,East,30,1798,32588940,41576324.2,1086298.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,464,Maintain product engagement and monitor purchasing breadth
C0350,Dealer,Logistics,North East,30,1936,32353150,41227777.0,1078438.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,465,Maintain product engagement and monitor purchasing breadth
C0322,Government,Construction,West,30,1962,32200600,40996678.0,1073353.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,466,Maintain product engagement and monitor purchasing breadth
C0182,Dealer,Infrastructure,East,30,1956,32105700,40856091.0,1070190.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,467,Maintain product engagement and monitor purchasing breadth
C0352,Corporate,Mining,South,30,1819,31581590,40262666.2,1052719.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,468,Maintain product engagement and monitor purchasing breadth
C0339,Fleet Owner,Logistics,South,30,1645,31557880,40193008.4,1051929.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,469,Maintain product engagement and monitor purchasing breadth
