customer_id,customer_type,industry_segment,region,credit_limit,customer_rating,first_purchase_date,last_purchase_date,customer_tenure_days,recency_days,delivered_order_count,total_revenue,average_order_value,recency_segment,frequency_segment,monetary_segment,recency_score,frequency_score,monetary_score,retention_score,churn_risk_score,churn_risk_class,retention_class,retention_priority_score,retention_priority_rank
C0014,Fleet Owner,Construction,East,611397,2,2019-03-05,2024-12-21,2129,11,27,41523847.6,1537920.2814814816,Very Recent Customer,Medium Frequency,Low Value,100,5.1,8.0,53.28,46.72,Low Churn Risk,Moderately Retained,17.93,228
C0051,Retail,Infrastructure,North,40307,4,2019-02-15,2024-11-15,2147,47,36,59420710.4,1650575.288888889,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,56.2,67.38,32.62,Low Churn Risk,Strongly Retained,17.91,229
C0437,Dealer,Mining,West,235226,3,2019-02-09,2024-12-21,2153,11,30,46199550.2,1539985.0066666668,Very Recent Customer,High Frequency,Low Value,100,15.6,16.6,58.05,41.95,Low Churn Risk,Moderately Retained,17.91,230
C0175,Fleet Owner,Rental,East,222980,5,2019-01-24,2024-11-01,2169,61,36,59434888.8,1650969.1333333333,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,56.39999999999999,67.42,32.58,Low Churn Risk,Strongly Retained,17.9,231
C0408,Government,Infrastructure,South,1461198,4,2019-07-06,2024-11-02,2006,60,36,60127186.2,1670199.6166666667,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,57.8,67.78,32.22,Low Churn Risk,Strongly Retained,17.9,232
C0218,Fleet Owner,Construction,West,635931,5,2019-02-02,2024-10-16,2160,77,36,44324901.0,1231247.25,Recent Customer,High Frequency,Low Value,80,53.300000000000004,12.2,56.38,43.62,Low Churn Risk,Moderately Retained,17.87,233
C0243,Government,Construction,North,1271592,3,2019-11-20,2024-12-10,1869,22,28,42431751.6,1515419.7,Very Recent Customer,Medium Frequency,Low Value,100,8.4,9.4,54.45,45.55,Low Churn Risk,Moderately Retained,17.86,234
C0012,Fleet Owner,Logistics,South,785687,1,2019-01-28,2024-10-10,2165,83,37,53404468.4,1443364.0108108108,Recent Customer,High Frequency,Medium-Low Value,80,60.6,35.6,64.05,35.95,Low Churn Risk,Strongly Retained,17.74,235
C0248,Fleet Owner,Rental,West,635210,5,2019-01-10,2024-12-04,2183,28,30,45208412.0,1506947.0666666667,Very Recent Customer,High Frequency,Low Value,100,15.6,14.6,57.55,42.45,Low Churn Risk,Moderately Retained,17.74,236
C0362,Corporate,Rental,West,814512,1,2019-02-26,2024-10-11,2136,82,37,53495189.2,1445815.9243243244,Recent Customer,High Frequency,Medium-Low Value,80,60.6,36.0,64.15,35.85,Low Churn Risk,Strongly Retained,17.72,237
C0056,Dealer,Mining,North,209877,4,2019-01-08,2024-11-10,2185,52,36,60885469.8,1691263.0499999998,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,61.199999999999996,68.62,31.38,Low Churn Risk,Strongly Retained,17.66,238
C0254,Dealer,Mining,West,194781,5,2019-07-01,2024-09-25,2011,98,48,89556446.6,1865759.3041666665,At Risk Customer,Very High Frequency,High Value,60,96.8,98.0,78.7,21.3,Very Low Churn Risk,Highly Retained,17.63,239
C0147,Dealer,Rental,North,363902,5,2019-07-21,2024-12-22,1991,10,30,44007572.2,1466919.0733333335,Very Recent Customer,High Frequency,Low Value,100,15.6,12.0,56.9,43.1,Low Churn Risk,Moderately Retained,17.53,240
C0318,Corporate,Logistics,North,973000,3,2019-01-08,2024-10-17,2185,76,36,62202116.0,1727836.5555555555,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,64.8,69.53,30.47,Low Churn Risk,Strongly Retained,17.52,241
C0067,Retail,Manufacturing,West,34526,3,2019-05-29,2024-12-30,2044,2,31,55575120.6,1792745.8258064517,Very Recent Customer,High Frequency,Medium-Low Value,100,21.0,42.8,65.95,34.05,Low Churn Risk,Strongly Retained,17.49,242
C0303,Corporate,Mining,West,323564,3,2019-04-05,2024-12-01,2098,31,27,32465859.599999998,1202439.2444444443,Recent Customer,Medium Frequency,Low Value,80,5.1,2.0,41.78,58.22,Medium Churn Risk,Moderately Retained,17.47,243
C0167,Retail,Mining,West,34602,4,2019-01-03,2024-12-28,2190,4,31,50383279.4,1625267.0774193548,Very Recent Customer,High Frequency,Medium-Low Value,100,21.0,28.999999999999996,62.5,37.5,Low Churn Risk,Strongly Retained,17.46,244
C0432,Fleet Owner,Mining,South,378549,3,2019-01-26,2024-10-04,2167,89,37,49310040.800000004,1332703.8054054056,Recent Customer,High Frequency,Medium-Low Value,80,60.6,26.200000000000003,61.7,38.3,Low Churn Risk,Strongly Retained,17.45,245
C0191,Corporate,Manufacturing,South,615994,2,2019-02-03,2024-12-12,2159,20,29,65787839.8,2268546.1999999997,Very Recent Customer,Medium Frequency,Medium-High Value,100,11.5,73.8,71.32,28.68,Very Low Churn Risk,Strongly Retained,17.44,246
C0322,Government,Construction,West,975830,2,2019-04-10,2024-12-10,2093,22,28,40996678.0,1464167.0714285714,Very Recent Customer,Medium Frequency,Low Value,100,8.4,7.6,54.0,46.0,Low Churn Risk,Moderately Retained,17.43,247
C0214,Corporate,Rental,West,583212,4,2019-01-12,2024-12-26,2181,6,31,50612095.0,1632648.2258064516,Very Recent Customer,High Frequency,Medium-Low Value,100,21.0,30.0,62.75,37.25,Low Churn Risk,Strongly Retained,17.42,248
C0036,Fleet Owner,Construction,East,630421,2,2019-06-26,2024-12-18,2016,14,31,48929201.8,1578361.3483870968,Very Recent Customer,High Frequency,Low Value,100,21.0,25.0,61.5,38.5,Low Churn Risk,Strongly Retained,17.41,249
C0195,Fleet Owner,Logistics,East,389773,2,2019-02-15,2024-12-28,2147,4,31,56797913.6,1832190.7612903225,Very Recent Customer,High Frequency,Medium-Low Value,100,21.0,46.400000000000006,66.85,33.15,Low Churn Risk,Strongly Retained,17.4,250
C0089,Corporate,Rental,West,930006,4,2019-01-02,2024-11-14,2191,48,37,47111014.0,1273270.6486486488,Recent Customer,High Frequency,Low Value,80,60.6,19.8,60.1,39.9,Low Churn Risk,Strongly Retained,17.37,251
C0416,Dealer,Manufacturing,South,498960,2,2019-01-05,2024-10-20,2188,73,37,46006682.0,1243423.8378378379,Recent Customer,High Frequency,Low Value,80,60.6,16.2,59.2,40.8,Low Churn Risk,Moderately Retained,17.35,252
C0172,Dealer,Manufacturing,South,425290,1,2019-08-18,2024-11-27,1963,35,37,57323600.2,1549286.491891892,Recent Customer,High Frequency,Medium-Low Value,80,60.6,48.6,67.3,32.7,Low Churn Risk,Strongly Retained,17.32,253
C0136,Dealer,Mining,West,425042,3,2019-03-23,2024-11-13,2111,49,37,45774176.2,1237139.8972972974,Recent Customer,High Frequency,Low Value,80,60.6,15.8,59.1,40.9,Low Churn Risk,Moderately Retained,17.3,254
C0404,Government,Mining,West,1177246,5,2019-02-10,2024-12-26,2152,6,31,46035794.4,1485025.6258064515,Very Recent Customer,High Frequency,Low Value,100,21.0,16.400000000000002,59.35,40.65,Low Churn Risk,Moderately Retained,17.3,255
C0146,Retail,Mining,West,21418,3,2019-01-20,2024-12-31,2173,1,30,61245406.2,2041513.54,Very Recent Customer,High Frequency,Medium-High Value,100,15.6,62.2,69.45,30.55,Low Churn Risk,Strongly Retained,17.29,256
C0353,Dealer,Manufacturing,North,275021,1,2019-01-16,2024-10-08,2177,85,27,31979908.6,1184441.0592592594,Recent Customer,Medium Frequency,Low Value,80,5.1,1.6,41.68,58.32,Medium Churn Risk,Moderately Retained,17.24,257
C0341,Fleet Owner,Mining,North,303484,5,2019-03-10,2024-10-07,2124,86,36,66838579.4,1856627.2055555554,Recent Customer,High Frequency,High Value,80,53.300000000000004,75.2,72.12,27.88,Very Low Churn Risk,Strongly Retained,17.22,258
C0141,Corporate,Rental,West,742629,4,2019-04-06,2024-11-15,2097,47,36,66220737.2,1839464.9222222222,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,74.2,71.88,28.12,Very Low Churn Risk,Strongly Retained,17.21,259
C0388,Fleet Owner,Infrastructure,West,780698,5,2019-03-21,2024-12-12,2113,20,27,39389408.6,1458866.9851851852,Very Recent Customer,Medium Frequency,Low Value,100,5.1,5.800000000000001,52.72,47.28,Low Churn Risk,Moderately Retained,17.21,260
C0264,Retail,Infrastructure,West,35955,4,2019-01-02,2024-11-02,2191,60,36,67321592.8,1870044.2444444443,Recent Customer,High Frequency,High Value,80,53.300000000000004,76.2,72.38,27.62,Very Low Churn Risk,Strongly Retained,17.18,261
C0154,Fleet Owner,Logistics,North,305293,5,2019-01-29,2024-08-21,2164,133,45,74171590.6,1648257.5688888887,At Risk Customer,Very High Frequency,High Value,60,91.0,88.8,74.95,25.05,Very Low Churn Risk,Strongly Retained,17.17,262
C0234,Corporate,Infrastructure,West,418214,2,2019-01-09,2024-12-26,2184,6,29,72295152.4,2492936.2896551727,Very Recent Customer,Medium Frequency,High Value,100,11.5,85.8,74.32,25.68,Very Low Churn Risk,Strongly Retained,17.16,263
C0062,Dealer,Construction,South,231418,1,2019-03-18,2024-10-31,2116,62,36,78963082.0,2193418.9444444445,Recent Customer,High Frequency,High Value,80,53.300000000000004,93.0,76.58,23.42,Very Low Churn Risk,Highly Retained,17.09,264
C0035,Dealer,Infrastructure,Central,333126,4,2019-01-07,2024-11-12,2186,50,38,53340276.800000004,1403691.494736842,Recent Customer,High Frequency,Medium-Low Value,80,66.10000000000001,35.4,65.38,34.62,Low Churn Risk,Strongly Retained,17.07,265
C0170,Government,Construction,South,1285103,4,2019-03-21,2024-12-20,2113,12,27,38882680.4,1440099.274074074,Very Recent Customer,Medium Frequency,Low Value,100,5.1,5.0,52.52,47.48,Low Churn Risk,Moderately Retained,17.06,266
C0456,Corporate,Mining,North,265102,4,2019-02-23,2024-10-16,2139,77,27,31514609.0,1167207.7407407407,Recent Customer,Medium Frequency,Low Value,80,5.1,1.2,41.58,58.42,Medium Churn Risk,Moderately Retained,17.02,267
C0129,Corporate,Mining,North,902420,5,2019-01-06,2024-10-31,2187,62,36,76393252.6,2122034.794444444,Recent Customer,High Frequency,High Value,80,53.300000000000004,90.8,76.03,23.97,Very Low Churn Risk,Highly Retained,16.92,268
C0342,Dealer,Infrastructure,North,104911,5,2019-12-04,2024-10-09,1855,84,36,72821567.8,2022821.3277777778,Recent Customer,High Frequency,High Value,80,53.300000000000004,86.2,74.88,25.12,Very Low Churn Risk,Strongly Retained,16.91,269
C0493,Retail,Construction,South,18646,3,2019-02-18,2024-11-22,2144,40,38,54684935.199999996,1439077.242105263,Recent Customer,High Frequency,Medium-Low Value,80,66.10000000000001,40.2,66.58,33.42,Low Churn Risk,Strongly Retained,16.89,270
C0140,Retail,Logistics,West,14401,3,2019-03-18,2024-11-24,2116,38,37,60136648.6,1625314.827027027,Recent Customer,High Frequency,Medium-High Value,80,60.6,57.99999999999999,69.65,30.35,Low Churn Risk,Strongly Retained,16.87,271
C0123,Corporate,Infrastructure,East,574353,3,2019-01-16,2024-11-04,2177,58,36,70019319.0,1944981.0833333333,Recent Customer,High Frequency,High Value,80,53.300000000000004,82.6,73.97,26.03,Very Low Churn Risk,Strongly Retained,16.84,272
C0057,Retail,Logistics,East,23289,3,2019-03-20,2024-12-04,2114,28,32,49701788.6,1553180.89375,Very Recent Customer,High Frequency,Medium-Low Value,100,27.1,27.0,63.52,36.48,Low Churn Risk,Strongly Retained,16.76,273
C0022,Retail,Infrastructure,South,47651,3,2019-01-13,2024-11-06,2180,56,38,56759064.0,1493659.5789473683,Recent Customer,High Frequency,Medium-Low Value,80,66.10000000000001,46.2,68.08,31.92,Low Churn Risk,Strongly Retained,16.74,274
C0161,Dealer,Mining,West,404774,4,2019-03-24,2024-11-17,2110,45,37,60837361.2,1644253.0054054055,Recent Customer,High Frequency,Medium-High Value,80,60.6,60.8,70.35,29.65,Very Low Churn Risk,Strongly Retained,16.67,275
C0020,Dealer,Logistics,East,492285,3,2019-01-26,2024-10-17,2167,76,37,42586254.6,1150979.854054054,Recent Customer,High Frequency,Low Value,80,60.6,10.2,57.7,42.3,Low Churn Risk,Moderately Retained,16.65,276
C0489,Fleet Owner,Rental,South,594359,5,2019-04-14,2024-08-17,2089,137,47,70625273.0,1502665.3829787234,At Risk Customer,Very High Frequency,High Value,60,95.1,83.0,74.53,25.47,Very Low Churn Risk,Strongly Retained,16.62,277
C0003,Government,Logistics,West,1306933,2,2019-04-05,2024-10-30,2098,63,38,44728031.8,1177053.4684210524,Recent Customer,High Frequency,Low Value,80,66.10000000000001,13.600000000000001,59.92,40.08,Low Churn Risk,Moderately Retained,16.57,278
C0059,Retail,Manufacturing,South,37344,3,2019-01-21,2024-12-20,2172,12,32,56859509.4,1776859.66875,Very Recent Customer,High Frequency,Medium-Low Value,100,27.1,46.800000000000004,68.47,31.53,Low Churn Risk,Strongly Retained,16.57,279
C0225,Fleet Owner,Logistics,North,431855,5,2019-03-17,2024-07-17,2117,168,48,69254158.0,1442794.9583333333,At Risk Customer,Very High Frequency,High Value,60,96.8,80.0,74.2,25.8,Very Low Churn Risk,Strongly Retained,16.51,280
C0262,Corporate,Logistics,North,476523,4,2019-02-26,2024-12-04,2136,28,26,36628894.0,1408803.6153846155,Very Recent Customer,Medium Frequency,Low Value,100,2.3,3.2,51.38,48.62,Low Churn Risk,Moderately Retained,16.46,281
C0155,Fleet Owner,Mining,East,393453,5,2019-11-15,2024-12-17,1874,15,31,41576324.2,1341171.748387097,Very Recent Customer,High Frequency,Low Value,100,21.0,8.200000000000001,57.3,42.7,Low Churn Risk,Moderately Retained,16.41,282
C0023,Corporate,Mining,South,274997,2,2019-01-05,2024-12-27,2188,5,32,58217713.2,1819303.5375,Very Recent Customer,High Frequency,Medium-High Value,100,27.1,52.6,69.92,30.08,Low Churn Risk,Strongly Retained,16.18,283
C0355,Government,Infrastructure,South,917399,4,2019-01-03,2024-12-18,2190,14,32,58903770.4,1840742.825,Very Recent Customer,High Frequency,Medium-High Value,100,27.1,54.0,70.28,29.72,Very Low Churn Risk,Strongly Retained,16.18,284
C0055,Dealer,Construction,North,394514,1,2019-04-01,2024-12-11,2102,21,32,59056095.2,1845502.975,Very Recent Customer,High Frequency,Medium-High Value,100,27.1,54.400000000000006,70.38,29.62,Very Low Churn Risk,Strongly Retained,16.17,285
C0317,Corporate,Manufacturing,South,228417,3,2019-01-17,2024-12-25,2176,7,32,43291415.2,1352856.725,Very Recent Customer,High Frequency,Low Value,100,27.1,11.200000000000001,59.58,40.42,Low Churn Risk,Moderately Retained,16.17,286
C0346,Retail,Construction,East,30962,3,2019-01-21,2024-11-15,2172,47,39,54686860.8,1402227.2,Recent Customer,High Frequency,Medium-Low Value,80,71.7,40.400000000000006,68.03,31.97,Low Churn Risk,Strongly Retained,16.16,287
C0312,Government,Construction,West,673691,4,2019-04-16,2024-11-17,2087,45,37,65437706.6,1768586.664864865,Recent Customer,High Frequency,Medium-High Value,80,60.6,72.8,73.35,26.65,Very Low Churn Risk,Strongly Retained,16.12,288
C0488,Government,Construction,South,1281429,1,2019-03-01,2024-11-26,2133,36,37,67251532.8,1817608.9945945945,Recent Customer,High Frequency,High Value,80,60.6,76.0,74.15,25.85,Very Low Churn Risk,Strongly Retained,16.07,289
C0422,Government,Construction,South,858335,5,2019-09-19,2024-11-04,1931,58,37,65678984.2,1775107.6810810813,Recent Customer,High Frequency,Medium-High Value,80,60.6,73.6,73.55,26.45,Very Low Churn Risk,Strongly Retained,16.06,290
C0335,Government,Infrastructure,North East,989169,5,2019-01-31,2024-11-03,2162,59,38,60351028.0,1588184.9473684211,Recent Customer,High Frequency,Medium-High Value,80,66.10000000000001,58.8,71.23,28.77,Very Low Churn Risk,Strongly Retained,16.05,291
C0308,Retail,Mining,North,23387,3,2019-02-19,2024-12-12,2143,20,33,50359329.6,1526040.290909091,Very Recent Customer,High Frequency,Medium-Low Value,100,33.5,28.599999999999998,65.53,34.47,Low Churn Risk,Strongly Retained,16.04,292
C0471,Fleet Owner,Logistics,West,601565,5,2019-02-23,2024-11-27,2139,35,37,65501994.2,1770324.1675675677,Recent Customer,High Frequency,Medium-High Value,80,60.6,73.4,73.5,26.5,Very Low Churn Risk,Strongly Retained,16.04,293
C0002,Fleet Owner,Manufacturing,South,531506,2,2019-01-24,2024-09-07,2169,116,51,71712838.0,1406134.0784313725,At Risk Customer,Very High Frequency,High Value,60,99.1,84.2,75.82,24.18,Very Low Churn Risk,Highly Retained,16.03,294
C0194,Fleet Owner,Construction,South,380469,1,2019-04-15,2024-12-26,2088,6,33,48202752.8,1460689.4787878788,Very Recent Customer,High Frequency,Low Value,100,33.5,22.8,64.08,35.92,Low Churn Risk,Strongly Retained,16.0,295
C0111,Corporate,Construction,South,332240,3,2019-04-09,2024-12-16,2094,16,33,55916542.2,1694440.6727272728,Very Recent Customer,High Frequency,Medium-Low Value,100,33.5,43.4,69.22,30.78,Low Churn Risk,Strongly Retained,15.91,296
C0204,Retail,Rental,South,20298,2,2019-05-20,2024-12-08,2053,24,31,39880662.0,1286472.9677419355,Very Recent Customer,High Frequency,Low Value,100,21.0,6.6000000000000005,56.9,43.1,Low Churn Risk,Moderately Retained,15.89,297
C0118,Retail,Rental,South,40651,4,2019-02-03,2024-12-10,2159,22,32,41835680.2,1307365.00625,Very Recent Customer,High Frequency,Low Value,100,27.1,8.799999999999999,58.98,41.02,Low Churn Risk,Moderately Retained,15.86,298
C0230,Dealer,Infrastructure,North,271689,5,2019-02-19,2024-10-31,2143,62,38,62086661.8,1633859.5210526315,Recent Customer,High Frequency,Medium-High Value,80,66.10000000000001,64.60000000000001,72.68,27.32,Very Low Churn Risk,Strongly Retained,15.68,299
C0345,Retail,Infrastructure,West,31532,2,2019-02-21,2024-11-20,2141,42,40,50444735.6,1261118.3900000001,Recent Customer,Very High Frequency,Medium-Low Value,80,76.4,29.599999999999998,66.5,33.5,Low Churn Risk,Strongly Retained,15.62,300
C0101,Corporate,Logistics,South,242777,5,2019-02-26,2024-10-10,2136,83,38,62629058.6,1648133.1210526316,Recent Customer,High Frequency,Medium-High Value,80,66.10000000000001,66.0,73.03,26.97,Very Low Churn Risk,Strongly Retained,15.61,301
C0177,Dealer,Construction,West,100097,1,2019-04-01,2024-12-25,2102,7,28,35762840.4,1277244.3,Very Recent Customer,Medium Frequency,Low Value,100,8.4,2.8000000000000003,52.8,47.2,Low Churn Risk,Moderately Retained,15.6,302
C0039,Fleet Owner,Rental,South,343809,4,2019-04-17,2024-11-28,2086,34,38,62706510.2,1650171.3210526316,Recent Customer,High Frequency,Medium-High Value,80,66.10000000000001,66.4,73.12,26.88,Very Low Churn Risk,Strongly Retained,15.58,303
C0106,Dealer,Infrastructure,Central,223855,2,2019-04-07,2024-11-12,2096,50,39,58339475.8,1495883.9948717947,Recent Customer,High Frequency,Medium-High Value,80,71.7,53.2,71.22,28.78,Very Low Churn Risk,Strongly Retained,15.52,304
C0392,Fleet Owner,Logistics,East,465583,2,2019-02-11,2024-12-12,2151,20,31,38571708.8,1244248.6709677419,Very Recent Customer,High Frequency,Low Value,100,21.0,4.8,56.45,43.55,Low Churn Risk,Moderately Retained,15.52,305
C0310,Government,Infrastructure,East,735405,4,2019-05-30,2024-11-07,2043,55,39,59059490.6,1514345.912820513,Recent Customer,High Frequency,Medium-High Value,80,71.7,54.6,71.58,28.42,Very Low Churn Risk,Strongly Retained,15.51,306
C0482,Fleet Owner,Logistics,East,285819,1,2019-12-15,2024-12-03,1844,29,31,73762403.2,2379432.3612903226,Very Recent Customer,High Frequency,High Value,100,21.0,88.0,77.25,22.75,Very Low Churn Risk,Highly Retained,15.51,307
C0410,Corporate,Mining,South,320500,4,2019-03-03,2024-11-27,2131,35,39,59804309.8,1533443.841025641,Recent Customer,High Frequency,Medium-High Value,80,71.7,56.99999999999999,72.18,27.82,Very Low Churn Risk,Strongly Retained,15.38,308
C0309,Government,Manufacturing,West,618080,4,2019-03-04,2024-12-17,2130,15,31,38065991.6,1227935.2129032258,Very Recent Customer,High Frequency,Low Value,100,21.0,4.3999999999999995,56.35,43.65,Low Churn Risk,Moderately Retained,15.36,309
C0130,Government,Mining,West,1196003,1,2019-02-17,2024-11-16,2145,46,39,60017312.8,1538905.4564102564,Recent Customer,High Frequency,Medium-High Value,80,71.7,57.599999999999994,72.32,27.68,Very Low Churn Risk,Strongly Retained,15.35,310
C0296,Corporate,Manufacturing,East,361733,2,2019-01-02,2024-11-07,2191,55,40,56944680.8,1423617.02,Recent Customer,Very High Frequency,Medium-Low Value,80,76.4,47.0,70.85,29.15,Very Low Churn Risk,Strongly Retained,15.34,311
C0427,Corporate,Mining,West,334941,3,2019-02-07,2024-11-26,2155,36,41,53149424.199999996,1296327.419512195,Recent Customer,Very High Frequency,Medium-Low Value,80,80.0,35.199999999999996,68.8,31.2,Low Churn Risk,Strongly Retained,15.33,312
C0295,Corporate,Mining,East,789992,5,2019-03-07,2024-10-09,2127,84,38,65390145.6,1720793.305263158,Recent Customer,High Frequency,Medium-High Value,80,66.10000000000001,72.6,74.68,25.32,Very Low Churn Risk,Strongly Retained,15.3,313
C0159,Dealer,Construction,South,332595,3,2019-02-02,2024-12-26,2160,6,34,49934036.2,1468648.1235294119,Very Recent Customer,High Frequency,Medium-Low Value,100,39.900000000000006,27.6,66.88,33.12,Low Churn Risk,Strongly Retained,15.28,314
C0320,Retail,Construction,North,16859,1,2019-04-01,2024-12-30,2102,2,34,53574056.6,1575707.5470588235,Very Recent Customer,High Frequency,Medium-Low Value,100,39.900000000000006,36.8,69.18,30.82,Low Churn Risk,Strongly Retained,15.26,315
C0096,Corporate,Construction,South,401903,3,2019-01-02,2024-12-30,2191,2,34,51986858.4,1529025.2470588235,Very Recent Customer,High Frequency,Medium-Low Value,100,39.900000000000006,33.2,68.28,31.72,Low Churn Risk,Strongly Retained,15.24,316
C0290,Corporate,Construction,West,506218,3,2019-03-04,2024-11-15,2130,47,40,57372288.2,1434307.205,Recent Customer,Very High Frequency,Medium-Low Value,80,76.4,49.0,71.35,28.65,Very Low Churn Risk,Strongly Retained,15.19,317
C0193,Dealer,Infrastructure,West,495310,4,2019-01-10,2024-11-30,2183,32,38,67795348.0,1784088.105263158,Recent Customer,High Frequency,High Value,80,66.10000000000001,77.2,75.82,24.18,Very Low Churn Risk,Highly Retained,15.15,318
C0157,Dealer,Infrastructure,North,315705,1,2019-02-15,2024-12-30,2147,2,34,55572804.4,1634494.2470588235,Very Recent Customer,High Frequency,Medium-Low Value,100,39.900000000000006,42.6,70.62,29.38,Very Low Churn Risk,Strongly Retained,15.09,319
C0259,Fleet Owner,Logistics,South,326836,1,2019-02-02,2024-12-13,2160,19,33,60202150.6,1824307.593939394,Very Recent Customer,High Frequency,Medium-High Value,100,33.5,58.199999999999996,72.92,27.08,Very Low Churn Risk,Strongly Retained,15.07,320
C0319,Dealer,Mining,South,396406,5,2019-05-16,2024-12-08,2057,24,33,60426895.0,1831118.0303030303,Very Recent Customer,High Frequency,Medium-High Value,100,33.5,59.199999999999996,73.18,26.82,Very Low Churn Risk,Strongly Retained,14.98,321
C0216,Government,Mining,East,1360073,1,2019-01-27,2024-11-20,2166,42,39,62009378.6,1589984.0666666667,Recent Customer,High Frequency,Medium-High Value,80,71.7,64.2,73.97,26.03,Very Low Churn Risk,Strongly Retained,14.92,322
C0011,Retail,Infrastructure,West,29130,4,2019-01-03,2024-11-22,2190,40,41,57187490.8,1394816.8487804877,Recent Customer,Very High Frequency,Medium-Low Value,80,80.0,48.0,72.0,28.0,Very Low Churn Risk,Strongly Retained,14.8,323
C0105,Government,Logistics,North,1275897,4,2019-05-25,2024-11-26,2048,36,41,57202879.8,1395192.1902439024,Recent Customer,Very High Frequency,Medium-Low Value,80,80.0,48.199999999999996,72.05,27.95,Very Low Churn Risk,Strongly Retained,14.78,324
C0447,Fleet Owner,Rental,East,659733,2,2019-05-16,2024-12-23,2057,9,33,61334243.8,1858613.4484848485,Very Recent Customer,High Frequency,Medium-High Value,100,33.5,62.4,73.97,26.03,Very Low Churn Risk,Strongly Retained,14.76,325
C0124,Dealer,Construction,West,211359,3,2019-01-11,2024-11-04,2182,58,42,54870405.8,1306438.2333333332,Recent Customer,Very High Frequency,Medium-Low Value,80,83.1,40.6,70.92,29.08,Very Low Churn Risk,Strongly Retained,14.75,326
C0499,Corporate,Construction,East,598104,5,2019-01-18,2024-11-29,2175,33,39,62785837.0,1609893.2564102565,Recent Customer,High Frequency,Medium-High Value,80,71.7,66.60000000000001,74.58,25.42,Very Low Churn Risk,Strongly Retained,14.75,327
C0465,Fleet Owner,Mining,South,573243,1,2019-03-12,2024-12-12,2122,20,35,48083241.6,1373806.902857143,Very Recent Customer,High Frequency,Low Value,100,45.9,21.8,66.92,33.08,Low Churn Risk,Strongly Retained,14.7,328
C0104,Fleet Owner,Infrastructure,South,318210,1,2019-04-06,2024-12-30,2097,2,34,42120081.4,1238825.9235294117,Very Recent Customer,High Frequency,Low Value,100,39.900000000000006,9.2,62.28,37.72,Low Churn Risk,Strongly Retained,14.68,329
C0220,Government,Infrastructure,Central,1116238,2,2019-01-19,2024-11-06,2174,56,43,53467975.0,1243441.2790697673,Recent Customer,Very High Frequency,Medium-Low Value,80,85.39999999999999,35.8,70.3,29.7,Very Low Churn Risk,Strongly Retained,14.68,330
C0436,Fleet Owner,Logistics,East,550408,3,2019-02-01,2024-12-15,2161,17,34,57784314.2,1699538.6529411767,Very Recent Customer,High Frequency,Medium-High Value,100,39.900000000000006,50.2,72.53,27.47,Very Low Churn Risk,Strongly Retained,14.67,331
C0166,Fleet Owner,Manufacturing,West,735924,2,2019-01-18,2024-12-08,2175,24,32,69504759.6,2172023.7375,Very Recent Customer,High Frequency,High Value,100,27.1,81.6,77.18,22.82,Very Low Churn Risk,Highly Retained,14.66,332
C0080,Retail,Mining,South,35201,1,2019-02-20,2024-11-03,2142,59,42,56541324.2,1346222.004761905,Recent Customer,Very High Frequency,Medium-Low Value,80,83.1,44.800000000000004,71.97,28.03,Very Low Churn Risk,Strongly Retained,14.65,333
C0090,Government,Infrastructure,North,1009986,1,2019-03-16,2024-10-22,2118,71,43,51915256.6,1207331.5488372094,Recent Customer,Very High Frequency,Medium-Low Value,80,85.39999999999999,32.6,69.5,30.5,Low Churn Risk,Strongly Retained,14.63,334
C0236,Corporate,Mining,West,413027,1,2019-03-21,2024-10-25,2113,68,41,57861179.0,1411248.268292683,Recent Customer,Very High Frequency,Medium-High Value,80,80.0,50.8,72.7,27.3,Very Low Churn Risk,Strongly Retained,14.6,335
C0077,Corporate,Mining,North,715444,1,2019-02-05,2024-12-16,2157,16,34,57865492.6,1701926.2529411765,Very Recent Customer,High Frequency,Medium-High Value,100,39.900000000000006,51.0,72.72,27.28,Very Low Churn Risk,Strongly Retained,14.59,336
C0261,Dealer,Manufacturing,North,164597,5,2019-05-06,2024-12-06,2067,26,33,62999554.6,1909077.412121212,Very Recent Customer,High Frequency,Medium-High Value,100,33.5,67.2,75.18,24.82,Very Low Churn Risk,Highly Retained,14.45,337
C0183,Government,Mining,West,1225772,4,2019-02-03,2024-12-05,2159,27,27,32313901.0,1196811.148148148,Very Recent Customer,Medium Frequency,Low Value,100,5.1,1.7999999999999998,51.72,48.28,Low Churn Risk,Moderately Retained,14.42,338
C0148,Government,Construction,South,1202629,4,2019-01-28,2024-12-09,2165,23,35,54884128.4,1568117.9542857143,Very Recent Customer,High Frequency,Medium-Low Value,100,45.9,40.8,71.68,28.32,Very Low Churn Risk,Strongly Retained,14.37,339
C0098,Corporate,Mining,East,270655,1,2019-03-14,2024-12-18,2120,14,35,56088743.0,1602535.5142857144,Very Recent Customer,High Frequency,Medium-Low Value,100,45.9,43.6,72.38,27.62,Very Low Churn Risk,Strongly Retained,14.32,340
