customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,first_purchase_date,last_purchase_date,purchase_frequency_class,purchase_frequency_score,customer_value_class,purchase_behaviour_segment,order_share_pct,revenue_share_pct,purchase_behaviour_priority_score,purchase_behaviour_priority_class,purchase_behaviour_priority_rank
C0370,Corporate,Infrastructure,East,36,53881174.6,1496699.29,2019-02-18,2024-12-18,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1842,54.9,Medium Priority,303
C0203,Government,Manufacturing,West,35,53777085.6,1536488.16,2019-02-25,2024-11-19,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1838,54.85,Medium Priority,304
C0320,Retail,Construction,North,34,53574056.6,1575707.55,2019-04-01,2024-12-30,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1831,54.76,Medium Priority,305
C0363,Fleet Owner,Logistics,South,32,53560072.2,1673752.26,2019-05-10,2024-11-07,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1831,54.75,Medium Priority,306
C0442,Dealer,Logistics,East,33,53527848.6,1622056.02,2019-01-28,2024-10-20,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.183,54.74,Medium Priority,307
C0210,Retail,Infrastructure,West,30,53509817.8,1783660.59,2019-02-20,2024-11-26,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1664,0.1829,54.73,Medium Priority,308
C0362,Corporate,Rental,West,37,53495189.2,1445815.92,2019-02-26,2024-10-11,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.1829,54.72,Medium Priority,309
C0012,Fleet Owner,Logistics,South,37,53404468.4,1443364.01,2019-01-28,2024-10-10,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.1826,54.68,Medium Priority,310
C0035,Dealer,Infrastructure,Central,38,53340276.8,1403691.49,2019-01-07,2024-11-12,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.1823,54.65,Medium Priority,311
C0181,Government,Construction,West,36,53087081.0,1474641.14,2019-04-13,2024-12-15,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1815,54.53,Medium Priority,312
C0325,Corporate,Rental,East,30,52920013.4,1764000.45,2019-03-03,2024-11-09,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1664,0.1809,54.45,Medium Priority,313
C0372,Government,Logistics,South,36,52822436.0,1467289.89,2019-02-15,2024-07-10,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1806,54.41,Medium Priority,314
C0486,Government,Manufacturing,West,34,52620254.4,1547654.54,2019-01-01,2024-10-07,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1799,54.32,Medium Priority,315
C0361,Government,Logistics,South,32,52532617.8,1641644.31,2019-01-15,2024-09-26,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1796,54.28,Medium Priority,316
C0324,Corporate,Mining,South,35,52335374.8,1495296.42,2019-01-24,2024-08-24,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1789,54.18,Medium Priority,317
C0338,Corporate,Rental,West,33,52210070.0,1582123.33,2019-02-01,2024-11-23,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1785,54.13,Medium Priority,318
C0446,Retail,Logistics,South,34,52035543.6,1530457.16,2019-02-03,2024-10-16,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1779,54.05,Medium Priority,319
C0096,Corporate,Construction,South,34,51986858.4,1529025.25,2019-01-02,2024-12-30,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1777,54.02,Medium Priority,320
C0417,Fleet Owner,Mining,East,32,51984530.4,1624516.58,2019-12-18,2024-09-11,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1777,54.02,Medium Priority,321
C0205,Retail,Construction,North,33,51965845.0,1574722.58,2019-02-07,2024-11-15,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1776,54.01,Medium Priority,322
C0368,Fleet Owner,Construction,South,31,51837532.8,1672178.48,2019-02-17,2024-11-01,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.1772,53.95,Medium Priority,323
C0400,Government,Infrastructure,North,35,51694363.6,1476981.82,2019-04-06,2024-10-23,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1767,53.89,Medium Priority,324
C0231,Government,Infrastructure,West,32,51646725.4,1613960.17,2019-02-21,2024-11-08,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1765,53.87,Medium Priority,325
C0497,Government,Logistics,South,30,51439335.2,1714644.51,2019-06-12,2024-11-02,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1664,0.1758,53.77,Medium Priority,326
C0393,Retail,Rental,East,39,51240981.8,1313871.33,2019-03-27,2024-12-18,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1752,53.68,Medium Priority,327
C0444,Dealer,Manufacturing,South,30,50928809.0,1697626.97,2019-02-25,2024-01-08,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1664,0.1741,53.53,Medium Priority,328
C0348,Retail,Logistics,North,34,50897650.4,1496989.72,2019-04-15,2024-10-24,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.174,53.52,Medium Priority,329
C0458,Dealer,Manufacturing,West,38,50799400.6,1336826.33,2019-07-09,2024-12-28,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.1736,53.47,Medium Priority,330
C0405,Corporate,Infrastructure,West,32,50787823.0,1587119.47,2019-01-30,2024-06-25,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1736,53.47,Medium Priority,331
C0266,Fleet Owner,Rental,South,35,50717014.0,1449057.54,2019-01-22,2024-09-24,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1734,53.44,Medium Priority,332
C0378,Retail,Manufacturing,North,35,50644577.2,1446987.92,2019-01-19,2024-11-16,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1731,53.4,Medium Priority,333
C0214,Corporate,Rental,West,31,50612095.0,1632648.23,2019-01-12,2024-12-26,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.173,53.39,Medium Priority,334
C0031,Government,Mining,East,34,50500841.8,1485318.88,2019-04-11,2024-08-13,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1726,53.34,Medium Priority,335
C0074,Fleet Owner,Infrastructure,East,39,50426138.6,1292977.91,2019-01-10,2024-12-31,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1724,53.3,Medium Priority,336
C0167,Retail,Mining,West,31,50383279.4,1625267.08,2019-01-03,2024-12-28,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.1722,53.28,Medium Priority,337
C0087,Government,Logistics,South,39,50370513.4,1291551.63,2019-01-22,2024-12-17,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1722,53.28,Medium Priority,338
C0308,Retail,Mining,North,33,50359329.6,1526040.29,2019-02-19,2024-12-12,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1721,53.27,Medium Priority,339
C0120,Fleet Owner,Construction,South,34,50313583.0,1479811.26,2019-01-02,2024-11-15,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.172,53.25,Medium Priority,340
C0323,Government,Manufacturing,West,36,50291498.8,1396986.08,2019-01-11,2024-12-22,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1719,53.24,Medium Priority,341
C0289,Corporate,Logistics,South,35,50221149.2,1434889.98,2019-02-07,2024-10-29,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1717,53.21,Medium Priority,342
C0075,Retail,Mining,South,33,50186853.4,1520813.74,2019-04-17,2024-10-20,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1716,53.19,Medium Priority,343
C0159,Dealer,Construction,South,34,49934036.2,1468648.12,2019-02-02,2024-12-26,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1707,53.07,Medium Priority,344
C0451,Government,Manufacturing,East,37,49725150.4,1343922.98,2019-01-07,2024-07-06,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.17,52.98,Medium Priority,345
C0057,Retail,Logistics,East,32,49701788.6,1553180.89,2019-03-20,2024-12-04,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1699,52.97,Medium Priority,346
C0044,Government,Mining,West,34,49589458.0,1458513.47,2019-01-05,2024-11-17,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1695,52.92,Medium Priority,347
C0048,Dealer,Mining,South,31,49413459.2,1593982.55,2019-04-05,2024-09-12,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.1689,52.83,Medium Priority,348
C0033,Government,Mining,South,30,49354094.2,1645136.47,2019-03-05,2024-12-12,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1664,0.1687,52.81,Medium Priority,349
C0432,Fleet Owner,Mining,South,37,49310040.8,1332703.81,2019-01-26,2024-10-04,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.1686,52.79,Medium Priority,350
C0018,Retail,Construction,West,31,49286607.8,1589890.57,2019-06-10,2024-11-14,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.1685,52.78,Medium Priority,351
C0470,Government,Mining,South,36,49194933.2,1366525.92,2019-01-25,2024-09-27,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1682,52.73,Medium Priority,352
C0132,Corporate,Construction,Central,37,49004629.4,1324449.44,2019-02-22,2024-10-01,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.1675,52.65,Medium Priority,353
C0199,Government,Mining,West,33,48930073.4,1482729.5,2019-01-19,2024-10-21,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1673,52.61,Medium Priority,354
C0036,Fleet Owner,Construction,East,31,48929201.8,1578361.35,2019-06-26,2024-12-18,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1673,52.61,Medium Priority,355
C0386,Retail,Construction,North,32,48819152.6,1525598.52,2019-04-23,2024-11-04,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.1669,52.56,Medium Priority,356
C0389,Retail,Mining,West,30,48796477.0,1626549.23,2019-04-04,2024-11-25,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1668,52.55,Medium Priority,357
C0480,Government,Infrastructure,West,34,48525468.6,1427219.66,2019-01-24,2024-11-24,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.1659,52.42,Medium Priority,358
C0114,Retail,Mining,East,33,48515792.8,1470175.54,2019-02-09,2024-09-27,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1658,52.42,Medium Priority,359
C0100,Government,Construction,North,38,48373950.0,1272998.68,2019-01-25,2024-09-10,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2107,0.1654,52.35,Medium Priority,360
C0008,Corporate,Logistics,West,34,48368868.0,1422613.76,2019-03-04,2024-07-16,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.1653,52.35,Medium Priority,361
C0494,Corporate,Construction,East,32,48287535.6,1508985.49,2019-02-25,2024-11-28,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.1651,52.31,Medium Priority,362
C0305,Fleet Owner,Logistics,North,31,48238808.8,1556090.61,2019-05-16,2024-11-27,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1649,52.29,Medium Priority,363
C0474,Government,Logistics,West,30,48230361.0,1607678.7,2019-01-11,2024-11-07,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1649,52.29,Medium Priority,364
C0313,Corporate,Mining,West,30,48205237.4,1606841.25,2019-05-28,2024-09-02,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1648,52.28,Medium Priority,365
C0194,Fleet Owner,Construction,South,33,48202752.8,1460689.48,2019-04-15,2024-12-26,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1648,52.27,Medium Priority,366
C0496,Government,Infrastructure,East,37,48190097.0,1302435.05,2019-02-17,2024-12-27,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2052,0.1647,52.27,Medium Priority,367
C0299,Retail,Logistics,South,34,48095055.8,1414560.46,2019-01-24,2024-08-30,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.1644,52.22,Medium Priority,368
C0465,Fleet Owner,Mining,South,35,48083241.6,1373806.9,2019-03-12,2024-12-12,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1941,0.1644,52.22,Medium Priority,369
C0122,Dealer,Rental,North East,31,48051119.4,1550036.11,2019-01-12,2024-11-05,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1643,52.2,Medium Priority,370
C0043,Corporate,Construction,South,36,47644638.8,1323462.19,2019-04-04,2024-06-14,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1996,0.1629,52.02,Medium Priority,371
C0439,Dealer,Construction,South,36,47576062.0,1321557.28,2019-03-21,2024-12-22,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1996,0.1626,51.99,Medium Priority,372
C0185,Dealer,Logistics,West,33,47500335.2,1439404.1,2019-03-25,2024-09-16,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1624,51.95,Medium Priority,373
C0079,Retail,Rental,North,31,47175266.2,1521782.78,2019-01-25,2024-11-28,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1613,51.8,Medium Priority,374
C0418,Government,Mining,West,30,47167025.6,1572234.19,2019-03-18,2024-11-14,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1612,51.8,Medium Priority,375
C0387,Dealer,Infrastructure,East,34,47133318.0,1386274.06,2019-01-02,2024-10-26,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.1611,51.78,Medium Priority,376
C0089,Corporate,Rental,West,37,47111014.0,1273270.65,2019-01-02,2024-11-14,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2052,0.161,51.77,Medium Priority,377
C0278,Fleet Owner,Logistics,West,38,47107787.2,1239678.61,2019-08-12,2024-12-03,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2107,0.161,51.77,Medium Priority,378
C0391,Government,Construction,West,33,47080496.4,1426681.71,2019-01-14,2024-11-30,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1609,51.76,Medium Priority,379
C0441,Dealer,Construction,North,31,47045233.8,1517588.19,2019-01-17,2024-10-19,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1608,51.74,Medium Priority,380
C0121,Government,Construction,West,34,47029566.2,1383222.54,2019-01-22,2024-12-01,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.1608,51.73,Medium Priority,381
C0208,Fleet Owner,Logistics,North,30,46904115.8,1563470.53,2019-01-20,2024-12-30,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1603,51.67,Medium Priority,382
C0187,Retail,Rental,North,30,46901016.0,1563367.2,2019-05-02,2024-11-08,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1603,51.67,Medium Priority,383
C0423,Dealer,Infrastructure,South,30,46894840.4,1563161.35,2019-02-25,2024-11-09,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1603,51.67,Medium Priority,384
C0298,Fleet Owner,Construction,South,33,46771231.0,1417310.03,2019-01-05,2024-11-20,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1599,51.61,Medium Priority,385
C0092,Fleet Owner,Logistics,West,36,46760586.8,1298905.19,2019-01-17,2024-07-30,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1996,0.1598,51.61,Medium Priority,386
C0163,Dealer,Logistics,West,38,46377823.0,1220469.03,2019-06-02,2024-08-05,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2107,0.1585,51.43,Medium Priority,387
C0094,Corporate,Logistics,West,31,46343009.2,1494935.78,2019-01-18,2024-09-20,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1584,51.42,Medium Priority,388
C0112,Fleet Owner,Mining,South,33,46248326.6,1401464.44,2019-02-27,2024-12-01,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1581,51.37,Medium Priority,389
C0437,Dealer,Mining,West,30,46199550.2,1539985.01,2019-02-09,2024-12-21,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1579,51.35,Medium Priority,390
C0404,Government,Mining,West,31,46035794.4,1485025.63,2019-02-10,2024-12-26,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1574,51.27,Medium Priority,391
C0416,Dealer,Manufacturing,South,37,46006682.0,1243423.84,2019-01-05,2024-10-20,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2052,0.1573,51.26,Medium Priority,392
C0136,Dealer,Mining,West,37,45774176.2,1237139.9,2019-03-23,2024-11-13,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2052,0.1565,51.15,Medium Priority,393
C0164,Government,Construction,North,36,45625652.8,1267379.24,2019-01-11,2024-11-13,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1996,0.156,51.08,Medium Priority,394
C0037,Corporate,Construction,West,36,45505928.0,1264053.56,2019-06-12,2024-10-25,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1996,0.1556,51.03,Medium Priority,395
C0316,Dealer,Manufacturing,East,33,45390754.0,1375477.39,2019-03-08,2024-09-22,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1552,50.98,Medium Priority,396
C0252,Retail,Construction,South,34,45321304.6,1332979.55,2019-08-03,2024-10-07,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.1549,50.94,Medium Priority,397
C0212,Retail,Infrastructure,North East,31,45262151.0,1460069.39,2019-02-01,2024-08-23,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1547,50.92,Medium Priority,398
C0248,Fleet Owner,Rental,West,30,45208412.0,1506947.07,2019-01-10,2024-12-04,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1545,50.89,Medium Priority,399
C0239,Government,Logistics,South,32,44962159.0,1405067.47,2019-10-11,2024-10-27,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.1537,50.78,Medium Priority,400
C0351,Corporate,Rental,East,34,44776790.6,1316964.43,2019-03-29,2024-09-12,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.1531,50.69,Medium Priority,401
C0003,Government,Logistics,West,38,44728031.8,1177053.47,2019-04-05,2024-10-30,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2107,0.1529,50.67,Medium Priority,402
C0332,Corporate,Mining,South,35,44566684.4,1273333.84,2019-01-19,2024-11-11,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1941,0.1523,50.59,Medium Priority,403
C0283,Retail,Logistics,North,31,44490975.8,1435192.77,2019-04-14,2024-09-04,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1521,50.56,Medium Priority,404
C0218,Fleet Owner,Construction,West,36,44324901.0,1231247.25,2019-02-02,2024-10-16,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1996,0.1515,50.48,Medium Priority,405
C0147,Dealer,Rental,North,30,44007572.2,1466919.07,2019-07-21,2024-12-22,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1504,50.34,Medium Priority,406
C0277,Dealer,Logistics,West,36,43668914.6,1213025.41,2019-05-28,2024-09-14,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1996,0.1493,50.18,Medium Priority,407
C0402,Fleet Owner,Rental,South,35,43498305.2,1242808.72,2019-01-25,2024-07-12,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1941,0.1487,50.1,Medium Priority,408
C0317,Corporate,Manufacturing,South,32,43291415.2,1352856.72,2019-01-17,2024-12-25,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.148,50.01,Medium Priority,409
C0412,Corporate,Infrastructure,East,32,43246987.6,1351468.36,2019-04-20,2024-05-28,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.1478,49.98,Medium Priority,410
C0179,Government,Infrastructure,South,32,43222736.0,1350710.5,2019-05-20,2024-07-21,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.1477,49.97,Medium Priority,411
C0382,Retail,Manufacturing,South,33,42929317.0,1300888.39,2019-04-17,2024-11-19,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1467,49.84,Medium Priority,412
C0020,Dealer,Logistics,East,37,42586254.6,1150979.85,2019-01-26,2024-10-17,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2052,0.1456,49.68,Medium Priority,413
C0078,Dealer,Rental,South,31,42565724.6,1373087.89,2019-01-31,2024-06-22,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1455,49.67,Medium Priority,414
C0019,Government,Logistics,East,37,42528118.4,1149408.61,2019-01-19,2024-12-10,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.2052,0.1454,49.65,Medium Priority,415
C0034,Government,Construction,West,32,42477752.2,1327429.76,2019-01-05,2024-10-06,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.1452,49.63,Medium Priority,416
C0104,Fleet Owner,Infrastructure,South,34,42120081.4,1238825.92,2019-04-06,2024-12-30,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1885,0.144,49.46,Medium Priority,417
C0118,Retail,Rental,South,32,41835680.2,1307365.01,2019-02-03,2024-12-10,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.143,49.33,Medium Priority,418
C0454,Government,Mining,West,33,41820500.6,1267287.9,2019-02-08,2024-11-14,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.143,49.33,Medium Priority,419
C0150,Fleet Owner,Manufacturing,West,30,41608958.8,1386965.29,2019-07-12,2024-11-09,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1422,49.23,Medium Priority,420
C0155,Fleet Owner,Mining,East,31,41576324.2,1341171.75,2019-11-15,2024-12-17,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1421,49.21,Medium Priority,421
C0350,Dealer,Logistics,North East,32,41227777.0,1288368.03,2019-05-03,2024-11-25,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1775,0.1409,49.05,Medium Priority,422
C0352,Corporate,Mining,South,30,40262666.2,1342088.87,2019-02-23,2024-11-11,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1376,48.61,Medium Priority,423
C0452,Fleet Owner,Mining,South,35,40090449.2,1145441.41,2019-03-05,2024-12-27,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1941,0.137,48.53,Medium Priority,424
C0204,Retail,Rental,South,31,39880662.0,1286472.97,2019-05-20,2024-12-08,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1363,48.43,Medium Priority,425
C0234,Corporate,Infrastructure,West,29,72295152.4,2492936.29,2019-01-09,2024-12-26,Low Frequency,30,Very High Value,Low Frequency High Value,0.1608,0.2471,48.41,Medium Priority,426
C0336,Government,Rental,East,33,39095696.4,1184718.07,2019-04-29,2024-09-26,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1336,48.07,Medium Priority,427
C0091,Retail,Construction,South,30,39090471.8,1303015.73,2019-01-09,2024-09-07,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1336,48.06,Medium Priority,428
C0117,Government,Mining,North East,31,38951277.4,1256492.82,2019-01-01,2024-08-12,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1331,48.0,Medium Priority,429
C0392,Fleet Owner,Logistics,East,31,38571708.8,1244248.67,2019-02-11,2024-12-12,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1319,47.82,Medium Priority,430
C0309,Government,Manufacturing,West,31,38065991.6,1227935.21,2019-03-04,2024-12-17,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1301,47.59,Medium Priority,431
C0334,Corporate,Mining,South,33,37526956.6,1137180.5,2019-01-03,2024-08-24,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1283,47.34,Medium Priority,432
C0238,Corporate,Construction,South,30,36717219.2,1223907.31,2019-01-22,2024-03-25,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1255,46.97,Medium Priority,433
C0007,Corporate,Manufacturing,West,31,36509378.2,1177721.88,2019-05-08,2024-11-03,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1719,0.1248,46.87,Medium Priority,434
C0145,Retail,Construction,West,33,34445949.4,1043816.65,2019-04-01,2024-12-29,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.183,0.1177,45.92,Medium Priority,435
C0191,Corporate,Manufacturing,South,29,65787839.8,2268546.2,2019-02-03,2024-12-12,Low Frequency,30,High Value,Low Frequency High Value,0.1608,0.2249,45.4,Medium Priority,436
C0491,Dealer,Infrastructure,South,27,65215944.4,2415405.35,2019-03-27,2024-07-04,Low Frequency,30,High Value,Low Frequency High Value,0.1497,0.2229,45.14,Medium Priority,437
C0498,Fleet Owner,Construction,East,28,64864362.8,2316584.39,2019-03-01,2024-08-19,Low Frequency,30,High Value,Low Frequency High Value,0.1553,0.2217,44.97,Medium Priority,438
C0125,Government,Mining,West,30,31904862.6,1063495.42,2019-02-17,2024-12-09,Medium Frequency,60,Low Value,Moderate Frequency Customers,0.1664,0.1091,44.74,Medium Priority,439
C0258,Corporate,Mining,South,28,62250978.4,2223249.23,2019-02-04,2024-10-10,Low Frequency,30,High Value,Low Frequency High Value,0.1553,0.2128,43.77,Medium Priority,440
C0162,Retail,Mining,East,28,62233145.6,2222612.34,2019-07-05,2024-10-14,Low Frequency,30,High Value,Low Frequency High Value,0.1553,0.2127,43.76,Medium Priority,441
C0381,Corporate,Mining,South,29,62038399.0,2139255.14,2019-07-06,2024-11-17,Low Frequency,30,High Value,Low Frequency High Value,0.1608,0.2121,43.67,Medium Priority,442
C0184,Retail,Rental,South,29,61479056.4,2119967.46,2019-03-12,2024-11-28,Low Frequency,30,High Value,Low Frequency High Value,0.1608,0.2102,43.41,Medium Priority,443
C0086,Retail,Construction,West,29,59655682.6,2057092.5,2019-01-12,2024-11-22,Low Frequency,30,High Value,Low Frequency High Value,0.1608,0.2039,42.57,Medium Priority,444
C0485,Fleet Owner,Rental,West,28,59146123.8,2112361.56,2019-01-14,2024-10-01,Low Frequency,30,High Value,Low Frequency High Value,0.1553,0.2022,42.33,Medium Priority,445
C0357,Corporate,Mining,West,28,57734552.2,2061948.29,2019-01-05,2024-11-17,Low Frequency,30,Medium Value,Low Frequency Customers,0.1553,0.1974,41.68,Medium Priority,446
C0367,Fleet Owner,Logistics,South,27,57592654.8,2133061.29,2019-02-28,2024-11-04,Low Frequency,30,Medium Value,Low Frequency Customers,0.1497,0.1969,41.61,Medium Priority,447
C0445,Government,Mining,East,28,57177744.4,2042062.3,2019-04-04,2024-12-28,Low Frequency,30,Medium Value,Low Frequency Customers,0.1553,0.1955,41.42,Medium Priority,448
C0050,Dealer,Mining,East,27,56151044.8,2079668.33,2019-01-11,2024-12-14,Low Frequency,30,Medium Value,Low Frequency Customers,0.1497,0.1919,40.95,Medium Priority,449
