customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,median_order_value,minimum_order_value,maximum_order_value,average_products_per_order,average_units_per_order,total_units_purchased,total_product_revenue,order_value_std,order_value_cv_pct,basket_size_class,order_value_segment,basket_frequency_segment,basket_value_score,basket_behaviour_class,action_focus,basket_behaviour_rank
C0449,Fleet Owner,Logistics,West,32,55700286.8,1740633.96,1244270.6,8850.0,8249724.0,5.84,70.28,2249,43705510,1723231.02,99.0,Small Basket,Medium-High Order Value,Medium Frequency,56.44,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,216
C0328,Government,Rental,East,37,62646507.6,1693148.85,1550282.4,16284.0,4991253.6,5.7,68.62,2539,49201820,1333716.35,78.77,Small Basket,Medium-High Order Value,High Frequency,56.42,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,217
C0335,Government,Infrastructure,North East,38,60351028.0,1588184.95,1312574.7,168192.0,4810934.8,6.03,72.87,2769,47401100,1194325.38,75.2,Small Basket,Medium-Low Order Value,High Frequency,56.24,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,218
C0358,Government,Infrastructure,West,36,59405501.6,1650152.82,1075714.9,81892.0,6565514.8,5.89,66.61,2398,46632120,1387356.85,84.07,Small Basket,Medium-High Order Value,High Frequency,56.18,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,219
C0231,Government,Infrastructure,West,32,51646725.4,1613960.17,1620303.0,88913.0,3560916.6,6.38,75.94,2430,40582530,1036645.82,64.23,Small Basket,Medium-Low Order Value,Medium Frequency,56.17,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,220
C0077,Corporate,Mining,North,34,57865492.6,1701926.25,1392862.9,13003.6,6648400.6,5.82,69.68,2369,45390570,1551157.51,91.14,Small Basket,Medium-High Order Value,Medium Frequency,56.08,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,221
C0310,Government,Infrastructure,East,39,59059490.6,1514345.91,1450675.2,5664.0,4499194.6,6.28,72.23,2817,46376420,1233753.87,81.47,Small Basket,Medium-Low Order Value,High Frequency,55.74,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,222
C0411,Corporate,Mining,South,43,72229183.0,1679748.44,1449070.0,29606.2,5278811.4,5.47,63.91,2748,56645350,1383533.46,82.37,Small Basket,Medium-High Order Value,High Frequency,54.96,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,223
C0154,Fleet Owner,Logistics,North,45,74171590.6,1648257.57,1173583.0,16992.0,6695301.0,5.49,68.27,3072,58187170,1502329.72,91.15,Small Basket,Medium-High Order Value,Very High Frequency,54.62,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,224
C0302,Fleet Owner,Mining,West,36,63607092.0,1766863.67,1757938.7,3304.0,5214536.0,5.47,69.61,2506,49894150,1485422.01,84.07,Small Basket,Medium-High Order Value,High Frequency,54.42,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,225
C0429,Fleet Owner,Logistics,West,42,69444114.2,1653431.29,1398039.5,18526.0,5160195.8,5.52,64.26,2699,54510440,1370643.21,82.9,Small Basket,Medium-High Order Value,High Frequency,54.28,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,226
C0093,Dealer,Manufacturing,South,36,57944235.8,1609562.11,1121799.3,2053.2,5789897.0,5.94,70.06,2522,45460060,1371894.16,85.23,Small Basket,Medium-Low Order Value,High Frequency,54.06,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,227
C0067,Retail,Manufacturing,West,31,55575120.6,1792745.83,1452988.8,2926.4,5455396.8,5.61,68.87,2135,43570420,1642574.39,91.62,Small Basket,High Order Value,Medium Frequency,54.05,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,228
C0227,Fleet Owner,Infrastructure,East,34,57926647.6,1703724.93,1301027.8,8472.4,6739410.4,5.74,63.88,2172,45457070,1630287.34,95.69,Small Basket,Medium-High Order Value,Medium Frequency,54.02,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,229
C0167,Retail,Mining,West,31,50383279.4,1625267.08,1448855.0,23305.0,4861574.4,6.23,72.39,2244,39616580,1252589.32,77.07,Small Basket,Medium-High Order Value,Medium Frequency,53.9,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,230
C0228,Government,Construction,South,34,61132479.4,1798014.1,1299739.6,1097.4,6152039.0,5.44,65.71,2234,47933580,1848593.44,102.81,Small Basket,High Order Value,Medium Frequency,53.86,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,231
C0032,Government,Logistics,West,44,71991263.0,1636165.07,1548196.8,3398.4,4287341.6,5.55,68.52,3015,56493850,1264739.51,77.3,Small Basket,Medium-High Order Value,High Frequency,53.85,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,232
C0097,Corporate,Construction,West,26,47499351.2,1826898.12,1186250.6,8212.8,7507964.0,5.69,70.08,1822,37217840,1681522.69,92.04,Small Basket,High Order Value,Medium Frequency,53.57,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,233
C0053,Fleet Owner,Construction,North,27,45016037.4,1667260.64,1222771.4,61483.2,4965583.8,6.15,69.41,1874,35369930,1361963.58,81.69,Small Basket,Medium-High Order Value,Medium Frequency,53.38,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,234
C0235,Fleet Owner,Mining,East,38,60478356.4,1591535.69,1418996.1,7363.2,4847519.4,5.87,68.47,2602,47454230,1205566.43,75.75,Small Basket,Medium-Low Order Value,High Frequency,53.33,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,235
C0237,Dealer,Infrastructure,South,44,74820743.4,1700471.44,1162791.5,1711.0,6571930.0,5.18,59.77,2630,58676380,1719126.96,101.1,Small Basket,Medium-High Order Value,High Frequency,53.12,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,236
C0198,Government,Mining,West,36,63577917.2,1766053.26,1195926.4,12744.0,8435794.2,5.42,65.97,2375,49819290,1712980.08,96.99,Small Basket,Medium-High Order Value,High Frequency,53.12,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,237
C0270,Corporate,Manufacturing,North,43,68114112.8,1584049.13,1456797.0,3964.8,5889436.0,5.72,65.37,2811,53374960,1227191.95,77.47,Small Basket,Medium-Low Order Value,High Frequency,53.02,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,238
C0481,Corporate,Logistics,South,39,60397194.2,1548646.01,1288372.0,76646.8,5439969.0,5.92,73.1,2851,47455190,1290911.89,83.36,Small Basket,Medium-Low Order Value,High Frequency,52.62,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,239
C0365,Government,Manufacturing,East,39,60336743.2,1547095.98,1403356.2,194688.0,6181926.0,5.92,69.15,2697,47362240,1234212.79,79.78,Small Basket,Medium-Low Order Value,High Frequency,52.42,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,240
C0443,Dealer,Infrastructure,East,40,64951558.8,1623788.97,1188822.0,2454.4,5935339.4,5.62,69.15,2766,50982660,1452678.3,89.46,Small Basket,Medium-High Order Value,High Frequency,52.12,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,241
C0140,Retail,Logistics,West,37,60136648.6,1625314.83,1237635.0,18585.0,6098688.0,5.76,67.51,2498,47230520,1524795.4,93.82,Small Basket,Medium-High Order Value,High Frequency,51.96,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,242
C0369,Government,Manufacturing,West,40,64656844.2,1616421.1,1250016.1,6655.2,6959971.2,5.65,64.92,2597,50690940,1504594.84,93.08,Small Basket,Medium-Low Order Value,High Frequency,51.76,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,243
C0486,Government,Manufacturing,West,34,52620254.4,1547654.54,1259544.3,24426.0,5020677.0,6.24,74.09,2519,41350080,1082243.03,69.93,Small Basket,Medium-Low Order Value,Medium Frequency,51.47,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,244
C0348,Retail,Logistics,North,34,50897650.4,1496989.72,1192623.0,109863.8,5425493.6,6.53,73.97,2515,39978280,1192019.24,79.63,Small Basket,Medium-Low Order Value,Medium Frequency,51.47,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,245
C0269,Government,Mining,South,41,61642030.4,1503464.16,1285301.8,46610.0,3754647.0,5.95,69.85,2864,48367030,969309.67,64.47,Small Basket,Medium-Low Order Value,High Frequency,51.39,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,246
C0315,Dealer,Rental,West,40,61457629.4,1536440.74,1220924.2,18172.0,4758769.6,5.88,68.6,2744,48208830,1266648.91,82.44,Small Basket,Medium-Low Order Value,High Frequency,51.19,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,247
C0408,Government,Infrastructure,South,36,60127186.2,1670199.62,1489858.5,7929.6,4409726.4,5.58,73.03,2629,47201090,1199987.82,71.85,Small Basket,Medium-High Order Value,High Frequency,51.13,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,248
C0065,Corporate,Mining,West,36,59751563.6,1659765.66,1472002.5,35341.0,4001524.0,5.61,65.83,2370,46865770,1245392.2,75.03,Small Basket,Medium-High Order Value,High Frequency,51.02,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,249
C0232,Government,Mining,South,37,57544368.0,1555253.19,1399329.0,4106.4,5103526.8,5.92,68.78,2545,45159600,1193585.69,76.75,Small Basket,Medium-Low Order Value,High Frequency,50.5,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,250
C0360,Dealer,Construction,West,31,54662201.0,1763296.81,1955348.6,32509.0,4219521.2,5.58,72.03,2233,42914200,1287522.74,73.02,Small Basket,Medium-High Order Value,Medium Frequency,50.38,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,251
C0052,Government,Manufacturing,North East,35,56612172.2,1617490.63,1519527.2,48981.8,4785792.0,5.83,65.66,2298,44420040,1351652.68,83.56,Small Basket,Medium-Low Order Value,High Frequency,50.23,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,252
C0344,Fleet Owner,Mining,West,28,48151864.0,1719709.43,1458431.0,21381.6,5408813.4,5.79,70.43,1972,37729300,1349620.45,78.48,Small Basket,Medium-High Order Value,Medium Frequency,50.19,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,253
C0216,Government,Mining,East,39,62009378.6,1589984.07,1009408.0,95604.2,6149787.6,5.69,63.95,2494,48655520,1451970.2,91.32,Small Basket,Medium-Low Order Value,High Frequency,49.85,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,254
C0160,Retail,Rental,West,44,70762190.2,1608231.6,1382776.5,4790.8,4576032.4,5.48,64.02,2817,55534390,1365022.62,84.88,Small Basket,Medium-Low Order Value,High Frequency,49.62,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,255
C0106,Dealer,Infrastructure,Central,39,58339475.8,1495883.99,1292046.8,94814.0,4512128.0,5.97,69.64,2716,45839560,1026695.62,68.63,Small Basket,Medium-Low Order Value,High Frequency,49.62,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,256
C0054,Fleet Owner,Manufacturing,South,37,63424926.8,1714187.21,1217462.0,5900.0,5816638.0,5.27,60.49,2238,49743760,1666828.32,97.24,Small Basket,Medium-High Order Value,High Frequency,49.49,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,257
C0114,Retail,Mining,East,33,48515792.8,1470175.54,1088197.0,56394.6,5126531.0,6.61,75.21,2482,38178710,1135894.02,77.26,Small Basket,Medium-Low Order Value,Medium Frequency,49.37,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,258
C0500,Corporate,Infrastructure,East,27,44474866.6,1647217.28,1339125.6,9499.0,5533710.0,6.04,73.15,1975,34912870,1292011.93,78.44,Small Basket,Medium-High Order Value,Medium Frequency,49.32,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,259
C0428,Retail,Construction,North,43,66337820.6,1542740.01,1307506.8,2926.4,4356038.4,5.7,67.95,2922,52052170,1080288.78,70.02,Small Basket,Medium-Low Order Value,High Frequency,49.06,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,260
C0211,Fleet Owner,Manufacturing,South,42,59389779.2,1414042.36,1134515.1,65254.0,5170106.6,6.07,74.43,3126,46705690,1155720.65,81.73,Small Basket,Low Order Value,High Frequency,48.76,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,261
C0223,Corporate,Logistics,West,33,54079206.6,1638763.84,1264192.0,4755.4,4756857.2,5.79,72.27,2385,42492870,1285452.46,78.44,Small Basket,Medium-High Order Value,Medium Frequency,48.7,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,262
C0033,Government,Mining,South,30,49354094.2,1645136.47,1293854.0,176038.0,5678833.4,5.9,69.53,2086,38713690,1386512.94,84.28,Small Basket,Medium-High Order Value,Medium Frequency,48.5,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,263
C0401,Government,Logistics,North East,36,58231157.8,1617532.16,1552200.4,10195.2,6226216.8,5.69,63.61,2290,45711960,1257898.33,77.77,Small Basket,Medium-High Order Value,High Frequency,48.36,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,264
C0354,Corporate,Logistics,South,37,56690884.8,1532186.08,1370880.0,2737.6,4713035.2,5.89,70.14,2595,44585860,1170571.94,76.4,Small Basket,Medium-Low Order Value,High Frequency,47.93,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,265
C0418,Government,Mining,West,30,47167025.6,1572234.19,1136397.8,1357.0,6597767.0,6.2,69.7,2091,37023670,1482053.61,94.26,Small Basket,Medium-Low Order Value,Medium Frequency,47.79,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,266
C0088,Corporate,Infrastructure,West,36,57330201.8,1592505.61,1569472.9,10620.0,4624374.0,5.75,64.0,2304,44991010,1206010.23,75.73,Small Basket,Medium-Low Order Value,High Frequency,47.75,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,267
C0133,Government,Mining,South,29,51247358.0,1767150.28,1837568.0,6218.6,4899577.0,5.52,65.45,1898,40181100,1349975.11,76.39,Small Basket,Medium-High Order Value,Medium Frequency,47.61,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,268
C0159,Dealer,Construction,South,34,49934036.2,1468648.12,1295066.2,14927.0,4110390.8,6.29,70.82,2408,39245590,1077468.12,73.36,Small Basket,Medium-Low Order Value,Medium Frequency,47.16,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,269
C0217,Corporate,Infrastructure,North,36,61360958.2,1704471.06,1373077.5,2714.0,4576766.4,5.19,64.97,2339,48179740,1343946.35,78.85,Small Basket,Medium-High Order Value,High Frequency,46.78,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,270
C0251,Dealer,Mining,North,36,60544705.8,1681797.38,1160406.4,8850.0,5978285.6,5.33,62.58,2253,47504560,1572582.79,93.51,Small Basket,Medium-High Order Value,High Frequency,46.55,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,271
C0441,Dealer,Construction,North,31,47045233.8,1517588.19,1408164.2,7976.8,3793706.6,6.32,76.84,2382,37017660,1110189.63,73.15,Small Basket,Medium-Low Order Value,Medium Frequency,46.52,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,272
C0414,Dealer,Construction,South,40,66316815.6,1657920.39,988002.9,8142.0,6038474.4,5.03,61.92,2477,52044170,1740715.44,104.99,Small Basket,Medium-High Order Value,High Frequency,46.42,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,273
C0314,Retail,Logistics,East,36,58625243.8,1628478.99,1204665.5,35282.0,5734866.2,5.56,62.11,2236,46037410,1456130.46,89.42,Small Basket,Medium-High Order Value,High Frequency,46.38,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,274
C0276,Dealer,Manufacturing,Central,44,67350598.6,1530695.42,1070175.9,86452.0,6525621.0,5.59,64.55,2840,52803770,1558680.78,101.83,Small Basket,Medium-Low Order Value,High Frequency,46.28,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,275
C0321,Retail,Logistics,South,38,54558976.4,1435762.54,1201577.9,28969.0,4424024.6,6.05,67.82,2577,42809230,1054311.3,73.43,Small Basket,Low Order Value,High Frequency,46.25,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,276
C0413,Fleet Owner,Manufacturing,South,41,62380011.4,1521463.69,1213888.0,1132.8,5126008.2,5.71,66.76,2737,48986230,1241120.11,81.57,Small Basket,Medium-Low Order Value,High Frequency,46.22,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,277
C0214,Corporate,Rental,West,31,50612095.0,1632648.23,1618161.4,56172.0,5093943.0,5.81,70.32,2180,39709250,1438161.11,88.09,Small Basket,Medium-High Order Value,Medium Frequency,46.02,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,278
C0395,Corporate,Manufacturing,East,44,64514679.8,1466242.72,1041133.2,15399.0,5186192.0,5.77,66.77,2938,50643860,1194953.27,81.5,Small Basket,Medium-Low Order Value,High Frequency,45.98,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,279
C0339,Fleet Owner,Logistics,South,24,40193008.4,1674708.68,1601043.1,11044.8,4536500.4,5.79,68.54,1645,31557880,1399628.26,83.57,Small Basket,Medium-High Order Value,Low Frequency,45.72,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,280
C0243,Government,Construction,North,28,42431751.6,1515419.7,1222362.6,9628.8,3480120.6,6.5,73.18,2049,33315370,1010412.78,66.68,Small Basket,Medium-Low Order Value,Medium Frequency,45.64,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,281
C0143,Corporate,Infrastructure,South,27,44644618.2,1653504.38,1600854.4,34220.0,6225460.2,5.81,70.04,1891,35058490,1438308.7,86.99,Small Basket,Medium-High Order Value,Medium Frequency,45.56,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,282
C0366,Corporate,Logistics,East,26,43711261.8,1681202.38,1450491.0,6218.6,5714314.4,5.77,65.19,1695,34264010,1500822.15,89.27,Small Basket,Medium-High Order Value,Medium Frequency,45.49,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,283
C0130,Government,Mining,West,39,60017312.8,1538905.46,1164267.0,11044.8,4873627.0,5.67,66.92,2610,47103710,1332058.11,86.56,Small Basket,Medium-Low Order Value,High Frequency,45.31,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,284
C0438,Corporate,Rental,East,39,61720027.0,1582564.79,1030234.2,5097.6,4989440.0,5.51,65.69,2562,48432400,1496599.27,94.57,Small Basket,Medium-Low Order Value,High Frequency,45.3,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,285
C0157,Dealer,Infrastructure,North,34,55572804.4,1634494.25,1325086.0,5664.0,4300721.0,5.59,69.0,2346,43654580,1219334.99,74.6,Small Basket,Medium-High Order Value,Medium Frequency,45.1,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,286
C0158,Corporate,Infrastructure,East,36,58875735.2,1635437.09,1036638.5,49793.2,6215545.0,5.47,65.25,2349,46231390,1639589.0,100.25,Small Basket,Medium-High Order Value,High Frequency,44.92,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,287
C0036,Fleet Owner,Construction,East,31,48929201.8,1578361.35,1391939.2,204612.0,4187610.0,5.94,66.48,2061,38418260,1072264.04,67.94,Small Basket,Medium-Low Order Value,Medium Frequency,44.92,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,288
C0265,Retail,Mining,West,29,47931619.6,1652814.47,1417596.6,6372.0,4432869.2,5.76,67.52,1958,37594220,1235556.83,74.75,Small Basket,Medium-High Order Value,Medium Frequency,44.9,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,289
C0435,Dealer,Manufacturing,South,50,73908258.2,1478165.16,1296816.3,6796.8,4284160.0,5.58,62.9,3145,57957990,1195649.59,80.89,Small Basket,Medium-Low Order Value,Very High Frequency,44.64,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,290
C0057,Retail,Logistics,East,32,49701788.6,1553180.89,1182198.1,9817.6,5668793.4,5.94,70.5,2256,39001020,1357618.1,87.41,Small Basket,Medium-Low Order Value,Medium Frequency,44.36,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,291
C0242,Government,Construction,South,47,73225487.6,1557989.1,966327.8,25665.0,5650194.6,5.3,62.94,2958,57416320,1480471.06,95.02,Small Basket,Medium-Low Order Value,Very High Frequency,44.0,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,292
C0208,Fleet Owner,Logistics,North,30,46904115.8,1563470.53,878613.4,4661.0,4600808.4,6.0,69.53,2086,36866060,1425959.95,91.2,Small Basket,Medium-Low Order Value,Medium Frequency,43.68,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,293
C0434,Corporate,Mining,Central,33,54575670.2,1653808.19,1066971.0,20532.0,4919421.0,5.48,64.55,2130,42768890,1428675.95,86.39,Small Basket,Medium-High Order Value,Medium Frequency,43.6,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,294
C0048,Dealer,Mining,South,31,49413459.2,1593982.55,1065014.4,5121.2,5635300.0,5.81,65.9,2043,38811940,1422347.56,89.23,Small Basket,Medium-Low Order Value,Medium Frequency,43.32,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,295
C0017,Government,Infrastructure,South,39,59194497.0,1517807.62,986708.4,7965.0,4901028.2,5.67,62.56,2440,46409400,1335476.17,87.99,Small Basket,Medium-Low Order Value,High Frequency,43.11,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,296
C0098,Corporate,Mining,East,35,56088743.0,1602535.51,1178292.6,2832.0,4855902.0,5.57,68.03,2381,44013350,1440340.94,89.88,Small Basket,Medium-Low Order Value,High Frequency,42.83,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,297
C0426,Dealer,Infrastructure,North East,35,57207251.0,1634492.89,1360247.8,6950.2,4803942.2,5.46,66.71,2335,44884200,1244970.99,76.17,Small Basket,Medium-High Order Value,High Frequency,42.81,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,298
C0175,Fleet Owner,Rental,East,36,59434888.8,1650969.13,1270199.5,16576.0,5033641.8,5.22,61.31,2207,46583410,1415364.26,85.73,Small Basket,Medium-High Order Value,High Frequency,42.8,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,299
C0417,Fleet Owner,Mining,East,32,51984530.4,1624516.58,1443654.4,28166.6,5926978.0,5.66,66.72,2135,40806780,1413395.58,87.0,Small Basket,Medium-High Order Value,Medium Frequency,42.75,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,300
C0499,Corporate,Construction,East,39,62785837.0,1609893.26,1265283.8,1097.4,5980032.0,5.23,62.41,2434,49218150,1366370.03,84.87,Small Basket,Medium-Low Order Value,High Frequency,42.63,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,301
C0296,Corporate,Manufacturing,East,40,56944680.8,1423617.02,1157976.4,5664.0,4359864.8,5.82,63.95,2558,44706560,1212889.25,85.2,Small Basket,Low Order Value,High Frequency,42.44,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,302
C0362,Corporate,Rental,West,37,53495189.2,1445815.92,1105769.0,5522.4,4175915.6,5.89,67.27,2489,41935190,1151304.51,79.63,Small Basket,Medium-Low Order Value,High Frequency,42.43,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,303
C0442,Dealer,Logistics,East,33,53527848.6,1622056.02,1365440.6,9499.0,4370885.4,5.58,64.76,2137,41966020,1162283.6,71.65,Small Basket,Medium-High Order Value,Medium Frequency,42.3,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,304
C0124,Dealer,Construction,West,42,54870405.8,1306438.23,1196685.5,11044.8,4853906.0,6.02,69.21,2907,43084310,1055883.01,80.82,Small Basket,Low Order Value,High Frequency,42.22,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,305
C0190,Retail,Manufacturing,North,35,56351528.4,1610043.67,1645575.6,2926.4,4941465.8,5.49,64.31,2251,44179380,1331119.5,82.68,Small Basket,Medium-Low Order Value,High Frequency,41.86,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,306
C0280,Corporate,Construction,West,42,59078520.8,1406631.45,1221096.1,2053.2,4186403.0,5.79,64.1,2692,46383310,1209659.31,86.0,Small Basket,Low Order Value,High Frequency,41.73,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,307
C0081,Corporate,Rental,West,37,56355210.0,1523113.78,975378.0,18585.0,6351855.6,5.68,72.32,2676,44271750,1539776.49,101.09,Small Basket,Medium-Low Order Value,High Frequency,41.64,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,308
C0489,Fleet Owner,Rental,South,47,70625273.0,1502665.38,1169342.4,1227.2,5253902.2,5.43,65.19,3064,55400350,1367687.99,91.02,Small Basket,Medium-Low Order Value,Very High Frequency,41.5,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,309
C0338,Corporate,Rental,West,33,52210070.0,1582123.33,1109661.0,4023.8,4242496.0,5.7,60.88,2009,40964750,1362266.83,86.1,Small Basket,Medium-Low Order Value,Medium Frequency,41.49,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,310
C0361,Government,Logistics,South,32,52532617.8,1641644.31,1486588.5,12083.2,4602000.0,5.5,67.47,2159,41202210,1242324.54,75.68,Small Basket,Medium-High Order Value,Medium Frequency,41.26,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,311
C0325,Corporate,Rental,East,30,52920013.4,1764000.45,1119839.8,19072.0,6525703.6,5.07,58.0,1740,41524630,1801286.53,102.11,Small Basket,Medium-High Order Value,Medium Frequency,41.24,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,312
C0267,Fleet Owner,Infrastructure,South,29,46440405.2,1601393.28,1733788.4,5664.0,3696799.0,5.79,69.24,2008,36465390,1093874.2,68.31,Small Basket,Medium-Low Order Value,Medium Frequency,41.07,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,313
C0085,Retail,Mining,South,37,60463527.2,1634149.38,1216579.2,7316.0,6582355.4,5.11,60.22,2228,47385290,1596445.97,97.69,Small Basket,Medium-High Order Value,High Frequency,41.06,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,314
C0096,Corporate,Construction,South,34,51986858.4,1529025.25,985219.9,22726.8,5657594.4,5.79,63.79,2169,40828880,1412958.38,92.41,Small Basket,Medium-Low Order Value,Medium Frequency,41.04,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,315
C0209,Corporate,Infrastructure,East,44,65445658.4,1487401.33,1344335.1,6159.6,6555432.0,5.48,66.14,2910,51373630,1317272.03,88.56,Small Basket,Medium-Low Order Value,High Frequency,40.72,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,316
C0181,Government,Construction,West,36,53087081.0,1474641.14,1512975.7,6136.0,4759006.0,5.81,65.64,2363,41700450,1196140.69,81.11,Small Basket,Medium-Low Order Value,High Frequency,40.63,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,317
C0043,Corporate,Construction,South,36,47644638.8,1323462.19,1301093.1,6230.4,3475767.2,6.19,68.67,2472,37467660,949829.65,71.77,Small Basket,Low Order Value,High Frequency,40.61,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,318
C0219,Government,Manufacturing,West,39,59976015.0,1537846.54,1217384.8,1097.4,4736160.2,5.46,66.77,2604,47075000,1258071.62,81.81,Small Basket,Medium-Low Order Value,High Frequency,40.46,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,319
C0397,Fleet Owner,Mining,West,36,56279511.4,1563319.76,1454283.4,10761.6,5299689.0,5.53,68.75,2475,44216230,1257092.92,80.41,Small Basket,Medium-Low Order Value,High Frequency,40.46,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,320
C0431,Government,Logistics,West,28,45787279.2,1635259.97,1435969.2,3422.0,4428123.0,5.68,64.18,1797,35920190,1341543.68,82.04,Small Basket,Medium-High Order Value,Medium Frequency,40.46,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,321
