customer_id,customer_type,industry_segment,region,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,average_order_value,customer_lifetime_days,customer_lifetime_years,orders_per_year,days_since_last_purchase,churn_status,churn_risk_score,churn_risk_class,revenue_at_risk,churn_priority_score,churn_priority_class
C0268,Government,Mining,West,2019-01-21,2024-10-07,32,63709103.6,1990909.4875,2086,5.711156741957564,5.60306807286673,86,At Risk,40,Moderate Churn Risk,63709103.6,45.32,Medium Retention Priority
C0269,Government,Mining,South,2019-01-12,2024-11-22,41,61642030.4,1503464.156097561,2141,5.861738535249829,6.994511910322279,40,Active Customer,0,Low Churn Risk,0.0,27.85,Low Retention Priority
C0270,Corporate,Manufacturing,North,2019-03-27,2024-12-20,43,68114112.8,1584049.134883721,2095,5.735797399041752,7.496778042959427,12,Active Customer,0,Low Churn Risk,0.0,32.31,Low Retention Priority
C0271,Corporate,Infrastructure,South,2019-06-05,2024-11-26,24,37757473.800000004,1573228.0750000002,2001,5.478439425051334,4.380809595202399,36,Active Customer,0,Low Churn Risk,0.0,1.16,Low Retention Priority
C0272,Government,Construction,North,2019-09-01,2024-12-13,39,75550922.6,1937203.1435897434,1930,5.284052019164956,7.3806994818652845,19,Active Customer,0,Low Churn Risk,0.0,33.3,Low Retention Priority
C0273,Dealer,Manufacturing,East,2019-05-04,2024-12-31,37,60830001.0,1644054.0810810812,2068,5.661875427789186,6.534937137330754,1,Active Customer,0,Low Churn Risk,0.0,24.24,Low Retention Priority
C0274,Dealer,Mining,North,2019-01-08,2024-06-27,39,54639688.2,1401017.6461538463,1997,5.467488021902806,7.133074611917877,188,Churned Customer,100,Critical Churn Risk,54639688.2,80.7,High Retention Priority
C0275,Fleet Owner,Construction,West,2019-06-17,2024-11-06,45,64270295.0,1428228.7777777778,1969,5.390828199863107,8.347511427120367,56,Active Customer,0,Low Churn Risk,0.0,31.25,Low Retention Priority
C0276,Dealer,Manufacturing,Central,2019-01-08,2024-12-29,44,67350598.6,1530695.4227272726,2182,5.973990417522245,7.365261228230981,3,Active Customer,0,Low Churn Risk,0.0,32.3,Low Retention Priority
C0277,Dealer,Logistics,West,2019-05-28,2024-09-14,36,43668914.6,1213025.4055555556,1936,5.300479123887748,6.791838842975206,109,At Risk,40,Moderate Churn Risk,43668914.6,34.89,Medium Retention Priority
C0278,Fleet Owner,Logistics,West,2019-08-12,2024-12-03,38,47107787.2,1239678.6105263159,1940,5.3114305270362765,7.154381443298969,29,Active Customer,0,Low Churn Risk,0.0,14.82,Low Retention Priority
C0279,Dealer,Rental,West,2019-05-12,2024-11-12,26,35292218.0,1357393.0,2011,5.505817932922656,4.722277473893585,50,Active Customer,0,Low Churn Risk,0.0,1.0,Low Retention Priority
C0280,Corporate,Construction,West,2019-01-12,2024-11-05,42,59078520.8,1406631.4476190475,2124,5.815195071868583,7.222457627118644,57,Active Customer,0,Low Churn Risk,0.0,26.16,Low Retention Priority
C0281,Government,Logistics,South,2019-07-26,2024-06-25,26,46282268.6,1780087.2538461538,1796,4.917180013689254,5.2875835189309575,190,Churned Customer,100,Critical Churn Risk,46282268.6,64.6,High Retention Priority
C0282,Government,Logistics,East,2019-01-17,2024-12-24,44,69381309.6,1576847.9454545453,2168,5.935660506502396,7.4128228782287815,8,Active Customer,0,Low Churn Risk,0.0,33.35,Low Retention Priority
C0283,Retail,Logistics,North,2019-04-14,2024-09-04,31,44490975.8,1435192.7677419353,1970,5.393566050650239,5.74758883248731,119,At Risk,40,Moderate Churn Risk,44490975.8,30.4,Medium Retention Priority
C0284,Corporate,Manufacturing,East,2019-01-09,2024-12-23,41,69641823.4,1698581.0585365854,2175,5.95482546201232,6.885172413793104,9,Active Customer,0,Low Churn Risk,0.0,32.45,Low Retention Priority
C0285,Government,Infrastructure,West,2019-02-11,2024-12-05,47,54036327.8,1149709.1021276596,2124,5.815195071868583,8.082274011299434,27,Active Customer,0,Low Churn Risk,0.0,23.66,Low Retention Priority
C0286,Dealer,Construction,South,2019-01-06,2024-12-29,36,60273490.2,1674263.6166666667,2184,5.979466119096509,6.020604395604396,3,Active Customer,0,Low Churn Risk,0.0,22.6,Low Retention Priority
C0287,Dealer,Manufacturing,South,2019-03-22,2024-11-27,36,55179366.6,1532760.1833333333,2077,5.686516084873374,6.330765527202696,35,Active Customer,0,Low Churn Risk,0.0,18.34,Low Retention Priority
C0288,Dealer,Infrastructure,North,2019-02-21,2024-10-18,55,97218403.8,1767607.3418181818,2066,5.6563997262149215,9.723499515972895,75,At Risk,40,Moderate Churn Risk,97218403.8,63.9,High Retention Priority
C0289,Corporate,Logistics,South,2019-02-07,2024-10-29,35,50221149.2,1434889.9771428572,2091,5.724845995893224,6.113701578192252,64,At Risk,40,Moderate Churn Risk,50221149.2,37.88,Medium Retention Priority
C0290,Corporate,Construction,West,2019-03-04,2024-11-15,40,57372288.2,1434307.205,2083,5.702943189596167,7.013922227556409,47,Active Customer,0,Low Churn Risk,0.0,23.71,Low Retention Priority
C0291,Retail,Construction,South,2019-03-13,2024-12-03,46,79064597.0,1718795.5869565217,2092,5.727583846680356,8.031309751434033,29,Active Customer,0,Low Churn Risk,0.0,37.28,Low Retention Priority
C0292,Corporate,Rental,Central,2019-01-11,2024-04-28,27,30979627.8,1147393.6222222222,1934,5.295003422313484,5.099146845915201,248,Churned Customer,100,Critical Churn Risk,30979627.8,60.96,High Retention Priority
C0293,Dealer,Logistics,West,2019-01-19,2024-09-25,36,66815451.4,1855984.7611111111,2076,5.683778234086242,6.333815028901734,98,At Risk,40,Moderate Churn Risk,66815451.4,50.74,High Retention Priority
C0294,Government,Infrastructure,South,2019-03-26,2024-12-27,45,79772077.0,1772712.822222222,2103,5.757700205338809,7.815620542082739,5,Active Customer,0,Low Churn Risk,0.0,37.1,Low Retention Priority
C0295,Corporate,Mining,East,2019-03-07,2024-10-09,38,65390145.6,1720793.305263158,2043,5.593429158110883,6.793685756240822,84,At Risk,40,Moderate Churn Risk,65390145.6,52.06,Medium Retention Priority
C0296,Corporate,Manufacturing,East,2019-01-02,2024-11-07,40,56944680.8,1423617.02,2136,5.848049281314168,6.839887640449438,55,Active Customer,0,Low Churn Risk,0.0,23.21,Low Retention Priority
C0297,Fleet Owner,Rental,South,2019-02-13,2024-07-01,34,73065015.6,2148971.0470588235,1965,5.379876796714579,6.319847328244275,184,Churned Customer,100,Critical Churn Risk,73065015.6,87.64,Critical Retention Priority
C0298,Fleet Owner,Construction,South,2019-01-05,2024-11-20,33,46771231.0,1417310.0303030303,2146,5.87542778918549,5.6166123019571295,42,Active Customer,0,Low Churn Risk,0.0,9.52,Low Retention Priority
C0299,Retail,Logistics,South,2019-01-24,2024-08-30,34,48095055.8,1414560.4647058824,2045,5.598904859685147,6.072616136919315,124,Churn Risk,70,High Churn Risk,48095055.8,53.48,High Retention Priority
C0300,Dealer,Mining,North,2019-05-05,2024-11-18,40,72746205.0,1818655.125,2024,5.541409993155373,7.218379446640316,44,Active Customer,0,Low Churn Risk,0.0,32.96,Low Retention Priority
C0301,Dealer,Mining,East,2019-01-13,2024-12-19,46,63821535.6,1387424.6869565218,2167,5.932922655715264,7.753345639132441,13,Active Customer,0,Low Churn Risk,0.0,31.28,Low Retention Priority
C0302,Fleet Owner,Mining,West,2019-02-05,2024-12-24,36,63607092.0,1766863.6666666667,2149,5.883641341546886,6.118659841786878,8,Active Customer,0,Low Churn Risk,0.0,25.2,Low Retention Priority
C0303,Corporate,Mining,West,2019-04-05,2024-12-01,27,32465859.599999998,1202439.2444444443,2067,5.6591375770020536,4.771044992743106,31,Active Customer,0,Low Churn Risk,0.0,1.26,Low Retention Priority
C0304,Dealer,Construction,North,2019-01-26,2024-12-25,48,86460648.4,1801263.5083333335,2160,5.9137577002053385,8.116666666666667,7,Active Customer,0,Low Churn Risk,0.0,38.77,Low Retention Priority
C0305,Fleet Owner,Logistics,North,2019-05-16,2024-11-27,31,48238808.800000004,1556090.6064516131,2022,5.535934291581109,5.599777448071217,35,Active Customer,0,Low Churn Risk,0.0,9.0,Low Retention Priority
C0306,Fleet Owner,Manufacturing,East,2019-07-19,2024-12-16,42,69813587.0,1662228.261904762,1977,5.412731006160164,7.759484066767831,16,Active Customer,0,Low Churn Risk,0.0,33.01,Low Retention Priority
C0307,Dealer,Manufacturing,West,2019-01-15,2024-11-24,42,73655534.6,1753703.2047619047,2140,5.859000684462697,7.168457943925233,38,Active Customer,0,Low Churn Risk,0.0,34.36,Low Retention Priority
C0308,Retail,Mining,North,2019-02-19,2024-12-12,33,50359329.6,1526040.290909091,2123,5.812457221081451,5.677461139896373,20,Active Customer,0,Low Churn Risk,0.0,12.18,Low Retention Priority
C0309,Government,Manufacturing,West,2019-03-04,2024-12-17,31,38065991.6,1227935.2129032258,2115,5.790554414784395,5.35354609929078,15,Active Customer,0,Low Churn Risk,0.0,4.25,Low Retention Priority
C0310,Government,Infrastructure,East,2019-05-30,2024-11-07,39,59059490.6,1514345.912820513,1988,5.4428473648186175,7.165367203219316,55,Active Customer,0,Low Churn Risk,0.0,24.4,Low Retention Priority
C0311,Government,Infrastructure,North,2019-02-03,2024-09-17,41,69331648.2,1691015.8097560976,2053,5.620807665982204,7.294325377496347,106,At Risk,40,Moderate Churn Risk,69331648.2,56.1,High Retention Priority
C0312,Government,Construction,West,2019-04-16,2024-11-17,37,65437706.6,1768586.664864865,2042,5.590691307323751,6.618143976493633,45,Active Customer,0,Low Churn Risk,0.0,27.29,Low Retention Priority
C0313,Corporate,Mining,West,2019-05-28,2024-09-02,30,48205237.4,1606841.2466666666,1924,5.2676249144421625,5.6951663201663205,121,Churn Risk,70,High Churn Risk,48205237.4,50.09,High Retention Priority
C0314,Retail,Logistics,East,2019-01-22,2024-09-26,36,58625243.800000004,1628478.9944444445,2074,5.678302532511978,6.339922854387657,97,At Risk,40,Moderate Churn Risk,58625243.800000004,45.34,Medium Retention Priority
C0315,Dealer,Rental,West,2019-01-09,2024-12-17,40,61457629.4,1536440.7349999999,2169,5.938398357289528,6.73582295988935,15,Active Customer,0,Low Churn Risk,0.0,27.16,Low Retention Priority
C0316,Dealer,Manufacturing,East,2019-03-08,2024-09-22,33,45390754.0,1375477.393939394,2025,5.544147843942505,5.952222222222223,101,At Risk,40,Moderate Churn Risk,45390754.0,32.83,Medium Retention Priority
C0317,Corporate,Manufacturing,South,2019-01-17,2024-12-25,32,43291415.2,1352856.725,2169,5.938398357289528,5.3886583679114795,7,Active Customer,0,Low Churn Risk,0.0,6.86,Low Retention Priority
C0318,Corporate,Logistics,North,2019-01-08,2024-10-17,36,62202116.0,1727836.5555555555,2109,5.774127310061601,6.23470839260313,76,At Risk,40,Moderate Churn Risk,62202116.0,48.2,Medium Retention Priority
C0319,Dealer,Mining,South,2019-05-16,2024-12-08,33,60426895.0,1831118.0303030303,2033,5.566050650239562,5.9287998032464335,24,Active Customer,0,Low Churn Risk,0.0,19.82,Low Retention Priority
C0320,Retail,Construction,North,2019-04-01,2024-12-30,34,53574056.6,1575707.5470588235,2100,5.749486652977413,5.913571428571428,2,Active Customer,0,Low Churn Risk,0.0,15.18,Low Retention Priority
C0321,Retail,Logistics,South,2019-01-04,2024-06-28,38,54558976.4,1435762.5368421052,2002,5.4811772758384665,6.932817182817184,187,Churned Customer,100,Critical Churn Risk,54558976.4,79.72,High Retention Priority
C0322,Government,Construction,West,2019-04-10,2024-12-10,28,40996678.0,1464167.0714285714,2071,5.670088980150582,4.938194109126026,22,Active Customer,0,Low Churn Risk,0.0,3.16,Low Retention Priority
C0323,Government,Manufacturing,West,2019-01-11,2024-12-22,36,50291498.8,1396986.0777777778,2172,5.946611909650924,6.053867403314917,10,Active Customer,0,Low Churn Risk,0.0,15.04,Low Retention Priority
C0324,Corporate,Mining,South,2019-01-24,2024-08-24,35,52335374.8,1495296.4228571428,2039,5.582477754962355,6.269617459538989,130,Churn Risk,70,High Churn Risk,52335374.8,57.38,High Retention Priority
C0325,Corporate,Rental,East,2019-03-03,2024-11-09,30,52920013.4,1764000.4466666665,2078,5.689253935660506,5.273099133782483,53,Active Customer,0,Low Churn Risk,0.0,11.04,Low Retention Priority
C0326,Government,Mining,East,2019-03-14,2024-12-30,42,66177447.4,1575653.5095238094,2118,5.798767967145791,7.242917847025495,2,Active Customer,0,Low Churn Risk,0.0,30.96,Low Retention Priority
C0327,Retail,Mining,West,2019-02-01,2024-12-06,43,61017008.6,1419000.2,2135,5.845311430527036,7.35632318501171,26,Active Customer,0,Low Churn Risk,0.0,28.16,Low Retention Priority
C0328,Government,Rental,East,2019-01-03,2024-12-05,37,62646507.6,1693148.854054054,2163,5.921971252566735,6.247919556171984,27,Active Customer,0,Low Churn Risk,0.0,25.64,Low Retention Priority
C0329,Dealer,Infrastructure,Central,2019-01-03,2024-12-26,36,64307436.8,1786317.6888888888,2184,5.979466119096509,6.020604395604396,6,Active Customer,0,Low Churn Risk,0.0,25.64,Low Retention Priority
C0330,Retail,Infrastructure,East,2019-02-12,2024-08-10,38,54285450.6,1428564.4894736842,2006,5.492128678986996,6.9189930209371875,144,Churn Risk,70,High Churn Risk,54285450.6,61.52,High Retention Priority
C0331,Dealer,Logistics,North,2019-04-12,2024-12-15,42,67826105.8,1614907.280952381,2074,5.678302532511978,7.396576663452266,17,Active Customer,0,Low Churn Risk,0.0,31.82,Low Retention Priority
C0332,Corporate,Mining,South,2019-01-19,2024-11-11,35,44566684.4,1273333.8399999999,2123,5.812457221081451,6.021549693829487,51,Active Customer,0,Low Churn Risk,0.0,10.18,Low Retention Priority
C0333,Corporate,Mining,South,2019-01-09,2024-12-02,39,63220923.0,1621049.3076923077,2154,5.897330595482546,6.61316155988858,30,Active Customer,0,Low Churn Risk,0.0,27.66,Low Retention Priority
C0334,Corporate,Mining,South,2019-01-03,2024-08-24,33,37526956.6,1137180.5030303032,2060,5.639972621492129,5.851092233009708,130,Churn Risk,70,High Churn Risk,37526956.6,47.98,High Retention Priority
C0335,Government,Infrastructure,North East,2019-01-31,2024-11-03,38,60351028.0,1588184.9473684211,2103,5.757700205338809,6.599857346647647,59,Active Customer,0,Low Churn Risk,0.0,24.62,Low Retention Priority
C0336,Government,Rental,East,2019-04-29,2024-09-26,33,39095696.4,1184718.0727272728,1977,5.412731006160164,6.096737481031867,97,At Risk,40,Moderate Churn Risk,39095696.4,30.42,Medium Retention Priority
C0337,Corporate,Manufacturing,North,2019-04-15,2024-08-25,34,73457151.8,2160504.464705882,1959,5.363449691991787,6.339203675344563,129,Churn Risk,70,High Churn Risk,73457151.8,69.84,Critical Retention Priority
C0338,Corporate,Rental,West,2019-02-01,2024-11-23,33,52210070.0,1582123.3333333333,2122,5.809719370294319,5.680136663524976,39,Active Customer,0,Low Churn Risk,0.0,13.48,Low Retention Priority
C0339,Fleet Owner,Logistics,South,2019-05-01,2024-08-16,24,40193008.4,1674708.6833333333,1934,5.295003422313484,4.532574974146846,138,Churn Risk,70,High Churn Risk,40193008.4,43.86,High Retention Priority
C0340,Government,Mining,South,2019-01-05,2024-12-04,35,63532821.6,1815223.4742857143,2160,5.9137577002053385,5.918402777777778,28,Active Customer,0,Low Churn Risk,0.0,23.98,Low Retention Priority
C0341,Fleet Owner,Mining,North,2019-03-10,2024-10-07,36,66838579.4,1856627.2055555554,2038,5.579739904175223,6.451913640824337,86,At Risk,40,Moderate Churn Risk,66838579.4,50.79,High Retention Priority
C0342,Dealer,Infrastructure,North,2019-12-04,2024-10-09,36,72821567.8,2022821.3277777778,1771,4.848733744010952,7.424618859401468,84,At Risk,40,Moderate Churn Risk,72821567.8,53.54,High Retention Priority
C0343,Corporate,Construction,West,2019-02-28,2024-11-21,40,68419201.6,1710480.0399999998,2093,5.730321697467488,6.980410893454372,41,Active Customer,0,Low Churn Risk,0.0,31.11,Low Retention Priority
C0344,Fleet Owner,Mining,West,2019-01-04,2024-06-17,28,48151864.0,1719709.4285714286,1991,5.451060917180014,5.1366147664490205,198,Churned Customer,100,Critical Churn Risk,48151864.0,66.81,High Retention Priority
C0345,Retail,Infrastructure,West,2019-02-21,2024-11-20,40,50444735.6,1261118.3900000001,2099,5.746748802190281,6.960457360647927,42,Active Customer,0,Low Churn Risk,0.0,18.86,Low Retention Priority
C0346,Retail,Construction,East,2019-01-21,2024-11-15,39,54686860.8,1402227.2,2125,5.817932922655715,6.703411764705883,47,Active Customer,0,Low Churn Risk,0.0,20.86,Low Retention Priority
C0347,Retail,Mining,North,2019-03-04,2024-12-03,24,22536660.4,939027.5166666666,2101,5.752224503764545,4.172298905283198,29,Active Customer,0,Low Churn Risk,0.0,0.16,Low Retention Priority
C0348,Retail,Logistics,North,2019-04-15,2024-10-24,34,50897650.4,1496989.717647059,2019,5.5277207392197125,6.150817236255572,69,At Risk,40,Moderate Churn Risk,50897650.4,37.74,Medium Retention Priority
C0349,Corporate,Rental,West,2019-01-31,2024-10-19,33,56613876.0,1715572.0,2088,5.716632443531828,5.772629310344827,74,At Risk,40,Moderate Churn Risk,56613876.0,40.42,Medium Retention Priority
C0350,Dealer,Logistics,North East,2019-05-03,2024-11-25,32,41227777.0,1288368.03125,2033,5.566050650239562,5.749139203148057,37,Active Customer,0,Low Churn Risk,0.0,6.02,Low Retention Priority
C0351,Corporate,Rental,East,2019-03-29,2024-09-12,34,44776790.6,1316964.4294117647,1994,5.45927446954141,6.2279338014042125,111,At Risk,40,Moderate Churn Risk,44776790.6,33.44,Medium Retention Priority
C0352,Corporate,Mining,South,2019-02-23,2024-11-11,30,40262666.2,1342088.8733333335,2088,5.716632443531828,5.247844827586206,51,Active Customer,0,Low Churn Risk,0.0,4.14,Low Retention Priority
C0353,Dealer,Manufacturing,North,2019-01-16,2024-10-08,27,31979908.6,1184441.0592592594,2092,5.727583846680356,4.714029636711281,85,At Risk,40,Moderate Churn Risk,31979908.6,25.16,Medium Retention Priority
C0354,Corporate,Logistics,South,2019-01-06,2024-12-25,37,56690884.8,1532186.0756756756,2180,5.968514715947981,6.199197247706422,7,Active Customer,0,Low Churn Risk,0.0,20.54,Low Retention Priority
C0355,Government,Infrastructure,South,2019-01-03,2024-12-18,32,58903770.4,1840742.825,2176,5.9575633127994525,5.3713235294117645,14,Active Customer,0,Low Churn Risk,0.0,17.57,Low Retention Priority
C0356,Dealer,Mining,East,2019-03-16,2024-12-05,45,79690881.0,1770908.4666666666,2091,5.724845995893224,7.860473457675753,27,Active Customer,0,Low Churn Risk,0.0,37.05,Low Retention Priority
C0357,Corporate,Mining,West,2019-01-05,2024-11-17,28,57734552.2,2061948.2928571429,2143,5.867214236824093,4.772281847876808,45,Active Customer,0,Low Churn Risk,0.0,13.71,Low Retention Priority
C0358,Government,Infrastructure,West,2019-04-17,2024-10-01,36,59405501.6,1650152.8222222223,1994,5.45927446954141,6.594282848545637,92,At Risk,40,Moderate Churn Risk,59405501.6,46.0,Medium Retention Priority
C0359,Fleet Owner,Mining,South,2019-02-12,2024-11-28,46,85617784.0,1861256.1739130435,2116,5.793292265571527,7.940217391304348,34,Active Customer,0,Low Churn Risk,0.0,38.18,Low Retention Priority
C0360,Dealer,Construction,West,2019-05-25,2024-11-17,31,54662201.0,1763296.8064516129,2003,5.4839151266255985,5.652895656515228,45,Active Customer,0,Low Churn Risk,0.0,13.15,Low Retention Priority
C0361,Government,Logistics,South,2019-01-15,2024-09-26,32,52532617.8,1641644.30625,2081,5.6974674880219025,5.616530514175877,97,At Risk,40,Moderate Churn Risk,52532617.8,36.61,Medium Retention Priority
C0362,Corporate,Rental,West,2019-02-26,2024-10-11,37,53495189.2,1445815.9243243244,2054,5.623545516769336,6.5794790652385595,82,At Risk,40,Moderate Churn Risk,53495189.2,42.09,Medium Retention Priority
C0363,Fleet Owner,Logistics,South,2019-05-10,2024-11-07,32,53560072.2,1673752.25625,2008,5.49760438056126,5.820717131474103,55,Active Customer,0,Low Churn Risk,0.0,13.22,Low Retention Priority
C0364,Government,Infrastructure,East,2019-03-14,2024-11-18,32,54408370.8,1700261.5875,2076,5.683778234086242,5.630057803468208,44,Active Customer,0,Low Churn Risk,0.0,13.82,Low Retention Priority
C0365,Government,Manufacturing,East,2019-01-04,2024-09-15,39,60336743.2,1547095.9794871795,2081,5.6974674880219025,6.84514656415185,108,At Risk,40,Moderate Churn Risk,60336743.2,49.4,Medium Retention Priority
C0366,Corporate,Logistics,East,2019-03-09,2024-10-26,26,43711261.800000004,1681202.376923077,2058,5.634496919917864,4.614431486880467,67,At Risk,40,Moderate Churn Risk,43711261.800000004,27.3,Medium Retention Priority
C0367,Fleet Owner,Logistics,South,2019-02-28,2024-11-04,27,57592654.8,2133061.288888889,2076,5.683778234086242,4.750361271676301,58,Active Customer,0,Low Churn Risk,0.0,13.16,Low Retention Priority
C0368,Fleet Owner,Construction,South,2019-02-17,2024-11-01,31,51837532.8,1672178.4774193547,2084,5.705681040383299,5.433181381957774,61,At Risk,40,Moderate Churn Risk,51837532.8,35.25,Medium Retention Priority
C0369,Government,Manufacturing,West,2019-01-26,2024-12-13,40,64656844.2,1616421.105,2148,5.880903490759754,6.801675977653631,19,Active Customer,0,Low Churn Risk,0.0,29.31,Low Retention Priority
C0370,Corporate,Infrastructure,East,2019-02-18,2024-12-18,36,53881174.6,1496699.2944444446,2130,5.831622176591376,6.173239436619719,14,Active Customer,0,Low Churn Risk,0.0,17.34,Low Retention Priority
C0371,Retail,Rental,South,2019-01-03,2024-11-02,47,82052808.0,1745804.425531915,2130,5.831622176591376,8.059507042253522,60,Active Customer,0,Low Churn Risk,0.0,38.02,Low Retention Priority
C0372,Government,Logistics,South,2019-02-15,2024-07-10,36,52822436.0,1467289.888888889,1972,5.3990417522245036,6.667849898580122,175,Churn Risk,70,High Churn Risk,52822436.0,58.64,High Retention Priority
C0373,Corporate,Manufacturing,South,2019-04-03,2024-09-02,38,69753317.8,1835613.6263157893,1979,5.418206707734429,7.0133906013137945,121,Churn Risk,70,High Churn Risk,69753317.8,72.42,Critical Retention Priority
C0374,Corporate,Manufacturing,West,2019-03-07,2024-12-10,41,68389697.6,1668041.4048780487,2105,5.763175906913073,7.114133016627079,22,Active Customer,0,Low Churn Risk,0.0,31.6,Low Retention Priority
C0375,Fleet Owner,Mining,West,2019-02-20,2024-11-03,42,81286325.6,1935388.7047619047,2083,5.702943189596167,7.36461833893423,59,Active Customer,0,Low Churn Risk,0.0,36.11,Low Retention Priority
C0376,Retail,Construction,North,2019-07-01,2024-11-24,29,52106248.6,1796767.1931034483,1973,5.401779603011636,5.3686011150532185,38,Active Customer,0,Low Churn Risk,0.0,10.12,Low Retention Priority
C0377,Dealer,Logistics,West,2019-02-01,2024-12-07,37,68519191.2,1851870.0324324325,2136,5.848049281314168,6.32689606741573,25,Active Customer,0,Low Churn Risk,0.0,28.89,Low Retention Priority
C0378,Retail,Manufacturing,North,2019-01-19,2024-11-16,35,50644577.199999996,1446987.92,2128,5.8261464750171115,6.0074013157894735,46,Active Customer,0,Low Churn Risk,0.0,14.43,Low Retention Priority
C0379,Retail,Mining,West,2019-03-29,2024-12-15,41,64194052.6,1565708.6,2088,5.716632443531828,7.172054597701149,17,Active Customer,0,Low Churn Risk,0.0,29.55,Low Retention Priority
C0380,Fleet Owner,Manufacturing,South,2019-01-29,2024-11-03,50,77887431.8,1557748.636,2105,5.763175906913073,8.675771971496438,59,Active Customer,0,Low Churn Risk,0.0,37.94,Low Retention Priority
C0381,Corporate,Mining,South,2019-07-06,2024-11-17,29,62038399.0,2139255.1379310344,1961,5.368925393566051,5.401453340132585,45,Active Customer,0,Low Churn Risk,0.0,17.83,Low Retention Priority
C0382,Retail,Manufacturing,South,2019-04-17,2024-11-19,33,42929317.0,1300888.393939394,2043,5.593429158110883,5.899779735682819,43,Active Customer,0,Low Churn Risk,0.0,7.67,Low Retention Priority
C0383,Fleet Owner,Infrastructure,North,2019-02-18,2024-11-19,41,68192154.0,1663223.268292683,2101,5.752224503764545,7.127677296525464,43,Active Customer,0,Low Churn Risk,0.0,31.55,Low Retention Priority
C0384,Retail,Construction,South,2019-02-05,2024-09-09,39,72157498.2,1850192.2615384615,2043,5.593429158110883,6.972466960352423,114,At Risk,40,Moderate Churn Risk,72157498.2,56.1,High Retention Priority
C0385,Corporate,Manufacturing,West,2019-07-27,2024-09-23,37,67435700.6,1822586.5027027025,1885,5.160848733744011,7.1693633952254645,100,At Risk,40,Moderate Churn Risk,67435700.6,52.29,High Retention Priority
C0386,Retail,Construction,North,2019-04-23,2024-11-04,32,48819152.6,1525598.51875,2022,5.535934291581109,5.7804154302670625,58,Active Customer,0,Low Churn Risk,0.0,10.26,Low Retention Priority
C0387,Dealer,Infrastructure,East,2019-01-02,2024-10-26,34,47133318.0,1386274.0588235294,2124,5.815195071868583,5.846751412429379,67,At Risk,40,Moderate Churn Risk,47133318.0,34.98,Medium Retention Priority
C0388,Fleet Owner,Infrastructure,West,2019-03-21,2024-12-12,27,39389408.6,1458866.9851851852,2093,5.730321697467488,4.7117773530817,20,Active Customer,0,Low Churn Risk,0.0,2.22,Low Retention Priority
C0389,Retail,Mining,West,2019-04-04,2024-11-25,30,48796477.0,1626549.2333333334,2062,5.645448323066393,5.314015518913676,37,Active Customer,0,Low Churn Risk,0.0,8.49,Low Retention Priority
C0390,Fleet Owner,Construction,North,2019-03-23,2024-11-09,32,64132451.0,2004139.09375,2058,5.634496919917864,5.67930029154519,53,Active Customer,0,Low Churn Risk,0.0,21.56,Low Retention Priority
C0391,Government,Construction,West,2019-01-14,2024-11-30,33,47080496.4,1426681.709090909,2147,5.878165639972622,5.613996273870517,32,Active Customer,0,Low Churn Risk,0.0,9.88,Low Retention Priority
C0392,Fleet Owner,Logistics,East,2019-02-11,2024-12-12,31,38571708.8,1244248.6709677419,2131,5.834360027378508,5.313350539652745,20,Active Customer,0,Low Churn Risk,0.0,4.35,Low Retention Priority
C0393,Retail,Rental,East,2019-03-27,2024-12-18,39,51240981.8,1313871.3282051282,2093,5.730321697467488,6.805900621118012,14,Active Customer,0,Low Churn Risk,0.0,18.6,Low Retention Priority
C0394,Government,Construction,South,2019-03-08,2024-11-21,40,69936379.2,1748409.48,2085,5.708418891170431,7.007194244604317,41,Active Customer,0,Low Churn Risk,0.0,32.06,Low Retention Priority
C0395,Corporate,Manufacturing,East,2019-02-21,2024-12-20,44,64514679.8,1466242.7227272727,2129,5.8288843258042435,7.548614372945045,12,Active Customer,0,Low Churn Risk,0.0,30.95,Low Retention Priority
C0396,Government,Manufacturing,West,2019-01-14,2024-12-07,38,64506474.4,1697538.8,2154,5.897330595482546,6.443593314763231,25,Active Customer,0,Low Churn Risk,0.0,27.62,Low Retention Priority
C0397,Fleet Owner,Mining,West,2019-02-11,2024-11-22,36,56279511.4,1563319.7611111111,2111,5.779603011635865,6.2288015158692565,40,Active Customer,0,Low Churn Risk,0.0,19.0,Low Retention Priority
C0398,Government,Rental,South,2019-09-10,2024-12-02,35,57843305.6,1652665.8742857142,1910,5.229295003422314,6.6930628272251305,30,Active Customer,0,Low Churn Risk,0.0,19.54,Low Retention Priority
C0399,Fleet Owner,Rental,South,2019-01-03,2024-12-25,39,59287998.0,1520205.076923077,2183,5.976728268309377,6.525309207512597,7,Active Customer,0,Low Churn Risk,0.0,24.66,Low Retention Priority
C0400,Government,Infrastructure,North,2019-04-06,2024-10-23,35,51694363.6,1476981.8171428572,2027,5.549623545516769,6.306734089787864,70,At Risk,40,Moderate Churn Risk,51694363.6,38.93,Medium Retention Priority
C0401,Government,Logistics,North East,2019-01-11,2024-10-25,36,58231157.8,1617532.161111111,2114,5.7878165639972625,6.21996215704825,68,At Risk,40,Moderate Churn Risk,58231157.8,45.2,Medium Retention Priority
