customer_id,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,average_order_value,customer_lifetime_days,customer_lifetime_years,effective_lifetime_years,orders_per_year,historical_clv,annual_customer_value,estimated_lifetime_years,estimated_lifetime_value,future_value_estimate,clv_to_revenue_ratio,customer_type,industry_segment,region,clv_value_class,customer_lifetime_class,clv_percentile,frequency_percentile,revenue_percentile,clv_priority_score,clv_priority_class,clv_priority_rank
C0268,2019-01-21,2024-10-07,32,63709103.6,1990909.49,2172,5.95,5.95,5.38,63709103.6,10713512.93,5.0,53567564.66,-10141538.94,0.84,Government,Mining,West,High Value,Long-Term Customer,66.2,21.9,69.0,58.18,Medium Priority Customer,206
C0498,2019-03-01,2024-08-19,28,64864362.8,2316584.39,2133,5.84,5.84,4.79,64864362.8,11107223.87,5.0,55536119.35,-9328243.45,0.86,Fleet Owner,Construction,East,High Value,Long-Term Customer,70.0,7.9,71.8,58.12,Medium Priority Customer,207
C0481,2019-01-03,2024-12-31,39,60397194.2,1548646.01,2190,6.0,6.0,6.5,60397194.2,10073093.69,5.0,50365468.45,-10031725.75,0.83,Corporate,Logistics,South,High Value,Long-Term Customer,54.4,65.9,59.0,58.08,Medium Priority Customer,208
C0217,2019-01-19,2024-12-18,36,61360958.2,1704471.06,2174,5.95,5.95,6.05,61360958.2,10309149.03,5.0,51545745.13,-9815213.07,0.84,Corporate,Infrastructure,North,High Value,Long-Term Customer,58.6,49.9,62.6,58.06,Medium Priority Customer,209
C0365,2019-01-04,2024-09-15,39,60336743.2,1547095.98,2189,5.99,5.99,6.51,60336743.2,10067608.7,5.0,50338043.52,-9998699.68,0.83,Government,Manufacturing,East,High Value,Long-Term Customer,54.2,66.2,58.6,57.92,Medium Priority Customer,210
C0477,2019-06-12,2024-10-13,36,57746038.6,1604056.63,2030,5.56,5.56,6.48,57746038.6,10390020.0,5.0,51950100.0,-5795938.6,0.9,Government,Construction,West,High Value,Long-Term Customer,59.8,64.9,50.0,57.88,Medium Priority Customer,211
C0236,2019-03-21,2024-10-25,41,57861179.0,1411248.27,2113,5.79,5.79,7.09,57861179.0,10001796.32,5.0,50008981.61,-7852197.39,0.86,Corporate,Mining,West,High Value,Long-Term Customer,52.4,81.8,50.8,57.8,Medium Priority Customer,212
C0280,2019-01-12,2024-11-05,42,59078520.8,1406631.45,2181,5.97,5.97,7.03,59078520.8,9893823.81,5.0,49469119.03,-9609401.77,0.84,Corporate,Construction,West,High Value,Long-Term Customer,50.4,79.8,54.8,57.6,Medium Priority Customer,213
C0138,2019-01-10,2024-12-25,34,62582651.4,1840666.22,2183,5.98,5.98,5.69,62582651.4,10471055.16,5.0,52355275.82,-10227375.58,0.84,Corporate,Mining,South,High Value,Long-Term Customer,61.2,34.0,65.8,57.14,Medium Priority Customer,214
C0219,2019-01-09,2024-12-21,39,59976015.0,1537846.54,2184,5.98,5.98,6.52,59976015.0,10030329.43,5.0,50151647.16,-9824367.84,0.84,Government,Manufacturing,West,High Value,Long-Term Customer,53.0,66.7,57.4,57.06,Medium Priority Customer,215
C0017,2019-01-31,2024-12-21,39,59194497.0,1517807.62,2162,5.92,5.92,6.59,59194497.0,10000365.42,5.0,50001827.08,-9192669.92,0.84,Government,Infrastructure,South,High Value,Long-Term Customer,52.0,68.8,55.2,56.32,Medium Priority Customer,216
C0015,2019-02-18,2024-11-16,34,61028370.8,1794952.08,2144,5.87,5.87,5.79,61028370.8,10396740.87,5.0,51983704.37,-9044666.43,0.85,Government,Rental,West,High Value,Long-Term Customer,60.0,38.2,61.6,56.12,Medium Priority Customer,217
C0085,2019-01-01,2024-09-20,37,60463527.2,1634149.38,2192,6.0,6.0,6.17,60463527.2,10074955.89,5.0,50374779.45,-10088747.75,0.83,Retail,Mining,South,High Value,Long-Term Customer,54.6,54.0,59.4,55.92,Medium Priority Customer,218
C0056,2019-01-08,2024-11-10,36,60885469.8,1691263.05,2185,5.98,5.98,6.02,60885469.8,10177765.6,5.0,50888828.02,-9996641.78,0.84,Dealer,Mining,North,High Value,Long-Term Customer,56.0,47.4,61.2,55.84,Medium Priority Customer,219
C0433,2019-09-11,2024-05-27,31,57020323.4,1839365.27,1939,5.31,5.31,5.84,57020323.4,10740935.08,5.0,53704675.4,-3315648.0,0.94,Dealer,Infrastructure,North,High Value,Long-Term Customer,67.2,39.0,47.4,55.62,Medium Priority Customer,220
C0026,2019-01-09,2024-12-29,36,60554977.0,1682082.69,2184,5.98,5.98,6.02,60554977.0,10127154.46,5.0,50635772.32,-9919204.68,0.84,Fleet Owner,Mining,North,High Value,Long-Term Customer,55.6,47.9,60.0,55.38,Medium Priority Customer,221
C0251,2019-01-09,2024-07-06,36,60544705.8,1681797.38,2184,5.98,5.98,6.02,60544705.8,10125436.72,5.0,50627183.59,-9917522.21,0.84,Dealer,Mining,North,High Value,Long-Term Customer,55.4,47.9,59.8,55.22,Medium Priority Customer,222
C0051,2019-02-15,2024-11-15,36,59420710.4,1650575.29,2147,5.88,5.88,6.12,59420710.4,10108716.57,5.0,50543582.84,-8877127.56,0.85,Retail,Infrastructure,North,High Value,Long-Term Customer,55.2,52.9,56.2,55.04,Medium Priority Customer,223
C0399,2019-01-03,2024-12-25,39,59287998.0,1520205.08,2190,6.0,6.0,6.5,59287998.0,9888101.04,5.0,49440505.18,-9847492.82,0.83,Fleet Owner,Rental,South,High Value,Long-Term Customer,50.2,65.9,55.6,54.96,Medium Priority Customer,224
C0158,2019-03-03,2024-09-26,36,58875735.2,1635437.09,2131,5.83,5.83,6.17,58875735.2,10091207.08,5.0,50456035.39,-8419699.81,0.86,Corporate,Infrastructure,East,High Value,Long-Term Customer,55.0,54.4,53.8,54.52,Medium Priority Customer,225
C0419,2019-03-05,2024-09-30,31,61514207.2,1984329.26,2129,5.83,5.83,5.32,61514207.2,10553341.56,5.0,52766707.8,-8747499.4,0.86,Fleet Owner,Logistics,West,High Value,Long-Term Customer,62.6,20.0,63.2,54.26,Medium Priority Customer,226
C0068,2019-03-11,2024-12-06,39,57372766.4,1471096.57,2123,5.81,5.81,6.71,57372766.4,9870656.11,5.0,49353280.56,-8019485.84,0.86,Retail,Mining,North,Medium Value,Long-Term Customer,50.0,72.0,49.2,54.16,Medium Priority Customer,227
C0290,2019-03-04,2024-11-15,40,57372288.2,1434307.2,2130,5.83,5.83,6.86,57372288.2,9838135.34,5.0,49190676.68,-8181611.52,0.86,Corporate,Construction,West,Medium Value,Long-Term Customer,48.6,75.6,49.0,54.12,Medium Priority Customer,228
C0286,2019-01-06,2024-12-29,36,60273490.2,1674263.62,2187,5.99,5.99,6.01,60273490.2,10066251.62,5.0,50331258.11,-9942232.09,0.84,Dealer,Construction,South,High Value,Long-Term Customer,53.8,46.5,58.4,53.72,Medium Priority Customer,229
C0453,2019-05-25,2024-12-01,31,59284873.8,1912415.28,2048,5.61,5.61,5.53,59284873.8,10573144.61,5.0,52865723.04,-6419150.76,0.89,Dealer,Mining,East,High Value,Long-Term Customer,63.4,26.9,55.4,53.7,Medium Priority Customer,230
C0175,2019-01-24,2024-11-01,36,59434888.8,1650969.13,2169,5.94,5.94,6.06,59434888.8,10008572.21,5.0,50042861.07,-9392027.73,0.84,Fleet Owner,Rental,East,High Value,Long-Term Customer,52.8,50.6,56.4,53.44,Medium Priority Customer,231
C0184,2019-03-12,2024-11-28,29,61479056.4,2119967.46,2122,5.81,5.81,4.99,61479056.4,10582104.31,5.0,52910521.56,-8568534.84,0.86,Retail,Rental,South,High Value,Long-Term Customer,63.8,10.8,63.0,52.96,Medium Priority Customer,232
C0424,2019-03-22,2024-09-23,35,58183379.4,1662382.27,2112,5.78,5.78,6.05,58183379.4,10062253.47,5.0,50311267.34,-7872112.06,0.86,Retail,Construction,West,High Value,Long-Term Customer,53.4,50.2,52.4,52.46,Medium Priority Customer,233
C0080,2019-02-20,2024-11-03,42,56541324.2,1346222.0,2142,5.86,5.86,7.16,56541324.2,9641325.24,5.0,48206626.2,-8334698.0,0.85,Retail,Mining,South,Medium Value,Long-Term Customer,44.6,82.9,44.8,52.32,Medium Priority Customer,234
C0222,2019-01-30,2024-12-13,41,57177978.6,1394584.84,2163,5.92,5.92,6.92,57177978.6,9655227.32,5.0,48276136.58,-8901842.02,0.84,Fleet Owner,Logistics,North,Medium Value,Long-Term Customer,44.8,77.4,47.8,52.22,Medium Priority Customer,235
C0065,2019-01-07,2024-12-12,36,59751563.6,1659765.66,2186,5.98,5.98,6.02,59751563.6,9983649.87,5.0,49918249.33,-9833314.27,0.84,Corporate,Mining,West,High Value,Long-Term Customer,51.6,46.8,56.8,52.2,Medium Priority Customer,236
C0258,2019-02-04,2024-10-10,28,62250978.4,2223249.23,2158,5.91,5.91,4.74,62250978.4,10536223.29,5.0,52681116.45,-9569861.95,0.85,Corporate,Mining,South,High Value,Long-Term Customer,62.2,7.2,65.4,52.16,Medium Priority Customer,237
C0029,2019-01-16,2024-06-30,38,58176890.6,1530970.81,2177,5.96,5.96,6.38,58176890.6,9760730.04,5.0,48803650.19,-9373240.41,0.84,Dealer,Construction,South,Medium Value,Long-Term Customer,47.6,62.0,52.2,51.86,Medium Priority Customer,238
C0259,2019-02-02,2024-12-13,33,60202150.6,1824307.59,2160,5.91,5.91,5.58,60202150.6,10180016.44,5.0,50900082.19,-9302068.41,0.85,Fleet Owner,Logistics,South,High Value,Long-Term Customer,56.2,30.2,58.2,51.6,Medium Priority Customer,239
C0417,2019-12-18,2024-09-11,32,51984530.4,1624516.58,1841,5.04,5.04,6.35,51984530.4,10313606.59,5.0,51568032.94,-416497.46,0.99,Fleet Owner,Mining,East,High Value,Long-Term Customer,59.0,60.6,33.0,51.52,Medium Priority Customer,240
C0260,2019-08-24,2024-09-05,32,55524668.6,1735145.89,1957,5.36,5.36,5.97,55524668.6,10362997.04,5.0,51814985.2,-3709683.4,0.93,Dealer,Logistics,South,High Value,Long-Term Customer,59.4,44.8,42.4,51.38,Medium Priority Customer,241
C0099,2019-01-10,2024-12-26,44,56469516.0,1283398.09,2183,5.98,5.98,7.36,56469516.0,9448232.12,5.0,47241160.6,-9228355.4,0.84,Fleet Owner,Rental,South,Medium Value,Long-Term Customer,41.2,85.8,44.6,51.14,Medium Priority Customer,242
C0055,2019-04-01,2024-12-11,32,59056095.2,1845502.98,2102,5.75,5.75,5.56,59056095.2,10261769.16,5.0,51308845.79,-7747249.41,0.87,Dealer,Construction,North,High Value,Long-Term Customer,58.0,29.0,54.4,51.12,Medium Priority Customer,243
C0314,2019-01-22,2024-09-26,36,58625243.800000004,1628478.99,2171,5.94,5.94,6.06,58625243.8,9863136.94,5.0,49315684.7,-9309559.1,0.84,Retail,Logistics,East,Medium Value,Long-Term Customer,49.8,50.4,53.4,51.0,Medium Priority Customer,244
C0011,2019-01-03,2024-11-22,41,57187490.8,1394816.85,2190,6.0,6.0,6.84,57187490.8,9537776.72,5.0,47688883.6,-9498607.2,0.83,Retail,Infrastructure,West,Medium Value,Long-Term Customer,43.0,75.0,48.0,50.9,Medium Priority Customer,245
C0093,2019-02-13,2024-12-01,36,57944235.8,1609562.11,2149,5.88,5.88,6.12,57944235.8,9848363.02,5.0,49241815.09,-8702420.71,0.85,Dealer,Manufacturing,South,Medium Value,Long-Term Customer,49.2,52.4,51.8,50.62,Medium Priority Customer,246
C0190,2019-05-15,2024-12-29,35,56351528.4,1610043.67,2058,5.63,5.63,6.21,56351528.4,10001164.11,5.0,50005820.57,-6345707.83,0.89,Retail,Manufacturing,North,High Value,Long-Term Customer,52.2,56.0,44.2,50.56,Medium Priority Customer,247
C0058,2019-01-23,2024-12-24,40,56831525.0,1420788.12,2170,5.94,5.94,6.73,56831525.0,9565767.05,5.0,47828835.27,-9002689.73,0.84,Retail,Infrastructure,West,Medium Value,Long-Term Customer,44.0,72.6,46.6,50.5,Medium Priority Customer,248
C0146,2019-01-20,2024-12-31,30,61245406.2,2041513.54,2173,5.95,5.95,5.04,61245406.2,10294470.6,5.0,51472353.0,-9773053.2,0.84,Retail,Mining,West,High Value,Long-Term Customer,58.4,12.7,62.2,50.4,Medium Priority Customer,249
C0449,2019-07-19,2024-11-19,32,55700286.8,1740633.96,1993,5.46,5.46,5.86,55700286.8,10207992.85,5.0,51039964.26,-4660322.54,0.92,Fleet Owner,Logistics,West,High Value,Long-Term Customer,57.2,40.4,43.2,49.64,Medium Priority Customer,250
C0296,2019-01-02,2024-11-07,40,56944680.8,1423617.02,2191,6.0,6.0,6.67,56944680.8,9492945.99,5.0,47464729.95,-9479950.85,0.83,Corporate,Manufacturing,East,Medium Value,Long-Term Customer,42.4,70.8,47.0,49.46,Medium Priority Customer,251
C0232,2019-01-24,2024-12-29,37,57544368.0,1555253.19,2169,5.94,5.94,6.23,57544368.0,9690216.88,5.0,48451084.4,-9093283.6,0.84,Government,Mining,South,Medium Value,Long-Term Customer,46.0,57.0,49.4,49.22,Medium Priority Customer,252
C0401,2019-01-11,2024-10-25,36,58231157.8,1617532.16,2182,5.97,5.97,6.03,58231157.8,9747447.47,5.0,48737237.37,-9493920.43,0.84,Government,Logistics,North East,Medium Value,Long-Term Customer,46.8,48.6,52.8,48.96,Medium Priority Customer,253
C0285,2019-02-11,2024-12-05,47,54036327.8,1149709.1,2151,5.89,5.89,7.98,54036327.8,9175624.7,5.0,45878123.5,-8158204.3,0.85,Government,Infrastructure,West,Medium Value,Long-Term Customer,36.4,94.2,37.6,48.32,Medium Priority Customer,254
C0131,2019-02-21,2024-06-14,32,59008448.8,1844014.02,2141,5.86,5.86,5.46,59008448.8,10066714.58,5.0,50333572.92,-8674875.88,0.85,Corporate,Rental,South,High Value,Long-Term Customer,54.0,23.7,54.2,48.0,Medium Priority Customer,255
C0461,2019-02-27,2024-10-31,36,56714684.2,1575407.89,2135,5.85,5.85,6.16,56714684.2,9702594.1,5.0,48512970.5,-8201713.7,0.86,Corporate,Infrastructure,North,Medium Value,Long-Term Customer,46.2,53.8,46.0,47.66,Medium Priority Customer,256
C0227,2019-02-13,2024-10-24,34,57926647.6,1703724.93,2149,5.88,5.88,5.78,57926647.6,9845373.68,5.0,49226868.39,-8699779.21,0.85,Fleet Owner,Infrastructure,East,Medium Value,Long-Term Customer,49.0,37.7,51.6,47.52,Medium Priority Customer,257
C0088,2019-01-26,2024-08-06,36,57330201.8,1592505.61,2167,5.93,5.93,6.07,57330201.8,9663062.39,5.0,48315311.97,-9014889.83,0.84,Corporate,Infrastructure,West,Medium Value,Long-Term Customer,45.2,51.0,48.8,47.44,Medium Priority Customer,258
C0022,2019-01-13,2024-11-06,38,56759064.0,1493659.58,2180,5.97,5.97,6.37,56759064.0,9509746.85,5.0,47548734.23,-9210329.77,0.84,Retail,Infrastructure,South,Medium Value,Long-Term Customer,42.6,61.4,46.2,47.44,Medium Priority Customer,259
C0038,2019-01-08,2024-11-29,36,57808311.2,1605786.42,2185,5.98,5.98,6.02,57808311.2,9663380.17,5.0,48316900.84,-9491410.36,0.84,Fleet Owner,Rental,North,Medium Value,Long-Term Customer,45.4,47.4,50.4,47.3,Medium Priority Customer,260
C0064,2019-03-21,2024-10-18,32,57893888.0,1809184.0,2113,5.79,5.79,5.53,57893888.0,10007450.35,5.0,50037251.76,-7856636.24,0.86,Corporate,Manufacturing,North,High Value,Long-Term Customer,52.6,27.6,51.4,47.24,Medium Priority Customer,261
C0426,2019-02-20,2024-12-03,35,57207251.0,1634492.89,2142,5.86,5.86,5.97,57207251.0,9754877.88,5.0,48774389.42,-8432861.58,0.85,Dealer,Infrastructure,North East,Medium Value,Long-Term Customer,47.4,44.6,48.4,47.14,Medium Priority Customer,262
C0173,2019-03-29,2024-10-18,31,57999777.4,1870960.56,2105,5.76,5.76,5.38,57999777.4,10063856.86,5.0,50319284.31,-7680493.09,0.87,Retail,Logistics,South,High Value,Long-Term Customer,53.6,21.6,52.0,46.72,Medium Priority Customer,263
C0077,2019-02-05,2024-12-16,34,57865492.6,1701926.25,2157,5.91,5.91,5.76,57865492.6,9798503.09,5.0,48992515.47,-8872977.13,0.85,Corporate,Mining,North,Medium Value,Long-Term Customer,48.0,36.8,51.0,46.66,Medium Priority Customer,264
C0124,2019-01-11,2024-11-04,42,54870405.8,1306438.23,2182,5.97,5.97,7.03,54870405.8,9184883.46,5.0,45924417.32,-8945988.48,0.84,Dealer,Construction,West,Medium Value,Long-Term Customer,37.0,79.6,40.6,46.6,Medium Priority Customer,265
C0027,2019-03-25,2024-12-26,39,54309976.4,1392563.5,2109,5.77,5.77,6.75,54309976.4,9405746.27,5.0,47028731.34,-7281245.06,0.87,Fleet Owner,Logistics,West,Medium Value,Long-Term Customer,40.8,73.0,38.6,46.58,Medium Priority Customer,266
C0040,2019-02-23,2024-12-21,43,53757984.6,1250185.69,2139,5.86,5.86,7.34,53757984.6,9179571.7,5.0,45897858.52,-7860126.08,0.85,Government,Logistics,North,Medium Value,Long-Term Customer,36.8,85.4,37.0,46.58,Medium Priority Customer,267
C0047,2019-04-06,2024-08-25,30,57880918.0,1929363.93,2097,5.74,5.74,5.23,57880918.0,10081547.59,5.0,50407737.96,-7473180.04,0.87,Corporate,Rental,West,High Value,Long-Term Customer,54.8,17.4,51.2,46.24,Medium Priority Customer,268
C0436,2019-02-01,2024-12-15,34,57784314.2,1699538.65,2161,5.92,5.92,5.75,57784314.2,9766645.42,5.0,48833227.12,-8951087.08,0.85,Fleet Owner,Logistics,East,Medium Value,Long-Term Customer,47.8,36.0,50.2,46.16,Medium Priority Customer,269
C0188,2019-03-04,2024-12-27,39,54387524.8,1394551.92,2130,5.83,5.83,6.69,54387524.8,9326311.47,5.0,46631557.35,-7755967.45,0.86,Corporate,Logistics,West,Medium Value,Long-Term Customer,40.0,71.6,38.8,45.96,Medium Priority Customer,270
C0098,2019-03-14,2024-12-18,35,56088743.0,1602535.51,2120,5.8,5.8,6.03,56088743.0,9663402.54,5.0,48317012.69,-7771730.31,0.86,Corporate,Mining,East,Medium Value,Long-Term Customer,45.6,49.0,43.6,45.68,Medium Priority Customer,271
C0354,2019-01-06,2024-12-25,37,56690884.8,1532186.08,2187,5.99,5.99,6.18,56690884.8,9467922.12,5.0,47339610.59,-9351274.21,0.84,Corporate,Logistics,South,Medium Value,Long-Term Customer,41.8,55.2,45.8,45.68,Medium Priority Customer,272
C0287,2019-03-22,2024-11-27,36,55179366.6,1532760.18,2112,5.78,5.78,6.23,55179366.6,9542738.47,5.0,47713692.35,-7465674.25,0.86,Dealer,Manufacturing,South,Medium Value,Long-Term Customer,43.2,56.8,41.4,45.38,Medium Priority Customer,273
C0397,2019-02-11,2024-11-22,36,56279511.4,1563319.76,2151,5.89,5.89,6.11,56279511.4,9556527.91,5.0,47782639.56,-8496871.84,0.85,Fleet Owner,Mining,West,Medium Value,Long-Term Customer,43.4,52.2,44.0,45.34,Medium Priority Customer,274
C0030,2019-01-30,2024-09-02,32,58263942.8,1820748.21,2163,5.92,5.92,5.4,58263942.8,9838606.15,5.0,49193030.76,-9070912.04,0.84,Corporate,Construction,South,Medium Value,Long-Term Customer,48.8,22.9,53.0,44.88,Medium Priority Customer,275
C0493,2019-02-18,2024-11-22,38,54684935.199999996,1439077.24,2144,5.87,5.87,6.47,54684935.2,9316078.63,5.0,46580393.15,-8104542.05,0.85,Retail,Construction,South,Medium Value,Long-Term Customer,39.8,64.2,40.2,44.8,Medium Priority Customer,276
C0086,2019-01-12,2024-11-22,29,59655682.6,2057092.5,2181,5.97,5.97,4.86,59655682.6,9990480.55,5.0,49952402.73,-9703279.87,0.84,Retail,Construction,West,High Value,Long-Term Customer,51.8,8.6,56.6,44.6,Medium Priority Customer,277
C0450,2019-01-15,2024-09-12,38,55345960.4,1456472.64,2178,5.96,5.96,6.37,55345960.4,9281502.31,5.0,46407511.56,-8938448.84,0.84,Fleet Owner,Construction,East,Medium Value,Long-Term Customer,39.4,61.8,41.6,44.54,Medium Priority Customer,278
C0052,2019-02-12,2024-12-11,35,56612172.2,1617490.63,2150,5.89,5.89,5.95,56612172.2,9617486.46,5.0,48087432.32,-8524739.88,0.85,Government,Manufacturing,North East,Medium Value,Long-Term Customer,44.2,44.0,45.4,44.52,Medium Priority Customer,279
C0073,2019-03-23,2024-11-12,32,56970903.6,1780340.74,2111,5.78,5.78,5.54,56970903.6,9857234.74,5.0,49286173.71,-7684729.89,0.87,Corporate,Rental,North,Medium Value,Long-Term Customer,49.4,28.3,47.2,44.52,Medium Priority Customer,280
C0081,2019-01-03,2024-12-23,37,56355210.0,1523113.78,2190,6.0,6.0,6.17,56355210.0,9398968.24,5.0,46994841.22,-9360368.78,0.83,Corporate,Rental,West,Medium Value,Long-Term Customer,40.4,54.7,44.4,44.46,Medium Priority Customer,281
C0355,2019-01-03,2024-12-18,32,58903770.4,1840742.82,2190,6.0,6.0,5.34,58903770.4,9824019.24,5.0,49120096.21,-9783674.19,0.83,Government,Infrastructure,South,Medium Value,Long-Term Customer,48.4,20.2,54.0,44.44,Medium Priority Customer,282
C0346,2019-01-21,2024-11-15,39,54686860.8,1402227.2,2172,5.95,5.95,6.56,54686860.8,9196305.67,5.0,45981528.33,-8705332.47,0.84,Retail,Construction,East,Medium Value,Long-Term Customer,37.4,68.0,40.4,44.42,Medium Priority Customer,283
C0220,2019-01-19,2024-11-06,43,53467975.0,1243441.28,2174,5.95,5.95,7.22,53467975.0,8983062.5,5.0,44915312.49,-8552662.51,0.84,Government,Infrastructure,Central,Medium Value,Long-Term Customer,33.6,83.8,35.8,44.3,Medium Priority Customer,284
C0472,2019-04-29,2024-11-23,34,54888819.4,1614377.04,2074,5.68,5.68,5.99,54888819.4,9666413.35,5.0,48332066.75,-6556752.65,0.88,Dealer,Manufacturing,South,Medium Value,Long-Term Customer,45.8,45.2,41.0,44.24,Medium Priority Customer,285
C0458,2019-07-09,2024-12-28,38,50799400.6,1336826.33,2003,5.48,5.48,6.93,50799400.6,9263345.52,5.0,46316727.58,-4482673.02,0.91,Dealer,Manufacturing,West,Medium Value,Long-Term Customer,38.6,77.8,30.8,44.1,Medium Priority Customer,286
C0067,2019-05-29,2024-12-30,31,55575120.6,1792745.83,2044,5.6,5.6,5.54,55575120.6,9930926.03,5.0,49654630.13,-5920490.47,0.89,Retail,Manufacturing,West,High Value,Long-Term Customer,51.0,28.6,42.8,44.06,Medium Priority Customer,287
C0111,2019-04-09,2024-12-16,33,55916542.2,1694440.67,2094,5.73,5.73,5.76,55916542.2,9753351.02,5.0,48766755.11,-7149787.09,0.87,Corporate,Construction,South,Medium Value,Long-Term Customer,47.2,36.6,43.4,43.94,Medium Priority Customer,288
C0090,2019-03-16,2024-10-22,43,51915256.6,1207331.55,2118,5.8,5.8,7.42,51915256.6,8952808.06,5.0,44764040.3,-7151216.3,0.86,Government,Infrastructure,North,Medium Value,Long-Term Customer,33.4,87.2,32.6,43.92,Medium Priority Customer,289
C0407,2019-02-01,2024-12-25,38,54609453.4,1437090.88,2161,5.92,5.92,6.42,54609453.4,9230033.71,5.0,46150168.57,-8459284.83,0.85,Dealer,Logistics,South,Medium Value,Long-Term Customer,37.8,63.6,39.6,43.5,Medium Priority Customer,290
C0427,2019-02-07,2024-11-26,41,53149424.199999996,1296327.42,2155,5.9,5.9,6.95,53149424.2,9008272.48,5.0,45041362.39,-8108061.81,0.85,Corporate,Mining,West,Medium Value,Long-Term Customer,34.2,78.8,35.2,43.42,Medium Priority Customer,291
C0485,2019-01-14,2024-10-01,28,59146123.8,2112361.56,2179,5.97,5.97,4.69,59146123.8,9914236.68,5.0,49571183.38,-9574940.42,0.84,Fleet Owner,Rental,West,High Value,Long-Term Customer,50.8,6.8,55.0,43.26,Medium Priority Customer,292
C0274,2019-01-08,2024-06-27,39,54639688.2,1401017.65,2185,5.98,5.98,6.52,54639688.2,9133705.32,5.0,45668526.58,-8971161.62,0.84,Dealer,Mining,North,Medium Value,Long-Term Customer,36.0,66.4,39.8,43.22,Medium Priority Customer,293
C0330,2019-02-12,2024-08-10,38,54285450.6,1428564.49,2150,5.89,5.89,6.46,54285450.6,9222214.34,5.0,46111071.7,-8174378.9,0.85,Retail,Infrastructure,East,Medium Value,Long-Term Customer,37.6,64.0,38.4,43.12,Medium Priority Customer,294
C0023,2019-01-05,2024-12-27,32,58217713.2,1819303.54,2188,5.99,5.99,5.34,58217713.2,9718473.38,5.0,48592366.88,-9625346.32,0.83,Corporate,Mining,South,Medium Value,Long-Term Customer,46.4,20.5,52.6,43.08,Medium Priority Customer,295
C0256,2019-01-03,2024-09-19,30,58794725.4,1959824.18,2190,6.0,6.0,5.0,58794725.4,9805832.63,5.0,49029163.13,-9765562.27,0.83,Corporate,Infrastructure,North East,Medium Value,Long-Term Customer,48.2,11.3,53.6,42.44,Medium Priority Customer,296
C0181,2019-04-13,2024-12-15,36,53087081.0,1474641.14,2090,5.72,5.72,6.29,53087081.0,9277538.92,5.0,46387694.58,-6699386.42,0.87,Government,Construction,West,Medium Value,Long-Term Customer,39.2,59.0,35.0,41.9,Medium Priority Customer,297
C0445,2019-04-04,2024-12-28,28,57177744.4,2042062.3,2099,5.75,5.75,4.87,57177744.4,9949581.3,5.0,49747906.48,-7429837.92,0.87,Government,Mining,East,High Value,Long-Term Customer,51.2,9.0,47.6,41.68,Medium Priority Customer,298
C0349,2019-01-31,2024-10-19,33,56613876.0,1715572.0,2162,5.92,5.92,5.58,56613876.0,9564393.25,5.0,47821966.26,-8791909.74,0.84,Corporate,Rental,West,Medium Value,Long-Term Customer,43.8,29.8,45.6,41.54,Medium Priority Customer,299
C0321,2019-01-04,2024-06-28,38,54558976.4,1435762.54,2189,5.99,5.99,6.34,54558976.4,9103547.8,5.0,45517738.99,-9041237.41,0.83,Retail,Logistics,South,Medium Value,Long-Term Customer,35.0,60.4,39.2,41.34,Medium Priority Customer,300
C0095,2019-05-21,2024-12-26,29,55610118.2,1917590.28,2052,5.62,5.62,5.16,55610118.2,9898438.44,5.0,49492192.18,-6117926.02,0.89,Fleet Owner,Logistics,West,High Value,Long-Term Customer,50.6,15.4,43.0,41.28,Medium Priority Customer,301
C0157,2019-02-15,2024-12-30,34,55572804.4,1634494.25,2147,5.88,5.88,5.78,55572804.4,9454106.57,5.0,47270532.85,-8302271.55,0.85,Dealer,Infrastructure,North,Medium Value,Long-Term Customer,41.4,38.0,42.6,41.08,Medium Priority Customer,302
C0362,2019-02-26,2024-10-11,37,53495189.2,1445815.92,2136,5.85,5.85,6.33,53495189.2,9147527.09,5.0,45737635.43,-7757553.77,0.85,Corporate,Rental,West,Medium Value,Long-Term Customer,36.2,60.0,36.0,40.9,Medium Priority Customer,303
C0360,2019-05-25,2024-11-17,31,54662201.0,1763296.81,2048,5.61,5.61,5.53,54662201.0,9748715.29,5.0,48743576.45,-5918624.55,0.89,Dealer,Construction,West,Medium Value,Long-Term Customer,47.0,26.9,40.0,40.88,Medium Priority Customer,304
C0367,2019-02-28,2024-11-04,27,57592654.8,2133061.29,2134,5.84,5.84,4.62,57592654.8,9857411.98,5.0,49287059.9,-8305594.9,0.86,Fleet Owner,Logistics,South,Medium Value,Long-Term Customer,49.6,4.8,49.6,40.64,Medium Priority Customer,305
C0393,2019-03-27,2024-12-18,39,51240981.8,1313871.33,2107,5.77,5.77,6.76,51240981.8,8882661.89,5.0,44413309.45,-6827672.35,0.87,Retail,Rental,East,Medium Value,Long-Term Customer,32.4,73.2,31.4,40.26,Medium Priority Customer,306
C0059,2019-01-21,2024-12-20,32,56859509.4,1776859.67,2172,5.95,5.95,5.38,56859509.4,9561664.74,5.0,47808323.68,-9051185.72,0.84,Retail,Manufacturing,South,Medium Value,Long-Term Customer,43.6,21.9,46.8,40.22,Medium Priority Customer,307
