customer_id,delivered_order_count,total_revenue,average_order_value,first_order_date,last_order_date,revenue_share_pct,revenue_rank,cumulative_revenue_share_pct,contribution_class,concentration_group,abc_revenue_class,overall_concentration_flag,action_focus
C0370,36,53881174.6,1496699.29,2019-02-18,2024-12-18,0.18,314,71.02,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0203,35,53777085.6,1536488.16,2019-02-25,2024-11-19,0.18,315,71.2,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0040,43,53757984.6,1250185.69,2019-02-23,2024-12-21,0.18,316,71.39,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0320,34,53574056.6,1575707.55,2019-04-01,2024-12-30,0.18,317,71.57,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0363,32,53560072.2,1673752.26,2019-05-10,2024-11-07,0.18,318,71.75,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0442,33,53527848.6,1622056.02,2019-01-28,2024-10-20,0.18,319,71.94,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0210,30,53509817.8,1783660.59,2019-02-20,2024-11-26,0.18,320,72.12,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0362,37,53495189.2,1445815.92,2019-02-26,2024-10-11,0.18,321,72.3,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0220,43,53467975.0,1243441.28,2019-01-19,2024-11-06,0.18,322,72.48,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0012,37,53404468.4,1443364.01,2019-01-28,2024-10-10,0.18,323,72.67,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0035,38,53340276.8,1403691.49,2019-01-07,2024-11-12,0.18,324,72.85,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0427,41,53149424.2,1296327.42,2019-02-07,2024-11-26,0.18,325,73.03,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0181,36,53087081.0,1474641.14,2019-04-13,2024-12-15,0.18,326,73.21,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0325,30,52920013.4,1764000.45,2019-03-03,2024-11-09,0.18,327,73.39,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0372,36,52822436.0,1467289.89,2019-02-15,2024-07-10,0.18,328,73.57,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0486,34,52620254.4,1547654.54,2019-01-01,2024-10-07,0.18,329,73.75,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0361,32,52532617.8,1641644.31,2019-01-15,2024-09-26,0.18,330,73.93,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0324,35,52335374.8,1495296.42,2019-01-24,2024-08-24,0.18,331,74.11,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0338,33,52210070.0,1582123.33,2019-02-01,2024-11-23,0.18,332,74.29,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0376,29,52106248.6,1796767.19,2019-07-01,2024-11-24,0.18,333,74.47,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0446,34,52035543.6,1530457.16,2019-02-03,2024-10-16,0.18,334,74.65,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0096,34,51986858.4,1529025.25,2019-01-02,2024-12-30,0.18,335,74.82,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0417,32,51984530.4,1624516.58,2019-12-18,2024-09-11,0.18,336,75.0,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0205,33,51965845.0,1574722.58,2019-02-07,2024-11-15,0.18,337,75.18,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0090,43,51915256.6,1207331.55,2019-03-16,2024-10-22,0.18,338,75.36,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0368,31,51837532.8,1672178.48,2019-02-17,2024-11-01,0.18,339,75.53,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0400,35,51694363.6,1476981.82,2019-04-06,2024-10-23,0.18,340,75.71,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0231,32,51646725.4,1613960.17,2019-02-21,2024-11-08,0.18,341,75.89,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0497,30,51439335.2,1714644.51,2019-06-12,2024-11-02,0.18,342,76.06,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0133,29,51247358.0,1767150.28,2019-03-27,2024-04-07,0.18,343,76.24,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0393,39,51240981.8,1313871.33,2019-03-27,2024-12-18,0.18,344,76.41,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0444,30,50928809.0,1697626.97,2019-02-25,2024-01-08,0.17,345,76.59,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0348,34,50897650.4,1496989.72,2019-04-15,2024-10-24,0.17,346,76.76,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0458,38,50799400.6,1336826.33,2019-07-09,2024-12-28,0.17,347,76.94,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0405,32,50787823.0,1587119.47,2019-01-30,2024-06-25,0.17,348,77.11,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0266,35,50717014.0,1449057.54,2019-01-22,2024-09-24,0.17,349,77.28,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0378,35,50644577.2,1446987.92,2019-01-19,2024-11-16,0.17,350,77.46,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0214,31,50612095.0,1632648.23,2019-01-12,2024-12-26,0.17,351,77.63,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0031,34,50500841.8,1485318.88,2019-04-11,2024-08-13,0.17,352,77.8,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0345,40,50444735.6,1261118.39,2019-02-21,2024-11-20,0.17,353,77.97,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0074,39,50426138.6,1292977.91,2019-01-10,2024-12-31,0.17,354,78.15,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0202,28,50389917.2,1799639.9,2019-09-19,2024-09-21,0.17,355,78.32,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0167,31,50383279.4,1625267.08,2019-01-03,2024-12-28,0.17,356,78.49,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0087,39,50370513.4,1291551.63,2019-01-22,2024-12-17,0.17,357,78.66,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0308,33,50359329.6,1526040.29,2019-02-19,2024-12-12,0.17,358,78.84,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0120,34,50313583.0,1479811.26,2019-01-02,2024-11-15,0.17,359,79.01,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0323,36,50291498.8,1396986.08,2019-01-11,2024-12-22,0.17,360,79.18,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0289,35,50221149.2,1434889.98,2019-02-07,2024-10-29,0.17,361,79.35,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0075,33,50186853.4,1520813.74,2019-04-17,2024-10-20,0.17,362,79.52,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0159,34,49934036.2,1468648.12,2019-02-02,2024-12-26,0.17,363,79.69,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0233,28,49889164.0,1781755.86,2019-05-29,2024-10-21,0.17,364,79.86,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0451,37,49725150.4,1343922.98,2019-01-07,2024-07-06,0.17,365,80.03,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0057,32,49701788.6,1553180.89,2019-03-20,2024-12-04,0.17,366,80.2,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0044,34,49589458.0,1458513.47,2019-01-05,2024-11-17,0.17,367,80.37,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0048,31,49413459.2,1593982.55,2019-04-05,2024-09-12,0.17,368,80.54,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0033,30,49354094.2,1645136.47,2019-03-05,2024-12-12,0.17,369,80.71,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0432,37,49310040.8,1332703.81,2019-01-26,2024-10-04,0.17,370,80.88,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0018,31,49286607.8,1589890.57,2019-06-10,2024-11-14,0.17,371,81.05,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0470,36,49194933.2,1366525.92,2019-01-25,2024-09-27,0.17,372,81.22,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0132,37,49004629.4,1324449.44,2019-02-22,2024-10-01,0.17,373,81.38,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0127,28,48960650.8,1748594.67,2019-03-01,2024-06-25,0.17,374,81.55,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0199,33,48930073.4,1482729.5,2019-01-19,2024-10-21,0.17,375,81.72,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0036,31,48929201.8,1578361.35,2019-06-26,2024-12-18,0.17,376,81.89,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0386,32,48819152.6,1525598.52,2019-04-23,2024-11-04,0.17,377,82.05,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0389,30,48796477.0,1626549.23,2019-04-04,2024-11-25,0.17,378,82.22,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0480,34,48525468.6,1427219.66,2019-01-24,2024-11-24,0.17,379,82.38,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0114,33,48515792.8,1470175.54,2019-02-09,2024-09-27,0.17,380,82.55,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0100,38,48373950.0,1272998.68,2019-01-25,2024-09-10,0.17,381,82.72,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0008,34,48368868.0,1422613.76,2019-03-04,2024-07-16,0.17,382,82.88,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0494,32,48287535.6,1508985.49,2019-02-25,2024-11-28,0.17,383,83.05,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0305,31,48238808.8,1556090.61,2019-05-16,2024-11-27,0.16,384,83.21,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0474,30,48230361.0,1607678.7,2019-01-11,2024-11-07,0.16,385,83.38,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0313,30,48205237.4,1606841.25,2019-05-28,2024-09-02,0.16,386,83.54,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0194,33,48202752.8,1460689.48,2019-04-15,2024-12-26,0.16,387,83.71,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0484,27,48200851.6,1785216.73,2019-01-30,2024-11-10,0.16,388,83.87,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0496,37,48190097.0,1302435.05,2019-02-17,2024-12-27,0.16,389,84.04,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0344,28,48151864.0,1719709.43,2019-01-04,2024-06-17,0.16,390,84.2,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0299,34,48095055.8,1414560.46,2019-01-24,2024-08-30,0.16,391,84.36,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0465,35,48083241.6,1373806.9,2019-03-12,2024-12-12,0.16,392,84.53,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0122,31,48051119.4,1550036.11,2019-01-12,2024-11-05,0.16,393,84.69,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0265,29,47931619.6,1652814.47,2019-02-19,2024-09-27,0.16,394,84.86,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0043,36,47644638.8,1323462.19,2019-04-04,2024-06-14,0.16,395,85.02,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0439,36,47576062.0,1321557.28,2019-03-21,2024-12-22,0.16,396,85.18,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0185,33,47500335.2,1439404.1,2019-03-25,2024-09-16,0.16,397,85.34,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0097,26,47499351.2,1826898.12,2019-03-22,2024-12-16,0.16,398,85.51,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0079,31,47175266.2,1521782.78,2019-01-25,2024-11-28,0.16,399,85.67,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0418,30,47167025.6,1572234.19,2019-03-18,2024-11-14,0.16,400,85.83,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0387,34,47133318.0,1386274.06,2019-01-02,2024-10-26,0.16,401,85.99,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0089,37,47111014.0,1273270.65,2019-01-02,2024-11-14,0.16,402,86.15,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0278,38,47107787.2,1239678.61,2019-08-12,2024-12-03,0.16,403,86.31,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0391,33,47080496.4,1426681.71,2019-01-14,2024-11-30,0.16,404,86.47,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0441,31,47045233.8,1517588.19,2019-01-17,2024-10-19,0.16,405,86.63,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0121,34,47029566.2,1383222.54,2019-01-22,2024-12-01,0.16,406,86.8,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0226,26,47025541.0,1808674.65,2019-01-22,2024-09-28,0.16,407,86.96,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0208,30,46904115.8,1563470.53,2019-01-20,2024-12-30,0.16,408,87.12,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0187,30,46901016.0,1563367.2,2019-05-02,2024-11-08,0.16,409,87.28,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0423,30,46894840.4,1563161.35,2019-02-25,2024-11-09,0.16,410,87.44,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0298,33,46771231.0,1417310.03,2019-01-05,2024-11-20,0.16,411,87.6,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0092,36,46760586.8,1298905.19,2019-01-17,2024-07-30,0.16,412,87.76,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0267,29,46440405.2,1601393.28,2019-03-07,2024-03-25,0.16,413,87.92,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0163,38,46377823.0,1220469.03,2019-06-02,2024-08-05,0.16,414,88.07,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0094,31,46343009.2,1494935.78,2019-01-18,2024-09-20,0.16,415,88.23,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0281,26,46282268.6,1780087.25,2019-07-26,2024-06-25,0.16,416,88.39,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0112,33,46248326.6,1401464.44,2019-02-27,2024-12-01,0.16,417,88.55,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0437,30,46199550.2,1539985.01,2019-02-09,2024-12-21,0.16,418,88.71,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0404,31,46035794.4,1485025.63,2019-02-10,2024-12-26,0.16,419,88.86,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0416,37,46006682.0,1243423.84,2019-01-05,2024-10-20,0.16,420,89.02,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0431,28,45787279.2,1635259.97,2019-06-09,2024-07-05,0.16,421,89.18,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0136,37,45774176.2,1237139.9,2019-03-23,2024-11-13,0.16,422,89.33,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0164,36,45625652.8,1267379.24,2019-01-11,2024-11-13,0.16,423,89.49,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0037,36,45505928.0,1264053.56,2019-06-12,2024-10-25,0.16,424,89.65,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0316,33,45390754.0,1375477.39,2019-03-08,2024-09-22,0.16,425,89.8,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0252,34,45321304.6,1332979.55,2019-08-03,2024-10-07,0.15,426,89.96,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0212,31,45262151.0,1460069.39,2019-02-01,2024-08-23,0.15,427,90.11,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0248,30,45208412.0,1506947.07,2019-01-10,2024-12-04,0.15,428,90.27,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0053,27,45016037.4,1667260.64,2019-05-16,2024-09-18,0.15,429,90.42,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0239,32,44962159.0,1405067.47,2019-10-11,2024-10-27,0.15,430,90.57,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0430,27,44879330.8,1662197.44,2019-03-08,2024-10-11,0.15,431,90.73,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0351,34,44776790.6,1316964.43,2019-03-29,2024-09-12,0.15,432,90.88,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0003,38,44728031.8,1177053.47,2019-04-05,2024-10-30,0.15,433,91.03,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0143,27,44644618.2,1653504.38,2019-01-11,2024-08-02,0.15,434,91.18,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0332,35,44566684.4,1273333.84,2019-01-19,2024-11-11,0.15,435,91.34,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0283,31,44490975.8,1435192.77,2019-04-14,2024-09-04,0.15,436,91.49,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0500,27,44474866.6,1647217.28,2019-01-06,2024-12-07,0.15,437,91.64,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0229,28,44419985.8,1586428.06,2019-05-15,2024-11-29,0.15,438,91.79,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0115,29,44357793.6,1529579.09,2019-05-07,2024-11-28,0.15,439,91.94,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0218,36,44324901.0,1231247.25,2019-02-02,2024-10-16,0.15,440,92.1,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0147,30,44007572.2,1466919.07,2019-07-21,2024-12-22,0.15,441,92.25,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0366,26,43711261.8,1681202.38,2019-03-09,2024-10-26,0.15,442,92.4,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0277,36,43668914.6,1213025.41,2019-05-28,2024-09-14,0.15,443,92.55,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0402,35,43498305.2,1242808.72,2019-01-25,2024-07-12,0.15,444,92.69,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0317,32,43291415.2,1352856.72,2019-01-17,2024-12-25,0.15,445,92.84,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0412,32,43246987.6,1351468.36,2019-04-20,2024-05-28,0.15,446,92.99,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0179,32,43222736.0,1350710.5,2019-05-20,2024-07-21,0.15,447,93.14,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0382,33,42929317.0,1300888.39,2019-04-17,2024-11-19,0.15,448,93.28,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0137,21,42806442.6,2038402.03,2019-06-13,2024-06-10,0.15,449,93.43,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0020,37,42586254.6,1150979.85,2019-01-26,2024-10-17,0.15,450,93.58,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0078,31,42565724.6,1373087.89,2019-01-31,2024-06-22,0.15,451,93.72,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0019,37,42528118.4,1149408.61,2019-01-19,2024-12-10,0.15,452,93.87,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0034,32,42477752.2,1327429.76,2019-01-05,2024-10-06,0.15,453,94.01,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0243,28,42431751.6,1515419.7,2019-11-20,2024-12-10,0.15,454,94.16,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0104,34,42120081.4,1238825.92,2019-04-06,2024-12-30,0.14,455,94.3,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0473,26,42018356.8,1616090.65,2019-03-04,2024-11-15,0.14,456,94.44,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0118,32,41835680.2,1307365.01,2019-02-03,2024-12-10,0.14,457,94.59,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0454,33,41820500.6,1267287.9,2019-02-08,2024-11-14,0.14,458,94.73,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0150,30,41608958.8,1386965.29,2019-07-12,2024-11-09,0.14,459,94.87,Moderate Contribution,Other Customers,B - Important Revenue,Diversified,Develop targeted growth opportunities
C0155,31,41576324.2,1341171.75,2019-11-15,2024-12-17,0.14,460,95.02,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0014,27,41523847.6,1537920.28,2019-03-05,2024-12-21,0.14,461,95.16,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0350,32,41227777.0,1288368.03,2019-05-03,2024-11-25,0.14,462,95.3,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0322,28,40996678.0,1464167.07,2019-04-10,2024-12-10,0.14,463,95.44,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0182,29,40856091.0,1408830.72,2019-03-03,2024-08-03,0.14,464,95.58,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0352,30,40262666.2,1342088.87,2019-02-23,2024-11-11,0.14,465,95.72,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0339,24,40193008.4,1674708.68,2019-05-01,2024-08-16,0.14,466,95.85,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0452,35,40090449.2,1145441.41,2019-03-05,2024-12-27,0.14,467,95.99,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0204,31,39880662.0,1286472.97,2019-05-20,2024-12-08,0.14,468,96.13,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0144,25,39589546.2,1583581.85,2019-04-02,2024-08-23,0.14,469,96.26,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0151,27,39556960.6,1465072.61,2019-03-03,2024-11-28,0.14,470,96.4,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0487,26,39512216.0,1519700.62,2019-03-08,2024-03-18,0.14,471,96.53,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0388,27,39389408.6,1458866.99,2019-03-21,2024-12-12,0.13,472,96.67,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0336,33,39095696.4,1184718.07,2019-04-29,2024-09-26,0.13,473,96.8,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0091,30,39090471.8,1303015.73,2019-01-09,2024-09-07,0.13,474,96.93,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
