customer_id,customer_type,industry_segment,region,payment_terms,customer_rating,credit_limit,current_balance,credit_utilisation_pct,credit_utilisation_class,payment_count,total_payment_amount,average_payment_amount,payment_methods_used,first_payment_date,last_payment_date,balance_to_payment_ratio,payment_activity_class,payment_behaviour_class,credit_risk_score,credit_risk_class,credit_risk_priority_score,credit_risk_rank,credit_action_focus
C0469,Government,Manufacturing,North,Net 45,1,959081,324787,33.86,Moderate Credit Utilisation,46,55966069.78,1216653.69,5,2019-02-13,2025-02-08,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.77,210,Monitor balance and payment behaviour
C0307,Dealer,Manufacturing,West,Net 15,1,302503,100600,33.26,Moderate Credit Utilisation,46,57742719.02,1255276.5,5,2019-02-01,2025-01-29,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.65,211,Monitor balance and payment behaviour
C0131,Corporate,Rental,South,Advance,2,215893,70818,32.8,Moderate Credit Utilisation,30,45257184.94,1508572.83,5,2019-04-10,2024-08-10,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.56,212,Monitor balance and payment behaviour
C0495,Fleet Owner,Infrastructure,North,Net 45,2,414484,135441,32.68,Moderate Credit Utilisation,53,75136455.75,1417668.98,5,2019-02-23,2025-01-18,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.54,213,Monitor balance and payment behaviour
C0241,Government,Construction,West,Net 60,1,973243,304765,31.31,Moderate Credit Utilisation,46,57178595.17,1243012.94,5,2019-02-18,2024-12-20,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.26,214,Monitor balance and payment behaviour
C0144,Fleet Owner,Construction,West,Net 60,2,578368,178549,30.87,Moderate Credit Utilisation,32,34380897.38,1074403.04,5,2019-05-06,2024-10-27,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.17,215,Monitor balance and payment behaviour
C0395,Corporate,Manufacturing,East,Net 45,1,680072,209294,30.78,Moderate Credit Utilisation,48,54385390.02,1133028.96,5,2019-03-15,2025-01-24,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.16,216,Monitor balance and payment behaviour
C0354,Corporate,Logistics,South,Advance,2,261489,79839,30.53,Moderate Credit Utilisation,40,49250680.15,1231267.0,5,2019-02-19,2025-01-17,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.11,217,Monitor balance and payment behaviour
C0182,Dealer,Infrastructure,East,Net 45,5,298476,237412,79.54,High Credit Utilisation,31,28035163.82,904360.12,5,2019-03-27,2024-10-01,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.91,218,Normal credit monitoring
C0400,Government,Infrastructure,North,Net 60,5,1018688,799757,78.51,High Credit Utilisation,42,43477744.42,1035184.39,5,2019-05-07,2025-01-16,0.02,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.7,219,Normal credit monitoring
C0047,Corporate,Rental,West,Net 60,5,425838,329681,77.42,High Credit Utilisation,26,42571763.28,1637375.51,5,2019-04-25,2024-09-07,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.48,220,Normal credit monitoring
C0477,Government,Construction,West,Net 15,5,831717,641227,77.1,High Credit Utilisation,39,47607557.27,1220706.6,5,2019-07-12,2025-02-21,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.42,221,Normal credit monitoring
C0315,Dealer,Rental,West,Net 45,4,407774,313009,76.76,High Credit Utilisation,39,45186800.82,1158635.92,5,2019-03-30,2025-01-24,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.35,222,Normal credit monitoring
C0214,Corporate,Rental,West,Net 45,4,583212,447435,76.72,High Credit Utilisation,37,37453675.83,1012261.51,5,2019-03-21,2025-02-18,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.34,223,Normal credit monitoring
C0381,Corporate,Mining,South,Advance,4,571520,435086,76.13,High Credit Utilisation,31,46208897.64,1490609.6,5,2019-08-10,2025-01-02,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.23,224,Normal credit monitoring
C0134,Fleet Owner,Infrastructure,West,Net 60,5,369606,281323,76.11,High Credit Utilisation,48,61170246.8,1274380.14,5,2019-03-21,2024-12-17,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.22,225,Normal credit monitoring
C0034,Government,Construction,West,Net 15,5,1033298,786303,76.1,High Credit Utilisation,36,34389917.26,955275.48,5,2019-01-27,2024-10-21,0.02,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.22,226,Normal credit monitoring
C0249,Corporate,Construction,West,Net 45,4,817572,617949,75.58,High Credit Utilisation,40,58961622.52,1474040.56,5,2019-02-21,2024-09-29,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,45.12,227,Normal credit monitoring
C0044,Government,Mining,West,Advance,4,888707,663201,74.63,High Credit Utilisation,37,42004263.87,1135250.37,5,2019-01-12,2025-02-10,0.02,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.93,228,Normal credit monitoring
C0222,Fleet Owner,Logistics,North,Net 30,5,501339,373637,74.53,High Credit Utilisation,46,48641517.9,1057424.3,5,2019-03-04,2025-01-20,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.91,229,Normal credit monitoring
C0361,Government,Logistics,South,Net 45,5,623046,455127,73.05,High Credit Utilisation,31,40213483.39,1297209.14,5,2019-04-04,2024-10-09,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.61,230,Normal credit monitoring
C0335,Government,Infrastructure,North East,Net 15,5,989169,722277,73.02,High Credit Utilisation,47,53187537.82,1131649.74,5,2019-03-23,2024-11-28,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.6,231,Normal credit monitoring
C0208,Fleet Owner,Logistics,North,Net 45,4,737567,537907,72.93,High Credit Utilisation,29,39688448.39,1368567.19,5,2019-03-05,2025-01-07,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.59,232,Normal credit monitoring
C0380,Fleet Owner,Manufacturing,South,Net 45,5,343972,250436,72.81,High Credit Utilisation,49,63587903.7,1297712.32,5,2019-03-01,2025-01-02,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.56,233,Normal credit monitoring
C0218,Fleet Owner,Construction,West,Advance,5,635931,456436,71.77,High Credit Utilisation,35,33880099.17,968002.83,5,2019-02-17,2024-10-26,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.35,234,Normal credit monitoring
C0355,Government,Infrastructure,South,Net 45,4,917399,657955,71.72,High Credit Utilisation,42,49489886.88,1178330.64,5,2019-03-07,2025-02-17,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.34,235,Normal credit monitoring
C0295,Corporate,Mining,East,Net 45,5,789992,559779,70.86,High Credit Utilisation,38,53910874.88,1418707.23,5,2019-03-11,2025-01-15,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.17,236,Normal credit monitoring
C0378,Retail,Manufacturing,North,Advance,4,45130,31976,70.85,High Credit Utilisation,39,47035230.03,1206031.54,5,2019-03-14,2025-01-01,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.17,237,Normal credit monitoring
C0209,Corporate,Infrastructure,East,Advance,5,834417,590973,70.82,High Credit Utilisation,47,52682876.81,1120912.27,5,2020-01-28,2025-01-13,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.16,238,Normal credit monitoring
C0422,Government,Construction,South,Net 60,5,858335,605029,70.49,High Credit Utilisation,43,58731246.12,1365842.93,5,2019-10-11,2025-01-09,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,44.1,239,Normal credit monitoring
C0326,Government,Mining,East,Advance,4,1143072,798334,69.84,High Credit Utilisation,45,53801256.01,1195583.47,5,2019-03-31,2025-03-02,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.97,240,Normal credit monitoring
C0448,Fleet Owner,Logistics,East,Net 45,4,796652,544307,68.32,High Credit Utilisation,38,54668925.34,1438655.93,5,2019-05-24,2025-01-08,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.66,241,Normal credit monitoring
C0341,Fleet Owner,Mining,North,Net 45,5,303484,207197,68.27,High Credit Utilisation,43,54118042.9,1258559.14,5,2019-04-06,2024-11-05,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.65,242,Normal credit monitoring
C0041,Government,Rental,South,Net 60,5,592802,392894,66.28,High Credit Utilisation,41,57045297.06,1391348.71,5,2019-01-26,2024-11-24,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.26,243,Normal credit monitoring
C0358,Government,Infrastructure,West,Net 15,4,1086668,719489,66.21,High Credit Utilisation,34,40658191.81,1195829.17,5,2019-06-14,2025-01-09,0.02,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.24,244,Normal credit monitoring
C0007,Corporate,Manufacturing,West,Net 45,4,859003,565081,65.78,High Credit Utilisation,32,25960714.1,811272.32,5,2019-05-11,2024-12-08,0.02,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.16,245,Normal credit monitoring
C0225,Fleet Owner,Logistics,North,Advance,5,431855,283635,65.68,High Credit Utilisation,48,49631670.61,1033993.14,5,2019-05-26,2024-09-20,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.14,246,Normal credit monitoring
C0364,Government,Infrastructure,East,Net 30,5,615436,402232,65.36,High Credit Utilisation,34,47928025.53,1409647.81,5,2019-03-29,2024-10-26,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,43.07,247,Normal credit monitoring
C0042,Fleet Owner,Rental,South,Net 15,4,731768,472737,64.6,High Credit Utilisation,37,54617628.67,1476152.13,5,2019-04-24,2024-11-18,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.92,248,Normal credit monitoring
C0150,Fleet Owner,Manufacturing,West,Net 45,5,197605,127111,64.33,High Credit Utilisation,31,35740011.53,1152903.6,5,2019-07-15,2025-01-16,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.87,249,Normal credit monitoring
C0101,Corporate,Logistics,South,Net 60,5,242777,155072,63.87,High Credit Utilisation,40,57068569.4,1426714.24,5,2019-03-21,2024-12-08,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.77,250,Normal credit monitoring
C0110,Dealer,Logistics,Central,Advance,5,107758,68824,63.87,High Credit Utilisation,50,72682533.09,1453650.66,5,2019-02-07,2024-08-03,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.77,251,Normal credit monitoring
C0418,Government,Mining,West,Net 15,4,1185942,749861,63.23,High Credit Utilisation,32,38826190.08,1213318.44,5,2019-04-10,2025-01-13,0.02,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.65,252,Normal credit monitoring
C0155,Fleet Owner,Mining,East,Net 30,5,393453,245382,62.37,High Credit Utilisation,35,34366953.81,981912.97,5,2019-12-26,2025-01-24,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.47,253,Normal credit monitoring
C0108,Corporate,Rental,North,Advance,4,676059,420507,62.2,High Credit Utilisation,27,25242015.06,934889.45,5,2019-03-07,2025-02-23,0.02,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.44,254,Normal credit monitoring
C0181,Government,Construction,West,Net 30,5,766249,475114,62.01,High Credit Utilisation,38,40793172.51,1073504.54,5,2019-06-12,2025-02-20,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.4,255,Normal credit monitoring
C0431,Government,Logistics,West,Net 30,5,1284393,789154,61.44,High Credit Utilisation,30,38878145.25,1295938.18,5,2019-07-31,2024-08-15,0.02,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.29,256,Normal credit monitoring
C0161,Dealer,Mining,West,Net 45,4,404774,243701,60.21,High Credit Utilisation,37,49786672.43,1345585.74,5,2019-04-17,2025-01-05,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,42.04,257,Normal credit monitoring
C0006,Government,Construction,West,Net 60,3,514827,303122,58.88,Moderate Credit Utilisation,45,61311770.53,1362483.79,5,2019-07-30,2024-10-02,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,41.78,258,Normal credit monitoring
C0050,Dealer,Mining,East,Net 30,3,442160,257973,58.34,Moderate Credit Utilisation,34,48232951.04,1418616.21,5,2019-03-14,2025-01-16,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,41.67,259,Normal credit monitoring
C0308,Retail,Mining,North,Net 60,3,23387,13502,57.73,Moderate Credit Utilisation,36,39956576.61,1109904.91,5,2019-05-13,2025-01-10,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,41.55,260,Normal credit monitoring
C0263,Government,Rental,South,Net 60,3,907695,500438,55.13,Moderate Credit Utilisation,37,52187397.44,1410470.2,5,2019-03-30,2024-12-04,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,41.03,261,Normal credit monitoring
C0064,Corporate,Manufacturing,North,Net 45,3,577111,313205,54.27,Moderate Credit Utilisation,41,48420221.58,1180981.01,5,2019-05-18,2025-01-16,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,40.85,262,Normal credit monitoring
C0480,Government,Infrastructure,West,Net 45,3,635943,336455,52.91,Moderate Credit Utilisation,43,43473033.02,1011000.77,5,2019-02-18,2025-01-29,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,40.58,263,Normal credit monitoring
C0140,Retail,Logistics,West,Net 60,3,14401,7550,52.43,Moderate Credit Utilisation,44,49971374.55,1135713.06,5,2019-05-23,2025-01-05,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,40.49,264,Normal credit monitoring
C0433,Dealer,Infrastructure,North,Net 60,3,448175,226491,50.54,Moderate Credit Utilisation,41,54686295.16,1333812.08,5,2019-04-28,2024-07-16,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,40.11,265,Normal credit monitoring
C0096,Corporate,Construction,South,Net 15,3,401903,200385,49.86,Moderate Credit Utilisation,34,31398916.13,923497.53,5,2019-01-21,2025-03-05,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,39.97,266,Normal credit monitoring
C0067,Retail,Manufacturing,West,Net 15,3,34526,17171,49.73,Moderate Credit Utilisation,29,49428958.05,1704446.83,5,2019-06-13,2025-02-28,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,39.95,267,Normal credit monitoring
C0004,Fleet Owner,Logistics,South,Net 30,3,506336,250255,49.42,Moderate Credit Utilisation,47,50947321.81,1083985.57,5,2019-04-28,2025-02-15,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,39.88,268,Normal credit monitoring
C0136,Dealer,Mining,West,Advance,3,425042,208808,49.13,Moderate Credit Utilisation,46,43431805.81,944169.69,5,2019-05-09,2024-12-03,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,39.83,269,Normal credit monitoring
C0145,Retail,Construction,West,Net 45,3,49522,23237,46.92,Moderate Credit Utilisation,37,29821717.02,805992.35,5,2019-04-25,2025-01-22,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,39.38,270,Normal credit monitoring
C0290,Corporate,Construction,West,Advance,3,506218,233450,46.12,Moderate Credit Utilisation,47,52424603.99,1115417.11,5,2019-04-17,2025-01-01,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,39.22,271,Normal credit monitoring
C0425,Dealer,Manufacturing,South,Net 30,3,197706,90771,45.91,Moderate Credit Utilisation,40,55024060.51,1375601.51,5,2019-03-24,2024-11-27,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,39.18,272,Normal credit monitoring
C0325,Corporate,Rental,East,Net 30,3,811959,363532,44.77,Moderate Credit Utilisation,34,35850898.72,1054438.2,5,2019-04-17,2024-12-17,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,38.95,273,Normal credit monitoring
C0180,Fleet Owner,Logistics,South,Net 60,3,747590,313557,41.94,Moderate Credit Utilisation,31,25434220.29,820458.72,5,2019-02-28,2025-02-08,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,38.39,274,Normal credit monitoring
C0123,Corporate,Infrastructure,East,Net 30,3,574353,239735,41.74,Moderate Credit Utilisation,42,62112970.01,1478880.24,5,2019-03-23,2024-12-08,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,38.35,275,Normal credit monitoring
C0318,Corporate,Logistics,North,Net 45,3,973000,403649,41.48,Moderate Credit Utilisation,36,46771461.64,1299207.27,5,2019-02-17,2024-12-07,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,38.3,276,Normal credit monitoring
C0020,Dealer,Logistics,East,Advance,3,492285,202707,41.18,Moderate Credit Utilisation,41,36497419.33,890180.96,5,2019-02-09,2025-01-12,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,38.24,277,Normal credit monitoring
C0497,Government,Logistics,South,Net 45,3,764082,310133,40.59,Moderate Credit Utilisation,32,41720866.3,1303777.07,5,2019-06-23,2025-01-09,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,38.12,278,Normal credit monitoring
C0022,Retail,Infrastructure,South,Net 60,3,47651,19003,39.88,Moderate Credit Utilisation,49,55150564.69,1125521.73,5,2019-02-20,2024-12-04,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,37.98,279,Normal credit monitoring
C0391,Government,Construction,West,Net 60,3,624393,239160,38.3,Moderate Credit Utilisation,32,33535188.37,1047974.64,5,2019-03-01,2025-01-23,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,37.66,280,Normal credit monitoring
C0340,Government,Mining,South,Net 30,3,610937,228953,37.48,Moderate Credit Utilisation,46,55337995.87,1202999.91,5,2019-01-09,2025-01-24,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,37.5,281,Normal credit monitoring
C0379,Retail,Mining,West,Advance,3,22642,8448,37.31,Moderate Credit Utilisation,37,49734811.19,1344184.09,5,2019-06-11,2025-02-15,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,37.46,282,Normal credit monitoring
C0186,Fleet Owner,Infrastructure,East,Net 30,3,198216,73566,37.11,Moderate Credit Utilisation,41,54661294.04,1333202.29,5,2019-03-07,2025-01-05,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,37.42,283,Normal credit monitoring
C0179,Government,Infrastructure,South,Net 30,3,630635,213290,33.82,Moderate Credit Utilisation,36,38007752.21,1055770.89,5,2019-06-26,2024-09-07,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,36.76,284,Normal credit monitoring
C0117,Government,Mining,North East,Net 60,3,856033,284259,33.21,Moderate Credit Utilisation,38,30591710.96,805045.03,5,2019-02-01,2024-10-03,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,36.64,285,Normal credit monitoring
C0224,Retail,Manufacturing,East,Net 60,3,11280,3718,32.96,Moderate Credit Utilisation,37,40197920.06,1086430.27,5,2019-02-18,2024-12-27,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,36.59,286,Normal credit monitoring
C0390,Fleet Owner,Construction,North,Advance,3,220350,71369,32.39,Moderate Credit Utilisation,27,42836207.84,1586526.22,5,2019-04-28,2024-11-26,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,36.48,287,Normal credit monitoring
C0421,Retail,Construction,South,Net 30,3,35710,11463,32.1,Moderate Credit Utilisation,38,43728858.21,1150759.43,5,2019-04-22,2024-08-09,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,36.42,288,Normal credit monitoring
C0268,Government,Mining,West,Net 60,3,1168032,365651,31.3,Moderate Credit Utilisation,41,47767323.88,1165056.68,5,2019-03-20,2024-12-08,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,36.26,289,Normal credit monitoring
C0490,Government,Logistics,West,Net 30,3,1262928,379981,30.09,Moderate Credit Utilisation,51,82627156.55,1620140.32,5,2019-03-01,2025-02-01,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,36.02,290,Normal credit monitoring
C0083,Dealer,Infrastructure,North,Net 45,2,214857,64003,29.79,Low Credit Utilisation,56,75676286.51,1351362.26,5,2019-07-19,2024-11-16,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.96,291,Normal credit monitoring
C0246,Retail,Manufacturing,North,Net 30,2,31917,9359,29.32,Low Credit Utilisation,42,65235515.45,1553226.56,5,2019-03-21,2024-12-18,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.86,292,Normal credit monitoring
C0090,Government,Infrastructure,North,Net 15,1,1009986,294069,29.12,Low Credit Utilisation,43,41369521.31,962081.89,5,2019-03-29,2024-11-17,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.82,293,Normal credit monitoring
C0158,Corporate,Infrastructure,East,Advance,2,516521,146194,28.3,Low Credit Utilisation,34,52227031.21,1536089.15,5,2019-04-09,2024-12-24,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.66,294,Normal credit monitoring
C0464,Corporate,Infrastructure,North,Net 45,1,703261,194204,27.61,Low Credit Utilisation,39,53629741.43,1375121.58,5,2019-10-07,2024-12-04,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.52,295,Normal credit monitoring
C0494,Corporate,Construction,East,Net 45,2,704926,188070,26.68,Low Credit Utilisation,37,40545634.43,1095827.96,5,2019-04-21,2025-01-12,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.34,296,Normal credit monitoring
C0323,Government,Manufacturing,West,Advance,2,717071,189451,26.42,Low Credit Utilisation,29,33739998.71,1163448.23,5,2019-03-15,2024-12-17,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.28,297,Normal credit monitoring
C0284,Corporate,Manufacturing,East,Net 60,1,948858,247207,26.05,Low Credit Utilisation,45,61119073.64,1358201.64,5,2019-02-25,2025-03-11,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.21,298,Normal credit monitoring
C0282,Government,Logistics,East,Advance,2,1271863,328689,25.84,Low Credit Utilisation,56,61647935.61,1100855.99,5,2019-02-12,2025-02-10,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.17,299,Normal credit monitoring
C0257,Corporate,Logistics,North,Net 45,1,443957,112531,25.35,Low Credit Utilisation,50,71414154.83,1428283.1,5,2019-02-16,2025-01-29,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,35.07,300,Normal credit monitoring
C0013,Dealer,Construction,West,Advance,2,425862,104029,24.43,Low Credit Utilisation,48,68858960.67,1434561.68,5,2019-02-09,2025-01-29,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,34.89,301,Normal credit monitoring
C0444,Dealer,Manufacturing,South,Net 30,1,403967,96858,23.98,Low Credit Utilisation,32,35689641.74,1115301.3,5,2019-06-22,2024-03-16,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,34.8,302,Normal credit monitoring
C0109,Retail,Mining,South,Net 15,1,47756,11043,23.12,Low Credit Utilisation,54,63110941.78,1168721.14,5,2019-03-12,2025-01-03,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,34.62,303,Normal credit monitoring
C0369,Government,Manufacturing,West,Net 15,1,1482938,332815,22.44,Low Credit Utilisation,46,58557895.7,1272997.73,5,2019-03-24,2025-01-21,0.01,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,34.49,304,Normal credit monitoring
C0253,Retail,Rental,West,Net 60,2,43197,9387,21.73,Low Credit Utilisation,44,62287583.26,1415626.89,5,2019-05-09,2025-01-20,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,34.35,305,Normal credit monitoring
C0081,Corporate,Rental,West,Net 15,1,208371,44941,21.57,Low Credit Utilisation,42,32168875.54,765925.61,5,2019-02-12,2025-02-23,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,34.31,306,Normal credit monitoring
C0460,Dealer,Logistics,South,Net 60,1,143749,30133,20.96,Low Credit Utilisation,29,51297659.26,1768884.8,5,2019-04-28,2024-12-30,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,34.19,307,Normal credit monitoring
C0445,Government,Mining,East,Net 60,2,1283660,253336,19.74,Low Credit Utilisation,27,46979644.18,1739986.82,5,2019-05-09,2025-02-24,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.95,308,Normal credit monitoring
C0130,Government,Mining,West,Net 45,1,1196003,228242,19.08,Low Credit Utilisation,47,53366136.95,1135449.72,5,2019-03-19,2025-01-31,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.82,309,Normal credit monitoring
C0198,Government,Mining,West,Net 60,2,1493816,273190,18.29,Low Credit Utilisation,36,50184465.05,1394012.92,5,2019-04-28,2024-08-19,0.01,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.66,310,Normal credit monitoring
C0219,Government,Manufacturing,West,Net 60,2,1072558,185057,17.25,Low Credit Utilisation,39,50346289.99,1290930.51,5,2019-02-21,2025-03-01,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.45,311,Normal credit monitoring
C0407,Dealer,Logistics,South,Net 45,2,379116,62934,16.6,Low Credit Utilisation,40,49449578.06,1236239.45,5,2019-03-08,2025-02-11,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.32,312,Normal credit monitoring
C0066,Retail,Manufacturing,Central,Net 60,1,37976,5882,15.49,Low Credit Utilisation,36,43804508.09,1216791.89,5,2019-03-07,2024-12-13,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.1,313,Normal credit monitoring
C0173,Retail,Logistics,South,Net 30,1,22198,3421,15.41,Low Credit Utilisation,44,49389252.9,1122483.02,5,2019-04-29,2024-12-07,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.08,314,Normal credit monitoring
C0207,Corporate,Rental,East,Net 30,1,463240,70498,15.22,Low Credit Utilisation,44,65440489.41,1487283.85,5,2019-06-12,2025-01-04,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.04,315,Normal credit monitoring
C0160,Retail,Rental,West,Advance,2,45628,6888,15.1,Low Credit Utilisation,50,59179943.8,1183598.88,5,2019-03-14,2024-12-20,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,33.02,316,Normal credit monitoring
C0197,Government,Manufacturing,West,Net 45,2,1385304,201035,14.51,Low Credit Utilisation,51,63900912.25,1252959.06,5,2019-06-03,2024-11-06,0.0,Very High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,32.9,317,Normal credit monitoring
C0337,Corporate,Manufacturing,North,Advance,2,713111,101691,14.26,Low Credit Utilisation,39,62522115.7,1603131.17,5,2019-06-15,2024-11-02,0.0,High Payment Activity,Strong Payment Behaviour,30,Low Credit Risk,32.85,318,Normal credit monitoring
