customer_id,customer_type,industry_segment,region,branch_id,customer_rating,last_purchase_date,frequency,monetary,recency_days,recency_score,frequency_score,monetary_score,rfm_score,customer_value_segment,monetary_share_pct,customer_value_rank,action_focus
C0348,Retail,Logistics,North,DEL001,2,2024-10-24,34,50897650.4,69,2,3,2,7,At Risk,0.17,346,Run targeted re-engagement and retention campaigns
C0120,Fleet Owner,Construction,South,HYD001,5,2024-11-15,34,50313583.0,47,3,2,2,7,Low Value,0.17,359,Improve engagement and evaluate cost-to-serve
C0289,Corporate,Logistics,South,HYD001,2,2024-10-29,35,50221149.2,64,2,3,2,7,At Risk,0.17,361,Run targeted re-engagement and retention campaigns
C0451,Government,Manufacturing,East,KOL001,3,2024-07-06,37,49725150.4,179,1,4,2,7,At Risk,0.17,365,Run targeted re-engagement and retention campaigns
C0044,Government,Mining,West,KOL001,4,2024-11-17,34,49589458.0,45,3,2,2,7,Low Value,0.17,367,Improve engagement and evaluate cost-to-serve
C0033,Government,Mining,South,CHN001,5,2024-12-12,30,49354094.2,20,4,1,2,7,Low Value,0.17,369,Improve engagement and evaluate cost-to-serve
C0470,Government,Mining,South,CHN001,1,2024-09-27,36,49194933.2,96,2,3,2,7,At Risk,0.17,372,Run targeted re-engagement and retention campaigns
C0132,Corporate,Construction,Central,PUN001,2,2024-10-01,37,49004629.4,92,2,3,2,7,At Risk,0.17,373,Run targeted re-engagement and retention campaigns
C0386,Retail,Construction,North,DEL001,4,2024-11-04,32,48819152.6,58,3,2,2,7,Low Value,0.17,377,Improve engagement and evaluate cost-to-serve
C0100,Government,Construction,North,KOL001,3,2024-09-10,38,48373950.0,113,1,4,2,7,At Risk,0.17,381,Run targeted re-engagement and retention campaigns
C0079,Retail,Rental,North,DEL001,5,2024-11-28,31,47175266.2,34,4,1,2,7,Low Value,0.16,399,Improve engagement and evaluate cost-to-serve
C0089,Corporate,Rental,West,AHM001,4,2024-11-14,37,47111014.0,48,3,3,1,7,Regular Customers,0.16,402,Maintain engagement and encourage higher purchase frequency
C0391,Government,Construction,West,AHM001,3,2024-11-30,33,47080496.4,32,4,2,1,7,Low Value,0.16,404,Improve engagement and evaluate cost-to-serve
C0121,Government,Construction,West,PUN001,2,2024-12-01,34,47029566.2,31,4,2,1,7,Low Value,0.16,406,Improve engagement and evaluate cost-to-serve
C0208,Fleet Owner,Logistics,North,KOL001,4,2024-12-30,30,46904115.8,2,5,1,1,7,Low Value,0.16,408,Improve engagement and evaluate cost-to-serve
C0112,Fleet Owner,Mining,South,HYD001,2,2024-12-01,33,46248326.6,31,4,2,1,7,Low Value,0.16,417,Improve engagement and evaluate cost-to-serve
C0437,Dealer,Mining,West,HYD001,3,2024-12-21,30,46199550.2,11,5,1,1,7,Low Value,0.16,418,Improve engagement and evaluate cost-to-serve
C0416,Dealer,Manufacturing,South,CHN001,2,2024-10-20,37,46006682.0,73,2,4,1,7,At Risk,0.16,420,Run targeted re-engagement and retention campaigns
C0136,Dealer,Mining,West,AHM001,3,2024-11-13,37,45774176.2,49,3,3,1,7,Regular Customers,0.16,422,Maintain engagement and encourage higher purchase frequency
C0164,Government,Construction,North,DEL001,4,2024-11-13,36,45625652.8,49,3,3,1,7,Regular Customers,0.16,423,Maintain engagement and encourage higher purchase frequency
C0003,Government,Logistics,West,DEL001,2,2024-10-30,38,44728031.8,63,2,4,1,7,At Risk,0.15,433,Run targeted re-engagement and retention campaigns
C0332,Corporate,Mining,South,HYD001,1,2024-11-11,35,44566684.4,51,3,3,1,7,Regular Customers,0.15,435,Maintain engagement and encourage higher purchase frequency
C0147,Dealer,Rental,North,DEL001,5,2024-12-22,30,44007572.2,10,5,1,1,7,Low Value,0.15,441,Improve engagement and evaluate cost-to-serve
C0118,Retail,Rental,South,CHN001,4,2024-12-10,32,41835680.2,22,4,2,1,7,Low Value,0.14,457,Improve engagement and evaluate cost-to-serve
C0014,Fleet Owner,Construction,East,KOL001,2,2024-12-21,27,41523847.6,11,5,1,1,7,Low Value,0.14,461,Improve engagement and evaluate cost-to-serve
C0204,Retail,Rental,South,HYD001,2,2024-12-08,31,39880662.0,24,4,2,1,7,Low Value,0.14,468,Improve engagement and evaluate cost-to-serve
C0170,Government,Construction,South,HYD001,4,2024-12-20,27,38882680.4,12,5,1,1,7,Low Value,0.13,476,Improve engagement and evaluate cost-to-serve
C0392,Fleet Owner,Logistics,East,KOL001,2,2024-12-12,31,38571708.8,20,4,2,1,7,Low Value,0.13,477,Improve engagement and evaluate cost-to-serve
C0177,Dealer,Construction,West,PUN001,1,2024-12-25,28,35762840.4,7,5,1,1,7,Low Value,0.12,487,Improve engagement and evaluate cost-to-serve
C0108,Corporate,Rental,North,AHM001,4,2024-12-29,24,31126705.0,3,5,1,1,7,Low Value,0.11,496,Improve engagement and evaluate cost-to-serve
C0213,Fleet Owner,Rental,West,PUN001,4,2024-08-31,30,66248437.6,123,1,1,4,6,At Risk High Value,0.23,129,Prioritize retention and immediate re-engagement
C0491,Dealer,Infrastructure,South,CHN001,1,2024-07-04,27,65215944.4,181,1,1,4,6,At Risk High Value,0.22,140,Prioritize retention and immediate re-engagement
C0498,Fleet Owner,Construction,East,KOL001,3,2024-08-19,28,64864362.8,135,1,1,4,6,At Risk High Value,0.22,142,Prioritize retention and immediate re-engagement
C0485,Fleet Owner,Rental,West,PUN001,1,2024-10-01,28,59146123.8,92,2,1,3,6,Regular Customers,0.2,226,Maintain engagement and encourage higher purchase frequency
C0131,Corporate,Rental,South,HYD001,2,2024-06-14,32,59008448.8,201,1,2,3,6,Regular Customers,0.2,230,Maintain engagement and encourage higher purchase frequency
C0030,Corporate,Construction,South,HYD001,5,2024-09-02,32,58263942.8,121,1,2,3,6,Regular Customers,0.2,236,Maintain engagement and encourage higher purchase frequency
C0433,Dealer,Infrastructure,North,AHM001,3,2024-05-27,31,57020323.4,219,1,2,3,6,Regular Customers,0.19,264,Maintain engagement and encourage higher purchase frequency
C0260,Dealer,Logistics,South,HYD001,5,2024-09-05,32,55524668.6,118,1,2,3,6,Regular Customers,0.19,289,Maintain engagement and encourage higher purchase frequency
C0171,Fleet Owner,Construction,South,CHN001,3,2024-10-19,30,55348450.2,74,2,1,3,6,Regular Customers,0.19,292,Maintain engagement and encourage higher purchase frequency
C0434,Corporate,Mining,Central,KOL001,4,2024-10-26,33,54575670.2,67,2,2,2,6,Low Value,0.19,304,Improve engagement and evaluate cost-to-serve
C0223,Corporate,Logistics,West,AHM001,1,2024-10-15,33,54079206.6,78,2,2,2,6,Low Value,0.18,310,Improve engagement and evaluate cost-to-serve
C0066,Retail,Manufacturing,Central,HYD001,1,2024-10-11,32,54037060.8,82,2,2,2,6,Low Value,0.18,312,Improve engagement and evaluate cost-to-serve
C0442,Dealer,Logistics,East,KOL001,3,2024-10-20,33,53527848.6,73,2,2,2,6,Low Value,0.18,319,Improve engagement and evaluate cost-to-serve
C0325,Corporate,Rental,East,KOL001,3,2024-11-09,30,52920013.4,53,3,1,2,6,Low Value,0.18,327,Improve engagement and evaluate cost-to-serve
C0372,Government,Logistics,South,HYD001,4,2024-07-10,36,52822436.0,175,1,3,2,6,At Risk,0.18,328,Run targeted re-engagement and retention campaigns
C0361,Government,Logistics,South,HYD001,5,2024-09-26,32,52532617.8,97,2,2,2,6,Low Value,0.18,330,Improve engagement and evaluate cost-to-serve
C0324,Corporate,Mining,South,CHN001,5,2024-08-24,35,52335374.8,130,1,3,2,6,At Risk,0.18,331,Run targeted re-engagement and retention campaigns
C0376,Retail,Construction,North,DEL001,5,2024-11-24,29,52106248.6,38,3,1,2,6,Low Value,0.18,333,Improve engagement and evaluate cost-to-serve
C0368,Fleet Owner,Construction,South,CHN001,1,2024-11-01,31,51837532.8,61,2,2,2,6,Low Value,0.18,339,Improve engagement and evaluate cost-to-serve
C0266,Fleet Owner,Rental,South,CHN001,4,2024-09-24,35,50717014.0,99,1,3,2,6,At Risk,0.17,349,Run targeted re-engagement and retention campaigns
C0075,Retail,Mining,South,HYD001,5,2024-10-20,33,50186853.4,73,2,2,2,6,Low Value,0.17,362,Improve engagement and evaluate cost-to-serve
C0018,Retail,Construction,West,AHM001,2,2024-11-14,31,49286607.8,48,3,1,2,6,Low Value,0.17,371,Improve engagement and evaluate cost-to-serve
C0199,Government,Mining,West,AHM001,3,2024-10-21,33,48930073.4,72,2,2,2,6,Low Value,0.17,375,Improve engagement and evaluate cost-to-serve
C0389,Retail,Mining,West,AHM001,5,2024-11-25,30,48796477.0,37,3,1,2,6,Low Value,0.17,378,Improve engagement and evaluate cost-to-serve
C0114,Retail,Mining,East,KOL001,4,2024-09-27,33,48515792.8,96,2,2,2,6,Low Value,0.17,380,Improve engagement and evaluate cost-to-serve
C0474,Government,Logistics,West,PUN001,3,2024-11-07,30,48230361.0,55,3,1,2,6,Low Value,0.16,385,Improve engagement and evaluate cost-to-serve
C0484,Fleet Owner,Mining,West,AHM001,1,2024-11-10,27,48200851.6,52,3,1,2,6,Low Value,0.16,388,Improve engagement and evaluate cost-to-serve
C0299,Retail,Logistics,South,CHN001,1,2024-08-30,34,48095055.8,124,1,3,2,6,At Risk,0.16,391,Run targeted re-engagement and retention campaigns
C0122,Dealer,Rental,North East,KOL001,2,2024-11-05,31,48051119.4,57,3,1,2,6,Low Value,0.16,393,Improve engagement and evaluate cost-to-serve
C0043,Corporate,Construction,South,CHN001,4,2024-06-14,36,47644638.8,201,1,3,2,6,At Risk,0.16,395,Run targeted re-engagement and retention campaigns
C0418,Government,Mining,West,PUN001,4,2024-11-14,30,47167025.6,48,3,1,2,6,Low Value,0.16,400,Improve engagement and evaluate cost-to-serve
C0387,Dealer,Infrastructure,East,KOL001,4,2024-10-26,34,47133318.0,67,2,3,1,6,At Risk,0.16,401,Run targeted re-engagement and retention campaigns
C0298,Fleet Owner,Construction,South,CHN001,4,2024-11-20,33,46771231.0,42,3,2,1,6,Low Value,0.16,411,Improve engagement and evaluate cost-to-serve
C0163,Dealer,Logistics,West,AHM001,5,2024-08-05,38,46377823.0,149,1,4,1,6,At Risk,0.16,414,Run targeted re-engagement and retention campaigns
C0037,Corporate,Construction,West,PUN001,1,2024-10-25,36,45505928.0,68,2,3,1,6,At Risk,0.16,424,Run targeted re-engagement and retention campaigns
C0252,Retail,Construction,South,CHN001,2,2024-10-07,34,45321304.6,86,2,3,1,6,At Risk,0.15,426,Run targeted re-engagement and retention campaigns
C0248,Fleet Owner,Rental,West,PUN001,5,2024-12-04,30,45208412.0,28,4,1,1,6,Low Value,0.15,428,Improve engagement and evaluate cost-to-serve
C0500,Corporate,Infrastructure,East,KOL001,3,2024-12-07,27,44474866.6,25,4,1,1,6,Low Value,0.15,437,Improve engagement and evaluate cost-to-serve
C0229,Government,Mining,East,HYD001,3,2024-11-29,28,44419985.8,33,4,1,1,6,Low Value,0.15,438,Improve engagement and evaluate cost-to-serve
C0115,Fleet Owner,Mining,South,KOL001,5,2024-11-28,29,44357793.6,34,4,1,1,6,Low Value,0.15,439,Improve engagement and evaluate cost-to-serve
C0218,Fleet Owner,Construction,West,PUN001,5,2024-10-16,36,44324901.0,77,2,3,1,6,At Risk,0.15,440,Run targeted re-engagement and retention campaigns
C0382,Retail,Manufacturing,South,HYD001,3,2024-11-19,33,42929317.0,43,3,2,1,6,Low Value,0.15,448,Improve engagement and evaluate cost-to-serve
C0020,Dealer,Logistics,East,KOL001,3,2024-10-17,37,42586254.6,76,2,3,1,6,At Risk,0.15,450,Run targeted re-engagement and retention campaigns
C0243,Government,Construction,North,DEL001,3,2024-12-10,28,42431751.6,22,4,1,1,6,Low Value,0.15,454,Improve engagement and evaluate cost-to-serve
C0454,Government,Mining,West,PUN001,3,2024-11-14,33,41820500.6,48,3,2,1,6,Low Value,0.14,458,Improve engagement and evaluate cost-to-serve
C0350,Dealer,Logistics,North East,AHM001,2,2024-11-25,32,41227777.0,37,3,2,1,6,Low Value,0.14,462,Improve engagement and evaluate cost-to-serve
C0322,Government,Construction,West,AHM001,2,2024-12-10,28,40996678.0,22,4,1,1,6,Low Value,0.14,463,Improve engagement and evaluate cost-to-serve
C0151,Government,Infrastructure,East,KOL001,5,2024-11-28,27,39556960.6,34,4,1,1,6,Low Value,0.14,470,Improve engagement and evaluate cost-to-serve
C0388,Fleet Owner,Infrastructure,West,PUN001,5,2024-12-12,27,39389408.6,20,4,1,1,6,Low Value,0.13,472,Improve engagement and evaluate cost-to-serve
C0271,Corporate,Infrastructure,South,HYD001,5,2024-11-26,24,37757473.8,36,4,1,1,6,Low Value,0.13,480,Improve engagement and evaluate cost-to-serve
C0262,Corporate,Logistics,North,DEL001,4,2024-12-04,26,36628894.0,28,4,1,1,6,Low Value,0.13,485,Improve engagement and evaluate cost-to-serve
C0303,Corporate,Mining,West,AHM001,3,2024-12-01,27,32465859.6,31,4,1,1,6,Low Value,0.11,491,Improve engagement and evaluate cost-to-serve
C0183,Government,Mining,West,AHM001,4,2024-12-05,27,32313901.0,27,4,1,1,6,Low Value,0.11,492,Improve engagement and evaluate cost-to-serve
C0125,Government,Mining,West,HYD001,4,2024-12-09,30,31904862.6,23,4,1,1,6,Low Value,0.11,494,Improve engagement and evaluate cost-to-serve
C0180,Fleet Owner,Logistics,South,HYD001,3,2024-12-10,27,30093537.8,22,4,1,1,6,Low Value,0.1,498,Improve engagement and evaluate cost-to-serve
C0174,Government,Mining,West,AHM001,2,2024-12-03,29,29793255.0,29,4,1,1,6,Low Value,0.1,499,Improve engagement and evaluate cost-to-serve
C0347,Retail,Mining,North,DEL001,4,2024-12-03,24,22536660.4,29,4,1,1,6,Low Value,0.08,500,Improve engagement and evaluate cost-to-serve
C0256,Corporate,Infrastructure,North East,PUN001,4,2024-09-19,30,58794725.4,104,1,1,3,5,Regular Customers,0.2,233,Maintain engagement and encourage higher purchase frequency
C0047,Corporate,Rental,West,PUN001,5,2024-08-25,30,57880918.0,129,1,1,3,5,Regular Customers,0.2,245,Maintain engagement and encourage higher purchase frequency
C0417,Fleet Owner,Mining,East,KOL001,3,2024-09-11,32,51984530.4,112,1,2,2,5,Low Value,0.18,336,Improve engagement and evaluate cost-to-serve
C0497,Government,Logistics,South,CHN001,3,2024-11-02,30,51439335.2,60,2,1,2,5,Low Value,0.18,342,Improve engagement and evaluate cost-to-serve
C0405,Corporate,Infrastructure,West,PUN001,3,2024-06-25,32,50787823.0,190,1,2,2,5,Low Value,0.17,348,Improve engagement and evaluate cost-to-serve
C0031,Government,Mining,East,KOL001,4,2024-08-13,34,50500841.8,141,1,2,2,5,Low Value,0.17,352,Improve engagement and evaluate cost-to-serve
C0233,Government,Logistics,East,KOL001,3,2024-10-21,28,49889164.0,72,2,1,2,5,Low Value,0.17,364,Improve engagement and evaluate cost-to-serve
C0008,Corporate,Logistics,West,HYD001,1,2024-07-16,34,48368868.0,169,1,2,2,5,Low Value,0.17,382,Improve engagement and evaluate cost-to-serve
C0265,Retail,Mining,West,AHM001,1,2024-09-27,29,47931619.6,96,2,1,2,5,Low Value,0.16,394,Improve engagement and evaluate cost-to-serve
C0185,Dealer,Logistics,West,PUN001,5,2024-09-16,33,47500335.2,107,1,2,2,5,Low Value,0.16,397,Improve engagement and evaluate cost-to-serve
C0441,Dealer,Construction,North,PUN001,2,2024-10-19,31,47045233.8,74,2,2,1,5,Low Value,0.16,405,Improve engagement and evaluate cost-to-serve
C0187,Retail,Rental,North,CHN001,1,2024-11-08,30,46901016.0,54,3,1,1,5,Low Value,0.16,409,Improve engagement and evaluate cost-to-serve
C0423,Dealer,Infrastructure,South,DEL001,3,2024-11-09,30,46894840.4,53,3,1,1,5,Low Value,0.16,410,Improve engagement and evaluate cost-to-serve
C0092,Fleet Owner,Logistics,West,AHM001,2,2024-07-30,36,46760586.8,155,1,3,1,5,At Risk,0.16,412,Run targeted re-engagement and retention campaigns
C0239,Government,Logistics,South,CHN001,4,2024-10-27,32,44962159.0,66,2,2,1,5,Low Value,0.15,430,Improve engagement and evaluate cost-to-serve
C0351,Corporate,Rental,East,CHN001,1,2024-09-12,34,44776790.6,111,1,3,1,5,At Risk,0.15,432,Run targeted re-engagement and retention campaigns
C0277,Dealer,Logistics,West,PUN001,1,2024-09-14,36,43668914.6,109,1,3,1,5,At Risk,0.15,443,Run targeted re-engagement and retention campaigns
C0402,Fleet Owner,Rental,South,HYD001,1,2024-07-12,35,43498305.2,173,1,3,1,5,At Risk,0.15,444,Run targeted re-engagement and retention campaigns
C0034,Government,Construction,West,PUN001,5,2024-10-06,32,42477752.2,87,2,2,1,5,Low Value,0.15,453,Improve engagement and evaluate cost-to-serve
C0473,Government,Rental,South,CHN001,3,2024-11-15,26,42018356.8,47,3,1,1,5,Low Value,0.14,456,Improve engagement and evaluate cost-to-serve
C0150,Fleet Owner,Manufacturing,West,AHM001,5,2024-11-09,30,41608958.8,53,3,1,1,5,Low Value,0.14,459,Improve engagement and evaluate cost-to-serve
C0352,Corporate,Mining,South,KOL001,1,2024-11-11,30,40262666.2,51,3,1,1,5,Low Value,0.14,465,Improve engagement and evaluate cost-to-serve
C0336,Government,Rental,East,KOL001,5,2024-09-26,33,39095696.4,97,2,2,1,5,Low Value,0.13,473,Improve engagement and evaluate cost-to-serve
C0028,Retail,Infrastructure,South,PUN001,3,2024-11-13,29,38208624.0,49,3,1,1,5,Low Value,0.13,478,Improve engagement and evaluate cost-to-serve
C0007,Corporate,Manufacturing,West,PUN001,4,2024-11-03,31,36509378.2,59,3,1,1,5,Low Value,0.12,486,Improve engagement and evaluate cost-to-serve
C0279,Dealer,Rental,West,CHN001,4,2024-11-12,26,35292218.0,50,3,1,1,5,Low Value,0.12,488,Improve engagement and evaluate cost-to-serve
C0133,Government,Mining,South,AHM001,1,2024-04-07,29,51247358.0,269,1,1,2,4,Low Value,0.18,343,Improve engagement and evaluate cost-to-serve
C0444,Dealer,Manufacturing,South,CHN001,1,2024-01-08,30,50928809.0,359,1,1,2,4,Low Value,0.17,345,Improve engagement and evaluate cost-to-serve
C0202,Government,Logistics,North,AHM001,4,2024-09-21,28,50389917.2,102,1,1,2,4,Low Value,0.17,355,Improve engagement and evaluate cost-to-serve
C0048,Dealer,Mining,South,HYD001,3,2024-09-12,31,49413459.2,111,1,1,2,4,Low Value,0.17,368,Improve engagement and evaluate cost-to-serve
C0127,Government,Construction,East,KOL001,1,2024-06-25,28,48960650.8,190,1,1,2,4,Low Value,0.17,374,Improve engagement and evaluate cost-to-serve
C0313,Corporate,Mining,West,AHM001,1,2024-09-02,30,48205237.4,121,1,1,2,4,Low Value,0.16,386,Improve engagement and evaluate cost-to-serve
C0344,Fleet Owner,Mining,West,CHN001,2,2024-06-17,28,48151864.0,198,1,1,2,4,Low Value,0.16,390,Improve engagement and evaluate cost-to-serve
C0226,Dealer,Logistics,West,AHM001,5,2024-09-28,26,47025541.0,95,2,1,1,4,Low Value,0.16,407,Improve engagement and evaluate cost-to-serve
C0316,Dealer,Manufacturing,East,KOL001,4,2024-09-22,33,45390754.0,101,1,2,1,4,Low Value,0.16,425,Improve engagement and evaluate cost-to-serve
C0212,Retail,Infrastructure,North East,PUN001,4,2024-08-23,31,45262151.0,131,1,2,1,4,Low Value,0.15,427,Improve engagement and evaluate cost-to-serve
C0430,Retail,Manufacturing,West,KOL001,5,2024-10-11,27,44879330.8,82,2,1,1,4,Low Value,0.15,431,Improve engagement and evaluate cost-to-serve
C0283,Retail,Logistics,North,CHN001,1,2024-09-04,31,44490975.8,119,1,2,1,4,Low Value,0.15,436,Improve engagement and evaluate cost-to-serve
C0366,Corporate,Logistics,East,KOL001,4,2024-10-26,26,43711261.8,67,2,1,1,4,Low Value,0.15,442,Improve engagement and evaluate cost-to-serve
C0412,Corporate,Infrastructure,East,KOL001,3,2024-05-28,32,43246987.6,218,1,2,1,4,Low Value,0.15,446,Improve engagement and evaluate cost-to-serve
C0179,Government,Infrastructure,South,CHN001,3,2024-07-21,32,43222736.0,164,1,2,1,4,Low Value,0.15,447,Improve engagement and evaluate cost-to-serve
C0479,Retail,Construction,West,KOL001,1,2024-10-08,26,37716131.0,85,2,1,1,4,Low Value,0.13,481,Improve engagement and evaluate cost-to-serve
C0334,Corporate,Mining,South,CHN001,5,2024-08-24,33,37526956.6,130,1,2,1,4,Low Value,0.13,482,Improve engagement and evaluate cost-to-serve
C0139,Government,Mining,West,AHM001,2,2024-10-31,29,37337910.0,62,2,1,1,4,Low Value,0.13,483,Improve engagement and evaluate cost-to-serve
C0353,Dealer,Manufacturing,North,DEL001,1,2024-10-08,27,31979908.6,85,2,1,1,4,Low Value,0.11,493,Improve engagement and evaluate cost-to-serve
C0456,Corporate,Mining,North,DEL001,4,2024-10-16,27,31514609.0,77,2,1,1,4,Low Value,0.11,495,Improve engagement and evaluate cost-to-serve
C0267,Fleet Owner,Infrastructure,South,HYD001,3,2024-03-25,29,46440405.2,282,1,1,1,3,Low Value,0.16,413,Improve engagement and evaluate cost-to-serve
C0094,Corporate,Logistics,West,PUN001,4,2024-09-20,31,46343009.2,103,1,1,1,3,Low Value,0.16,415,Improve engagement and evaluate cost-to-serve
C0281,Government,Logistics,South,KOL001,4,2024-06-25,26,46282268.6,190,1,1,1,3,Low Value,0.16,416,Improve engagement and evaluate cost-to-serve
C0431,Government,Logistics,West,PUN001,5,2024-07-05,28,45787279.2,180,1,1,1,3,Low Value,0.16,421,Improve engagement and evaluate cost-to-serve
C0053,Fleet Owner,Construction,North,DEL001,5,2024-09-18,27,45016037.4,105,1,1,1,3,Low Value,0.15,429,Improve engagement and evaluate cost-to-serve
C0143,Corporate,Infrastructure,South,CHN001,3,2024-08-02,27,44644618.2,152,1,1,1,3,Low Value,0.15,434,Improve engagement and evaluate cost-to-serve
C0137,Dealer,Infrastructure,South,CHN001,5,2024-06-10,21,42806442.6,205,1,1,1,3,Low Value,0.15,449,Improve engagement and evaluate cost-to-serve
C0078,Dealer,Rental,South,HYD001,1,2024-06-22,31,42565724.6,193,1,1,1,3,Low Value,0.15,451,Improve engagement and evaluate cost-to-serve
C0182,Dealer,Infrastructure,East,KOL001,5,2024-08-03,29,40856091.0,151,1,1,1,3,Low Value,0.14,464,Improve engagement and evaluate cost-to-serve
C0339,Fleet Owner,Logistics,South,CHN001,2,2024-08-16,24,40193008.4,138,1,1,1,3,Low Value,0.14,466,Improve engagement and evaluate cost-to-serve
C0144,Fleet Owner,Construction,West,AHM001,2,2024-08-23,25,39589546.2,131,1,1,1,3,Low Value,0.14,469,Improve engagement and evaluate cost-to-serve
C0487,Dealer,Mining,South,DEL001,1,2024-03-18,26,39512216.0,289,1,1,1,3,Low Value,0.14,471,Improve engagement and evaluate cost-to-serve
C0091,Retail,Construction,South,PUN001,2,2024-09-07,30,39090471.8,116,1,1,1,3,Low Value,0.13,474,Improve engagement and evaluate cost-to-serve
C0117,Government,Mining,North East,AHM001,3,2024-08-12,31,38951277.4,142,1,1,1,3,Low Value,0.13,475,Improve engagement and evaluate cost-to-serve
C0238,Corporate,Construction,South,CHN001,5,2024-03-25,30,36717219.2,282,1,1,1,3,Low Value,0.13,484,Improve engagement and evaluate cost-to-serve
C0061,Dealer,Construction,West,HYD001,4,2024-09-08,29,33890240.0,115,1,1,1,3,Low Value,0.12,490,Improve engagement and evaluate cost-to-serve
C0292,Corporate,Rental,Central,AHM001,2,2024-04-28,27,30979627.8,248,1,1,1,3,Low Value,0.11,497,Improve engagement and evaluate cost-to-serve
