customer_id,customer_type,industry_segment,region,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,customer_lifetime_days,days_since_last_purchase,customer_lifetime_years,orders_per_year,retention_status,retention_score,retention_class,average_order_value
C0480,Government,Infrastructure,West,2019-01-24,2024-11-24,34,48525468.6,2169,38,5.938398357289528,5.7254495159059475,Recently Inactive,80,High Retention,1427219.6647058823
C0494,Corporate,Construction,East,2019-02-25,2024-11-28,32,48287535.6,2137,34,5.8507871321013,5.469349555451568,Recently Inactive,80,High Retention,1508985.4875
C0305,Fleet Owner,Logistics,North,2019-05-16,2024-11-27,31,48238808.800000004,2057,35,5.631759069130732,5.504496840058338,Recently Inactive,80,High Retention,1556090.6064516131
C0474,Government,Logistics,West,2019-01-11,2024-11-07,30,48230361.0,2182,55,5.973990417522245,5.021769019248396,Recently Inactive,80,High Retention,1607678.7
C0484,Fleet Owner,Mining,West,2019-01-30,2024-11-10,27,48200851.6,2163,52,5.921971252566735,4.559292649098475,Recently Inactive,80,High Retention,1785216.725925926
C0122,Dealer,Rental,North East,2019-01-12,2024-11-05,31,48051119.4,2181,57,5.971252566735113,5.191540577716644,Recently Inactive,80,High Retention,1550036.1096774193
C0079,Retail,Rental,North,2019-01-25,2024-11-28,31,47175266.2,2168,34,5.935660506502396,5.222670664206642,Recently Inactive,80,High Retention,1521782.7806451614
C0418,Government,Mining,West,2019-03-18,2024-11-14,30,47167025.6,2116,48,5.793292265571527,5.178402646502835,Recently Inactive,80,High Retention,1572234.1866666668
C0387,Dealer,Infrastructure,East,2019-01-02,2024-10-26,34,47133318.0,2191,67,5.9986310746064335,5.667959835691465,Recently Inactive,80,High Retention,1386274.0588235294
C0089,Corporate,Rental,West,2019-01-02,2024-11-14,37,47111014.0,2191,48,5.9986310746064335,6.168073938840712,Recently Inactive,80,High Retention,1273270.6486486488
C0391,Government,Construction,West,2019-01-14,2024-11-30,33,47080496.4,2179,32,5.965776865160849,5.531551170261588,Recently Inactive,80,High Retention,1426681.709090909
C0441,Dealer,Construction,North,2019-01-17,2024-10-19,31,47045233.8,2176,74,5.9575633127994525,5.203469669117647,Recently Inactive,80,High Retention,1517588.187096774
C0121,Government,Construction,West,2019-01-22,2024-12-01,34,47029566.199999996,2171,31,5.943874058863792,5.720175034546291,Recently Inactive,80,High Retention,1383222.5352941174
C0187,Retail,Rental,North,2019-05-02,2024-11-08,30,46901016.0,2071,54,5.670088980150582,5.290922259777885,Recently Inactive,80,High Retention,1563367.2
C0423,Dealer,Infrastructure,South,2019-02-25,2024-11-09,30,46894840.4,2137,53,5.8507871321013,5.127515208235845,Recently Inactive,80,High Retention,1563161.3466666667
C0298,Fleet Owner,Construction,South,2019-01-05,2024-11-20,33,46771231.0,2188,42,5.990417522245037,5.508797989031079,Recently Inactive,80,High Retention,1417310.0303030303
C0112,Fleet Owner,Mining,South,2019-02-27,2024-12-01,33,46248326.6,2135,31,5.845311430527036,5.6455503512880565,Recently Inactive,80,High Retention,1401464.4424242424
C0416,Dealer,Manufacturing,South,2019-01-05,2024-10-20,37,46006682.0,2188,73,5.990417522245037,6.176531078610604,Recently Inactive,80,High Retention,1243423.8378378379
C0136,Dealer,Mining,West,2019-03-23,2024-11-13,37,45774176.2,2111,49,5.779603011635865,6.401823780198958,Recently Inactive,80,High Retention,1237139.8972972974
C0164,Government,Construction,North,2019-01-11,2024-11-13,36,45625652.8,2182,49,5.973990417522245,6.026122823098075,Recently Inactive,80,High Retention,1267379.2444444443
C0037,Corporate,Construction,West,2019-06-12,2024-10-25,36,45505928.0,2030,68,5.557837097878165,6.477339901477833,Recently Inactive,80,High Retention,1264053.5555555555
C0252,Retail,Construction,South,2019-08-03,2024-10-07,34,45321304.6,1978,86,5.415468856947296,6.278311425682508,Recently Inactive,80,High Retention,1332979.5470588235
C0239,Government,Logistics,South,2019-10-11,2024-10-27,32,44962159.0,1909,66,5.2265571526351815,6.122577265584075,Recently Inactive,80,High Retention,1405067.46875
C0430,Retail,Manufacturing,West,2019-03-08,2024-10-11,27,44879330.8,2126,82,5.820670773442847,4.6386406396989655,Recently Inactive,80,High Retention,1662197.437037037
C0003,Government,Logistics,West,2019-04-05,2024-10-30,38,44728031.8,2098,63,5.7440109514031485,6.61558627264061,Recently Inactive,80,High Retention,1177053.4684210524
C0332,Corporate,Mining,South,2019-01-19,2024-11-11,35,44566684.4,2174,51,5.952087611225188,5.880289788408463,Recently Inactive,80,High Retention,1273333.8399999999
C0229,Government,Mining,East,2019-05-15,2024-11-29,28,44419985.8,2058,33,5.634496919917864,4.969387755102042,Recently Inactive,80,High Retention,1586428.0642857142
C0115,Fleet Owner,Mining,South,2019-05-07,2024-11-28,29,44357793.6,2066,34,5.6563997262149215,5.126936108422071,Recently Inactive,80,High Retention,1529579.0896551725
C0218,Fleet Owner,Construction,West,2019-02-02,2024-10-16,36,44324901.0,2160,77,5.9137577002053385,6.0875,Recently Inactive,80,High Retention,1231247.25
C0366,Corporate,Logistics,East,2019-03-09,2024-10-26,26,43711261.800000004,2125,67,5.817932922655715,4.468941176470588,Recently Inactive,80,High Retention,1681202.376923077
C0382,Retail,Manufacturing,South,2019-04-17,2024-11-19,33,42929317.0,2086,43,5.711156741957564,5.778163950143815,Recently Inactive,80,High Retention,1300888.393939394
C0020,Dealer,Logistics,East,2019-01-26,2024-10-17,37,42586254.6,2167,76,5.932922655715264,6.236386709736963,Recently Inactive,80,High Retention,1150979.854054054
C0034,Government,Construction,West,2019-01-05,2024-10-06,32,42477752.2,2188,87,5.990417522245037,5.341864716636198,Recently Inactive,80,High Retention,1327429.75625
C0473,Government,Rental,South,2019-03-04,2024-11-15,26,42018356.8,2130,47,5.831622176591376,4.458450704225352,Recently Inactive,80,High Retention,1616090.646153846
C0454,Government,Mining,West,2019-02-08,2024-11-14,33,41820500.6,2154,48,5.897330595482546,5.59575208913649,Recently Inactive,80,High Retention,1267287.896969697
C0150,Fleet Owner,Manufacturing,West,2019-07-12,2024-11-09,30,41608958.8,2000,53,5.475701574264202,5.478750000000001,Recently Inactive,80,High Retention,1386965.2933333332
C0350,Dealer,Logistics,North East,2019-05-03,2024-11-25,32,41227777.0,2070,37,5.66735112936345,5.646376811594203,Recently Inactive,80,High Retention,1288368.03125
C0352,Corporate,Mining,South,2019-02-23,2024-11-11,30,40262666.2,2139,51,5.856262833675565,5.122720897615708,Recently Inactive,80,High Retention,1342088.8733333335
C0151,Government,Infrastructure,East,2019-03-03,2024-11-28,27,39556960.6,2131,34,5.834360027378508,4.627756921633036,Recently Inactive,80,High Retention,1465072.6148148149
C0028,Retail,Infrastructure,South,2019-01-22,2024-11-13,29,38208624.0,2171,49,5.943874058863792,4.878972823583601,Recently Inactive,80,High Retention,1317538.7586206896
C0271,Corporate,Infrastructure,South,2019-06-05,2024-11-26,24,37757473.800000004,2037,36,5.577002053388091,4.303387334315169,Recently Inactive,80,High Retention,1573228.0750000002
C0479,Retail,Construction,West,2019-02-22,2024-10-08,26,37716131.0,2140,85,5.859000684462697,4.437616822429907,Recently Inactive,80,High Retention,1450620.423076923
C0139,Government,Mining,West,2019-03-13,2024-10-31,29,37337910.0,2121,62,5.806981519507187,4.993988684582744,Recently Inactive,80,High Retention,1287514.1379310344
C0007,Corporate,Manufacturing,West,2019-05-08,2024-11-03,31,36509378.2,2065,59,5.653661875427789,5.48317191283293,Recently Inactive,80,High Retention,1177721.8774193549
C0279,Dealer,Rental,West,2019-05-12,2024-11-12,26,35292218.0,2061,50,5.642710472279261,4.607714701601164,Recently Inactive,80,High Retention,1357393.0
C0303,Corporate,Mining,West,2019-04-05,2024-12-01,27,32465859.599999998,2098,31,5.7440109514031485,4.700548141086749,Recently Inactive,80,High Retention,1202439.2444444443
C0353,Dealer,Manufacturing,North,2019-01-16,2024-10-08,27,31979908.6,2177,85,5.960301163586585,4.529972439136427,Recently Inactive,80,High Retention,1184441.0592592594
C0456,Corporate,Mining,North,2019-02-23,2024-10-16,27,31514609.0,2139,77,5.856262833675565,4.610448807854137,Recently Inactive,80,High Retention,1167207.7407407407
C0254,Dealer,Mining,West,2019-07-01,2024-09-25,48,89556446.6,2011,98,5.505817932922656,8.718050721034311,At Risk,60,Moderate Retention,1865759.3041666665
C0221,Dealer,Logistics,North,2019-01-17,2024-09-05,44,82001959.0,2176,118,5.9575633127994525,7.385569852941177,At Risk,60,Moderate Retention,1863680.8863636365
C0103,Dealer,Infrastructure,South,2019-02-21,2024-08-29,40,75304293.2,2141,125,5.861738535249829,6.823914058851003,At Risk,60,Moderate Retention,1882607.33
C0154,Fleet Owner,Logistics,North,2019-01-29,2024-08-21,45,74171590.6,2164,133,5.924709103353867,7.595309611829945,At Risk,60,Moderate Retention,1648257.5688888887
C0476,Fleet Owner,Infrastructure,North,2019-01-13,2024-09-29,34,73746173.2,2180,94,5.968514715947981,5.6965596330275226,At Risk,60,Moderate Retention,2169005.094117647
C0337,Corporate,Manufacturing,North,2019-04-15,2024-08-25,34,73457151.8,2088,129,5.716632443531828,5.947557471264368,At Risk,60,Moderate Retention,2160504.464705882
C0084,Corporate,Logistics,West,2019-04-29,2024-09-22,39,73317161.4,2074,101,5.678302532511978,6.868249758919961,At Risk,60,Moderate Retention,1879927.2153846156
C0384,Retail,Construction,South,2019-02-05,2024-09-09,39,72157498.2,2157,114,5.905544147843942,6.6039638386648125,At Risk,60,Moderate Retention,1850192.2615384615
C0002,Fleet Owner,Manufacturing,South,2019-01-24,2024-09-07,51,71712838.0,2169,116,5.938398357289528,8.58817427385892,At Risk,60,Moderate Retention,1406134.0784313725
C0489,Fleet Owner,Rental,South,2019-04-14,2024-08-17,47,70625273.0,2089,137,5.71937029431896,8.217687888942077,At Risk,60,Moderate Retention,1502665.3829787234
C0025,Corporate,Infrastructure,West,2019-01-29,2024-08-18,38,70349653.0,2164,136,5.924709103353867,6.413817005545287,At Risk,60,Moderate Retention,1851306.6578947369
C0373,Corporate,Manufacturing,South,2019-04-03,2024-09-02,38,69753317.8,2100,121,5.749486652977413,6.609285714285714,At Risk,60,Moderate Retention,1835613.6263157893
C0311,Government,Infrastructure,North,2019-02-03,2024-09-17,41,69331648.2,2159,106,5.9110198494182065,6.936197313571098,At Risk,60,Moderate Retention,1691015.8097560976
C0192,Fleet Owner,Logistics,East,2019-01-19,2024-08-29,40,69269688.4,2174,125,5.952087611225188,6.72033118675253,At Risk,60,Moderate Retention,1731742.2100000002
C0225,Fleet Owner,Logistics,North,2019-03-17,2024-07-17,48,69254158.0,2117,168,5.796030116358659,8.28153046764289,At Risk,60,Moderate Retention,1442794.9583333333
C0385,Corporate,Manufacturing,West,2019-07-27,2024-09-23,37,67435700.6,1985,100,5.434633812457221,6.808186397984886,At Risk,60,Moderate Retention,1822586.5027027025
C0464,Corporate,Infrastructure,North,2019-01-18,2024-09-13,38,67405736.8,2175,110,5.95482546201232,6.381379310344827,At Risk,60,Moderate Retention,1773835.1789473684
C0156,Government,Manufacturing,South,2019-01-14,2024-09-17,33,67117436.4,2179,106,5.965776865160849,5.531551170261588,At Risk,60,Moderate Retention,2033861.7090909092
C0176,Dealer,Logistics,South,2019-01-14,2024-08-07,42,66901722.800000004,2179,147,5.965776865160849,7.040156034878384,At Risk,60,Moderate Retention,1592898.161904762
C0293,Dealer,Logistics,West,2019-01-19,2024-09-25,36,66815451.4,2174,98,5.952087611225188,6.048298068077277,At Risk,60,Moderate Retention,1855984.7611111111
C0428,Retail,Construction,North,2019-01-25,2024-08-26,43,66337820.6,2168,128,5.935660506502396,7.244349630996309,At Risk,60,Moderate Retention,1542740.0139534883
C0213,Fleet Owner,Rental,West,2019-02-26,2024-08-31,30,66248437.6,2136,123,5.848049281314168,5.129915730337079,At Risk,60,Moderate Retention,2208281.2533333334
C0006,Government,Construction,West,2019-06-05,2024-09-02,40,65482805.4,2037,121,5.577002053388091,7.172312223858615,At Risk,60,Moderate Retention,1637070.135
C0498,Fleet Owner,Construction,East,2019-03-01,2024-08-19,28,64864362.8,2133,135,5.839835728952772,4.79465541490858,At Risk,60,Moderate Retention,2316584.3857142855
C0116,Dealer,Construction,North,2019-01-08,2024-07-28,35,64081942.6,2185,157,5.982203969883641,5.850686498855835,At Risk,60,Moderate Retention,1830912.6457142858
C0198,Government,Mining,West,2019-03-27,2024-08-01,36,63577917.2,2107,153,5.768651608487337,6.2406264831514004,At Risk,60,Moderate Retention,1766053.2555555557
C0249,Corporate,Construction,West,2019-01-16,2024-09-03,35,63391180.8,2177,120,5.960301163586585,5.872186495176849,At Risk,60,Moderate Retention,1811176.5942857142
C0135,Retail,Rental,South,2019-03-09,2024-08-27,35,62791824.6,2125,127,5.817932922655715,6.015882352941176,At Risk,60,Moderate Retention,1794052.1314285714
C0438,Corporate,Rental,East,2019-06-17,2024-09-01,39,61720027.0,2025,122,5.544147843942505,7.0344444444444445,At Risk,60,Moderate Retention,1582564.7948717948
C0419,Fleet Owner,Logistics,West,2019-03-05,2024-09-30,31,61514207.2,2129,93,5.8288843258042435,5.318341944574918,At Risk,60,Moderate Retention,1984329.2645161292
C0228,Government,Construction,South,2019-03-27,2024-09-10,34,61132479.4,2107,113,5.768651608487337,5.893925011865211,At Risk,60,Moderate Retention,1798014.0999999999
C0024,Dealer,Rental,South,2019-01-22,2024-09-17,44,60658309.2,2171,106,5.943874058863792,7.402579456471671,At Risk,60,Moderate Retention,1378597.9363636365
C0251,Dealer,Mining,North,2019-01-09,2024-07-06,36,60544705.8,2184,179,5.979466119096509,6.020604395604396,At Risk,60,Moderate Retention,1681797.3833333333
C0235,Fleet Owner,Mining,East,2019-05-08,2024-09-10,38,60478356.4,2065,113,5.653661875427789,6.721307506053268,At Risk,60,Moderate Retention,1591535.694736842
C0085,Retail,Mining,South,2019-01-01,2024-09-20,37,60463527.2,2192,103,6.0013689253935665,6.16526003649635,At Risk,60,Moderate Retention,1634149.3837837838
C0365,Government,Manufacturing,East,2019-01-04,2024-09-15,39,60336743.2,2189,108,5.993155373032169,6.507423481041572,At Risk,60,Moderate Retention,1547095.9794871795
C0021,Corporate,Mining,South,2019-01-16,2024-10-01,45,59956738.4,2177,92,5.960301163586585,7.549954065227377,At Risk,60,Moderate Retention,1332371.9644444445
C0358,Government,Infrastructure,West,2019-04-17,2024-10-01,36,59405501.6,2086,92,5.711156741957564,6.303451581975072,At Risk,60,Moderate Retention,1650152.8222222223
C0485,Fleet Owner,Rental,West,2019-01-14,2024-10-01,28,59146123.8,2179,92,5.965776865160849,4.69343735658559,At Risk,60,Moderate Retention,2112361.564285714
C0158,Corporate,Infrastructure,East,2019-03-03,2024-09-26,36,58875735.2,2131,97,5.834360027378508,6.170342562177382,At Risk,60,Moderate Retention,1635437.088888889
C0256,Corporate,Infrastructure,North East,2019-01-03,2024-09-19,30,58794725.4,2190,104,5.9958932238193015,5.0034246575342465,At Risk,60,Moderate Retention,1959824.18
C0314,Retail,Logistics,East,2019-01-22,2024-09-26,36,58625243.800000004,2171,97,5.943874058863792,6.056655918931368,At Risk,60,Moderate Retention,1628478.9944444445
C0030,Corporate,Construction,South,2019-01-30,2024-09-02,32,58263942.8,2163,121,5.921971252566735,5.403606102635229,At Risk,60,Moderate Retention,1820748.2125
C0424,Retail,Construction,West,2019-03-22,2024-09-23,35,58183379.4,2112,100,5.782340862422998,6.052911931818182,At Risk,60,Moderate Retention,1662382.2685714285
C0047,Corporate,Rental,West,2019-04-06,2024-08-25,30,57880918.0,2097,129,5.7412731006160165,5.225321888412017,At Risk,60,Moderate Retention,1929363.9333333333
C0088,Corporate,Infrastructure,West,2019-01-26,2024-08-06,36,57330201.8,2167,148,5.932922655715264,6.06783571758191,At Risk,60,Moderate Retention,1592505.6055555556
C0260,Dealer,Logistics,South,2019-08-24,2024-09-05,32,55524668.6,1957,118,5.3579739904175225,5.972406745017884,At Risk,60,Moderate Retention,1735145.89375
C0463,Dealer,Mining,West,2019-01-10,2024-08-22,35,55370560.0,2183,132,5.976728268309377,5.856046724690793,At Risk,60,Moderate Retention,1582016.0
C0450,Fleet Owner,Construction,East,2019-01-15,2024-09-12,38,55345960.4,2178,111,5.963039014373717,6.372589531680441,At Risk,60,Moderate Retention,1456472.6421052632
C0330,Retail,Infrastructure,East,2019-02-12,2024-08-10,38,54285450.6,2150,144,5.886379192334018,6.455581395348837,At Risk,60,Moderate Retention,1428564.4894736842
C0372,Government,Logistics,South,2019-02-15,2024-07-10,36,52822436.0,2147,175,5.878165639972622,6.124359571495109,At Risk,60,Moderate Retention,1467289.888888889
C0361,Government,Logistics,South,2019-01-15,2024-09-26,32,52532617.8,2178,97,5.963039014373717,5.366391184573002,At Risk,60,Moderate Retention,1641644.30625
C0324,Corporate,Mining,South,2019-01-24,2024-08-24,35,52335374.8,2169,130,5.938398357289528,5.893845089903181,At Risk,60,Moderate Retention,1495296.4228571428
C0417,Fleet Owner,Mining,East,2019-12-18,2024-09-11,32,51984530.4,1841,112,5.040383299110198,6.348723519826182,At Risk,60,Moderate Retention,1624516.575
C0266,Fleet Owner,Rental,South,2019-01-22,2024-09-24,35,50717014.0,2171,99,5.943874058863792,5.88841547673883,At Risk,60,Moderate Retention,1449057.5428571429
C0031,Government,Mining,East,2019-04-11,2024-08-13,34,50500841.8,2092,141,5.727583846680356,5.936185468451242,At Risk,60,Moderate Retention,1485318.8764705881
C0202,Government,Logistics,North,2019-09-19,2024-09-21,28,50389917.2,1931,102,5.286789869952088,5.29621957534956,At Risk,60,Moderate Retention,1799639.9000000001
C0451,Government,Manufacturing,East,2019-01-07,2024-07-06,37,49725150.4,2186,179,5.984941820670773,6.182182067703568,At Risk,60,Moderate Retention,1343922.9837837839
C0048,Dealer,Mining,South,2019-04-05,2024-09-12,31,49413459.2,2098,111,5.7440109514031485,5.396925643469971,At Risk,60,Moderate Retention,1593982.5548387098
C0470,Government,Mining,South,2019-01-25,2024-09-27,36,49194933.2,2168,96,5.935660506502396,6.0650369003690034,At Risk,60,Moderate Retention,1366525.9222222222
C0132,Corporate,Construction,Central,2019-02-22,2024-10-01,37,49004629.4,2140,92,5.859000684462697,6.315070093457943,At Risk,60,Moderate Retention,1324449.4432432433
C0114,Retail,Mining,East,2019-02-09,2024-09-27,33,48515792.8,2153,96,5.894592744695414,5.59835113794705,At Risk,60,Moderate Retention,1470175.5393939393
C0100,Government,Construction,North,2019-01-25,2024-09-10,38,48373950.0,2168,113,5.935660506502396,6.401983394833948,At Risk,60,Moderate Retention,1272998.6842105263
C0008,Corporate,Logistics,West,2019-03-04,2024-07-16,34,48368868.0,2130,169,5.831622176591376,5.830281690140845,At Risk,60,Moderate Retention,1422613.7647058824
C0313,Corporate,Mining,West,2019-05-28,2024-09-02,30,48205237.4,2045,121,5.598904859685147,5.358190709046455,At Risk,60,Moderate Retention,1606841.2466666666
C0299,Retail,Logistics,South,2019-01-24,2024-08-30,34,48095055.8,2169,124,5.938398357289528,5.7254495159059475,At Risk,60,Moderate Retention,1414560.4647058824
C0265,Retail,Mining,West,2019-02-19,2024-09-27,29,47931619.6,2143,96,5.867214236824093,4.942720485300979,At Risk,60,Moderate Retention,1652814.4689655174
C0185,Dealer,Logistics,West,2019-03-25,2024-09-16,33,47500335.2,2109,107,5.774127310061601,5.715149359886202,At Risk,60,Moderate Retention,1439404.0969696972
C0226,Dealer,Logistics,West,2019-01-22,2024-09-28,26,47025541.0,2171,95,5.943874058863792,4.374251497005988,At Risk,60,Moderate Retention,1808674.6538461538
C0092,Fleet Owner,Logistics,West,2019-01-17,2024-07-30,36,46760586.8,2176,155,5.9575633127994525,6.0427389705882355,At Risk,60,Moderate Retention,1298905.1888888888
C0163,Dealer,Logistics,West,2019-06-02,2024-08-05,38,46377823.0,2040,149,5.585215605749487,6.803676470588235,At Risk,60,Moderate Retention,1220469.0263157894
C0094,Corporate,Logistics,West,2019-01-18,2024-09-20,31,46343009.2,2175,103,5.95482546201232,5.2058620689655175,At Risk,60,Moderate Retention,1494935.7806451614
C0431,Government,Logistics,West,2019-06-09,2024-07-05,28,45787279.2,2033,180,5.566050650239562,5.030496802754549,At Risk,60,Moderate Retention,1635259.9714285715
C0316,Dealer,Manufacturing,East,2019-03-08,2024-09-22,33,45390754.0,2126,101,5.820670773442847,5.669449670743179,At Risk,60,Moderate Retention,1375477.393939394
C0212,Retail,Infrastructure,North East,2019-02-01,2024-08-23,31,45262151.0,2161,131,5.916495550992471,5.239588153632578,At Risk,60,Moderate Retention,1460069.3870967743
C0053,Fleet Owner,Construction,North,2019-05-16,2024-09-18,27,45016037.4,2057,105,5.631759069130732,4.794239183276617,At Risk,60,Moderate Retention,1667260.6444444444
C0351,Corporate,Rental,East,2019-03-29,2024-09-12,34,44776790.6,2105,111,5.763175906913073,5.899524940617577,At Risk,60,Moderate Retention,1316964.4294117647
C0143,Corporate,Infrastructure,South,2019-01-11,2024-08-02,27,44644618.2,2182,152,5.973990417522245,4.5195921173235565,At Risk,60,Moderate Retention,1653504.3777777778
C0283,Retail,Logistics,North,2019-04-14,2024-09-04,31,44490975.8,2089,119,5.71937029431896,5.420177118238391,At Risk,60,Moderate Retention,1435192.7677419353
C0277,Dealer,Logistics,West,2019-05-28,2024-09-14,36,43668914.6,2045,109,5.598904859685147,6.4298288508557455,At Risk,60,Moderate Retention,1213025.4055555556
C0402,Fleet Owner,Rental,South,2019-01-25,2024-07-12,35,43498305.199999996,2168,173,5.935660506502396,5.896563653136531,At Risk,60,Moderate Retention,1242808.72
C0179,Government,Infrastructure,South,2019-05-20,2024-07-21,32,43222736.0,2053,164,5.620807665982204,5.693132001948369,At Risk,60,Moderate Retention,1350710.5
C0182,Dealer,Infrastructure,East,2019-03-03,2024-08-03,29,40856091.0,2131,151,5.834360027378508,4.970553730642891,At Risk,60,Moderate Retention,1408830.7241379311
C0339,Fleet Owner,Logistics,South,2019-05-01,2024-08-16,24,40193008.4,2072,138,5.672826830937714,4.230694980694981,At Risk,60,Moderate Retention,1674708.6833333333
C0144,Fleet Owner,Construction,West,2019-04-02,2024-08-23,25,39589546.2,2101,131,5.752224503764545,4.346144693003332,At Risk,60,Moderate Retention,1583581.8480000002
C0336,Government,Rental,East,2019-04-29,2024-09-26,33,39095696.4,2074,97,5.678302532511978,5.811595949855352,At Risk,60,Moderate Retention,1184718.0727272728
C0091,Retail,Construction,South,2019-01-09,2024-09-07,30,39090471.8,2184,116,5.979466119096509,5.01717032967033,At Risk,60,Moderate Retention,1303015.7266666666
C0117,Government,Mining,North East,2019-01-01,2024-08-12,31,38951277.4,2192,142,6.0013689253935665,5.165488138686131,At Risk,60,Moderate Retention,1256492.8193548387
C0334,Corporate,Mining,South,2019-01-03,2024-08-24,33,37526956.6,2190,130,5.9958932238193015,5.5037671232876715,At Risk,60,Moderate Retention,1137180.5030303032
C0061,Dealer,Construction,West,2019-01-29,2024-09-08,29,33890240.0,2164,115,5.924709103353867,4.894755083179298,At Risk,60,Moderate Retention,1168628.9655172413
C0110,Dealer,Logistics,Central,2019-01-25,2024-06-21,42,90807306.0,2168,194,5.935660506502396,7.075876383763838,Churn Risk,30,Low Retention,2162078.714285714
C0297,Fleet Owner,Rental,South,2019-02-13,2024-07-01,34,73065015.6,2149,184,5.883641341546886,5.77873429502094,Churn Risk,30,Low Retention,2148971.0470588235
C0421,Retail,Construction,South,2019-04-06,2024-06-21,38,69466242.8,2097,194,5.7412731006160165,6.618741058655222,Churn Risk,30,Low Retention,1828059.0210526315
C0041,Government,Rental,South,2019-01-11,2024-06-11,38,68044561.6,2182,204,5.973990417522245,6.360907424381302,Churn Risk,30,Low Retention,1790646.3578947366
C0491,Dealer,Infrastructure,South,2019-03-27,2024-07-04,27,65215944.4,2107,181,5.768651608487337,4.68046986236355,Churn Risk,30,Low Retention,2415405.348148148
C0126,Dealer,Manufacturing,South,2019-03-05,2024-04-05,33,64059034.8,2129,271,5.8288843258042435,5.661460779708784,Churn Risk,30,Low Retention,1941182.8727272726
C0131,Corporate,Rental,South,2019-02-21,2024-06-14,32,59008448.8,2141,201,5.861738535249829,5.459131247080803,Churn Risk,30,Low Retention,1844014.025
C0029,Dealer,Construction,South,2019-01-16,2024-06-30,38,58176890.6,2177,185,5.960301163586585,6.375516766192007,Churn Risk,30,Low Retention,1530970.805263158
C0433,Dealer,Infrastructure,North,2019-09-11,2024-05-27,31,57020323.4,1939,219,5.308692676249144,5.839479112944817,Churn Risk,30,Low Retention,1839365.270967742
C0274,Dealer,Mining,North,2019-01-08,2024-06-27,39,54639688.2,2185,188,5.982203969883641,6.5193363844393595,Churn Risk,30,Low Retention,1401017.6461538463
C0321,Retail,Logistics,South,2019-01-04,2024-06-28,38,54558976.4,2189,187,5.993155373032169,6.3405664687071726,Churn Risk,30,Low Retention,1435762.5368421052
C0133,Government,Mining,South,2019-03-27,2024-04-07,29,51247358.0,2107,269,5.768651608487337,5.027171333649739,Churn Risk,30,Low Retention,1767150.2758620689
C0444,Dealer,Manufacturing,South,2019-02-25,2024-01-08,30,50928809.0,2137,359,5.8507871321013,5.127515208235845,Churn Risk,30,Low Retention,1697626.9666666666
C0405,Corporate,Infrastructure,West,2019-01-30,2024-06-25,32,50787823.0,2163,190,5.921971252566735,5.403606102635229,Churn Risk,30,Low Retention,1587119.46875
C0127,Government,Construction,East,2019-03-01,2024-06-25,28,48960650.8,2133,190,5.839835728952772,4.79465541490858,Churn Risk,30,Low Retention,1748594.6714285712
C0344,Fleet Owner,Mining,West,2019-01-04,2024-06-17,28,48151864.0,2189,198,5.993155373032169,4.67199634536318,Churn Risk,30,Low Retention,1719709.4285714286
C0043,Corporate,Construction,South,2019-04-04,2024-06-14,36,47644638.800000004,2099,201,5.746748802190281,6.2644116245831345,Churn Risk,30,Low Retention,1323462.188888889
C0267,Fleet Owner,Infrastructure,South,2019-03-07,2024-03-25,29,46440405.199999996,2127,282,5.823408624229979,4.979901269393512,Churn Risk,30,Low Retention,1601393.2827586206
C0281,Government,Logistics,South,2019-07-26,2024-06-25,26,46282268.6,1986,190,5.437371663244353,4.781722054380665,Churn Risk,30,Low Retention,1780087.2538461538
C0412,Corporate,Infrastructure,East,2019-04-20,2024-05-28,32,43246987.6,2083,218,5.702943189596167,5.611137782045128,Churn Risk,30,Low Retention,1351468.3625
C0137,Dealer,Infrastructure,South,2019-06-13,2024-06-10,21,42806442.6,2029,205,5.555099247091033,3.780310497782159,Churn Risk,30,Low Retention,2038402.0285714287
C0078,Dealer,Rental,South,2019-01-31,2024-06-22,31,42565724.6,2162,193,5.919233401779603,5.237164662349676,Churn Risk,30,Low Retention,1373087.8903225807
C0487,Dealer,Mining,South,2019-03-08,2024-03-18,26,39512216.0,2126,289,5.820670773442847,4.466839134524929,Churn Risk,30,Low Retention,1519700.6153846155
C0238,Corporate,Construction,South,2019-01-22,2024-03-25,30,36717219.2,2171,282,5.943874058863792,5.04721326577614,Churn Risk,30,Low Retention,1223907.3066666669
C0292,Corporate,Rental,Central,2019-01-11,2024-04-28,27,30979627.8,2182,248,5.973990417522245,4.5195921173235565,Churn Risk,30,Low Retention,1147393.6222222222
