customer_id,customer_type,industry_segment,region,customer_since,customer_tenure_years,delivered_order_count,orders_per_year,total_revenue,average_order_value,total_units_purchased,total_product_revenue,total_gross_profit,gross_margin_pct,annualized_revenue,annualized_gross_profit,estimated_customer_lifetime_value,customer_profitability_class,customer_clv_class,overall_customer_value_class,profitability_rank,clv_rank
C0396,Government,Manufacturing,West,2019-03-19,5.79,38,6.56,64506474.4,1697538.8,2731,50680080,13888537.21,21.53,11139947.88,2398481.43,7195444.28,Medium Profitability,Medium CLV,Medium Value,152,268
C0365,Government,Manufacturing,East,2019-05-16,5.63,39,6.93,60336743.2,1547095.98,2697,47362240,13453246.04,22.3,10713658.46,2388817.75,7166453.26,Medium Profitability,Medium CLV,Medium Value,179,269
C0307,Dealer,Manufacturing,West,2018-03-10,6.81,42,6.16,73655534.6,1753703.2,2971,57776220,16257056.64,22.07,10808631.58,2385652.85,7156958.54,High Profitability,Medium CLV,High Value,53,270
C0358,Government,Infrastructure,West,2019-07-20,5.45,36,6.6,59405501.6,1650152.82,2398,46632120,12944048.29,21.79,10892499.73,2373400.42,7120201.26,Medium Profitability,Medium CLV,Medium Value,223,271
C0173,Retail,Logistics,South,2019-07-20,5.45,31,5.68,57999777.4,1870960.56,2502,45510430,12935460.63,22.3,10634748.34,2371825.8,7115477.4,Medium Profitability,Medium CLV,Medium Value,224,272
C0188,Corporate,Logistics,West,2019-12-26,5.02,39,7.77,54387524.8,1394551.92,2365,42691360,11773574.82,21.65,10837448.68,2346043.76,7038131.27,Medium Profitability,Medium CLV,Medium Value,312,273
C0202,Government,Logistics,North,2020-05-05,4.66,28,6.01,50389917.2,1799639.9,2183,39546540,10889406.44,21.61,10813699.92,2336871.74,7010615.22,Medium Profitability,Medium CLV,Medium Value,372,274
C0482,Fleet Owner,Logistics,East,2018-05-29,6.6,31,4.7,73762403.2,2379432.36,2461,57846740,15330949.98,20.78,11183776.57,2324462.22,6973386.65,High Profitability,Medium CLV,High Value,81,275
C0129,Corporate,Mining,North,2017-11-23,7.11,36,5.07,76393252.6,2122034.79,2939,59941820,16289310.59,21.32,10748318.76,2291860.82,6875582.46,High Profitability,Medium CLV,High Value,52,276
C0448,Fleet Owner,Logistics,East,2018-06-29,6.51,36,5.53,68495840.4,1902662.23,2526,53706280,14878368.83,21.72,10520650.0,2285249.88,6855749.64,High Profitability,Medium CLV,High Value,103,277
C0284,Corporate,Manufacturing,East,2018-05-25,6.61,41,6.21,69641823.4,1698581.06,3035,54612880,15082384.66,21.66,10541515.13,2282984.25,6848952.75,High Profitability,Medium CLV,High Value,95,278
C0266,Fleet Owner,Rental,South,2020-02-07,4.9,35,7.14,50717014.0,1449057.54,2425,39797800,11067164.2,21.82,10348820.87,2258257.95,6774773.84,Medium Profitability,Medium CLV,Medium Value,361,279
C0198,Government,Mining,West,2019-02-28,5.84,36,6.16,63577917.2,1766053.26,2375,49819290,13128661.2,20.65,10881834.23,2247068.18,6741204.55,Medium Profitability,Medium CLV,Medium Value,206,280
C0103,Dealer,Infrastructure,South,2017-11-07,7.15,40,5.59,75304293.2,1882607.33,2899,59164240,16025726.21,21.28,10530204.09,2240963.44,6722890.31,High Profitability,Medium CLV,High Value,60,281
C0176,Dealer,Logistics,South,2018-07-07,6.49,42,6.47,66901722.8,1592898.16,2872,52504460,14505688.28,21.68,10310487.03,2235528.54,6706585.63,High Profitability,Medium CLV,High Value,122,282
C0060,Dealer,Mining,South,2017-07-21,7.45,44,5.91,77163010.4,1753704.78,3190,60575030,16601114.1,21.51,10357879.29,2228429.59,6685288.78,High Profitability,Medium CLV,High Value,44,283
C0300,Dealer,Mining,North,2017-11-22,7.11,40,5.63,72746205.0,1818655.12,2801,57051500,15836613.28,21.77,10231248.12,2227309.59,6681928.76,High Profitability,Medium CLV,High Value,67,284
C0455,Retail,Logistics,Central,2018-09-12,6.31,35,5.55,63287015.4,1808200.44,2493,49656280,13995512.87,22.11,10037161.26,2219653.09,6658959.28,Medium Profitability,Medium CLV,Medium Value,143,285
C0417,Fleet Owner,Mining,East,2019-10-01,5.25,32,6.09,51984530.4,1624516.58,2135,40806780,11582203.76,22.28,9894397.98,2204481.46,6613444.38,Medium Profitability,Medium CLV,Medium Value,324,286
C0324,Corporate,Mining,South,2019-11-10,5.14,35,6.8,52335374.8,1495296.42,2391,41098360,11330233.84,21.65,10173228.12,2202431.03,6607293.1,Medium Profitability,Medium CLV,Medium Value,341,287
C0230,Dealer,Infrastructure,North,2018-10-14,6.22,38,6.11,62086661.8,1633859.52,2971,48757760,13687423.66,22.05,9985536.43,2201378.9,6604136.71,Medium Profitability,Medium CLV,Medium Value,162,288
C0011,Retail,Infrastructure,West,2019-03-12,5.81,41,7.06,57187490.8,1394816.85,2717,44933810,12763015.7,22.32,9843417.07,2196838.59,6590515.76,Medium Profitability,Medium CLV,Medium Value,237,289
C0407,Dealer,Logistics,South,2019-07-21,5.45,38,6.97,54609453.4,1437090.88,2248,42882880,11946563.54,21.88,10018133.03,2191603.38,6574810.15,Medium Profitability,Medium CLV,Medium Value,298,290
C0323,Government,Manufacturing,West,2019-11-28,5.1,36,7.07,50291498.8,1396986.08,2227,39487910,11082130.96,22.04,9870483.58,2175039.41,6525118.22,Medium Profitability,Medium CLV,Medium Value,358,291
C0047,Corporate,Rental,West,2019-05-25,5.61,30,5.35,57880918.0,1929363.93,2272,45416100,12090427.15,20.89,10322756.49,2156263.92,6468791.77,Medium Profitability,Medium CLV,Medium Value,287,292
C0087,Government,Logistics,South,2019-10-04,5.25,39,7.43,50370513.4,1291551.63,2510,39608130,11281907.96,22.4,9602207.73,2150687.31,6452061.92,Medium Profitability,Medium CLV,Medium Value,345,293
C0446,Retail,Logistics,South,2019-09-19,5.29,34,6.43,52035543.6,1530457.16,2246,40839770,11356189.54,21.82,9842559.45,2148031.19,6444093.57,Medium Profitability,Medium CLV,Medium Value,338,294
C0159,Dealer,Construction,South,2019-10-10,5.23,34,6.5,49934036.2,1468648.12,2408,39245590,11224209.5,22.48,9548904.04,2146409.7,6439229.09,Medium Profitability,Medium CLV,Medium Value,350,295
C0343,Corporate,Construction,West,2018-02-15,6.88,40,5.82,68419201.6,1710480.04,2672,53611870,14718279.98,21.51,9948293.54,2140068.38,6420205.13,High Profitability,Medium CLV,High Value,112,296
C0200,Retail,Logistics,East,2016-05-04,8.66,47,5.43,84469856.6,1797230.99,3496,66268870,18401936.34,21.79,9751142.58,2124306.97,6372920.91,High Profitability,Medium CLV,High Value,19,297
C0203,Government,Manufacturing,West,2019-07-25,5.44,35,6.43,53777085.6,1536488.16,2299,42161670,11541158.62,21.46,9885294.67,2121493.8,6364481.41,Medium Profitability,Medium CLV,Medium Value,326,298
C0314,Retail,Logistics,East,2018-12-20,6.03,36,5.97,58625243.8,1628478.99,2236,46037410,12783341.41,21.81,9715458.39,2118473.43,6355420.3,Medium Profitability,Medium CLV,Medium Value,233,299
C0375,Fleet Owner,Mining,West,2016-10-07,8.24,42,5.1,81286325.6,1935388.7,3033,63738420,17435439.87,21.45,9870289.37,2117119.15,6351357.46,High Profitability,Medium CLV,High Value,31,300
C0181,Government,Construction,West,2019-06-25,5.52,36,6.52,53087081.0,1474641.14,2363,41700450,11691133.76,22.02,9613314.99,2117097.97,6351293.91,Medium Profitability,Medium CLV,Medium Value,319,301
C0215,Corporate,Rental,South,2017-02-23,7.85,49,6.24,73940925.4,1508998.48,3690,58120530,16587235.01,22.43,9413357.62,2111707.07,6335121.21,High Profitability,Medium CLV,High Value,45,302
C0278,Fleet Owner,Logistics,West,2019-11-25,5.1,38,7.45,47107787.2,1239678.61,2662,37042540,10734981.56,22.79,9230750.68,2103515.03,6310545.09,Low Profitability,Medium CLV,Low Value,382,303
C0178,Dealer,Logistics,East,2015-07-14,9.47,54,5.7,89493824.6,1657293.05,3693,70236970,19804303.54,22.13,9450020.07,2091217.65,6273652.96,High Profitability,Medium CLV,High Value,8,304
C0121,Government,Construction,West,2020-03-13,4.8,34,7.08,47029566.2,1383222.54,1853,36904340,10042192.76,21.35,9787777.24,2089977.72,6269933.17,Low Profitability,Medium CLV,Low Value,424,305
C0311,Government,Infrastructure,North,2017-11-07,7.15,41,5.73,69331648.2,1691015.81,2780,54370990,14922770.15,21.52,9695017.04,2086731.16,6260193.49,High Profitability,Medium CLV,High Value,99,306
C0224,Retail,Manufacturing,East,2019-04-20,5.7,36,6.31,54050072.4,1501390.9,2307,42395680,11821081.0,21.87,9477575.11,2072803.57,6218410.71,Medium Profitability,Medium CLV,Medium Value,308,307
C0377,Dealer,Logistics,West,2017-12-26,7.02,37,5.27,68519191.2,1851870.03,2676,53755340,14509605.29,21.18,9764586.26,2067746.13,6203238.39,High Profitability,Medium CLV,High Value,121,308
C0488,Government,Construction,South,2017-09-05,7.32,37,5.05,67251532.8,1817608.99,2909,52826960,15103662.41,22.46,9182662.56,2062285.12,6186855.36,High Profitability,Medium CLV,High Value,93,309
C0032,Government,Logistics,West,2017-04-27,7.68,44,5.73,71991263.0,1636165.07,3015,56493850,15655079.61,21.75,9370922.6,2037782.55,6113347.64,High Profitability,Medium CLV,High Value,73,310
C0043,Corporate,Construction,South,2019-07-21,5.45,36,6.6,47644638.8,1323462.19,2472,37467660,11065733.85,23.23,8740434.11,2030014.71,6090044.13,Medium Profitability,Medium CLV,Medium Value,362,311
C0163,Dealer,Logistics,West,2019-10-07,5.24,38,7.26,46377823.0,1220469.03,2482,36480350,10614144.68,22.89,8854939.81,2026563.69,6079691.08,Low Profitability,Medium CLV,Low Value,390,312
C0349,Corporate,Rental,West,2018-12-07,6.07,33,5.44,56613876.0,1715572.0,2459,44485700,12247634.9,21.63,9327116.92,2017793.71,6053381.12,Medium Profitability,Medium CLV,Medium Value,274,313
C0189,Government,Manufacturing,South,2018-04-20,6.7,35,5.22,61121980.8,1746342.31,2752,47996060,13439027.04,21.99,9119609.27,2005148.95,6015446.85,Medium Profitability,Medium CLV,Medium Value,182,314
C0169,Fleet Owner,Construction,West,2017-06-15,7.55,40,5.3,69450095.6,1736252.39,2751,54509920,15132457.86,21.79,9200815.17,2004762.51,6014287.52,High Profitability,Medium CLV,High Value,91,315
C0393,Retail,Rental,East,2019-04-04,5.75,39,6.79,51240981.8,1313871.33,2192,40195010,11501479.81,22.45,8916516.72,2001389.0,6004166.99,Medium Profitability,Medium CLV,Medium Value,330,316
C0190,Retail,Manufacturing,North,2018-12-03,6.08,35,5.76,56351528.4,1610043.67,2251,44179380,12161162.47,21.58,9267175.03,1999939.03,5999817.1,Medium Profitability,Medium CLV,Medium Value,283,317
C0186,Fleet Owner,Infrastructure,East,2017-05-16,7.63,40,5.24,70676837.0,1766920.92,2815,55408900,15207468.14,21.52,9262545.65,1993013.18,5979039.55,High Profitability,Medium CLV,High Value,88,318
C0379,Retail,Mining,West,2017-11-11,7.14,41,5.74,64194052.6,1565708.6,2899,50443570,14193604.65,22.11,8990367.22,1987812.15,5963436.46,Medium Profitability,Medium CLV,Medium Value,132,319
C0055,Dealer,Construction,North,2018-07-24,6.44,32,4.97,59056095.2,1845502.98,2627,46311140,12793207.08,21.66,9167122.3,1985855.88,5957567.64,Medium Profitability,Medium CLV,Medium Value,231,320
C0287,Dealer,Manufacturing,South,2018-12-09,6.06,36,5.94,55179366.6,1532760.18,2332,43261120,12039557.99,21.82,9098990.36,1985304.09,5955912.27,Medium Profitability,Medium CLV,Medium Value,293,321
C0063,Retail,Rental,North,2017-05-06,7.66,38,4.96,72065344.4,1896456.43,2571,56519080,15196486.43,21.09,9410749.75,1984453.58,5953360.75,High Profitability,Medium CLV,High Value,89,322
C0133,Government,Mining,South,2019-05-14,5.64,29,5.14,51247358.0,1767150.28,1898,40181100,11169837.82,21.8,9090868.14,1981439.18,5944317.53,Medium Profitability,Medium CLV,Medium Value,354,323
C0238,Corporate,Construction,South,2020-10-12,4.22,30,7.11,36717219.2,1223907.31,1858,28891440,8338304.86,22.71,8697123.42,1975075.13,5925225.39,Low Profitability,Medium CLV,Low Value,483,324
C0042,Fleet Owner,Rental,South,2016-10-29,8.18,41,5.02,73882726.2,1802017.71,2976,57941340,16135470.8,21.84,9037396.43,1973704.19,5921112.57,High Profitability,Medium CLV,High Value,57,325
C0259,Fleet Owner,Logistics,South,2018-05-11,6.64,33,4.97,60202150.6,1824307.59,2294,47259670,13092178.43,21.75,9060088.8,1970300.03,5910900.09,Medium Profitability,Medium CLV,Medium Value,211,326
C0400,Government,Infrastructure,North,2019-04-19,5.71,35,6.13,51694363.6,1476981.82,2252,40610020,11216547.08,21.7,9060156.58,1965855.96,5897567.88,Medium Profitability,Medium CLV,Medium Value,351,327
C0361,Government,Logistics,South,2019-04-10,5.73,32,5.58,52532617.8,1641644.31,2159,41202210,11260193.17,21.43,9167481.44,1965019.38,5895058.13,Medium Profitability,Medium CLV,Medium Value,346,328
C0140,Retail,Logistics,West,2018-04-03,6.75,37,5.48,60136648.6,1625314.83,2498,47230520,13247660.31,22.03,8910714.36,1962964.68,5888894.03,Medium Profitability,Medium CLV,Medium Value,196,329
C0367,Fleet Owner,Logistics,South,2018-09-01,6.34,27,4.26,57592654.8,2133061.29,2168,45173860,12424209.37,21.57,9090629.72,1961081.45,5883244.35,Medium Profitability,Medium CLV,Medium Value,261,330
C0260,Dealer,Logistics,South,2018-11-22,6.11,32,5.24,55524668.6,1735145.89,2342,43590270,11981577.0,21.58,9086194.09,1960694.89,5882084.68,Medium Profitability,Medium CLV,Medium Value,296,331
C0383,Fleet Owner,Infrastructure,North,2017-07-16,7.46,41,5.49,68192154.0,1663223.27,2781,53480050,14627293.92,21.45,9136898.11,1959874.95,5879624.84,High Profitability,Medium CLV,High Value,116,332
C0484,Fleet Owner,Mining,West,2019-07-31,5.42,27,4.98,48200851.6,1785216.73,2160,37883370,10574126.89,21.94,8887108.05,1949621.33,5848863.98,Low Profitability,Medium CLV,Low Value,392,333
C0185,Dealer,Logistics,West,2019-09-23,5.28,33,6.25,47500335.2,1439404.1,2052,37319640,10277978.54,21.64,9003371.79,1948122.29,5844366.88,Low Profitability,Medium CLV,Low Value,414,334
C0479,Retail,Construction,West,2020-10-13,4.22,26,6.16,37716131.0,1450620.42,1748,29592950,8218169.16,21.79,8939530.73,1947882.08,5843646.24,Low Profitability,Medium CLV,Low Value,485,335
C0304,Dealer,Construction,North,2015-05-13,9.64,48,4.98,86460648.4,1801263.51,3566,67903880,18698397.2,21.63,8968972.4,1939673.27,5819019.8,High Profitability,Medium CLV,High Value,16,336
C0004,Fleet Owner,Logistics,South,2017-12-20,7.03,46,6.54,60843242.8,1322679.19,2879,47754210,13624919.68,22.39,8650445.48,1937135.82,5811407.45,Medium Profitability,Medium CLV,Medium Value,167,337
C0469,Government,Manufacturing,North,2017-05-20,7.62,40,5.25,68502617.4,1712565.44,2820,53714930,14758826.94,21.54,8990507.01,1936996.6,5810989.8,High Profitability,Medium CLV,High Value,108,338
C0296,Corporate,Manufacturing,East,2018-09-16,6.29,40,6.35,56944680.8,1423617.02,2558,44706560,12188841.92,21.4,9046996.37,1936483.04,5809449.12,Medium Profitability,Medium CLV,Medium Value,280,339
C0093,Dealer,Manufacturing,South,2018-07-04,6.5,36,5.54,57944235.8,1609562.11,2522,45460060,12541238.23,21.64,8918724.03,1930335.97,5791007.92,Medium Profitability,Medium CLV,Medium Value,249,340
C0102,Government,Infrastructure,East,2017-02-13,7.88,34,4.31,71864051.2,2113648.56,2736,56370590,15170330.41,21.11,9117174.26,1924613.82,5773841.45,High Profitability,Medium CLV,High Value,90,341
C0462,Retail,Logistics,South,2015-07-20,9.45,49,5.18,82777824.6,1689343.36,3546,64949220,18185323.91,21.97,8756038.35,1923599.64,5770798.92,High Profitability,Medium CLV,High Value,22,342
C0424,Retail,Construction,West,2018-04-26,6.69,35,5.23,58183379.4,1662382.27,2714,45692330,12780347.49,21.97,8702489.49,1911556.89,5734670.66,Medium Profitability,Medium CLV,Medium Value,234,343
C0235,Fleet Owner,Mining,East,2018-01-05,6.99,38,5.44,60478356.4,1591535.69,2602,47454230,13312880.01,22.01,8652455.81,1904633.54,5713900.62,Medium Profitability,Medium CLV,Medium Value,191,344
C0389,Retail,Mining,West,2019-06-05,5.58,30,5.38,48796477.0,1626549.23,1924,38241650,10549850.26,21.62,8749589.21,1891670.5,5675011.5,Low Profitability,Medium CLV,Low Value,394,345
C0126,Dealer,Manufacturing,South,2017-11-24,7.1,33,4.64,64059034.8,1941182.87,2272,50213860,13361103.33,20.86,9016401.72,1880594.6,5641783.8,Medium Profitability,Medium CLV,Medium Value,186,346
C0331,Dealer,Logistics,North,2016-10-17,8.21,42,5.12,67826105.8,1614907.28,3332,53327060,15341993.38,22.62,8263337.27,1869133.78,5607401.35,High Profitability,Medium CLV,High Value,80,347
C0058,Retail,Infrastructure,West,2018-05-11,6.64,40,6.02,56831525.0,1420788.12,2537,44606750,12388615.42,21.8,8552828.39,1864417.71,5593253.13,Medium Profitability,Medium CLV,Medium Value,263,348
C0414,Dealer,Construction,South,2017-04-17,7.71,40,5.19,66316815.6,1657920.39,2477,52044170,14351731.29,21.64,8601639.52,1861494.98,5584484.93,Medium Profitability,Medium CLV,Medium Value,126,349
C0119,Government,Manufacturing,West,2016-10-29,8.18,51,6.24,67143205.2,1316533.44,2990,52748640,14987360.52,22.32,8213012.63,1833266.39,5499799.16,High Profitability,Medium CLV,High Value,96,350
C0388,Fleet Owner,Infrastructure,West,2020-05-15,4.63,27,5.83,39389408.6,1458866.99,1660,30890020,8484423.86,21.54,8502944.14,1831522.35,5494567.05,Low Profitability,Medium CLV,Low Value,478,351
C0090,Government,Infrastructure,North,2018-08-05,6.41,43,6.71,51915256.6,1207331.55,2647,40810370,11717372.32,22.57,8099977.56,1828180.37,5484541.1,Medium Profitability,Medium CLV,Medium Value,316,352
C0072,Government,Logistics,West,2018-08-05,6.41,26,4.06,55369763.0,2129606.27,1998,43449850,11713747.53,21.16,8638960.25,1827614.82,5482844.45,Medium Profitability,Medium CLV,Medium Value,318,353
C0335,Government,Infrastructure,North East,2017-09-19,7.29,38,5.22,60351028.0,1588184.95,2769,47401100,13247390.22,21.95,8283807.96,1818342.46,5455027.37,Medium Profitability,Medium CLV,Medium Value,197,354
C0109,Retail,Mining,South,2016-08-02,8.42,44,5.23,69451949.0,1578453.39,3308,54539050,15255587.48,21.97,8252220.03,1812655.6,5437966.81,High Profitability,Medium CLV,High Value,86,355
C0461,Corporate,Infrastructure,North,2018-02-10,6.89,36,5.22,56714684.2,1575407.89,2715,44543940,12436350.41,21.93,8230051.01,1804678.98,5414036.93,Medium Profitability,Medium CLV,Medium Value,260,356
C0234,Corporate,Infrastructure,West,2016-06-26,8.52,29,3.4,72295152.4,2492936.29,2492,56717930,15355291.7,21.24,8487883.13,1802803.05,5408409.15,High Profitability,Medium CLV,High Value,77,357
C0135,Retail,Rental,South,2017-10-17,7.21,35,4.86,62791824.6,1794052.13,2223,49182970,12968717.14,20.65,8710487.63,1799021.62,5397064.87,Medium Profitability,Medium CLV,Medium Value,221,358
C0247,Corporate,Logistics,East,2016-09-28,8.26,39,4.72,67759559.6,1737424.61,2862,53174220,14808409.72,21.85,8203241.35,1792764.88,5378294.65,High Profitability,Medium CLV,High Value,105,359
C0471,Fleet Owner,Logistics,West,2017-02-24,7.85,37,4.71,65501994.2,1770324.17,2635,51389940,14043882.34,21.44,8341911.92,1788538.36,5365615.09,Medium Profitability,Medium CLV,Medium Value,140,360
C0167,Retail,Mining,West,2018-09-25,6.27,31,4.94,50383279.4,1625267.08,2244,39616580,11195558.77,22.22,8036023.06,1785667.18,5357001.54,Medium Profitability,Medium CLV,Medium Value,352,361
C0171,Fleet Owner,Construction,South,2018-06-27,6.52,30,4.6,55348450.2,1844948.34,2101,43403890,11594104.41,20.95,8494126.65,1779305.31,5337915.93,Medium Profitability,Medium CLV,Medium Value,322,362
C0404,Government,Mining,West,2019-03-04,5.83,31,5.32,46035794.4,1485025.63,2127,36224330,10367608.87,22.52,7894166.15,1777825.89,5333477.66,Low Profitability,Medium CLV,Low Value,406,363
C0453,Dealer,Mining,East,2017-08-01,7.42,31,4.18,59284873.8,1912415.28,2527,46607160,13181896.19,22.23,7990332.16,1776637.48,5329912.45,Medium Profitability,Medium CLV,Medium Value,203,364
C0241,Government,Construction,West,2015-12-23,9.03,39,4.32,73396972.0,1881973.64,2954,57604400,16037055.11,21.85,8131102.22,1776625.53,5329876.6,High Profitability,Medium CLV,High Value,59,365
C0337,Corporate,Manufacturing,North,2016-02-18,8.87,34,3.83,73457151.8,2160504.46,2707,57585510,15749586.75,21.44,8280933.55,1775474.25,5326422.74,High Profitability,Medium CLV,High Value,69,366
C0187,Retail,Rental,North,2019-03-14,5.8,30,5.17,46901016.0,1563367.2,1981,36769950,10278063.28,21.91,8080469.86,1770784.25,5312352.75,Low Profitability,Medium CLV,Low Value,413,367
C0332,Corporate,Mining,South,2019-04-24,5.69,35,6.15,44566684.4,1273333.84,2151,35068830,9974701.3,22.38,7829716.92,1752409.64,5257228.93,Low Profitability,Medium CLV,Low Value,428,368
C0157,Dealer,Infrastructure,North,2018-03-03,6.83,34,4.98,55572804.4,1634494.25,2346,43654580,11946707.99,21.5,8132198.24,1748211.18,5244633.53,Medium Profitability,Medium CLV,Medium Value,297,369
C0071,Corporate,Rental,North,2015-12-28,9.01,42,4.66,72076738.0,1716112.81,3085,56572600,15695772.28,21.78,7996971.01,1741458.33,5224374.99,High Profitability,Medium CLV,High Value,72,370
C0074,Fleet Owner,Infrastructure,East,2018-08-08,6.4,39,6.09,50426138.6,1292977.91,2466,39627770,11141500.18,22.09,7877736.15,1740561.57,5221684.7,Medium Profitability,Medium CLV,Medium Value,356,371
C0148,Government,Construction,South,2018-03-18,6.79,35,5.15,54884128.4,1568117.95,2144,43008380,11799351.34,21.5,8079979.0,1737087.09,5211261.28,Medium Profitability,Medium CLV,Medium Value,311,372
C0334,Corporate,Mining,South,2019-12-27,5.02,33,6.58,37526956.6,1137180.5,1866,29449120,8680610.01,23.13,7481834.55,1730672.93,5192018.79,Low Profitability,Medium CLV,Low Value,473,373
C0327,Retail,Mining,West,2017-04-28,7.68,43,5.6,61017008.6,1419000.2,2598,47883020,13253387.57,21.72,7945262.88,1725775.33,5177326.0,Medium Profitability,Medium CLV,Medium Value,195,374
C0045,Corporate,Rental,East,2015-08-11,9.39,42,4.47,75275350.6,1792270.25,2924,59085670,16102014.58,21.39,8013500.96,1714153.55,5142460.65,High Profitability,Medium CLV,High Value,58,375
C0496,Government,Infrastructure,East,2018-10-05,6.24,37,5.93,48190097.0,1302435.05,2215,37818650,10654930.04,22.11,7719926.72,1706891.75,5120675.26,Low Profitability,Low CLV,Low Value,387,376
C0498,Fleet Owner,Construction,East,2017-01-31,7.92,28,3.54,64864362.8,2316584.39,2120,50845460,13496389.47,20.81,8192153.7,1704549.19,5113647.57,Medium Profitability,Low CLV,Low Value,178,377
C0204,Retail,Rental,South,2019-10-21,5.2,31,5.96,39880662.0,1286472.97,1913,31359900,8844431.65,22.18,7670569.67,1701120.94,5103362.81,Low Profitability,Low CLV,Low Value,467,378
C0494,Corporate,Construction,East,2018-09-27,6.26,32,5.11,48287535.6,1508985.49,2140,37868420,10639749.33,22.03,7708488.8,1698500.19,5095500.58,Low Profitability,Low CLV,Low Value,388,379
C0457,Retail,Manufacturing,East,2017-08-16,7.38,33,4.47,56578805.4,1714509.25,2509,44351780,12473763.99,22.05,7668055.17,1690553.73,5071661.18,Medium Profitability,Low CLV,Low Value,257,380
C0326,Government,Mining,East,2016-08-31,8.34,42,5.04,66177447.4,1575653.51,2853,51922180,14073985.81,21.27,7938033.72,1688185.0,5064554.99,Medium Profitability,Low CLV,Low Value,138,381
C0039,Fleet Owner,Rental,South,2016-11-19,8.12,38,4.68,62706510.2,1650171.32,2863,49221640,13683749.11,21.82,7724638.4,1685662.52,5056987.55,Medium Profitability,Low CLV,Low Value,163,382
C0218,Fleet Owner,Construction,West,2018-12-15,6.05,36,5.95,44324901.0,1231247.25,2187,34801450,10156509.88,22.91,7328958.85,1679341.44,5038024.31,Low Profitability,Low CLV,Low Value,418,383
C0412,Corporate,Infrastructure,East,2019-07-22,5.45,32,5.87,43246987.6,1351468.36,1897,33987820,9137141.94,21.13,7937669.46,1677055.83,5031167.48,Low Profitability,Low CLV,Low Value,457,384
C0351,Corporate,Rental,East,2018-11-13,6.14,34,5.54,44776790.6,1316964.43,2207,35183170,10243745.41,22.88,7297957.5,1669579.66,5008738.97,Low Profitability,Low CLV,Low Value,416,385
C0099,Fleet Owner,Rental,South,2017-05-17,7.63,44,5.77,56469516.0,1283398.09,2882,44372200,12659371.22,22.42,7403263.0,1659668.1,4979004.31,Medium Profitability,Low CLV,Low Value,244,386
C0166,Fleet Owner,Manufacturing,West,2015-10-23,9.19,32,3.48,69504759.6,2172023.74,2613,54482720,15217366.33,21.89,7560039.74,1655194.48,4965583.43,High Profitability,Low CLV,High Value,87,387
C0336,Government,Rental,East,2019-10-05,5.24,33,6.29,39095696.4,1184718.07,1916,30736480,8622994.0,22.06,7456764.03,1644672.88,4934018.63,Low Profitability,Low CLV,Low Value,476,388
C0237,Dealer,Infrastructure,South,2015-05-15,9.63,44,4.57,74820743.4,1700471.44,2630,58676380,15708146.76,20.99,7765921.15,1630406.54,4891219.61,High Profitability,Low CLV,High Value,70,389
C0415,Government,Infrastructure,North East,2016-01-03,9.0,33,3.67,68592455.6,2078559.26,2815,53841670,14634779.92,21.34,7624283.14,1626705.22,4880115.67,High Profitability,Low CLV,High Value,114,390
C0193,Dealer,Infrastructure,West,2015-11-12,9.14,38,4.16,67795348.0,1784088.11,2665,53179600,14794411.53,21.82,7418289.65,1618831.28,4856493.84,High Profitability,Low CLV,High Value,106,391
C0035,Dealer,Infrastructure,Central,2017-08-27,7.35,38,5.17,53340276.8,1403691.49,2449,41878010,11857892.54,22.23,7258769.04,1613671.85,4841015.56,Medium Profitability,Low CLV,Low Value,306,392
C0395,Corporate,Manufacturing,East,2016-02-29,8.84,44,4.98,64514679.8,1466242.72,2938,50643860,14108275.71,21.87,7297611.27,1595864.88,4787594.65,Medium Profitability,Low CLV,Low Value,135,393
C0138,Corporate,Mining,South,2016-08-14,8.38,34,4.06,62582651.4,1840666.22,2527,49111730,13371304.78,21.37,7465157.88,1594993.16,4784979.49,Medium Profitability,Low CLV,Low Value,185,394
C0020,Dealer,Logistics,East,2018-11-20,6.12,37,6.05,42586254.6,1150979.85,2048,33443220,9690451.59,22.75,6962681.06,1584349.8,4753049.39,Low Profitability,Low CLV,Low Value,443,395
C0374,Corporate,Manufacturing,West,2015-07-21,9.45,41,4.34,68389697.6,1668041.4,2948,53669570,14914523.21,21.81,7236192.66,1578079.26,4734237.78,High Profitability,Low CLV,High Value,100,396
C0481,Corporate,Logistics,South,2016-07-19,8.45,39,4.61,60397194.2,1548646.01,2851,47455190,13307566.28,22.03,7143806.73,1574024.8,4722074.4,Medium Profitability,Low CLV,Low Value,192,397
C0249,Corporate,Construction,West,2016-05-18,8.62,35,4.06,63391180.8,1811176.59,2439,49712310,13567188.11,21.4,7350358.35,1573147.76,4719443.29,Medium Profitability,Low CLV,Low Value,173,398
C0081,Corporate,Rental,West,2017-02-22,7.86,37,4.71,56355210.0,1523113.78,2676,44271750,12333373.82,21.89,7172035.0,1569604.46,4708813.37,Medium Profitability,Low CLV,Low Value,268,399
C0175,Fleet Owner,Rental,East,2016-11-01,8.17,36,4.41,59434888.8,1650969.13,2207,46583410,12794762.62,21.53,7277436.52,1566639.98,4699919.93,Medium Profitability,Low CLV,Low Value,230,400
