customer_id,total_delivered_orders,total_purchase_value,first_purchase_date,last_purchase_date,purchase_period_days,average_order_value,orders_per_month,purchase_span_years,repeat_purchase_class,customer_loyalty_class,customer_type,industry_segment,region,customer_rating,frequency_score,value_score,loyalty_score,action_focus,loyalty_rank
C0406,32,64818334.4,2019-02-25,2024-10-11,2055,2025572.95,0.47,5.63,High Repeat,Loyal,Dealer,Logistics,West,3,57.14,59.91,58.25,Maintain engagement and encourage higher-value purchases,266
C0098,35,56088743.0,2019-03-14,2024-12-18,2106,1602535.51,0.51,5.77,High Repeat,Loyal,Corporate,Mining,East,1,62.5,51.84,58.24,Maintain engagement and encourage higher-value purchases,267
C0181,36,53087081.0,2019-04-13,2024-12-15,2073,1474641.14,0.53,5.68,High Repeat,Loyal,Government,Construction,West,5,64.29,49.06,58.2,Maintain engagement and encourage higher-value purchases,268
C0460,32,64634814.4,2019-04-06,2024-11-25,2060,2019837.95,0.47,5.64,High Repeat,Loyal,Dealer,Logistics,South,1,57.14,59.74,58.18,Maintain engagement and encourage higher-value purchases,269
C0278,38,47107787.2,2019-08-12,2024-12-03,1940,1239678.61,0.6,5.31,High Repeat,Loyal,Fleet Owner,Logistics,West,4,67.86,43.54,58.13,Maintain engagement and encourage higher-value purchases,270
C0372,36,52822436.0,2019-02-15,2024-07-10,1972,1467289.89,0.56,5.4,High Repeat,Loyal,Government,Logistics,South,4,64.29,48.82,58.1,Maintain engagement and encourage higher-value purchases,271
C0447,33,61334243.8,2019-05-16,2024-12-23,2048,1858613.45,0.49,5.61,High Repeat,Loyal,Fleet Owner,Rental,East,2,58.93,56.69,58.03,Maintain engagement and encourage higher-value purchases,272
C0451,37,49725150.4,2019-01-07,2024-07-06,2007,1343922.98,0.56,5.49,High Repeat,Loyal,Government,Manufacturing,East,3,66.07,45.96,58.03,Maintain engagement and encourage higher-value purchases,273
C0390,32,64132451.0,2019-03-23,2024-11-09,2058,2004139.09,0.47,5.63,High Repeat,Loyal,Fleet Owner,Construction,North,3,57.14,59.27,57.99,Maintain engagement and encourage higher-value purchases,274
C0463,35,55370560.0,2019-01-10,2024-08-22,2051,1582016.0,0.52,5.62,High Repeat,Loyal,Dealer,Mining,West,4,62.5,51.17,57.97,Maintain engagement and encourage higher-value purchases,275
C0432,37,49310040.8,2019-01-26,2024-10-04,2078,1332703.81,0.54,5.69,High Repeat,Loyal,Fleet Owner,Mining,South,3,66.07,45.57,57.87,Maintain engagement and encourage higher-value purchases,276
C0163,38,46377823.0,2019-06-02,2024-08-05,1891,1220469.03,0.61,5.18,High Repeat,Loyal,Dealer,Logistics,West,5,67.86,42.86,57.86,Maintain engagement and encourage higher-value purchases,277
C0268,32,63709103.6,2019-01-21,2024-10-07,2086,1990909.49,0.47,5.71,High Repeat,Loyal,Government,Mining,West,3,57.14,58.88,57.84,Maintain engagement and encourage higher-value purchases,278
C0227,34,57926647.6,2019-02-13,2024-10-24,2080,1703724.93,0.5,5.69,High Repeat,Loyal,Fleet Owner,Infrastructure,East,1,60.71,53.54,57.84,Maintain engagement and encourage higher-value purchases,279
C0077,34,57865492.6,2019-02-05,2024-12-16,2141,1701926.25,0.48,5.86,High Repeat,Loyal,Corporate,Mining,North,1,60.71,53.48,57.82,Maintain engagement and encourage higher-value purchases,280
C0234,29,72295152.4,2019-01-09,2024-12-26,2178,2492936.29,0.41,5.96,Moderate Repeat,Regular,Corporate,Infrastructure,West,2,51.79,66.82,57.8,Increase purchase frequency through targeted offers,281
C0148,35,54884128.4,2019-01-28,2024-12-09,2142,1568117.95,0.5,5.86,High Repeat,Loyal,Government,Construction,South,4,62.5,50.72,57.79,Maintain engagement and encourage higher-value purchases,282
C0436,34,57784314.2,2019-02-01,2024-12-15,2144,1699538.65,0.48,5.87,High Repeat,Loyal,Fleet Owner,Logistics,East,3,60.71,53.4,57.79,Maintain engagement and encourage higher-value purchases,283
C0132,37,49004629.4,2019-02-22,2024-10-01,2048,1324449.44,0.55,5.61,High Repeat,Loyal,Corporate,Construction,Central,2,66.07,45.29,57.76,Maintain engagement and encourage higher-value purchases,284
C0319,33,60426895.0,2019-05-16,2024-12-08,2033,1831118.03,0.49,5.57,High Repeat,Loyal,Dealer,Mining,South,5,58.93,55.85,57.7,Maintain engagement and encourage higher-value purchases,285
C0259,33,60202150.6,2019-02-02,2024-12-13,2141,1824307.59,0.47,5.86,High Repeat,Loyal,Fleet Owner,Logistics,South,1,58.93,55.64,57.61,Maintain engagement and encourage higher-value purchases,286
C0496,37,48190097.0,2019-02-17,2024-12-27,2140,1302435.05,0.53,5.86,High Repeat,Loyal,Government,Infrastructure,East,5,66.07,44.54,57.46,Maintain engagement and encourage higher-value purchases,287
C0203,35,53777085.6,2019-02-25,2024-11-19,2094,1536488.16,0.51,5.73,High Repeat,Loyal,Government,Manufacturing,West,1,62.5,49.7,57.38,Maintain engagement and encourage higher-value purchases,288
C0003,38,44728031.8,2019-04-05,2024-10-30,2035,1177053.47,0.57,5.57,High Repeat,Loyal,Government,Logistics,West,2,67.86,41.34,57.25,Maintain engagement and encourage higher-value purchases,289
C0323,36,50291498.8,2019-01-11,2024-12-22,2172,1396986.08,0.5,5.95,High Repeat,Loyal,Government,Manufacturing,West,2,64.29,46.48,57.16,Maintain engagement and encourage higher-value purchases,290
C0089,37,47111014.0,2019-01-02,2024-11-14,2143,1273270.65,0.53,5.87,High Repeat,Loyal,Corporate,Rental,West,4,66.07,43.54,57.06,Maintain engagement and encourage higher-value purchases,291
C0157,34,55572804.4,2019-02-15,2024-12-30,2145,1634494.25,0.48,5.87,High Repeat,Loyal,Dealer,Infrastructure,North,1,60.71,51.36,56.97,Maintain engagement and encourage higher-value purchases,292
C0324,35,52335374.8,2019-01-24,2024-08-24,2039,1495296.42,0.52,5.58,High Repeat,Loyal,Corporate,Mining,South,5,62.5,48.37,56.85,Maintain engagement and encourage higher-value purchases,293
C0001,34,55019747.4,2019-01-26,2024-11-15,2120,1618227.86,0.49,5.8,High Repeat,Loyal,Retail,Construction,East,4,60.71,50.85,56.77,Maintain engagement and encourage higher-value purchases,294
C0470,36,49194933.2,2019-01-25,2024-09-27,2072,1366525.92,0.53,5.67,High Repeat,Loyal,Government,Mining,South,1,64.29,45.47,56.76,Maintain engagement and encourage higher-value purchases,295
C0472,34,54888819.4,2019-04-29,2024-11-23,2035,1614377.04,0.51,5.57,High Repeat,Loyal,Dealer,Manufacturing,South,4,60.71,50.73,56.72,Maintain engagement and encourage higher-value purchases,296
C0416,37,46006682.0,2019-01-05,2024-10-20,2115,1243423.84,0.53,5.79,High Repeat,Loyal,Dealer,Manufacturing,South,2,66.07,42.52,56.65,Maintain engagement and encourage higher-value purchases,297
C0213,30,66248437.6,2019-02-26,2024-08-31,2013,2208281.25,0.45,5.51,High Repeat,Loyal,Fleet Owner,Rental,West,4,53.57,61.23,56.63,Maintain engagement and encourage higher-value purchases,298
C0400,35,51694363.6,2019-04-06,2024-10-23,2027,1476981.82,0.53,5.55,High Repeat,Loyal,Government,Infrastructure,North,5,62.5,47.78,56.61,Maintain engagement and encourage higher-value purchases,299
C0136,37,45774176.2,2019-03-23,2024-11-13,2062,1237139.9,0.55,5.65,High Repeat,Loyal,Dealer,Mining,West,3,66.07,42.3,56.56,Maintain engagement and encourage higher-value purchases,300
C0349,33,56613876.0,2019-01-31,2024-10-19,2088,1715572.0,0.48,5.72,High Repeat,Loyal,Corporate,Rental,West,1,58.93,52.32,56.29,Maintain engagement and encourage higher-value purchases,301
C0457,33,56578805.4,2019-01-13,2024-11-15,2133,1714509.25,0.47,5.84,High Repeat,Loyal,Retail,Manufacturing,East,4,58.93,52.29,56.27,Maintain engagement and encourage higher-value purchases,302
C0245,33,56554752.6,2019-01-01,2024-11-30,2160,1713780.38,0.47,5.91,High Repeat,Loyal,Dealer,Logistics,South,2,58.93,52.27,56.26,Maintain engagement and encourage higher-value purchases,303
C0266,35,50717014.0,2019-01-22,2024-09-24,2072,1449057.54,0.51,5.67,High Repeat,Loyal,Fleet Owner,Rental,South,4,62.5,46.87,56.25,Maintain engagement and encourage higher-value purchases,304
C0320,34,53574056.6,2019-04-01,2024-12-30,2100,1575707.55,0.49,5.75,High Repeat,Loyal,Retail,Construction,North,1,60.71,49.51,56.23,Maintain engagement and encourage higher-value purchases,305
C0378,35,50644577.2,2019-01-19,2024-11-16,2128,1446987.92,0.5,5.83,High Repeat,Loyal,Retail,Manufacturing,North,4,62.5,46.81,56.22,Maintain engagement and encourage higher-value purchases,306
C0043,36,47644638.8,2019-04-04,2024-06-14,1898,1323462.19,0.58,5.2,High Repeat,Loyal,Corporate,Construction,South,4,64.29,44.03,56.18,Maintain engagement and encourage higher-value purchases,307
C0439,36,47576062.0,2019-03-21,2024-12-22,2103,1321557.28,0.52,5.76,High Repeat,Loyal,Dealer,Construction,South,5,64.29,43.97,56.16,Maintain engagement and encourage higher-value purchases,308
C0055,32,59056095.2,2019-04-01,2024-12-11,2081,1845502.98,0.47,5.7,High Repeat,Loyal,Dealer,Construction,North,1,57.14,54.58,56.12,Maintain engagement and encourage higher-value purchases,309
C0131,32,59008448.8,2019-02-21,2024-06-14,1940,1844014.02,0.5,5.31,High Repeat,Loyal,Corporate,Rental,South,2,57.14,54.54,56.1,Maintain engagement and encourage higher-value purchases,310
C0289,35,50221149.2,2019-02-07,2024-10-29,2091,1434889.98,0.51,5.72,High Repeat,Loyal,Corporate,Logistics,South,2,62.5,46.41,56.07,Maintain engagement and encourage higher-value purchases,311
C0355,32,58903770.4,2019-01-03,2024-12-18,2176,1840742.82,0.45,5.96,High Repeat,Loyal,Government,Infrastructure,South,4,57.14,54.44,56.06,Maintain engagement and encourage higher-value purchases,312
C0111,33,55916542.2,2019-04-09,2024-12-16,2078,1694440.67,0.48,5.69,High Repeat,Loyal,Corporate,Construction,South,3,58.93,51.68,56.03,Maintain engagement and encourage higher-value purchases,313
C0419,31,61514207.2,2019-03-05,2024-09-30,2036,1984329.26,0.46,5.57,High Repeat,Loyal,Fleet Owner,Logistics,West,1,55.36,56.85,55.96,Maintain engagement and encourage higher-value purchases,314
C0486,34,52620254.4,2019-01-01,2024-10-07,2106,1547654.54,0.49,5.77,High Repeat,Loyal,Government,Manufacturing,West,2,60.71,48.63,55.88,Maintain engagement and encourage higher-value purchases,315
C0092,36,46760586.8,2019-01-17,2024-07-30,2021,1298905.19,0.54,5.53,High Repeat,Loyal,Fleet Owner,Logistics,West,2,64.29,43.22,55.86,Maintain engagement and encourage higher-value purchases,316
C0030,32,58263942.8,2019-01-30,2024-09-02,2042,1820748.21,0.48,5.59,High Repeat,Loyal,Corporate,Construction,South,5,57.14,53.85,55.82,Maintain engagement and encourage higher-value purchases,317
C0023,32,58217713.2,2019-01-05,2024-12-27,2183,1819303.54,0.45,5.98,High Repeat,Loyal,Corporate,Mining,South,2,57.14,53.81,55.81,Maintain engagement and encourage higher-value purchases,318
C0064,32,57893888.0,2019-03-21,2024-10-18,2038,1809184.0,0.48,5.58,High Repeat,Loyal,Corporate,Manufacturing,North,3,57.14,53.51,55.69,Maintain engagement and encourage higher-value purchases,319
C0446,34,52035543.6,2019-02-03,2024-10-16,2082,1530457.16,0.5,5.7,High Repeat,Loyal,Retail,Logistics,South,1,60.71,48.09,55.67,Maintain engagement and encourage higher-value purchases,320
C0096,34,51986858.4,2019-01-02,2024-12-30,2189,1529025.25,0.47,5.99,High Repeat,Loyal,Corporate,Construction,South,3,60.71,48.05,55.65,Maintain engagement and encourage higher-value purchases,321
C0434,33,54575670.2,2019-01-05,2024-10-26,2121,1653808.19,0.47,5.81,High Repeat,Loyal,Corporate,Mining,Central,4,58.93,50.44,55.53,Maintain engagement and encourage higher-value purchases,322
C0164,36,45625652.8,2019-01-11,2024-11-13,2133,1267379.24,0.51,5.84,High Repeat,Loyal,Government,Construction,North,4,64.29,42.17,55.44,Maintain engagement and encourage higher-value purchases,323
C0020,37,42586254.6,2019-01-26,2024-10-17,2091,1150979.85,0.54,5.72,High Repeat,Loyal,Dealer,Logistics,East,3,66.07,39.36,55.39,Maintain engagement and encourage higher-value purchases,324
C0037,36,45505928.0,2019-06-12,2024-10-25,1962,1264053.56,0.56,5.37,High Repeat,Loyal,Corporate,Construction,West,1,64.29,42.06,55.39,Maintain engagement and encourage higher-value purchases,325
C0191,29,65787839.8,2019-02-03,2024-12-12,2139,2268546.2,0.41,5.86,Moderate Repeat,Regular,Corporate,Manufacturing,South,2,51.79,60.8,55.39,Increase purchase frequency through targeted offers,326
C0019,37,42528118.4,2019-01-19,2024-12-10,2152,1149408.61,0.52,5.89,High Repeat,Loyal,Government,Logistics,East,5,66.07,39.3,55.36,Maintain engagement and encourage higher-value purchases,327
C0223,33,54079206.6,2019-03-01,2024-10-15,2055,1638763.84,0.49,5.63,High Repeat,Loyal,Corporate,Logistics,West,1,58.93,49.98,55.35,Maintain engagement and encourage higher-value purchases,328
C0073,32,56970903.6,2019-03-23,2024-11-12,2061,1780340.74,0.47,5.64,High Repeat,Loyal,Corporate,Rental,North,4,57.14,52.65,55.35,Maintain engagement and encourage higher-value purchases,329
C0059,32,56859509.4,2019-01-21,2024-12-20,2160,1776859.67,0.45,5.91,High Repeat,Loyal,Retail,Manufacturing,South,3,57.14,52.55,55.31,Maintain engagement and encourage higher-value purchases,330
C0465,35,48083241.6,2019-03-12,2024-12-12,2102,1373806.9,0.51,5.75,High Repeat,Loyal,Fleet Owner,Mining,South,1,62.5,44.44,55.28,Maintain engagement and encourage higher-value purchases,331
C0348,34,50897650.4,2019-04-15,2024-10-24,2019,1496989.72,0.51,5.53,High Repeat,Loyal,Retail,Logistics,North,2,60.71,47.04,55.24,Maintain engagement and encourage higher-value purchases,332
C0442,33,53527848.6,2019-01-28,2024-10-20,2092,1622056.02,0.48,5.73,High Repeat,Loyal,Dealer,Logistics,East,3,58.93,49.47,55.15,Maintain engagement and encourage higher-value purchases,333
C0453,31,59284873.8,2019-05-25,2024-12-01,2017,1912415.28,0.47,5.52,High Repeat,Loyal,Dealer,Mining,East,3,55.36,54.79,55.13,Maintain engagement and encourage higher-value purchases,334
C0031,34,50500841.8,2019-04-11,2024-08-13,1951,1485318.88,0.53,5.34,High Repeat,Loyal,Government,Mining,East,4,60.71,46.67,55.1,Maintain engagement and encourage higher-value purchases,335
C0120,34,50313583.0,2019-01-02,2024-11-15,2144,1479811.26,0.48,5.87,High Repeat,Loyal,Fleet Owner,Construction,South,5,60.71,46.5,55.03,Maintain engagement and encourage higher-value purchases,336
C0218,36,44324901.0,2019-02-02,2024-10-16,2083,1231247.25,0.53,5.7,High Repeat,Loyal,Fleet Owner,Construction,West,5,64.29,40.97,54.96,Maintain engagement and encourage higher-value purchases,337
C0159,34,49934036.2,2019-02-02,2024-12-26,2154,1468648.12,0.48,5.9,High Repeat,Loyal,Dealer,Construction,South,3,60.71,46.15,54.89,Maintain engagement and encourage higher-value purchases,338
C0449,32,55700286.8,2019-07-19,2024-11-19,1950,1740633.96,0.5,5.34,High Repeat,Loyal,Fleet Owner,Logistics,West,3,57.14,51.48,54.88,Maintain engagement and encourage higher-value purchases,339
C0260,32,55524668.6,2019-08-24,2024-09-05,1839,1735145.89,0.53,5.03,High Repeat,Loyal,Dealer,Logistics,South,5,57.14,51.32,54.81,Maintain engagement and encourage higher-value purchases,340
C0146,30,61245406.2,2019-01-20,2024-12-31,2172,2041513.54,0.42,5.95,High Repeat,Loyal,Retail,Mining,West,3,53.57,56.6,54.78,Maintain engagement and encourage higher-value purchases,341
C0044,34,49589458.0,2019-01-05,2024-11-17,2143,1458513.47,0.48,5.87,High Repeat,Loyal,Government,Mining,West,4,60.71,45.83,54.76,Maintain engagement and encourage higher-value purchases,342
C0277,36,43668914.6,2019-05-28,2024-09-14,1936,1213025.41,0.57,5.3,High Repeat,Loyal,Dealer,Logistics,West,1,64.29,40.36,54.72,Maintain engagement and encourage higher-value purchases,343
C0338,33,52210070.0,2019-02-01,2024-11-23,2122,1582123.33,0.47,5.81,High Repeat,Loyal,Corporate,Rental,West,4,58.93,48.25,54.66,Maintain engagement and encourage higher-value purchases,344
C0173,31,57999777.4,2019-03-29,2024-10-18,2030,1870960.56,0.46,5.56,High Repeat,Loyal,Retail,Logistics,South,1,55.36,53.6,54.66,Maintain engagement and encourage higher-value purchases,345
C0205,33,51965845.0,2019-02-07,2024-11-15,2108,1574722.58,0.48,5.77,High Repeat,Loyal,Retail,Construction,North,2,58.93,48.03,54.57,Maintain engagement and encourage higher-value purchases,346
C0364,32,54408370.8,2019-03-14,2024-11-18,2076,1700261.59,0.47,5.68,High Repeat,Loyal,Government,Infrastructure,East,5,57.14,50.28,54.4,Maintain engagement and encourage higher-value purchases,347
C0480,34,48525468.6,2019-01-24,2024-11-24,2131,1427219.66,0.49,5.83,High Repeat,Loyal,Government,Infrastructure,West,3,60.71,44.85,54.37,Maintain engagement and encourage higher-value purchases,348
C0008,34,48368868.0,2019-03-04,2024-07-16,1961,1422613.76,0.53,5.37,High Repeat,Loyal,Corporate,Logistics,West,1,60.71,44.7,54.31,Maintain engagement and encourage higher-value purchases,349
C0433,31,57020323.4,2019-09-11,2024-05-27,1720,1839365.27,0.55,4.71,High Repeat,Loyal,Dealer,Infrastructure,North,3,55.36,52.7,54.29,Maintain engagement and encourage higher-value purchases,350
C0066,32,54037060.8,2019-01-29,2024-10-11,2082,1688658.15,0.47,5.7,High Repeat,Loyal,Retail,Manufacturing,Central,1,57.14,49.94,54.26,Maintain engagement and encourage higher-value purchases,351
C0195,31,56797913.6,2019-02-15,2024-12-28,2143,1832190.76,0.44,5.87,High Repeat,Loyal,Fleet Owner,Logistics,East,2,55.36,52.49,54.21,Maintain engagement and encourage higher-value purchases,352
C0299,34,48095055.8,2019-01-24,2024-08-30,2045,1414560.46,0.51,5.6,High Repeat,Loyal,Retail,Logistics,South,1,60.71,44.45,54.21,Maintain engagement and encourage higher-value purchases,353
C0363,32,53560072.2,2019-05-10,2024-11-07,2008,1673752.26,0.49,5.5,High Repeat,Loyal,Fleet Owner,Logistics,South,5,57.14,49.5,54.09,Maintain engagement and encourage higher-value purchases,354
C0381,29,62038399.0,2019-07-06,2024-11-17,1961,2139255.14,0.45,5.37,Moderate Repeat,Regular,Corporate,Mining,South,4,51.79,57.34,54.01,Increase purchase frequency through targeted offers,355
C0332,35,44566684.4,2019-01-19,2024-11-11,2123,1273333.84,0.5,5.81,High Repeat,Loyal,Corporate,Mining,South,1,62.5,41.19,53.98,Maintain engagement and encourage higher-value purchases,356
C0498,28,64864362.8,2019-03-01,2024-08-19,1998,2316584.39,0.43,5.47,Moderate Repeat,Regular,Fleet Owner,Construction,East,3,50.0,59.95,53.98,Increase purchase frequency through targeted offers,357
C0308,33,50359329.6,2019-02-19,2024-12-12,2123,1526040.29,0.47,5.81,High Repeat,Loyal,Retail,Mining,North,3,58.93,46.54,53.97,Maintain engagement and encourage higher-value purchases,358
C0075,33,50186853.4,2019-04-17,2024-10-20,2013,1520813.74,0.5,5.51,High Repeat,Loyal,Retail,Mining,South,5,58.93,46.38,53.91,Maintain engagement and encourage higher-value purchases,359
C0256,30,58794725.4,2019-01-03,2024-09-19,2086,1959824.18,0.44,5.71,High Repeat,Loyal,Corporate,Infrastructure,North East,4,53.57,54.34,53.88,Maintain engagement and encourage higher-value purchases,360
C0387,34,47133318.0,2019-01-02,2024-10-26,2124,1386274.06,0.49,5.82,High Repeat,Loyal,Dealer,Infrastructure,East,4,60.71,43.56,53.85,Maintain engagement and encourage higher-value purchases,361
C0121,34,47029566.2,2019-01-22,2024-12-01,2140,1383222.54,0.48,5.86,High Repeat,Loyal,Government,Construction,West,2,60.71,43.47,53.81,Maintain engagement and encourage higher-value purchases,362
C0184,29,61479056.4,2019-03-12,2024-11-28,2088,2119967.46,0.42,5.72,Moderate Repeat,Regular,Retail,Rental,South,3,51.79,56.82,53.8,Increase purchase frequency through targeted offers,363
C0067,31,55575120.6,2019-05-29,2024-12-30,2042,1792745.83,0.46,5.59,High Repeat,Loyal,Retail,Manufacturing,West,3,55.36,51.36,53.76,Maintain engagement and encourage higher-value purchases,364
C0361,32,52532617.8,2019-01-15,2024-09-26,2081,1641644.31,0.47,5.7,High Repeat,Loyal,Government,Logistics,South,5,57.14,48.55,53.71,Maintain engagement and encourage higher-value purchases,365
C0402,35,43498305.2,2019-01-25,2024-07-12,1995,1242808.72,0.53,5.46,High Repeat,Loyal,Fleet Owner,Rental,South,1,62.5,40.2,53.58,Maintain engagement and encourage higher-value purchases,366
C0047,30,57880918.0,2019-04-06,2024-08-25,1968,1929363.93,0.46,5.39,High Repeat,Loyal,Corporate,Rental,West,5,53.57,53.49,53.54,Maintain engagement and encourage higher-value purchases,367
C0417,32,51984530.4,2019-12-18,2024-09-11,1729,1624516.58,0.56,4.73,High Repeat,Loyal,Fleet Owner,Mining,East,3,57.14,48.04,53.5,Maintain engagement and encourage higher-value purchases,368
C0199,33,48930073.4,2019-01-19,2024-10-21,2102,1482729.5,0.48,5.75,High Repeat,Loyal,Government,Mining,West,3,58.93,45.22,53.45,Maintain engagement and encourage higher-value purchases,369
C0360,31,54662201.0,2019-05-25,2024-11-17,2003,1763296.81,0.47,5.48,High Repeat,Loyal,Dealer,Construction,West,5,55.36,50.52,53.42,Maintain engagement and encourage higher-value purchases,370
C0231,32,51646725.4,2019-02-21,2024-11-08,2087,1613960.17,0.47,5.71,High Repeat,Loyal,Government,Infrastructure,West,4,57.14,47.73,53.38,Maintain engagement and encourage higher-value purchases,371
C0114,33,48515792.8,2019-02-09,2024-09-27,2057,1470175.54,0.49,5.63,High Repeat,Loyal,Retail,Mining,East,4,58.93,44.84,53.29,Maintain engagement and encourage higher-value purchases,372
C0194,33,48202752.8,2019-04-15,2024-12-26,2082,1460689.48,0.48,5.7,High Repeat,Loyal,Fleet Owner,Construction,South,1,58.93,44.55,53.18,Maintain engagement and encourage higher-value purchases,373
C0252,34,45321304.6,2019-08-03,2024-10-07,1892,1332979.55,0.55,5.18,High Repeat,Loyal,Retail,Construction,South,2,60.71,41.89,53.18,Maintain engagement and encourage higher-value purchases,374
C0086,29,59655682.6,2019-01-12,2024-11-22,2141,2057092.5,0.41,5.86,Moderate Repeat,Regular,Retail,Construction,West,3,51.79,55.13,53.13,Increase purchase frequency through targeted offers,375
C0405,32,50787823.0,2019-01-30,2024-06-25,1973,1587119.47,0.49,5.4,High Repeat,Loyal,Corporate,Infrastructure,West,3,57.14,46.94,53.06,Maintain engagement and encourage higher-value purchases,376
C0491,27,65215944.4,2019-03-27,2024-07-04,1926,2415405.35,0.43,5.27,Moderate Repeat,Regular,Dealer,Infrastructure,South,1,48.21,60.27,53.04,Increase purchase frequency through targeted offers,377
C0162,28,62233145.6,2019-07-05,2024-10-14,1928,2222612.34,0.44,5.28,Moderate Repeat,Regular,Retail,Mining,East,4,50.0,57.52,53.01,Increase purchase frequency through targeted offers,378
C0258,28,62250978.4,2019-02-04,2024-10-10,2075,2223249.23,0.41,5.68,Moderate Repeat,Regular,Corporate,Mining,South,2,50.0,57.53,53.01,Increase purchase frequency through targeted offers,379
C0351,34,44776790.6,2019-03-29,2024-09-12,1994,1316964.43,0.52,5.46,High Repeat,Loyal,Corporate,Rental,East,1,60.71,41.38,52.98,Maintain engagement and encourage higher-value purchases,380
C0185,33,47500335.2,2019-03-25,2024-09-16,2002,1439404.1,0.5,5.48,High Repeat,Loyal,Dealer,Logistics,West,5,58.93,43.9,52.92,Maintain engagement and encourage higher-value purchases,381
C0391,33,47080496.4,2019-01-14,2024-11-30,2147,1426681.71,0.47,5.88,High Repeat,Loyal,Government,Construction,West,3,58.93,43.51,52.76,Maintain engagement and encourage higher-value purchases,382
C0057,32,49701788.6,2019-03-20,2024-12-04,2086,1553180.89,0.47,5.71,High Repeat,Loyal,Retail,Logistics,East,3,57.14,45.93,52.66,Maintain engagement and encourage higher-value purchases,383
C0298,33,46771231.0,2019-01-05,2024-11-20,2146,1417310.03,0.47,5.88,High Repeat,Loyal,Fleet Owner,Construction,South,4,58.93,43.23,52.65,Maintain engagement and encourage higher-value purchases,384
C0171,30,55348450.2,2019-04-27,2024-10-19,2002,1844948.34,0.46,5.48,High Repeat,Loyal,Fleet Owner,Construction,South,3,53.57,51.15,52.6,Maintain engagement and encourage higher-value purchases,385
C0112,33,46248326.6,2019-02-27,2024-12-01,2104,1401464.44,0.48,5.76,High Repeat,Loyal,Fleet Owner,Mining,South,2,58.93,42.74,52.45,Maintain engagement and encourage higher-value purchases,386
C0368,31,51837532.8,2019-02-17,2024-11-01,2084,1672178.48,0.45,5.71,High Repeat,Loyal,Fleet Owner,Construction,South,1,55.36,47.91,52.38,Maintain engagement and encourage higher-value purchases,387
C0386,32,48819152.6,2019-04-23,2024-11-04,2022,1525598.52,0.48,5.54,High Repeat,Loyal,Retail,Construction,North,4,57.14,45.12,52.33,Maintain engagement and encourage higher-value purchases,388
C0452,35,40090449.2,2019-03-05,2024-12-27,2124,1145441.41,0.5,5.82,High Repeat,Loyal,Fleet Owner,Mining,South,1,62.5,37.05,52.32,Maintain engagement and encourage higher-value purchases,389
C0316,33,45390754.0,2019-03-08,2024-09-22,2025,1375477.39,0.5,5.54,High Repeat,Loyal,Dealer,Manufacturing,East,4,58.93,41.95,52.14,Maintain engagement and encourage higher-value purchases,390
C0494,32,48287535.6,2019-02-25,2024-11-28,2103,1508985.49,0.46,5.76,High Repeat,Loyal,Corporate,Construction,East,2,57.14,44.63,52.14,Maintain engagement and encourage higher-value purchases,391
C0104,34,42120081.4,2019-04-06,2024-12-30,2095,1238825.92,0.49,5.74,High Repeat,Loyal,Fleet Owner,Infrastructure,South,1,60.71,38.93,52.0,Maintain engagement and encourage higher-value purchases,392
C0214,31,50612095.0,2019-01-12,2024-12-26,2175,1632648.23,0.43,5.95,High Repeat,Loyal,Corporate,Rental,West,4,55.36,46.78,51.92,Maintain engagement and encourage higher-value purchases,393
C0210,30,53509817.8,2019-02-20,2024-11-26,2106,1783660.59,0.43,5.77,High Repeat,Loyal,Retail,Infrastructure,West,2,53.57,49.45,51.92,Maintain engagement and encourage higher-value purchases,394
C0485,28,59146123.8,2019-01-14,2024-10-01,2087,2112361.56,0.41,5.71,Moderate Repeat,Regular,Fleet Owner,Rental,West,1,50.0,54.66,51.87,Increase purchase frequency through targeted offers,395
C0167,31,50383279.4,2019-01-03,2024-12-28,2186,1625267.08,0.43,5.98,High Repeat,Loyal,Retail,Mining,West,4,55.36,46.56,51.84,Maintain engagement and encourage higher-value purchases,396
C0325,30,52920013.4,2019-03-03,2024-11-09,2078,1764000.45,0.44,5.69,High Repeat,Loyal,Corporate,Rental,East,3,53.57,48.91,51.71,Maintain engagement and encourage higher-value purchases,397
C0095,29,55610118.2,2019-05-21,2024-12-26,2046,1917590.28,0.43,5.6,Moderate Repeat,Regular,Fleet Owner,Logistics,West,3,51.79,51.4,51.63,Increase purchase frequency through targeted offers,398
C0048,31,49413459.2,2019-04-05,2024-09-12,1987,1593982.55,0.47,5.44,High Repeat,Loyal,Dealer,Mining,South,3,55.36,45.67,51.48,Maintain engagement and encourage higher-value purchases,399
C0018,31,49286607.8,2019-06-10,2024-11-14,1984,1589890.57,0.48,5.43,High Repeat,Loyal,Retail,Construction,West,2,55.36,45.55,51.43,Maintain engagement and encourage higher-value purchases,400
C0357,28,57734552.2,2019-01-05,2024-11-17,2143,2061948.29,0.4,5.87,Moderate Repeat,Regular,Corporate,Mining,West,2,50.0,53.36,51.34,Increase purchase frequency through targeted offers,401
C0036,31,48929201.8,2019-06-26,2024-12-18,2002,1578361.35,0.47,5.48,High Repeat,Loyal,Fleet Owner,Construction,East,2,55.36,45.22,51.3,Maintain engagement and encourage higher-value purchases,402
