customer_id,customer_type,industry_segment,region,last_purchase_date,recency_days,delivered_order_count,frequency,total_revenue,monetary,R_score,F_score,M_score,RFM_score,RFM_total_score,customer_segment,customer_priority_score,customer_priority_class,customer_priority_rank
C0183,Government,Mining,West,2024-12-05,27,27,27,32313901.0,32313901.0,4,1,1,411,6,Regular Customers,44.0,Low Priority,392
C0125,Government,Mining,West,2024-12-09,23,30,30,31904862.6,31904862.6,4,1,1,411,6,Regular Customers,44.0,Low Priority,393
C0180,Fleet Owner,Logistics,South,2024-12-10,22,27,27,30093537.8,30093537.8,4,1,1,411,6,Regular Customers,44.0,Low Priority,394
C0174,Government,Mining,West,2024-12-03,29,29,29,29793255.0,29793255.0,4,1,1,411,6,Regular Customers,44.0,Low Priority,395
C0347,Retail,Mining,North,2024-12-03,29,24,24,22536660.4,22536660.4,4,1,1,411,6,Regular Customers,44.0,Low Priority,396
C0325,Corporate,Rental,East,2024-11-09,53,30,30,52920013.4,52920013.4,3,1,2,312,6,Regular Customers,42.0,Low Priority,397
C0376,Retail,Construction,North,2024-11-24,38,29,29,52106248.6,52106248.6,3,1,2,312,6,Regular Customers,42.0,Low Priority,398
C0018,Retail,Construction,West,2024-11-14,48,31,31,49286607.8,49286607.8,3,1,2,312,6,Regular Customers,42.0,Low Priority,399
C0389,Retail,Mining,West,2024-11-25,37,30,30,48796477.0,48796477.0,3,1,2,312,6,Regular Customers,42.0,Low Priority,400
C0474,Government,Logistics,West,2024-11-07,55,30,30,48230361.0,48230361.0,3,1,2,312,6,Regular Customers,42.0,Low Priority,401
C0484,Fleet Owner,Mining,West,2024-11-10,52,27,27,48200851.6,48200851.6,3,1,2,312,6,Regular Customers,42.0,Low Priority,402
C0122,Dealer,Rental,North East,2024-11-05,57,31,31,48051119.4,48051119.4,3,1,2,312,6,Regular Customers,42.0,Low Priority,403
C0418,Government,Mining,West,2024-11-14,48,30,30,47167025.6,47167025.6,3,1,2,312,6,Regular Customers,42.0,Low Priority,404
C0298,Fleet Owner,Construction,South,2024-11-20,42,33,33,46771231.0,46771231.0,3,2,1,321,6,Regular Customers,42.0,Low Priority,405
C0382,Retail,Manufacturing,South,2024-11-19,43,33,33,42929317.0,42929317.0,3,2,1,321,6,Regular Customers,42.0,Low Priority,406
C0454,Government,Mining,West,2024-11-14,48,33,33,41820500.6,41820500.6,3,2,1,321,6,Regular Customers,42.0,Low Priority,407
C0350,Dealer,Logistics,North East,2024-11-25,37,32,32,41227777.0,41227777.0,3,2,1,321,6,Regular Customers,42.0,Low Priority,408
C0485,Fleet Owner,Rental,West,2024-10-01,92,28,28,59146123.8,59146123.8,2,1,3,213,6,Hibernating High Value,40.0,Low Priority,409
C0171,Fleet Owner,Construction,South,2024-10-19,74,30,30,55348450.2,55348450.2,2,1,3,213,6,Hibernating High Value,40.0,Low Priority,410
C0434,Corporate,Mining,Central,2024-10-26,67,33,33,54575670.2,54575670.2,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,411
C0223,Corporate,Logistics,West,2024-10-15,78,33,33,54079206.6,54079206.6,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,412
C0066,Retail,Manufacturing,Central,2024-10-11,82,32,32,54037060.800000004,54037060.800000004,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,413
C0442,Dealer,Logistics,East,2024-10-20,73,33,33,53527848.6,53527848.6,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,414
C0361,Government,Logistics,South,2024-09-26,97,32,32,52532617.8,52532617.8,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,415
C0368,Fleet Owner,Construction,South,2024-11-01,61,31,31,51837532.8,51837532.8,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,416
C0075,Retail,Mining,South,2024-10-20,73,33,33,50186853.4,50186853.4,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,417
C0199,Government,Mining,West,2024-10-21,72,33,33,48930073.4,48930073.4,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,418
C0114,Retail,Mining,East,2024-09-27,96,33,33,48515792.8,48515792.8,2,2,2,222,6,Hibernating Customers,40.0,Low Priority,419
C0387,Dealer,Infrastructure,East,2024-10-26,67,34,34,47133318.0,47133318.0,2,3,1,231,6,At Risk Customers,40.0,Low Priority,420
C0037,Corporate,Construction,West,2024-10-25,68,36,36,45505928.0,45505928.0,2,3,1,231,6,At Risk Customers,40.0,Low Priority,421
C0252,Retail,Construction,South,2024-10-07,86,34,34,45321304.6,45321304.6,2,3,1,231,6,At Risk Customers,40.0,Low Priority,422
C0218,Fleet Owner,Construction,West,2024-10-16,77,36,36,44324901.0,44324901.0,2,3,1,231,6,At Risk Customers,40.0,Low Priority,423
C0020,Dealer,Logistics,East,2024-10-17,76,37,37,42586254.6,42586254.6,2,3,1,231,6,At Risk Customers,40.0,Low Priority,424
C0213,Fleet Owner,Rental,West,2024-08-31,123,30,30,66248437.6,66248437.6,1,1,4,114,6,Hibernating High Value,38.0,Low Priority,425
C0491,Dealer,Infrastructure,South,2024-07-04,181,27,27,65215944.4,65215944.4,1,1,4,114,6,Hibernating High Value,38.0,Low Priority,426
C0498,Fleet Owner,Construction,East,2024-08-19,135,28,28,64864362.8,64864362.8,1,1,4,114,6,Hibernating High Value,38.0,Low Priority,427
C0131,Corporate,Rental,South,2024-06-14,201,32,32,59008448.8,59008448.8,1,2,3,123,6,Hibernating High Value,38.0,Low Priority,428
C0030,Corporate,Construction,South,2024-09-02,121,32,32,58263942.8,58263942.8,1,2,3,123,6,Hibernating High Value,38.0,Low Priority,429
C0433,Dealer,Infrastructure,North,2024-05-27,219,31,31,57020323.4,57020323.4,1,2,3,123,6,Hibernating High Value,38.0,Low Priority,430
C0260,Dealer,Logistics,South,2024-09-05,118,32,32,55524668.6,55524668.6,1,2,3,123,6,Hibernating High Value,38.0,Low Priority,431
C0372,Government,Logistics,South,2024-07-10,175,36,36,52822436.0,52822436.0,1,3,2,132,6,At Risk Customers,38.0,Low Priority,432
C0324,Corporate,Mining,South,2024-08-24,130,35,35,52335374.8,52335374.8,1,3,2,132,6,At Risk Customers,38.0,Low Priority,433
C0266,Fleet Owner,Rental,South,2024-09-24,99,35,35,50717014.0,50717014.0,1,3,2,132,6,At Risk Customers,38.0,Low Priority,434
C0299,Retail,Logistics,South,2024-08-30,124,34,34,48095055.8,48095055.8,1,3,2,132,6,At Risk Customers,38.0,Low Priority,435
C0043,Corporate,Construction,South,2024-06-14,201,36,36,47644638.800000004,47644638.800000004,1,3,2,132,6,At Risk Customers,38.0,Low Priority,436
C0163,Dealer,Logistics,West,2024-08-05,149,38,38,46377823.0,46377823.0,1,4,1,141,6,At Risk Customers,38.0,Low Priority,437
C0187,Retail,Rental,North,2024-11-08,54,30,30,46901016.0,46901016.0,3,1,1,311,5,Regular Customers,36.0,Low Priority,438
C0423,Dealer,Infrastructure,South,2024-11-09,53,30,30,46894840.4,46894840.4,3,1,1,311,5,Regular Customers,36.0,Low Priority,439
C0473,Government,Rental,South,2024-11-15,47,26,26,42018356.8,42018356.8,3,1,1,311,5,Regular Customers,36.0,Low Priority,440
C0150,Fleet Owner,Manufacturing,West,2024-11-09,53,30,30,41608958.8,41608958.8,3,1,1,311,5,Regular Customers,36.0,Low Priority,441
C0352,Corporate,Mining,South,2024-11-11,51,30,30,40262666.2,40262666.2,3,1,1,311,5,Regular Customers,36.0,Low Priority,442
C0028,Retail,Infrastructure,South,2024-11-13,49,29,29,38208624.0,38208624.0,3,1,1,311,5,Regular Customers,36.0,Low Priority,443
C0007,Corporate,Manufacturing,West,2024-11-03,59,31,31,36509378.2,36509378.2,3,1,1,311,5,Regular Customers,36.0,Low Priority,444
C0279,Dealer,Rental,West,2024-11-12,50,26,26,35292218.0,35292218.0,3,1,1,311,5,Regular Customers,36.0,Low Priority,445
C0497,Government,Logistics,South,2024-11-02,60,30,30,51439335.2,51439335.2,2,1,2,212,5,Hibernating Customers,34.0,Low Priority,446
C0233,Government,Logistics,East,2024-10-21,72,28,28,49889164.0,49889164.0,2,1,2,212,5,Hibernating Customers,34.0,Low Priority,447
C0265,Retail,Mining,West,2024-09-27,96,29,29,47931619.6,47931619.6,2,1,2,212,5,Hibernating Customers,34.0,Low Priority,448
C0441,Dealer,Construction,North,2024-10-19,74,31,31,47045233.8,47045233.8,2,2,1,221,5,Hibernating Customers,34.0,Low Priority,449
C0239,Government,Logistics,South,2024-10-27,66,32,32,44962159.0,44962159.0,2,2,1,221,5,Hibernating Customers,34.0,Low Priority,450
C0034,Government,Construction,West,2024-10-06,87,32,32,42477752.2,42477752.2,2,2,1,221,5,Hibernating Customers,34.0,Low Priority,451
C0336,Government,Rental,East,2024-09-26,97,33,33,39095696.4,39095696.4,2,2,1,221,5,Hibernating Customers,34.0,Low Priority,452
C0256,Corporate,Infrastructure,North East,2024-09-19,104,30,30,58794725.4,58794725.4,1,1,3,113,5,Hibernating High Value,32.0,Low Priority,453
C0047,Corporate,Rental,West,2024-08-25,129,30,30,57880918.0,57880918.0,1,1,3,113,5,Hibernating High Value,32.0,Low Priority,454
C0417,Fleet Owner,Mining,East,2024-09-11,112,32,32,51984530.4,51984530.4,1,2,2,122,5,Hibernating Customers,32.0,Low Priority,455
C0405,Corporate,Infrastructure,West,2024-06-25,190,32,32,50787823.0,50787823.0,1,2,2,122,5,Hibernating Customers,32.0,Low Priority,456
C0031,Government,Mining,East,2024-08-13,141,34,34,50500841.8,50500841.8,1,2,2,122,5,Hibernating Customers,32.0,Low Priority,457
C0008,Corporate,Logistics,West,2024-07-16,169,34,34,48368868.0,48368868.0,1,2,2,122,5,Hibernating Customers,32.0,Low Priority,458
C0185,Dealer,Logistics,West,2024-09-16,107,33,33,47500335.2,47500335.2,1,2,2,122,5,Hibernating Customers,32.0,Low Priority,459
C0092,Fleet Owner,Logistics,West,2024-07-30,155,36,36,46760586.8,46760586.8,1,3,1,131,5,At Risk Customers,32.0,Low Priority,460
C0351,Corporate,Rental,East,2024-09-12,111,34,34,44776790.6,44776790.6,1,3,1,131,5,At Risk Customers,32.0,Low Priority,461
C0277,Dealer,Logistics,West,2024-09-14,109,36,36,43668914.6,43668914.6,1,3,1,131,5,At Risk Customers,32.0,Low Priority,462
C0402,Fleet Owner,Rental,South,2024-07-12,173,35,35,43498305.199999996,43498305.199999996,1,3,1,131,5,At Risk Customers,32.0,Low Priority,463
C0226,Dealer,Logistics,West,2024-09-28,95,26,26,47025541.0,47025541.0,2,1,1,211,4,Hibernating Customers,28.0,Low Priority,464
C0430,Retail,Manufacturing,West,2024-10-11,82,27,27,44879330.8,44879330.8,2,1,1,211,4,Hibernating Customers,28.0,Low Priority,465
C0366,Corporate,Logistics,East,2024-10-26,67,26,26,43711261.800000004,43711261.800000004,2,1,1,211,4,Hibernating Customers,28.0,Low Priority,466
C0479,Retail,Construction,West,2024-10-08,85,26,26,37716131.0,37716131.0,2,1,1,211,4,Hibernating Customers,28.0,Low Priority,467
C0139,Government,Mining,West,2024-10-31,62,29,29,37337910.0,37337910.0,2,1,1,211,4,Hibernating Customers,28.0,Low Priority,468
C0353,Dealer,Manufacturing,North,2024-10-08,85,27,27,31979908.6,31979908.6,2,1,1,211,4,Hibernating Customers,28.0,Low Priority,469
C0456,Corporate,Mining,North,2024-10-16,77,27,27,31514609.0,31514609.0,2,1,1,211,4,Hibernating Customers,28.0,Low Priority,470
C0133,Government,Mining,South,2024-04-07,269,29,29,51247358.0,51247358.0,1,1,2,112,4,Hibernating Customers,26.0,Low Priority,471
C0444,Dealer,Manufacturing,South,2024-01-08,359,30,30,50928809.0,50928809.0,1,1,2,112,4,Hibernating Customers,26.0,Low Priority,472
C0202,Government,Logistics,North,2024-09-21,102,28,28,50389917.2,50389917.2,1,1,2,112,4,Hibernating Customers,26.0,Low Priority,473
C0048,Dealer,Mining,South,2024-09-12,111,31,31,49413459.2,49413459.2,1,1,2,112,4,Hibernating Customers,26.0,Low Priority,474
C0127,Government,Construction,East,2024-06-25,190,28,28,48960650.8,48960650.8,1,1,2,112,4,Hibernating Customers,26.0,Low Priority,475
C0313,Corporate,Mining,West,2024-09-02,121,30,30,48205237.4,48205237.4,1,1,2,112,4,Hibernating Customers,26.0,Low Priority,476
C0344,Fleet Owner,Mining,West,2024-06-17,198,28,28,48151864.0,48151864.0,1,1,2,112,4,Hibernating Customers,26.0,Low Priority,477
C0316,Dealer,Manufacturing,East,2024-09-22,101,33,33,45390754.0,45390754.0,1,2,1,121,4,Hibernating Customers,26.0,Low Priority,478
C0212,Retail,Infrastructure,North East,2024-08-23,131,31,31,45262151.0,45262151.0,1,2,1,121,4,Hibernating Customers,26.0,Low Priority,479
C0283,Retail,Logistics,North,2024-09-04,119,31,31,44490975.8,44490975.8,1,2,1,121,4,Hibernating Customers,26.0,Low Priority,480
C0412,Corporate,Infrastructure,East,2024-05-28,218,32,32,43246987.6,43246987.6,1,2,1,121,4,Hibernating Customers,26.0,Low Priority,481
C0179,Government,Infrastructure,South,2024-07-21,164,32,32,43222736.0,43222736.0,1,2,1,121,4,Hibernating Customers,26.0,Low Priority,482
C0334,Corporate,Mining,South,2024-08-24,130,33,33,37526956.6,37526956.6,1,2,1,121,4,Hibernating Customers,26.0,Low Priority,483
C0267,Fleet Owner,Infrastructure,South,2024-03-25,282,29,29,46440405.199999996,46440405.199999996,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,484
C0094,Corporate,Logistics,West,2024-09-20,103,31,31,46343009.2,46343009.2,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,485
C0281,Government,Logistics,South,2024-06-25,190,26,26,46282268.6,46282268.6,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,486
C0431,Government,Logistics,West,2024-07-05,180,28,28,45787279.2,45787279.2,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,487
C0053,Fleet Owner,Construction,North,2024-09-18,105,27,27,45016037.4,45016037.4,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,488
C0143,Corporate,Infrastructure,South,2024-08-02,152,27,27,44644618.2,44644618.2,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,489
C0137,Dealer,Infrastructure,South,2024-06-10,205,21,21,42806442.6,42806442.6,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,490
C0078,Dealer,Rental,South,2024-06-22,193,31,31,42565724.6,42565724.6,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,491
C0182,Dealer,Infrastructure,East,2024-08-03,151,29,29,40856091.0,40856091.0,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,492
C0339,Fleet Owner,Logistics,South,2024-08-16,138,24,24,40193008.4,40193008.4,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,493
C0144,Fleet Owner,Construction,West,2024-08-23,131,25,25,39589546.2,39589546.2,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,494
C0487,Dealer,Mining,South,2024-03-18,289,26,26,39512216.0,39512216.0,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,495
C0091,Retail,Construction,South,2024-09-07,116,30,30,39090471.8,39090471.8,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,496
C0117,Government,Mining,North East,2024-08-12,142,31,31,38951277.4,38951277.4,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,497
C0238,Corporate,Construction,South,2024-03-25,282,30,30,36717219.2,36717219.2,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,498
C0061,Dealer,Construction,West,2024-09-08,115,29,29,33890240.0,33890240.0,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,499
C0292,Corporate,Rental,Central,2024-04-28,248,27,27,30979627.8,30979627.8,1,1,1,111,3,Hibernating Customers,20.0,Low Priority,500
