customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,unique_sales_channels,preferred_sales_channel,preferred_channel_orders,preferred_channel_revenue,preferred_channel_revenue_share_pct,channel_diversification_class,channel_preference_class
C0383,Fleet Owner,Infrastructure,North,41,68192154.0,1663223.268292683,4,Counter Sale,13,21942857.2,32.18,Multi-Channel Customer,Counter Sale Preferred
C0384,Retail,Construction,South,39,72157498.2,1850192.2615384615,4,Online,12,25053994.8,34.72,Multi-Channel Customer,Online Preferred
C0385,Corporate,Manufacturing,West,37,67435700.6,1822586.5027027025,4,Counter Sale,8,19122077.4,28.36,Multi-Channel Customer,Counter Sale Preferred
C0386,Retail,Construction,North,32,48819152.6,1525598.51875,4,Counter Sale,10,16085573.0,32.95,Multi-Channel Customer,Counter Sale Preferred
C0387,Dealer,Infrastructure,East,34,47133318.0,1386274.0588235294,4,Dealer Network,12,15497002.8,32.88,Multi-Channel Customer,Dealer Network Preferred
C0388,Fleet Owner,Infrastructure,West,27,39389408.6,1458866.9851851852,4,Dealer Network,6,13187991.2,33.48,Multi-Channel Customer,Dealer Network Preferred
C0389,Retail,Mining,West,30,48796477.0,1626549.2333333334,4,Field Sales,9,19807454.4,40.59,Multi-Channel Customer,No Sales
C0390,Fleet Owner,Construction,North,32,64132451.0,2004139.09375,4,Counter Sale,11,20196177.6,31.49,Multi-Channel Customer,Counter Sale Preferred
C0391,Government,Construction,West,33,47080496.4,1426681.709090909,4,Online,13,19016769.4,40.39,Multi-Channel Customer,Online Preferred
C0392,Fleet Owner,Logistics,East,31,38571708.8,1244248.6709677419,4,Field Sales,11,15944204.2,41.34,Multi-Channel Customer,No Sales
C0393,Retail,Rental,East,39,51240981.8,1313871.3282051282,4,Counter Sale,12,15724175.6,30.69,Multi-Channel Customer,Counter Sale Preferred
C0394,Government,Construction,South,40,69936379.2,1748409.48,4,Dealer Network,11,22598785.2,32.31,Multi-Channel Customer,Dealer Network Preferred
C0395,Corporate,Manufacturing,East,44,64514679.8,1466242.7227272727,4,Field Sales,17,21591950.6,33.47,Multi-Channel Customer,No Sales
C0396,Government,Manufacturing,West,38,64506474.4,1697538.8,4,Field Sales,12,23637502.0,36.64,Multi-Channel Customer,No Sales
C0397,Fleet Owner,Mining,West,36,56279511.4,1563319.7611111111,4,Online,11,17557923.8,31.2,Multi-Channel Customer,Online Preferred
C0398,Government,Rental,South,35,57843305.6,1652665.8742857142,4,Counter Sale,13,23259117.6,40.21,Multi-Channel Customer,Counter Sale Preferred
C0399,Fleet Owner,Rental,South,39,59287998.0,1520205.076923077,4,Field Sales,14,20708655.400000002,34.93,Multi-Channel Customer,No Sales
C0400,Government,Infrastructure,North,35,51694363.6,1476981.8171428572,4,Dealer Network,11,16315417.4,31.56,Multi-Channel Customer,Dealer Network Preferred
C0401,Government,Logistics,North East,36,58231157.8,1617532.161111111,4,Dealer Network,8,18295457.6,31.42,Multi-Channel Customer,Dealer Network Preferred
C0402,Fleet Owner,Rental,South,35,43498305.199999996,1242808.72,4,Counter Sale,10,13617032.8,31.3,Multi-Channel Customer,Counter Sale Preferred
C0403,Government,Construction,East,45,80523517.0,1789411.4888888889,4,Online,12,26454644.2,32.85,Multi-Channel Customer,Online Preferred
C0404,Government,Mining,West,31,46035794.4,1485025.6258064515,4,Counter Sale,10,16109323.0,34.99,Multi-Channel Customer,Counter Sale Preferred
C0405,Corporate,Infrastructure,West,32,50787823.0,1587119.46875,4,Counter Sale,12,23095269.2,45.47,Multi-Channel Customer,Counter Sale Preferred
C0406,Dealer,Logistics,West,32,64818334.4,2025572.95,4,Field Sales,10,27919162.0,43.07,Multi-Channel Customer,No Sales
C0407,Dealer,Logistics,South,38,54609453.4,1437090.8789473684,4,Field Sales,13,25528628.4,46.75,Multi-Channel Customer,No Sales
C0408,Government,Infrastructure,South,36,60127186.2,1670199.6166666667,4,Dealer Network,12,20094817.2,33.42,Multi-Channel Customer,Dealer Network Preferred
C0409,Government,Logistics,West,45,60821412.6,1351586.9466666668,4,Counter Sale,10,20794722.2,34.19,Multi-Channel Customer,Counter Sale Preferred
C0410,Corporate,Mining,South,39,59804309.8,1533443.841025641,4,Online,14,21152404.8,35.37,Multi-Channel Customer,Online Preferred
C0411,Corporate,Mining,South,43,72229183.0,1679748.441860465,4,Counter Sale,14,20871904.400000002,28.9,Multi-Channel Customer,Counter Sale Preferred
C0412,Corporate,Infrastructure,East,32,43246987.6,1351468.3625,4,Online,14,21645894.2,50.05,Multi-Channel Customer,Online Preferred
C0413,Fleet Owner,Manufacturing,South,41,62380011.4,1521463.6926829268,4,Online,13,20388741.4,32.68,Multi-Channel Customer,Online Preferred
C0414,Dealer,Construction,South,40,66316815.6,1657920.3900000001,4,Online,15,31867197.200000003,48.05,Multi-Channel Customer,Online Preferred
C0415,Government,Infrastructure,North East,33,68592455.6,2078559.2606060605,4,Field Sales,11,29572749.0,43.11,Multi-Channel Customer,No Sales
C0416,Dealer,Manufacturing,South,37,46006682.0,1243423.8378378379,4,Dealer Network,13,14552689.2,31.63,Multi-Channel Customer,Dealer Network Preferred
C0417,Fleet Owner,Mining,East,32,51984530.4,1624516.575,4,Counter Sale,10,17462235.8,33.59,Multi-Channel Customer,Counter Sale Preferred
C0418,Government,Mining,West,30,47167025.6,1572234.1866666668,4,Dealer Network,8,17124749.0,36.31,Multi-Channel Customer,Dealer Network Preferred
C0419,Fleet Owner,Logistics,West,31,61514207.2,1984329.2645161292,4,Field Sales,8,19048311.6,30.97,Multi-Channel Customer,No Sales
C0420,Retail,Rental,South,46,92482888.8,2010497.5826086956,4,Online,12,29210984.2,31.59,Multi-Channel Customer,Online Preferred
C0421,Retail,Construction,South,38,69466242.8,1828059.0210526315,4,Online,10,20316214.4,29.25,Multi-Channel Customer,Online Preferred
C0422,Government,Construction,South,37,65678984.2,1775107.6810810813,4,Online,8,21410918.6,32.6,Multi-Channel Customer,Online Preferred
C0423,Dealer,Infrastructure,South,30,46894840.4,1563161.3466666667,4,Field Sales,12,18725827.0,39.93,Multi-Channel Customer,No Sales
C0424,Retail,Construction,West,35,58183379.4,1662382.2685714285,4,Online,9,22896222.4,39.35,Multi-Channel Customer,Online Preferred
C0425,Dealer,Manufacturing,South,41,67882732.6,1655676.4048780487,4,Field Sales,14,27111074.0,39.94,Multi-Channel Customer,No Sales
C0426,Dealer,Infrastructure,North East,35,57207251.0,1634492.8857142858,4,Counter Sale,10,17948855.6,31.38,Multi-Channel Customer,Counter Sale Preferred
C0427,Corporate,Mining,West,41,53149424.199999996,1296327.419512195,4,Counter Sale,12,17376628.2,32.69,Multi-Channel Customer,Counter Sale Preferred
C0428,Retail,Construction,North,43,66337820.6,1542740.0139534883,4,Field Sales,12,20810920.400000002,31.37,Multi-Channel Customer,No Sales
C0429,Fleet Owner,Logistics,West,42,69444114.2,1653431.2904761906,4,Online,17,32936725.2,47.43,Multi-Channel Customer,Online Preferred
C0430,Retail,Manufacturing,West,27,44879330.8,1662197.437037037,4,Online,9,23692053.8,52.79,Multi-Channel Customer,Online Preferred
C0431,Government,Logistics,West,28,45787279.2,1635259.9714285715,4,Counter Sale,9,18591411.6,40.6,Multi-Channel Customer,Counter Sale Preferred
C0432,Fleet Owner,Mining,South,37,49310040.800000004,1332703.8054054056,4,Online,11,16493479.399999999,33.45,Multi-Channel Customer,Online Preferred
C0433,Dealer,Infrastructure,North,31,57020323.4,1839365.270967742,4,Counter Sale,7,19601463.0,34.38,Multi-Channel Customer,Counter Sale Preferred
C0434,Corporate,Mining,Central,33,54575670.2,1653808.187878788,4,Online,9,19456430.0,35.65,Multi-Channel Customer,Online Preferred
C0435,Dealer,Manufacturing,South,50,73908258.2,1478165.164,4,Online,15,27720357.2,37.51,Multi-Channel Customer,Online Preferred
C0436,Fleet Owner,Logistics,East,34,57784314.2,1699538.6529411767,4,Counter Sale,12,21732703.6,37.61,Multi-Channel Customer,Counter Sale Preferred
C0437,Dealer,Mining,West,30,46199550.2,1539985.0066666668,4,Field Sales,9,17541512.6,37.97,Multi-Channel Customer,No Sales
C0438,Corporate,Rental,East,39,61720027.0,1582564.7948717948,4,Field Sales,15,23774740.6,38.52,Multi-Channel Customer,No Sales
C0439,Dealer,Construction,South,36,47576062.0,1321557.2777777778,4,Field Sales,9,15440335.0,32.45,Multi-Channel Customer,No Sales
C0440,Retail,Manufacturing,South,44,82426773.6,1873335.7636363634,4,Dealer Network,10,25106508.0,30.46,Multi-Channel Customer,Dealer Network Preferred
C0441,Dealer,Construction,North,31,47045233.8,1517588.187096774,4,Dealer Network,9,19104059.0,40.61,Multi-Channel Customer,Dealer Network Preferred
C0442,Dealer,Logistics,East,33,53527848.6,1622056.0181818183,4,Dealer Network,10,19969524.8,37.31,Multi-Channel Customer,Dealer Network Preferred
C0443,Dealer,Infrastructure,East,40,64951558.8,1623788.97,4,Field Sales,15,23437553.2,36.08,Multi-Channel Customer,No Sales
C0444,Dealer,Manufacturing,South,30,50928809.0,1697626.9666666666,4,Dealer Network,16,23803675.2,46.74,Multi-Channel Customer,Dealer Network Preferred
C0445,Government,Mining,East,28,57177744.4,2042062.3,4,Counter Sale,8,15880080.4,27.77,Multi-Channel Customer,Counter Sale Preferred
C0446,Retail,Logistics,South,34,52035543.6,1530457.1647058823,4,Counter Sale,10,15019074.0,28.86,Multi-Channel Customer,Counter Sale Preferred
C0447,Fleet Owner,Rental,East,33,61334243.8,1858613.4484848485,4,Online,13,25728495.8,41.95,Multi-Channel Customer,Online Preferred
C0448,Fleet Owner,Logistics,East,36,68495840.4,1902662.2333333334,4,Counter Sale,11,21998497.6,32.12,Multi-Channel Customer,Counter Sale Preferred
C0449,Fleet Owner,Logistics,West,32,55700286.8,1740633.9625,4,Dealer Network,11,21221770.4,38.1,Multi-Channel Customer,Dealer Network Preferred
C0450,Fleet Owner,Construction,East,38,55345960.4,1456472.6421052632,4,Field Sales,13,23057447.0,41.66,Multi-Channel Customer,No Sales
C0451,Government,Manufacturing,East,37,49725150.4,1343922.9837837839,4,Dealer Network,8,16431950.4,33.05,Multi-Channel Customer,Dealer Network Preferred
C0452,Fleet Owner,Mining,South,35,40090449.2,1145441.4057142858,4,Dealer Network,13,13612397.0,33.95,Multi-Channel Customer,Dealer Network Preferred
C0453,Dealer,Mining,East,31,59284873.8,1912415.2838709676,4,Dealer Network,10,19804891.2,33.41,Multi-Channel Customer,Dealer Network Preferred
C0454,Government,Mining,West,33,41820500.6,1267287.896969697,4,Counter Sale,9,21742253.2,51.99,Multi-Channel Customer,Counter Sale Preferred
C0455,Retail,Logistics,Central,35,63287015.4,1808200.44,4,Field Sales,12,17923861.8,28.32,Multi-Channel Customer,No Sales
C0456,Corporate,Mining,North,27,31514609.0,1167207.7407407407,4,Counter Sale,8,13640021.6,43.28,Multi-Channel Customer,Counter Sale Preferred
C0457,Retail,Manufacturing,East,33,56578805.4,1714509.2545454544,4,Dealer Network,8,20985789.4,37.09,Multi-Channel Customer,Dealer Network Preferred
C0458,Dealer,Manufacturing,West,38,50799400.6,1336826.3315789474,4,Dealer Network,12,15390415.0,30.3,Multi-Channel Customer,Dealer Network Preferred
C0459,Retail,Logistics,East,41,71816909.8,1751631.9463414634,4,Online,16,24858134.4,34.61,Multi-Channel Customer,Online Preferred
C0460,Dealer,Logistics,South,32,64634814.4,2019837.95,4,Online,11,21775955.0,33.69,Multi-Channel Customer,Online Preferred
C0461,Corporate,Infrastructure,North,36,56714684.2,1575407.8944444444,4,Dealer Network,12,17884028.6,31.53,Multi-Channel Customer,Dealer Network Preferred
C0462,Retail,Logistics,South,49,82777824.6,1689343.3591836733,4,Counter Sale,15,28312778.2,34.2,Multi-Channel Customer,Counter Sale Preferred
C0463,Dealer,Mining,West,35,55370560.0,1582016.0,4,Counter Sale,11,17325290.0,31.29,Multi-Channel Customer,Counter Sale Preferred
C0464,Corporate,Infrastructure,North,38,67405736.8,1773835.1789473684,4,Counter Sale,9,27157704.4,40.29,Multi-Channel Customer,Counter Sale Preferred
C0465,Fleet Owner,Mining,South,35,48083241.6,1373806.902857143,4,Online,11,16041991.4,33.36,Multi-Channel Customer,Online Preferred
C0466,Retail,Manufacturing,South,47,88329161.4,1879343.859574468,4,Field Sales,16,28059255.2,31.77,Multi-Channel Customer,No Sales
C0467,Retail,Construction,North,48,62880162.4,1310003.3833333333,4,Field Sales,17,20065921.8,31.91,Multi-Channel Customer,No Sales
C0468,Fleet Owner,Rental,South,49,75254807.6,1535812.4,4,Dealer Network,14,21099191.4,28.04,Multi-Channel Customer,Dealer Network Preferred
C0469,Government,Manufacturing,North,40,68502617.4,1712565.435,4,Field Sales,13,23403716.8,34.16,Multi-Channel Customer,No Sales
C0470,Government,Mining,South,36,49194933.2,1366525.9222222222,4,Field Sales,9,17816552.6,36.22,Multi-Channel Customer,No Sales
C0471,Fleet Owner,Logistics,West,37,65501994.2,1770324.1675675677,4,Dealer Network,14,22843830.6,34.88,Multi-Channel Customer,Dealer Network Preferred
C0472,Dealer,Manufacturing,South,34,54888819.4,1614377.0411764705,4,Online,9,15947011.0,29.05,Multi-Channel Customer,Online Preferred
C0473,Government,Rental,South,26,42018356.8,1616090.646153846,4,Online,8,21991422.4,52.34,Multi-Channel Customer,Online Preferred
C0474,Government,Logistics,West,30,48230361.0,1607678.7,4,Field Sales,9,22324115.2,46.29,Multi-Channel Customer,No Sales
C0475,Fleet Owner,Construction,East,55,94883375.2,1725152.2763636364,4,Field Sales,17,32659046.2,34.42,Multi-Channel Customer,No Sales
C0476,Fleet Owner,Infrastructure,North,34,73746173.2,2169005.094117647,4,Field Sales,10,29672526.8,40.24,Multi-Channel Customer,No Sales
C0477,Government,Construction,West,36,57746038.6,1604056.6277777778,4,Online,13,22044263.2,38.17,Multi-Channel Customer,Online Preferred
C0478,Retail,Rental,North,44,75901402.2,1725031.8681818182,4,Field Sales,14,25739348.6,33.91,Multi-Channel Customer,No Sales
C0479,Retail,Construction,West,26,37716131.0,1450620.423076923,4,Online,7,12649709.8,33.54,Multi-Channel Customer,Online Preferred
C0480,Government,Infrastructure,West,34,48525468.6,1427219.6647058823,4,Dealer Network,11,19328351.0,39.83,Multi-Channel Customer,Dealer Network Preferred
C0481,Corporate,Logistics,South,39,60397194.2,1548646.0051282053,4,Online,10,17360065.8,28.74,Multi-Channel Customer,Online Preferred
C0482,Fleet Owner,Logistics,East,31,73762403.2,2379432.3612903226,4,Field Sales,13,24022526.8,32.57,Multi-Channel Customer,No Sales
C0483,Corporate,Rental,North,47,96130859.2,2045337.4297872342,4,Dealer Network,18,43097268.2,44.83,Multi-Channel Customer,Dealer Network Preferred
C0484,Fleet Owner,Mining,West,27,48200851.6,1785216.725925926,4,Dealer Network,9,12613537.4,26.17,Multi-Channel Customer,Dealer Network Preferred
C0485,Fleet Owner,Rental,West,28,59146123.8,2112361.564285714,4,Counter Sale,6,21794516.6,36.85,Multi-Channel Customer,Counter Sale Preferred
C0486,Government,Manufacturing,West,34,52620254.4,1547654.5411764705,4,Online,11,18469589.2,35.1,Multi-Channel Customer,Online Preferred
C0487,Dealer,Mining,South,26,39512216.0,1519700.6153846155,4,Counter Sale,11,21841174.8,55.28,Multi-Channel Customer,Counter Sale Preferred
C0488,Government,Construction,South,37,67251532.8,1817608.9945945945,4,Online,12,19759257.6,29.38,Multi-Channel Customer,Online Preferred
C0489,Fleet Owner,Rental,South,47,70625273.0,1502665.3829787234,4,Online,14,22719373.8,32.17,Multi-Channel Customer,Online Preferred
C0490,Government,Logistics,West,44,84742703.8,1925970.5409090908,4,Field Sales,14,30754845.599999998,36.29,Multi-Channel Customer,No Sales
C0491,Dealer,Infrastructure,South,27,65215944.4,2415405.348148148,4,Dealer Network,9,22999268.8,35.27,Multi-Channel Customer,Dealer Network Preferred
C0492,Dealer,Rental,East,35,61798115.2,1765660.4342857143,4,Counter Sale,15,20496045.8,33.17,Multi-Channel Customer,Counter Sale Preferred
C0493,Retail,Construction,South,38,54684935.199999996,1439077.242105263,4,Field Sales,13,21828003.599999998,39.92,Multi-Channel Customer,No Sales
C0494,Corporate,Construction,East,32,48287535.6,1508985.4875,4,Online,10,15402046.6,31.9,Multi-Channel Customer,Online Preferred
C0495,Fleet Owner,Infrastructure,North,48,94540537.6,1969594.5333333332,4,Dealer Network,14,30164610.8,31.91,Multi-Channel Customer,Dealer Network Preferred
C0496,Government,Infrastructure,East,37,48190097.0,1302435.054054054,4,Dealer Network,15,18790340.8,38.99,Multi-Channel Customer,Dealer Network Preferred
C0497,Government,Logistics,South,30,51439335.2,1714644.5066666668,4,Dealer Network,11,19331684.4,37.58,Multi-Channel Customer,Dealer Network Preferred
C0498,Fleet Owner,Construction,East,28,64864362.8,2316584.3857142855,4,Online,10,26173623.0,40.35,Multi-Channel Customer,Online Preferred
C0499,Corporate,Construction,East,39,62785837.0,1609893.2564102565,4,Field Sales,11,23584426.6,37.56,Multi-Channel Customer,No Sales
C0500,Corporate,Infrastructure,East,27,44474866.6,1647217.2814814816,4,Dealer Network,6,14346583.2,32.26,Multi-Channel Customer,Dealer Network Preferred
