customer_id,delivered_order_count,first_purchase_date,last_purchase_date,total_revenue,average_days_between_orders,minimum_days_between_orders,maximum_days_between_orders,customer_active_days,purchase_period_years,orders_per_year,purchase_frequency_class,purchase_interval_class,repeat_customer_class,average_order_value,customer_type,industry_segment,region,credit_limit,current_balance,customer_rating,purchase_frequency_score,purchase_behaviour_class,purchase_priority_score,purchase_priority_rank
C0161,37,2019-03-24,2024-11-17,60837361.2,57.36,1.0,235.0,2065,5.65,6.54,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1644253.01,Dealer,Mining,West,404774,243701,4,3,Moderately Engaged Customer,70,226
C0337,34,2019-04-15,2024-08-25,73457151.8,59.36,1.0,381.0,1959,5.36,6.34,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,2160504.46,Corporate,Manufacturing,North,713111,101691,2,3,Moderately Engaged Customer,70,227
C0136,37,2019-03-23,2024-11-13,45774176.2,57.28,1.0,221.0,2062,5.65,6.55,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1237139.9,Dealer,Mining,West,425042,208808,3,3,Moderately Engaged Customer,70,228
C0135,35,2019-03-09,2024-08-27,62791824.6,58.76,1.0,308.0,1998,5.47,6.4,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1794052.13,Retail,Rental,South,21372,14639,2,3,Moderately Engaged Customer,70,229
C0293,36,2019-01-19,2024-09-25,66815451.4,59.31,1.0,253.0,2076,5.68,6.33,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1855984.76,Dealer,Logistics,West,304956,217813,3,3,Moderately Engaged Customer,70,230
C0297,34,2019-02-13,2024-07-01,73065015.6,59.55,0.0,325.0,1965,5.38,6.32,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,2148971.05,Fleet Owner,Rental,South,333899,295884,3,3,Moderately Engaged Customer,70,231
C0181,36,2019-04-13,2024-12-15,53087081.0,59.23,3.0,213.0,2073,5.68,6.34,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1474641.14,Government,Construction,West,766249,475114,5,3,Moderately Engaged Customer,70,232
C0314,36,2019-01-22,2024-09-26,58625243.8,59.26,1.0,251.0,2074,5.68,6.34,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1628478.99,Retail,Logistics,East,10952,8769,1,3,Moderately Engaged Customer,70,233
C0324,35,2019-01-24,2024-08-24,52335374.8,59.97,2.0,242.0,2039,5.58,6.27,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1495296.42,Corporate,Mining,South,384819,150633,5,3,Moderately Engaged Customer,70,234
C0341,36,2019-03-10,2024-10-07,66838579.4,58.23,2.0,230.0,2038,5.58,6.45,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1856627.21,Fleet Owner,Mining,North,303484,207197,5,3,Moderately Engaged Customer,70,235
C0158,36,2019-03-03,2024-09-26,58875735.2,58.11,1.0,249.0,2034,5.57,6.46,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1635437.09,Corporate,Infrastructure,East,516521,146194,2,3,Moderately Engaged Customer,70,236
C0132,37,2019-02-22,2024-10-01,49004629.4,56.89,2.0,182.0,2048,5.61,6.6,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1324449.44,Corporate,Construction,Central,604969,495963,2,3,Moderately Engaged Customer,70,237
C0342,36,2019-12-04,2024-10-09,72821567.8,50.6,3.0,194.0,1771,4.85,7.42,Frequent Customer,Moderate Purchase Gap,Repeat Customer,2022821.33,Dealer,Infrastructure,North,104911,39842,5,3,Moderately Engaged Customer,70,238
C0198,36,2019-03-27,2024-08-01,63577917.2,55.83,1.0,251.0,1954,5.35,6.73,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1766053.26,Government,Mining,West,1493816,273190,2,3,Moderately Engaged Customer,70,239
C0287,36,2019-03-22,2024-11-27,55179366.6,59.34,3.0,233.0,2077,5.69,6.33,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1532760.18,Dealer,Manufacturing,South,208477,196469,4,3,Moderately Engaged Customer,70,240
C0277,36,2019-05-28,2024-09-14,43668914.6,55.31,1.0,279.0,1936,5.3,6.79,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1213025.41,Dealer,Logistics,West,430878,302093,1,3,Moderately Engaged Customer,70,241
C0218,36,2019-02-02,2024-10-16,44324901.0,59.51,0.0,253.0,2083,5.7,6.31,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1231247.25,Fleet Owner,Construction,West,635931,456436,5,3,Moderately Engaged Customer,70,242
C0251,36,2019-01-09,2024-07-06,60544705.8,57.29,2.0,129.0,2005,5.49,6.56,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1681797.38,Dealer,Mining,North,325375,94574,4,3,Moderately Engaged Customer,70,243
C0252,34,2019-08-03,2024-10-07,45321304.6,57.33,0.0,235.0,1892,5.18,6.56,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1332979.55,Retail,Construction,South,19663,14945,2,3,Moderately Engaged Customer,70,244
C0012,37,2019-01-28,2024-10-10,53404468.4,57.83,2.0,181.0,2082,5.7,6.49,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1443364.01,Fleet Owner,Logistics,South,785687,30771,1,3,Moderately Engaged Customer,70,245
C0016,35,2019-01-18,2024-12-18,70872336.2,63.56,2.0,225.0,2161,5.92,5.92,Frequent Customer,Long Purchase Gap,Repeat Customer,2024923.89,Government,Rental,East,1033243,195540,4,3,Low Engagement Customer,65,246
C0492,35,2019-02-04,2024-11-05,61798115.2,61.79,3.0,211.0,2101,5.75,6.08,Frequent Customer,Long Purchase Gap,Repeat Customer,1765660.43,Dealer,Rental,East,442676,48242,1,3,Low Engagement Customer,65,247
C0486,34,2019-01-01,2024-10-07,52620254.4,63.82,4.0,301.0,2106,5.77,5.9,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1547654.54,Government,Manufacturing,West,670285,64946,2,3,Low Engagement Customer,65,248
C0249,35,2019-01-16,2024-09-03,63391180.8,60.5,1.0,325.0,2057,5.63,6.21,Frequent Customer,Long Purchase Gap,Repeat Customer,1811176.59,Corporate,Construction,West,817572,617949,4,3,Low Engagement Customer,65,249
C0228,34,2019-03-27,2024-09-10,61132479.4,60.42,2.0,317.0,1994,5.46,6.23,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1798014.1,Government,Construction,South,1026411,1025544,3,3,Low Engagement Customer,65,250
C0246,35,2019-01-26,2024-11-02,77080113.6,61.97,5.0,226.0,2107,5.77,6.07,Frequent Customer,Long Purchase Gap,Repeat Customer,2202288.96,Retail,Manufacturing,North,31917,9359,2,3,Low Engagement Customer,65,251
C0264,36,2019-01-02,2024-11-02,67321592.8,60.89,0.0,337.0,2131,5.83,6.17,Frequent Customer,Long Purchase Gap,Repeat Customer,1870044.24,Retail,Infrastructure,West,35955,35640,4,3,Low Engagement Customer,65,252
C0224,36,2019-01-30,2024-10-31,54050072.4,60.03,5.0,267.0,2101,5.75,6.26,Frequent Customer,Long Purchase Gap,Repeat Customer,1501390.9,Retail,Manufacturing,East,11280,3718,3,3,Low Engagement Customer,65,253
C0286,36,2019-01-06,2024-12-29,60273490.2,62.4,1.0,263.0,2184,5.98,6.02,Frequent Customer,Long Purchase Gap,Repeat Customer,1674263.62,Dealer,Construction,South,168144,158029,2,3,Low Engagement Customer,65,254
C0289,35,2019-02-07,2024-10-29,50221149.2,61.5,0.0,150.0,2091,5.72,6.11,Frequent Customer,Long Purchase Gap,Repeat Customer,1434889.98,Corporate,Logistics,South,600072,472573,2,3,Low Engagement Customer,65,255
C0203,35,2019-02-25,2024-11-19,53777085.6,61.59,2.0,240.0,2094,5.73,6.1,Frequent Customer,Long Purchase Gap,Repeat Customer,1536488.16,Government,Manufacturing,West,1101577,142383,1,3,Low Engagement Customer,65,256
C0217,36,2019-01-19,2024-12-18,61360958.2,61.71,3.0,287.0,2160,5.91,6.09,Frequent Customer,Long Purchase Gap,Repeat Customer,1704471.06,Corporate,Infrastructure,North,777454,325192,5,3,Low Engagement Customer,65,257
C0263,35,2019-03-06,2024-11-01,61677496.4,60.79,1.0,287.0,2067,5.66,6.18,Frequent Customer,Long Purchase Gap,Repeat Customer,1762214.18,Government,Rental,South,907695,500438,3,3,Low Engagement Customer,65,258
C0266,35,2019-01-22,2024-09-24,50717014.0,60.94,2.0,214.0,2072,5.67,6.17,Frequent Customer,Long Purchase Gap,Repeat Customer,1449057.54,Fleet Owner,Rental,South,196336,54211,4,3,Low Engagement Customer,65,259
C0299,34,2019-01-24,2024-08-30,48095055.8,61.97,6.0,207.0,2045,5.6,6.07,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1414560.46,Retail,Logistics,South,36717,4107,1,3,Low Engagement Customer,65,260
C0175,36,2019-01-24,2024-11-01,59434888.8,60.23,2.0,161.0,2108,5.77,6.24,Frequent Customer,Long Purchase Gap,Repeat Customer,1650969.13,Fleet Owner,Rental,East,222980,209069,5,3,Low Engagement Customer,65,261
C0323,36,2019-01-11,2024-12-22,50291498.8,62.06,2.0,178.0,2172,5.95,6.05,Frequent Customer,Long Purchase Gap,Repeat Customer,1396986.08,Government,Manufacturing,West,717071,189451,2,3,Low Engagement Customer,65,262
C0332,35,2019-01-19,2024-11-11,44566684.4,62.44,1.0,319.0,2123,5.81,6.02,Frequent Customer,Long Purchase Gap,Repeat Customer,1273333.84,Corporate,Mining,South,545215,438695,1,3,Low Engagement Customer,65,263
C0329,36,2019-01-03,2024-12-26,64307436.8,62.4,0.0,210.0,2184,5.98,6.02,Frequent Customer,Long Purchase Gap,Repeat Customer,1786317.69,Dealer,Infrastructure,Central,434298,220404,1,3,Low Engagement Customer,65,264
C0148,35,2019-01-28,2024-12-09,54884128.4,63.0,1.0,272.0,2142,5.86,5.97,Frequent Customer,Long Purchase Gap,Repeat Customer,1568117.95,Government,Construction,South,1202629,329492,4,3,Low Engagement Customer,65,265
C0351,34,2019-03-29,2024-09-12,44776790.6,60.42,2.0,229.0,1994,5.46,6.23,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1316964.43,Corporate,Rental,East,483031,235148,1,3,Low Engagement Customer,65,266
C0340,35,2019-01-05,2024-12-04,63532821.6,63.53,0.0,163.0,2160,5.91,5.92,Frequent Customer,Long Purchase Gap,Repeat Customer,1815223.47,Government,Mining,South,610937,228953,3,3,Low Engagement Customer,65,267
C0348,34,2019-04-15,2024-10-24,50897650.4,61.18,4.0,314.0,2019,5.53,6.15,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1496989.72,Retail,Logistics,North,32723,11641,2,3,Low Engagement Customer,65,268
C0190,35,2019-05-15,2024-12-29,56351528.4,60.44,1.0,202.0,2055,5.63,6.22,Frequent Customer,Long Purchase Gap,Repeat Customer,1610043.67,Retail,Manufacturing,North,49811,31087,1,3,Low Engagement Customer,65,269
C0320,34,2019-04-01,2024-12-30,53574056.6,63.64,0.0,306.0,2100,5.75,5.91,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1575707.55,Retail,Construction,North,16859,8363,1,3,Low Engagement Customer,65,270
C0164,36,2019-01-11,2024-11-13,45625652.8,60.94,1.0,181.0,2133,5.84,6.16,Frequent Customer,Long Purchase Gap,Repeat Customer,1267379.24,Government,Construction,North,1454565,1435105,4,3,Low Engagement Customer,65,271
C0318,36,2019-01-08,2024-10-17,62202116.0,60.26,3.0,156.0,2109,5.77,6.23,Frequent Customer,Long Purchase Gap,Repeat Customer,1727836.56,Corporate,Logistics,North,973000,403649,3,3,Low Engagement Customer,65,272
C0302,36,2019-02-05,2024-12-24,63607092.0,61.4,1.0,179.0,2149,5.88,6.12,Frequent Customer,Long Purchase Gap,Repeat Customer,1766863.67,Fleet Owner,Mining,West,698314,539240,1,3,Low Engagement Customer,65,273
C0189,35,2019-03-03,2024-11-11,61121980.8,61.18,0.0,444.0,2080,5.69,6.15,Frequent Customer,Long Purchase Gap,Repeat Customer,1746342.31,Government,Manufacturing,South,1168432,250217,4,3,Low Engagement Customer,65,274
C0129,36,2019-01-06,2024-10-31,76393252.6,60.71,1.0,317.0,2125,5.82,6.19,Frequent Customer,Long Purchase Gap,Repeat Customer,2122034.79,Corporate,Mining,North,902420,248703,5,3,Low Engagement Customer,65,275
C0370,36,2019-02-18,2024-12-18,53881174.6,60.86,1.0,295.0,2130,5.83,6.17,Frequent Customer,Long Purchase Gap,Repeat Customer,1496699.29,Corporate,Infrastructure,East,375748,373898,4,3,Low Engagement Customer,65,276
C0480,34,2019-01-24,2024-11-24,48525468.6,64.58,2.0,267.0,2131,5.83,5.83,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1427219.66,Government,Infrastructure,West,635943,336455,3,3,Low Engagement Customer,65,277
C0439,36,2019-03-21,2024-12-22,47576062.0,60.09,2.0,173.0,2103,5.76,6.25,Frequent Customer,Long Purchase Gap,Repeat Customer,1321557.28,Dealer,Construction,South,280679,62281,5,3,Low Engagement Customer,65,278
C0436,34,2019-02-01,2024-12-15,57784314.2,64.97,0.0,289.0,2144,5.87,5.79,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1699538.65,Fleet Owner,Logistics,East,550408,500938,3,3,Low Engagement Customer,65,279
C0426,35,2019-02-20,2024-12-03,57207251.0,62.15,0.0,239.0,2113,5.79,6.05,Frequent Customer,Long Purchase Gap,Repeat Customer,1634492.89,Dealer,Infrastructure,North East,332893,19372,1,3,Low Engagement Customer,65,280
C0052,35,2019-02-12,2024-12-11,56612172.2,62.62,1.0,207.0,2129,5.83,6.0,Frequent Customer,Long Purchase Gap,Repeat Customer,1617490.63,Government,Manufacturing,North East,1297924,695848,2,3,Low Engagement Customer,65,281
C0056,36,2019-01-08,2024-11-10,60885469.8,60.94,1.0,222.0,2133,5.84,6.16,Frequent Customer,Long Purchase Gap,Repeat Customer,1691263.05,Dealer,Mining,North,209877,191295,4,3,Low Engagement Customer,65,282
C0081,37,2019-01-03,2024-12-23,56355210.0,60.58,2.0,197.0,2181,5.97,6.2,Frequent Customer,Long Purchase Gap,Repeat Customer,1523113.78,Corporate,Rental,West,208371,44941,1,3,Low Engagement Customer,65,283
C0476,34,2019-01-13,2024-09-29,73746173.2,63.21,0.0,341.0,2086,5.71,5.95,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2169005.09,Fleet Owner,Infrastructure,North,209985,8474,3,3,Low Engagement Customer,65,284
C0026,36,2019-01-09,2024-12-29,60554977.0,62.31,1.0,256.0,2181,5.97,6.03,Frequent Customer,Long Purchase Gap,Repeat Customer,1682082.69,Fleet Owner,Mining,North,172621,3188,5,3,Low Engagement Customer,65,285
C0472,34,2019-04-29,2024-11-23,54888819.4,61.67,7.0,156.0,2035,5.57,6.1,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1614377.04,Dealer,Manufacturing,South,475653,77024,4,3,Low Engagement Customer,65,286
C0038,36,2019-01-08,2024-11-29,57808311.2,61.49,2.0,394.0,2152,5.89,6.11,Frequent Customer,Long Purchase Gap,Repeat Customer,1605786.42,Fleet Owner,Rental,North,348040,45014,1,3,Low Engagement Customer,65,287
C0465,35,2019-03-12,2024-12-12,48083241.6,61.82,1.0,238.0,2102,5.75,6.08,Frequent Customer,Long Purchase Gap,Repeat Customer,1373806.9,Fleet Owner,Mining,South,573243,248521,1,3,Low Engagement Customer,65,288
C0463,35,2019-01-10,2024-08-22,55370560.0,60.32,5.0,202.0,2051,5.62,6.23,Frequent Customer,Long Purchase Gap,Repeat Customer,1582016.0,Dealer,Mining,West,325255,17271,4,3,Low Engagement Customer,65,289
C0455,35,2019-04-27,2024-11-27,63287015.4,60.03,2.0,341.0,2041,5.59,6.26,Frequent Customer,Long Purchase Gap,Repeat Customer,1808200.44,Retail,Logistics,Central,12300,6971,1,3,Low Engagement Customer,65,290
C0452,35,2019-03-05,2024-12-27,40090449.2,62.47,5.0,203.0,2124,5.82,6.02,Frequent Customer,Long Purchase Gap,Repeat Customer,1145441.41,Fleet Owner,Mining,South,362507,335242,1,3,Low Engagement Customer,65,291
C0065,36,2019-01-07,2024-12-12,59751563.6,61.89,0.0,303.0,2166,5.93,6.07,Frequent Customer,Long Purchase Gap,Repeat Customer,1659765.66,Corporate,Mining,West,464475,104333,4,3,Low Engagement Customer,65,292
C0387,34,2019-01-02,2024-10-26,47133318.0,64.36,1.0,376.0,2124,5.82,5.85,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1386274.06,Dealer,Infrastructure,East,111501,60386,4,3,Low Engagement Customer,65,293
C0397,36,2019-02-11,2024-11-22,56279511.4,60.31,0.0,284.0,2111,5.78,6.23,Frequent Customer,Long Purchase Gap,Repeat Customer,1563319.76,Fleet Owner,Mining,West,685521,640617,3,3,Low Engagement Customer,65,294
C0098,35,2019-03-14,2024-12-18,56088743.0,61.94,3.0,246.0,2106,5.77,6.07,Frequent Customer,Long Purchase Gap,Repeat Customer,1602535.51,Corporate,Mining,East,270655,236169,1,3,Low Engagement Customer,65,295
C0401,36,2019-01-11,2024-10-25,58231157.8,60.4,1.0,265.0,2114,5.79,6.22,Frequent Customer,Long Purchase Gap,Repeat Customer,1617532.16,Government,Logistics,North East,1066548,57200,1,3,Low Engagement Customer,65,296
C0378,35,2019-01-19,2024-11-16,50644577.2,62.59,1.0,202.0,2128,5.83,6.01,Frequent Customer,Long Purchase Gap,Repeat Customer,1446987.92,Retail,Manufacturing,North,45130,31976,4,3,Low Engagement Customer,65,297
C0123,36,2019-01-16,2024-11-04,70019319.0,60.54,5.0,258.0,2119,5.8,6.21,Frequent Customer,Long Purchase Gap,Repeat Customer,1944981.08,Corporate,Infrastructure,East,574353,239735,3,3,Low Engagement Customer,65,298
C0446,34,2019-02-03,2024-10-16,52035543.6,63.09,6.0,242.0,2082,5.7,5.96,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1530457.16,Retail,Logistics,South,25401,2338,1,3,Low Engagement Customer,65,299
C0093,36,2019-02-13,2024-12-01,57944235.8,60.51,2.0,324.0,2118,5.8,6.21,Frequent Customer,Long Purchase Gap,Repeat Customer,1609562.11,Dealer,Manufacturing,South,447924,287318,2,3,Low Engagement Customer,65,300
C0260,32,2019-08-24,2024-09-05,55524668.6,59.32,1.0,242.0,1839,5.03,6.36,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1735145.89,Dealer,Logistics,South,127019,19787,5,2,Moderately Engaged Customer,50,301
C0417,32,2019-12-18,2024-09-11,51984530.4,55.77,0.0,255.0,1729,4.73,6.76,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1624516.58,Fleet Owner,Mining,East,587793,383902,3,2,Moderately Engaged Customer,50,302
C0433,31,2019-09-11,2024-05-27,57020323.4,57.33,2.0,186.0,1720,4.71,6.58,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1839365.27,Dealer,Infrastructure,North,448175,226491,3,2,Moderately Engaged Customer,50,303
C0031,34,2019-04-11,2024-08-13,50500841.8,59.12,1.0,304.0,1951,5.34,6.37,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1485318.88,Government,Mining,East,661950,182414,4,2,Moderately Engaged Customer,50,304
C0126,33,2019-03-05,2024-04-05,64059034.8,58.06,2.0,208.0,1858,5.09,6.49,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1941182.87,Dealer,Manufacturing,South,473103,222292,4,2,Moderately Engaged Customer,50,305
C0008,34,2019-03-04,2024-07-16,48368868.0,59.42,0.0,230.0,1961,5.37,6.33,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1422613.76,Corporate,Logistics,West,941092,934117,1,2,Moderately Engaged Customer,50,306
C0239,32,2019-10-11,2024-10-27,44962159.0,59.45,4.0,206.0,1843,5.05,6.34,Moderate Frequency Customer,Moderate Purchase Gap,Repeat Customer,1405067.47,Government,Logistics,South,1361502,566279,4,2,Moderately Engaged Customer,50,307
C0205,33,2019-02-07,2024-11-15,51965845.0,65.88,1.0,224.0,2108,5.77,5.72,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1574722.58,Retail,Construction,North,45755,34257,2,2,Low Engagement Customer,45,308
C0360,31,2019-05-25,2024-11-17,54662201.0,66.77,0.0,280.0,2003,5.48,5.65,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1763296.81,Dealer,Construction,West,433677,398778,5,2,Low Engagement Customer,45,309
C0355,32,2019-01-03,2024-12-18,58903770.4,70.19,0.0,292.0,2176,5.96,5.37,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1840742.82,Government,Infrastructure,South,917399,657955,4,2,Low Engagement Customer,45,310
C0159,34,2019-02-02,2024-12-26,49934036.2,65.27,4.0,309.0,2154,5.9,5.77,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1468648.12,Dealer,Construction,South,332595,67368,3,2,Low Engagement Customer,45,311
C0155,31,2019-11-15,2024-12-17,41576324.2,61.97,2.0,203.0,1859,5.09,6.09,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1341171.75,Fleet Owner,Mining,East,393453,245382,5,2,Low Engagement Customer,45,312
C0157,34,2019-02-15,2024-12-30,55572804.4,65.0,4.0,247.0,2145,5.87,5.79,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1634494.25,Dealer,Infrastructure,North,315705,130064,1,2,Low Engagement Customer,45,313
C0334,33,2019-01-03,2024-08-24,37526956.6,64.38,5.0,220.0,2060,5.64,5.85,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1137180.5,Corporate,Mining,South,681229,142562,5,2,Low Engagement Customer,45,314
C0336,33,2019-04-29,2024-09-26,39095696.4,61.78,3.0,418.0,1977,5.41,6.1,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1184718.07,Government,Rental,East,1317175,577628,5,2,Low Engagement Customer,45,315
C0305,31,2019-05-16,2024-11-27,48238808.8,67.4,2.0,258.0,2022,5.54,5.6,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1556090.61,Fleet Owner,Logistics,North,702965,105968,3,2,Low Engagement Customer,45,316
C0309,31,2019-03-04,2024-12-17,38065991.6,70.5,1.0,228.0,2115,5.79,5.35,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1227935.21,Government,Manufacturing,West,618080,43088,4,2,Low Engagement Customer,45,317
C0185,33,2019-03-25,2024-09-16,47500335.2,62.56,3.0,216.0,2002,5.48,6.02,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1439404.1,Dealer,Logistics,West,210864,117546,5,2,Low Engagement Customer,45,318
C0298,33,2019-01-05,2024-11-20,46771231.0,67.06,2.0,394.0,2146,5.88,5.62,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1417310.03,Fleet Owner,Construction,South,229813,62180,4,2,Low Engagement Customer,45,319
C0319,33,2019-05-16,2024-12-08,60426895.0,63.53,7.0,170.0,2033,5.57,5.93,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1831118.03,Dealer,Mining,South,396406,88680,5,2,Low Engagement Customer,45,320
C0405,32,2019-01-30,2024-06-25,50787823.0,63.65,0.0,230.0,1973,5.4,5.92,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1587119.47,Corporate,Infrastructure,West,216557,212474,3,2,Low Engagement Customer,45,321
C0404,31,2019-02-10,2024-12-26,46035794.4,71.53,2.0,250.0,2146,5.88,5.28,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1485025.63,Government,Mining,West,1177246,346690,5,2,Low Engagement Customer,45,322
C0121,34,2019-01-22,2024-12-01,47029566.2,64.85,3.0,197.0,2140,5.86,5.8,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1383222.54,Government,Construction,West,690836,432165,2,2,Low Engagement Customer,45,323
C0128,33,2019-01-02,2024-12-18,69172996.2,68.03,3.0,331.0,2177,5.96,5.54,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2096151.4,Retail,Mining,West,39121,16592,1,2,Low Engagement Customer,45,324
C0363,32,2019-05-10,2024-11-07,53560072.2,64.77,3.0,154.0,2008,5.5,5.82,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1673752.26,Fleet Owner,Logistics,South,384777,224253,5,2,Low Engagement Customer,45,325
C0364,32,2019-03-14,2024-11-18,54408370.8,66.97,6.0,291.0,2076,5.68,5.63,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1700261.59,Government,Infrastructure,East,615436,402232,5,2,Low Engagement Customer,45,326
C0361,32,2019-01-15,2024-09-26,52532617.8,67.13,12.0,245.0,2081,5.7,5.62,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1641644.31,Government,Logistics,South,623046,455127,5,2,Low Engagement Customer,45,327
C0064,32,2019-03-21,2024-10-18,57893888.0,65.74,1.0,532.0,2038,5.58,5.74,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1809184.0,Corporate,Manufacturing,North,577111,313205,3,2,Low Engagement Customer,45,328
C0457,33,2019-01-13,2024-11-15,56578805.4,66.66,2.0,368.0,2133,5.84,5.65,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1714509.25,Retail,Manufacturing,East,16374,15438,4,2,Low Engagement Customer,45,329
C0059,32,2019-01-21,2024-12-20,56859509.4,69.68,2.0,241.0,2160,5.91,5.41,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1776859.67,Retail,Manufacturing,South,37344,31278,3,2,Low Engagement Customer,45,330
C0057,32,2019-03-20,2024-12-04,49701788.6,67.29,3.0,203.0,2086,5.71,5.6,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1553180.89,Retail,Logistics,East,23289,4934,3,2,Low Engagement Customer,45,331
C0442,33,2019-01-28,2024-10-20,53527848.6,65.38,0.0,317.0,2092,5.73,5.76,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1622056.02,Dealer,Logistics,East,440207,114258,3,2,Low Engagement Customer,45,332
C0386,32,2019-04-23,2024-11-04,48819152.6,65.23,2.0,183.0,2022,5.54,5.78,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1525598.52,Retail,Construction,North,31717,8568,4,2,Low Engagement Customer,45,333
C0390,32,2019-03-23,2024-11-09,64132451.0,66.39,4.0,237.0,2058,5.63,5.68,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2004139.09,Fleet Owner,Construction,North,220350,71369,3,2,Low Engagement Customer,45,334
C0412,32,2019-04-20,2024-05-28,43246987.6,60.16,1.0,222.0,1865,5.11,6.27,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1351468.36,Corporate,Infrastructure,East,699539,571001,3,2,Low Engagement Customer,45,335
C0415,33,2019-03-21,2024-10-11,68592455.6,63.47,1.0,221.0,2031,5.56,5.93,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2078559.26,Government,Infrastructure,North East,870771,121474,1,2,Low Engagement Customer,45,336
C0096,34,2019-01-02,2024-12-30,51986858.4,66.33,1.0,214.0,2189,5.99,5.67,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1529025.25,Corporate,Construction,South,401903,200385,3,2,Low Engagement Customer,45,337
C0406,32,2019-02-25,2024-10-11,64818334.4,66.29,1.0,289.0,2055,5.63,5.69,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2025572.95,Dealer,Logistics,West,229106,158033,3,2,Low Engagement Customer,45,338
C0073,32,2019-03-23,2024-11-12,56970903.6,66.48,2.0,221.0,2061,5.64,5.67,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1780340.74,Corporate,Rental,North,740385,319020,4,2,Low Engagement Customer,45,339
